"Status","Year","Ethnicity","Function_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Counter Fraud","London","Male","270","260","34340","31060"
"In post","2022","Asian","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Outside London","Female","350","315","28680","27570"
"In post","2022","Asian","Counter Fraud","Outside London","Male","360","350","30400","27570"
"In post","2022","Asian","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","London","Female","80","65","27300","26400"
"In post","2022","Asian","Debt","London","Male","40","35","30760","26400"
"In post","2022","Asian","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Outside London","Female","330","275","22390","21260"
"In post","2022","Asian","Debt","Outside London","Male","270","250","22430","21260"
"In post","2022","Asian","Debt","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Unknown","Female","45","35","25400","25110"
"In post","2022","Asian","Debt","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Asian","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","London","Female","265","260","44890","40730"
"In post","2022","Asian","Digital, Data & Technology","London","Male","360","360","46540","42050"
"In post","2022","Asian","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Outside London","Female","285","280","37860","34290"
"In post","2022","Asian","Digital, Data & Technology","Outside London","Male","485","480","39360","36050"
"In post","2022","Asian","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","London","Female","260","250","42970","39960"
"In post","2022","Asian","Finance","London","Male","280","275","45170","42110"
"In post","2022","Asian","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Outside London","Female","305","285","32880","30160"
"In post","2022","Asian","Finance","Outside London","Male","295","290","35540","31990"
"In post","2022","Asian","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","Outside London","Female","25","20","[c]","[c]"
"In post","2022","Asian","Grants Management","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Asian","Grants Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","London","Female","255","250","40780","36650"
"In post","2022","Asian","Human Resources","London","Male","90","90","40450","34260"
"In post","2022","Asian","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Outside London","Female","215","205","33350","30730"
"In post","2022","Asian","Human Resources","Outside London","Male","100","100","32300","29290"
"In post","2022","Asian","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","London","Female","25","25","[c]","[c]"
"In post","2022","Asian","Internal Audit","London","Male","25","25","[c]","[c]"
"In post","2022","Asian","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Asian","Internal Audit","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Asian","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","London","Female","490","450","46170","50500"
"In post","2022","Asian","Legal","London","Male","210","205","46990","50500"
"In post","2022","Asian","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Outside London","Female","320","290","39160","38000"
"In post","2022","Asian","Legal","Outside London","Male","165","160","41860","41750"
"In post","2022","Asian","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","No function","London","Female","4155","3850","36530","31880"
"In post","2022","Asian","No function","London","Male","2585","2535","37790","32560"
"In post","2022","Asian","No function","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","No function","Outside London","Female","5935","5230","27460","26820"
"In post","2022","Asian","No function","Outside London","Male","5085","4895","28670","27570"
"In post","2022","Asian","No function","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","No function","Overseas","Female","35","35","45200","38300"
"In post","2022","Asian","No function","Overseas","Male","50","50","49930","48300"
"In post","2022","Asian","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","No function","Unknown","Female","70","60","30740","30330"
"In post","2022","Asian","No function","Unknown","Male","30","30","30730","30330"
"In post","2022","Asian","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","London","Female","335","315","45470","41740"
"In post","2022","Asian","Project Delivery","London","Male","220","215","47490","42680"
"In post","2022","Asian","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Outside London","Female","280","260","36620","33370"
"In post","2022","Asian","Project Delivery","Outside London","Male","405","400","39290","36670"
"In post","2022","Asian","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Overseas","Female","5","5","[c]","[c]"
"In post","2022","Asian","Project Delivery","Overseas","Male","15","15","[c]","[c]"
"In post","2022","Asian","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","London","Female","125","115","36900","32560"
"In post","2022","Asian","Property","London","Male","125","125","35570","32020"
"In post","2022","Asian","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Outside London","Female","90","85","33850","30870"
"In post","2022","Asian","Property","Outside London","Male","115","115","37740","32890"
"In post","2022","Asian","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","London","Female","75","75","37830","34710"
"In post","2022","Asian","Security","London","Male","90","90","38110","34550"
"In post","2022","Asian","Security","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Outside London","Female","40","35","29710","27190"
"In post","2022","Asian","Security","Outside London","Male","105","105","28080","25000"
"In post","2022","Asian","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","London","Female","1985","1820","34550","29510"
"In post","2022","Asian","Unknown","London","Male","1325","1290","35070","29370"
"In post","2022","Asian","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Outside London","Female","1110","1000","28120","24890"
"In post","2022","Asian","Unknown","Outside London","Male","920","885","29860","25310"
"In post","2022","Asian","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Overseas","Female","25","25","[c]","[c]"
"In post","2022","Asian","Unknown","Overseas","Male","25","25","[c]","[c]"
"In post","2022","Asian","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","London","Female","95","90","39420","37930"
"In post","2022","Black","Analysis","London","Male","60","60","42920","40610"
"In post","2022","Black","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Black","Analysis","Outside London","Male","40","40","34480","31170"
"In post","2022","Black","Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","London","Female","70","65","41630","38310"
"In post","2022","Black","Commercial","London","Male","30","30","[c]","[c]"
"In post","2022","Black","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Outside London","Female","40","40","33820","33000"
"In post","2022","Black","Commercial","Outside London","Male","30","30","[c]","[c]"
"In post","2022","Black","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","London","Female","80","80","38010","34850"
"In post","2022","Black","Communications","London","Male","30","30","38490","34290"
"In post","2022","Black","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Outside London","Female","85","85","28480","26820"
"In post","2022","Black","Communications","Outside London","Male","50","50","28290","26820"
"In post","2022","Black","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","London","Female","295","275","32080","31060"
"In post","2022","Black","Counter Fraud","London","Male","135","130","32340","31060"
"In post","2022","Black","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","Outside London","Female","115","105","28680","27570"
"In post","2022","Black","Counter Fraud","Outside London","Male","70","65","28110","27570"
"In post","2022","Black","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","London","Female","60","50","29030","26400"
"In post","2022","Black","Debt","London","Male","30","30","28720","26400"
"In post","2022","Black","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Outside London","Female","80","70","22370","21250"
"In post","2022","Black","Debt","Outside London","Male","40","40","22150","21250"
"In post","2022","Black","Debt","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","London","Female","160","160","41360","37850"
"In post","2022","Black","Digital, Data & Technology","London","Male","170","170","42120","40590"
"In post","2022","Black","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Outside London","Female","105","105","36210","33370"
"In post","2022","Black","Digital, Data & Technology","Outside London","Male","195","190","37550","35240"
"In post","2022","Black","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","London","Female","180","180","40090","36760"
"In post","2022","Black","Finance","London","Male","110","110","43240","41750"
"In post","2022","Black","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Outside London","Female","90","85","34740","32100"
"In post","2022","Black","Finance","Outside London","Male","60","60","35780","35590"
"In post","2022","Black","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Black","Grants Management","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","London","Female","210","205","38340","35030"
"In post","2022","Black","Human Resources","London","Male","45","45","35960","34260"
"In post","2022","Black","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Outside London","Female","95","90","33220","28300"
"In post","2022","Black","Human Resources","Outside London","Male","30","30","[c]","[c]"
"In post","2022","Black","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","London","Female","15","15","[c]","[c]"
"In post","2022","Black","Internal Audit","London","Male","15","15","[c]","[c]"
"In post","2022","Black","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","London","Female","355","340","41550","35020"
"In post","2022","Black","Legal","London","Male","135","135","43890","37930"
"In post","2022","Black","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Outside London","Female","110","105","38160","33370"
"In post","2022","Black","Legal","Outside London","Male","40","40","40010","39260"
"In post","2022","Black","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","London","Female","4070","3910","33290","31060"
"In post","2022","Black","No function","London","Male","1950","1915","34310","31880"
"In post","2022","Black","No function","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Outside London","Female","2505","2325","28080","27570"
"In post","2022","Black","No function","Outside London","Male","1630","1585","29730","27570"
"In post","2022","Black","No function","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Overseas","Female","20","20","[c]","[c]"
"In post","2022","Black","No function","Overseas","Male","15","15","[c]","[c]"
"In post","2022","Black","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Unknown","Female","30","25","[c]","[c]"
"In post","2022","Black","No function","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Black","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","London","Female","245","235","42230","39000"
"In post","2022","Black","Project Delivery","London","Male","100","95","45100","42280"
"In post","2022","Black","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Outside London","Female","150","145","34710","33330"
"In post","2022","Black","Project Delivery","Outside London","Male","175","175","35890","34770"
"In post","2022","Black","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Overseas","Female","5","5","[c]","[c]"
"In post","2022","Black","Project Delivery","Overseas","Male","10","10","[c]","[c]"
"In post","2022","Black","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","London","Female","85","85","38510","34640"
"In post","2022","Black","Property","London","Male","40","40","38790","34260"
"In post","2022","Black","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Outside London","Female","40","40","34730","32000"
"In post","2022","Black","Property","Outside London","Male","35","35","37890","35310"
"In post","2022","Black","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","London","Female","30","30","35830","34900"
"In post","2022","Black","Security","London","Male","55","50","32960","30610"
"In post","2022","Black","Security","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Outside London","Female","10","5","[c]","[c]"
"In post","2022","Black","Security","Outside London","Male","40","40","30230","26280"
"In post","2022","Black","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","London","Female","1120","1045","34430","29800"
"In post","2022","Black","Unknown","London","Male","520","515","35210","30000"
"In post","2022","Black","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Outside London","Female","315","290","28900","25490"
"In post","2022","Black","Unknown","Outside London","Male","245","235","30960","27370"
"In post","2022","Black","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Overseas","Female","5","5","[c]","[c]"
"In post","2022","Black","Unknown","Overseas","Male","10","10","[c]","[c]"
"In post","2022","Black","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Analysis","London","Female","65","60","48290","48410"
"In post","2022","Mixed","Analysis","London","Male","70","70","42420","38020"
"In post","2022","Mixed","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Analysis","Outside London","Female","40","40","37500","34000"
"In post","2022","Mixed","Analysis","Outside London","Male","40","40","41740","38070"
"In post","2022","Mixed","Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
