"Status","Year","Age","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","40-49","Communications","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","UK Health Security Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Counter Fraud","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Counter Fraud","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Counter Fraud","Companies House","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Counter Fraud","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Counter Fraud","Department for Work and Pensions (excl. agencies)","London","20","[c]","28980","25110"
"New entrant CS","2022","40-49","Counter Fraud","Department for Work and Pensions (excl. agencies)","Outside London","120","[c]","25460","27570"
"New entrant CS","2022","40-49","Counter Fraud","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Counter Fraud","HM Revenue and Customs (excl. agencies)","London","25","[c]","33970","30750"
"New entrant CS","2022","40-49","Counter Fraud","HM Revenue and Customs (excl. agencies)","Outside London","80","[c]","29060","26590"
"New entrant CS","2022","40-49","Counter Fraud","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Counter Fraud","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Debt","Department for Work and Pensions (excl. agencies)","Outside London","50","[c]","21910","21260"
"New entrant CS","2022","40-49","Debt","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Debt","HM Revenue and Customs (excl. agencies)","Outside London","95","[c]","21670","21250"
"New entrant CS","2022","40-49","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","20","[c]","50110","54700"
"New entrant CS","2022","40-49","Digital, Data & Technology","Cabinet Office (excl. agencies)","Outside London","15","[c]","48520","49700"
"New entrant CS","2022","40-49","Digital, Data & Technology","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Companies House","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Defence Equipment and Support","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Department for Education (excl. agencies)","Outside London","25","[c]","40470","38350"
"New entrant CS","2022","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","75","[c]","42320","40600"
"New entrant CS","2022","40-49","Digital, Data & Technology","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Department for Transport (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Department for Transport (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Outside London","75","[c]","43090","40670"
"New entrant CS","2022","40-49","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Health and Safety Executive","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","HM Courts and Tribunals Service","London","10","[c]","42170","41750"
"New entrant CS","2022","40-49","Digital, Data & Technology","HM Courts and Tribunals Service","Outside London","10","[c]","39930","36050"
"New entrant CS","2022","40-49","Digital, Data & Technology","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","HM Land Registry","Outside London","10","[c]","34920","33840"
"New entrant CS","2022","40-49","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Outside London","50","[c]","42080","40180"
"New entrant CS","2022","40-49","Digital, Data & Technology","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Intellectual Property Office","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Met Office","Outside London","15","[c]","31450","27980"
"New entrant CS","2022","40-49","Digital, Data & Technology","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Outside London","35","[c]","32070","31600"
"New entrant CS","2022","40-49","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Ministry of Justice (excl. agencies)","London","20","[c]","50530","54270"
"New entrant CS","2022","40-49","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","National Crime Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","The National Archives","London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","UK Health Security Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","UK Statistics Authority","Outside London","25","[c]","46860","50210"
"New entrant CS","2022","40-49","Digital, Data & Technology","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Digital, Data & Technology","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Finance","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Finance","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Finance","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Finance","Companies House","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Finance","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Finance","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Finance","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Finance","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Finance","Department for Education (excl. agencies)","Outside London","5","[c]","[c]","[c]"
