"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Communications","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","National Savings and Investments","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Department for Work and Pensions (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","HM Revenue and Customs (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2022","16-19","Counter Fraud","HM Revenue and Customs (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2022","16-19","Debt","Department for Work and Pensions (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2022","16-19","Debt","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","HM Revenue and Customs (excl. agencies)","AO","40","40","21250","21250"
"In post","2022","16-19","Digital, Data & Technology","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Defence Science and Technology Laboratory","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Driver and Vehicle Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","HM Land Registry","AA","5","5","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Met Office","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Met Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Scottish Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Defence Equipment and Support","EO","15","15","19730","19460"
"In post","2022","16-19","Finance","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","HM Revenue and Customs (excl. agencies)","AO","10","10","21250","21250"
"In post","2022","16-19","Finance","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Office of Qualifications and Examinations Regulation","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Scottish Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Rural Payments Agency","AO","10","10","20720","21300"
"In post","2022","16-19","Grants Management","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Crown Prosecution Service","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Department for Transport (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Driver and Vehicle Standards Agency","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Driver and Vehicle Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Government Legal Department","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","HM Treasury (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Ministry of Defence (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Scottish Prison Service","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Internal Audit","Ministry of Defence (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Crown Prosecution Service","AO","30","30","21240","20370"
"In post","2022","16-19","Legal","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Government Legal Department","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","HM Crown Prosecution Service Inspectorate","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","HM Revenue and Customs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Animal and Plant Health Agency","AO","5","5","[c]","[c]"
"In post","2022","16-19","No function","Charity Commission","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Companies House","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Criminal Injuries Compensation Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Crown Commercial Service","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Crown Office and Procurator Fiscal Service","AO","10","10","21050","21050"
"In post","2022","16-19","No function","Defence Electronics and Components Agency","AA","15","15","17490","17450"
"In post","2022","16-19","No function","Defence Science and Technology Laboratory","AA","5","5","[c]","[c]"
"In post","2022","16-19","No function","Defence Science and Technology Laboratory","AO","5","5","[c]","[c]"
"In post","2022","16-19","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Education (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","15","15","24960","25170"
"In post","2022","16-19","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2022","16-19","No function","Department for Transport (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2022","16-19","No function","Department for Work and Pensions (excl. agencies)","AO","85","85","21480","21260"
"In post","2022","16-19","No function","Department for Work and Pensions (excl. agencies)","EO","30","30","27870","27570"
"In post","2022","16-19","No function","Department of Health and Social Care (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Driver and Vehicle Licensing Agency","AA","55","45","18310","18310"
"In post","2022","16-19","No function","Driver and Vehicle Licensing Agency","AO","15","15","21840","21840"
"In post","2022","16-19","No function","Driver and Vehicle Standards Agency","AO","5","5","[c]","[c]"
"In post","2022","16-19","No function","Education and Skills Funding Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Foreign, Commonwealth and Development Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Health and Safety Executive","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Courts and Tribunals Service","AA","10","10","[c]","[c]"
"In post","2022","16-19","No function","HM Courts and Tribunals Service","AO","15","15","21520","20970"
"In post","2022","16-19","No function","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Land Registry","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Prison and Probation Service","AA","55","55","20890","20890"
"In post","2022","16-19","No function","HM Prison and Probation Service","AO","105","105","24630","23140"
"In post","2022","16-19","No function","HM Prison and Probation Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Revenue and Customs (excl. agencies)","AO","115","110","21390","21250"
"In post","2022","16-19","No function","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Treasury (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","HM Treasury (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2022","16-19","No function","Intellectual Property Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Legal Aid Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Maritime and Coastguard Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Office of Qualifications and Examinations Regulation","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Office of the Public Guardian","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Registers of Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Scottish Courts and Tribunals Service","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Scottish Courts and Tribunals Service","AO","5","5","[c]","[c]"
"In post","2022","16-19","No function","Scottish Prison Service","AO","5","5","[c]","[c]"
"In post","2022","16-19","No function","The Insolvency Service","AO","5","5","[c]","[c]"
"In post","2022","16-19","No function","The National Archives","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","UK Health Security Agency","AA","10","5","21050","22350"
"In post","2022","16-19","No function","UK Health Security Agency","AO","5","5","[c]","[c]"
"In post","2022","16-19","No function","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","UK Statistics Authority","AA","5","5","[c]","[c]"
"In post","2022","16-19","No function","UK Statistics Authority","AO","5","5","[c]","[c]"
"In post","2022","16-19","No function","Vehicle Certification Agency","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Vehicle Certification Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Animal and Plant Health Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Defence Equipment and Support","EO","90","90","18390","18030"
"In post","2022","16-19","Project Delivery","Defence Science and Technology Laboratory","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Department for Work and Pensions (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Driver and Vehicle Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Ministry of Defence (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Submarine Delivery Agency","Unknown","15","15","18160","17140"
"In post","2022","16-19","Property","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","FCDO Services","Unknown","15","15","19130","16630"
"In post","2022","16-19","Property","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Ministry of Defence (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Valuation Office Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Valuation Office Agency","EO","10","10","25900","26030"
"In post","2022","16-19","Security","Cabinet Office (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2022","16-19","Security","Crown Prosecution Service","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","HM Prison and Probation Service","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Ministry of Defence (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Ministry of Defence (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions (excl. agencies)","AO","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Disclosure Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","FCDO Services","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Food Standards Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Forestry and Land Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","AO","35","30","22260","21680"
"In post","2022","16-19","Unknown","Home Office","EO","20","20","25880","24880"
"In post","2022","16-19","Unknown","Ministry of Defence (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Royal Fleet Auxiliary","Unknown","35","35","17940","16450"
"In post","2022","16-19","Unknown","Scottish Government (excl. agencies)","AA","25","20","21430","21050"
"In post","2022","16-19","Unknown","Scottish Government (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Public Pensions Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Social Security Scotland","AA","15","15","21110","21050"
"In post","2022","16-19","Unknown","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Student Awards Agency for Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Transport Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Welsh Government (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Cabinet Office (excl. agencies)","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Centre for Environment, Fisheries and Aquaculture Science","AO","20","20","21150","21510"
"In post","2022","20-29","Analysis","Centre for Environment, Fisheries and Aquaculture Science","EO","30","30","25280","25010"
"In post","2022","20-29","Analysis","Centre for Environment, Fisheries and Aquaculture Science","HEO","30","30","29750","29750"
"In post","2022","20-29","Analysis","Companies House","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Companies House","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Competition and Markets Authority","G7","10","10","54160","53530"
"In post","2022","20-29","Analysis","Competition and Markets Authority","HEO","15","15","33860","33120"
"In post","2022","20-29","Analysis","Defence Science and Technology Laboratory","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Defence Science and Technology Laboratory","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Defence Science and Technology Laboratory","HEO","95","95","29660","29230"
"In post","2022","20-29","Analysis","Defence Science and Technology Laboratory","SEO","25","25","38290","38070"
"In post","2022","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","20","20","27630","27680"
"In post","2022","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","15","15","57730","57620"
"In post","2022","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","100","100","35170","33880"
"In post","2022","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Digital, Culture, Media and Sport","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Digital, Culture, Media and Sport","EO","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Digital, Culture, Media and Sport","G7","30","30","55090","55730"
"In post","2022","20-29","Analysis","Department for Digital, Culture, Media and Sport","HEO","45","45","37620","38020"
"In post","2022","20-29","Analysis","Department for Education (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Education (excl. agencies)","EO","10","10","26630","25000"
"In post","2022","20-29","Analysis","Department for Education (excl. agencies)","G7","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Education (excl. agencies)","HEO","25","25","33420","32870"
"In post","2022","20-29","Analysis","Department for Education (excl. agencies)","SEO","15","15","43400","45250"
"In post","2022","20-29","Analysis","Department for International Trade","EO","25","25","26620","26250"
"In post","2022","20-29","Analysis","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for International Trade","G7","40","40","52520","51710"
"In post","2022","20-29","Analysis","Department for International Trade","HEO","70","70","31920","31800"
"In post","2022","20-29","Analysis","Department for International Trade","SEO","15","15","39610","38560"
"In post","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","15","15","27420","27850"
"In post","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","30","30","53100","53130"
"In post","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","40","40","32360","33210"
"In post","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","15","15","41380","42980"
"In post","2022","20-29","Analysis","Department for Transport (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Transport (excl. agencies)","EO","25","25","29560","29970"
"In post","2022","20-29","Analysis","Department for Transport (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Transport (excl. agencies)","G7","45","45","53900","54110"
"In post","2022","20-29","Analysis","Department for Transport (excl. agencies)","HEO","65","65","33540","34710"
"In post","2022","20-29","Analysis","Department for Transport (excl. agencies)","SEO","25","25","42220","42470"
"In post","2022","20-29","Analysis","Department for Work and Pensions (excl. agencies)","AO","40","40","22640","21260"
"In post","2022","20-29","Analysis","Department for Work and Pensions (excl. agencies)","EO","20","20","28580","27660"
"In post","2022","20-29","Analysis","Department for Work and Pensions (excl. agencies)","G7","20","20","56080","57230"
"In post","2022","20-29","Analysis","Department for Work and Pensions (excl. agencies)","HEO","145","145","34500","35000"
"In post","2022","20-29","Analysis","Department for Work and Pensions (excl. agencies)","SEO","35","35","37730","36560"
"In post","2022","20-29","Analysis","Department of Health and Social Care (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department of Health and Social Care (excl. agencies)","EO","15","15","26720","27270"
"In post","2022","20-29","Analysis","Department of Health and Social Care (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department of Health and Social Care (excl. agencies)","G7","60","60","53030","53360"
"In post","2022","20-29","Analysis","Department of Health and Social Care (excl. agencies)","HEO","50","50","32330","32790"
"In post","2022","20-29","Analysis","Department of Health and Social Care (excl. agencies)","SEO","20","20","39540","40650"
"In post","2022","20-29","Analysis","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Education and Skills Funding Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Food Standards Agency","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Food Standards Agency","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Government Actuary's Department","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Government Actuary's Department","EO","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Government Actuary's Department","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Government Actuary's Department","G7","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Government Actuary's Department","HEO","20","20","35620","35980"
"In post","2022","20-29","Analysis","Government Actuary's Department","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Health and Safety Executive","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Health and Safety Executive","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Health and Safety Executive","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","HM Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","HM Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","HM Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","HM Prison and Probation Service","EO","[c]","[c]","[c]","[c]"
