"Status","Year","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Communications","SCS level","SCS level","Female","60","60","87050","81850"
"In post","2022","Communications","SCS level","SCS level","Male","50","50","90930","85000"
"In post","2022","Communications","SEO/HEO","HEO","Female","650","625","34070","33300"
"In post","2022","Communications","SEO/HEO","HEO","Male","455","450","34710","33830"
"In post","2022","Communications","SEO/HEO","SEO","Female","640","610","41610","40960"
"In post","2022","Communications","SEO/HEO","SEO","Male","405","400","42060","41750"
"In post","2022","Communications","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Corporate Finance","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","EO","EO","Female","10","10","[c]","[c]"
"In post","2022","Corporate Finance","EO","EO","Male","5","5","[c]","[c]"
"In post","2022","Corporate Finance","G6/G7","G6","Female","5","5","[c]","[c]"
"In post","2022","Corporate Finance","G6/G7","G6","Male","15","15","[c]","[c]"
"In post","2022","Corporate Finance","G6/G7","G7","Female","20","20","[c]","[c]"
"In post","2022","Corporate Finance","G6/G7","G7","Male","15","15","[c]","[c]"
"In post","2022","Corporate Finance","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","SCS level","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Corporate Finance","SEO/HEO","HEO","Female","20","20","[c]","[c]"
"In post","2022","Corporate Finance","SEO/HEO","HEO","Male","10","10","[c]","[c]"
"In post","2022","Corporate Finance","SEO/HEO","SEO","Female","20","20","[c]","[c]"
"In post","2022","Corporate Finance","SEO/HEO","SEO","Male","10","10","[c]","[c]"
"In post","2022","Counter Fraud","AA/AO","AA","Female","15","10","[c]","[c]"
"In post","2022","Counter Fraud","AA/AO","AA","Male","10","10","[c]","[c]"
"In post","2022","Counter Fraud","AA/AO","AO","Female","990","800","22560","21260"
"In post","2022","Counter Fraud","AA/AO","AO","Male","480","455","22470","21260"
"In post","2022","Counter Fraud","EO","EO","Female","2185","1920","28110","27570"
"In post","2022","Counter Fraud","EO","EO","Male","1430","1325","28220","27570"
"In post","2022","Counter Fraud","G6/G7","G6","Female","15","15","[c]","[c]"
"In post","2022","Counter Fraud","G6/G7","G6","Male","35","35","69920","68590"
"In post","2022","Counter Fraud","G6/G7","G7","Female","40","40","54230","53370"
"In post","2022","Counter Fraud","G6/G7","G7","Male","75","75","56110","56430"
"In post","2022","Counter Fraud","SCS level","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Counter Fraud","SEO/HEO","HEO","Female","520","485","33720","32470"
"In post","2022","Counter Fraud","SEO/HEO","HEO","Male","465","445","34070","33180"
"In post","2022","Counter Fraud","SEO/HEO","SEO","Female","140","135","39500","39540"
"In post","2022","Counter Fraud","SEO/HEO","SEO","Male","175","170","40930","40270"
"In post","2022","Digital, Data and Technology","AA/AO","AA","Female","35","35","19590","18450"
"In post","2022","Digital, Data and Technology","AA/AO","AA","Male","50","50","19600","19380"
"In post","2022","Digital, Data and Technology","AA/AO","AO","Female","245","230","22100","21380"
"In post","2022","Digital, Data and Technology","AA/AO","AO","Male","340","335","22340","21830"
"In post","2022","Digital, Data and Technology","EO","EO","Female","1205","1115","27490","27130"
"In post","2022","Digital, Data and Technology","EO","EO","Male","2270","2210","27880","27570"
"In post","2022","Digital, Data and Technology","G6/G7","G6","Female","410","405","67310","66620"
"In post","2022","Digital, Data and Technology","G6/G7","G6","Male","875","870","69810","68700"
"In post","2022","Digital, Data and Technology","G6/G7","G7","Female","1505","1455","54180","53760"
"In post","2022","Digital, Data and Technology","G6/G7","G7","Male","2800","2780","56130","55210"
"In post","2022","Digital, Data and Technology","SCS level","SCS level","Female","95","90","88130","81550"
"In post","2022","Digital, Data and Technology","SCS level","SCS level","Male","195","195","93760","90000"
"In post","2022","Digital, Data and Technology","SEO/HEO","HEO","Female","1775","1685","33400","33190"
"In post","2022","Digital, Data and Technology","SEO/HEO","HEO","Male","2995","2950","34060","33370"
"In post","2022","Digital, Data and Technology","SEO/HEO","SEO","Female","1720","1650","40730","40520"
"In post","2022","Digital, Data and Technology","SEO/HEO","SEO","Male","3455","3410","41870","40670"
"In post","2022","Digital, Data and Technology","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","Unknown","Male","30","30","[c]","[c]"
"In post","2022","Economics","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","AA/AO","AO","Female","30","30","[c]","[c]"
"In post","2022","Economics","AA/AO","AO","Male","45","45","21860","20830"
"In post","2022","Economics","EO","EO","Female","80","75","26990","27270"
"In post","2022","Economics","EO","EO","Male","65","65","27030","27340"
"In post","2022","Economics","G6/G7","G6","Female","90","80","70280","68740"
"In post","2022","Economics","G6/G7","G6","Male","140","140","70770","69290"
"In post","2022","Economics","G6/G7","G7","Female","240","225","55770","55060"
"In post","2022","Economics","G6/G7","G7","Male","440","435","56750","55720"
"In post","2022","Economics","SCS level","SCS level","Female","35","30","86040","80000"
"In post","2022","Economics","SCS level","SCS level","Male","55","55","96340","82890"
"In post","2022","Economics","SEO/HEO","HEO","Female","225","225","34110","33570"
"In post","2022","Economics","SEO/HEO","HEO","Male","480","475","34180","33760"
"In post","2022","Economics","SEO/HEO","SEO","Female","70","70","40440","40620"
"In post","2022","Economics","SEO/HEO","SEO","Male","90","90","42000","42240"
"In post","2022","Economics","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","AA/AO","AA","Female","25","20","[c]","[c]"
"In post","2022","Finance","AA/AO","AA","Male","20","20","[c]","[c]"
"In post","2022","Finance","AA/AO","AO","Female","635","550","22080","21380"
"In post","2022","Finance","AA/AO","AO","Male","305","290","22150","21680"
"In post","2022","Finance","EO","EO","Female","1520","1425","26950","26670"
"In post","2022","Finance","EO","EO","Male","855","840","26920","26670"
"In post","2022","Finance","G6/G7","G6","Female","360","345","67360","67090"
"In post","2022","Finance","G6/G7","G6","Male","425","420","68500","67940"
"In post","2022","Finance","G6/G7","G7","Female","995","955","54790","54270"
"In post","2022","Finance","G6/G7","G7","Male","955","945","55740","55210"
"In post","2022","Finance","SCS level","SCS level","Female","140","135","86470","80650"
"In post","2022","Finance","SCS level","SCS level","Male","195","195","89640","82160"
"In post","2022","Finance","SEO/HEO","HEO","Female","1705","1620","33590","33300"
"In post","2022","Finance","SEO/HEO","HEO","Male","1270","1255","33860","33300"
"In post","2022","Finance","SEO/HEO","SEO","Female","1480","1415","41270","40580"
"In post","2022","Finance","SEO/HEO","SEO","Male","1365","1340","41720","40650"
"In post","2022","Finance","Unknown","Unknown","Female","30","30","46710","40720"
"In post","2022","Finance","Unknown","Unknown","Male","45","45","50120","42140"
"In post","2022","Geography","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Geography","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Geography","AA/AO","AO","Female","25","25","[c]","[c]"
"In post","2022","Geography","AA/AO","AO","Male","40","40","20510","20420"
"In post","2022","Geography","EO","EO","Female","65","60","27500","26740"
"In post","2022","Geography","EO","EO","Male","95","90","27560","26740"
"In post","2022","Geography","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Geography","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Geography","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Geography","G6/G7","G7","Male","5","5","[c]","[c]"
"In post","2022","Geography","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SEO/HEO","HEO","Female","55","50","33420","33290"
"In post","2022","Geography","SEO/HEO","HEO","Male","130","125","33440","33290"
"In post","2022","Geography","SEO/HEO","SEO","Female","20","20","[c]","[c]"
"In post","2022","Geography","SEO/HEO","SEO","Male","40","35","42710","42510"
"In post","2022","Human Resources","AA/AO","AA","Female","45","40","20210","19810"
"In post","2022","Human Resources","AA/AO","AA","Male","20","20","[c]","[c]"
"In post","2022","Human Resources","AA/AO","AO","Female","855","765","22050","21380"
"In post","2022","Human Resources","AA/AO","AO","Male","305","300","22160","21680"
"In post","2022","Human Resources","EO","EO","Female","1245","1150","27260","26880"
"In post","2022","Human Resources","EO","EO","Male","485","475","27720","27380"
"In post","2022","Human Resources","G6/G7","G6","Female","415","405","66890","66290"
"In post","2022","Human Resources","G6/G7","G6","Male","185","180","67790","67910"
"In post","2022","Human Resources","G6/G7","G7","Female","1040","1000","54110","54070"
"In post","2022","Human Resources","G6/G7","G7","Male","455","445","55010","54850"
"In post","2022","Human Resources","SCS level","SCS level","Female","155","150","86650","79720"
"In post","2022","Human Resources","SCS level","SCS level","Male","75","75","86460","79500"
"In post","2022","Human Resources","SEO/HEO","HEO","Female","1770","1675","33130","33000"
"In post","2022","Human Resources","SEO/HEO","HEO","Male","745","725","33860","33300"
"In post","2022","Human Resources","SEO/HEO","SEO","Female","1225","1155","40920","40580"
"In post","2022","Human Resources","SEO/HEO","SEO","Male","550","540","41500","40580"
"In post","2022","Human Resources","Unknown","Unknown","Female","25","25","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Inspector of Education and Training","G6/G7","G6","Female","95","90","81170","85550"
"In post","2022","Inspector of Education and Training","G6/G7","G6","Male","70","70","80510","81820"
"In post","2022","Inspector of Education and Training","G6/G7","G7","Female","235","230","72230","75500"
"In post","2022","Inspector of Education and Training","G6/G7","G7","Male","145","140","74210","75500"
"In post","2022","Inspector of Education and Training","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","SCS level","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","SEO/HEO","SEO","Female","345","330","50340","51360"
"In post","2022","Inspector of Education and Training","SEO/HEO","SEO","Male","40","40","50650","51360"
"In post","2022","Intelligence Analysis","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA/AO","AO","Female","70","65","23350","21960"
"In post","2022","Intelligence Analysis","AA/AO","AO","Male","45","40","23230","21750"
"In post","2022","Intelligence Analysis","EO","EO","Female","815","755","27480","27370"
"In post","2022","Intelligence Analysis","EO","EO","Male","770","745","27940","27370"
"In post","2022","Intelligence Analysis","G6/G7","G6","Female","15","15","[c]","[c]"
"In post","2022","Intelligence Analysis","G6/G7","G6","Male","25","25","[c]","[c]"
"In post","2022","Intelligence Analysis","G6/G7","G7","Female","70","65","56780","57430"
"In post","2022","Intelligence Analysis","G6/G7","G7","Male","120","120","57920","57400"
"In post","2022","Intelligence Analysis","SCS level","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Intelligence Analysis","SCS level","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Intelligence Analysis","SEO/HEO","HEO","Female","350","335","33870","33300"
"In post","2022","Intelligence Analysis","SEO/HEO","HEO","Male","485","475","34390","33840"
"In post","2022","Intelligence Analysis","SEO/HEO","SEO","Female","150","145","41700","41490"
"In post","2022","Intelligence Analysis","SEO/HEO","SEO","Male","290","285","43010","43300"
"In post","2022","Intelligence Analysis","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","AO","Female","15","15","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","AO","Male","15","15","[c]","[c]"
"In post","2022","Internal Audit","EO","EO","Female","25","25","[c]","[c]"
"In post","2022","Internal Audit","EO","EO","Male","15","15","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","G6","Female","30","30","67380","65620"
"In post","2022","Internal Audit","G6/G7","G6","Male","40","40","67060","64350"
"In post","2022","Internal Audit","G6/G7","G7","Female","65","60","53860","54130"
"In post","2022","Internal Audit","G6/G7","G7","Male","75","70","54280","54130"
"In post","2022","Internal Audit","SCS level","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Internal Audit","SCS level","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","HEO","Female","85","85","33920","33350"
"In post","2022","Internal Audit","SEO/HEO","HEO","Male","75","75","34570","33630"
"In post","2022","Internal Audit","SEO/HEO","SEO","Female","170","155","43390","42680"
"In post","2022","Internal Audit","SEO/HEO","SEO","Male","135","130","44310","43380"
"In post","2022","International Trade","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","EO","EO","Female","55","55","27100","26510"
"In post","2022","International Trade","EO","EO","Male","50","50","27730","26820"
"In post","2022","International Trade","G6/G7","G6","Female","85","80","63810","62170"
"In post","2022","International Trade","G6/G7","G6","Male","100","95","64440","63200"
"In post","2022","International Trade","G6/G7","G7","Female","220","215","52910","51970"
"In post","2022","International Trade","G6/G7","G7","Male","270","270","53540","51970"
"In post","2022","International Trade","SCS level","SCS level","Female","50","50","82110","75300"
"In post","2022","International Trade","SCS level","SCS level","Male","70","65","82950","74600"
"In post","2022","International Trade","SEO/HEO","HEO","Female","190","185","33050","32120"
"In post","2022","International Trade","SEO/HEO","HEO","Male","175","170","33070","32560"
"In post","2022","International Trade","SEO/HEO","SEO","Female","145","145","39580","38450"
"In post","2022","International Trade","SEO/HEO","SEO","Male","230","230","39390","38540"
"In post","2022","Knowledge and Information Management","AA/AO","AA","Female","10","10","[c]","[c]"
"In post","2022","Knowledge and Information Management","AA/AO","AA","Male","5","5","[c]","[c]"
"In post","2022","Knowledge and Information Management","AA/AO","AO","Female","225","210","22340","21380"
"In post","2022","Knowledge and Information Management","AA/AO","AO","Male","130","125","22470","21380"
"In post","2022","Knowledge and Information Management","EO","EO","Female","345","320","27760","27570"
"In post","2022","Knowledge and Information Management","EO","EO","Male","230","225","27670","27570"
"In post","2022","Knowledge and Information Management","G6/G7","G6","Female","30","25","[c]","[c]"
"In post","2022","Knowledge and Information Management","G6/G7","G6","Male","45","45","68440","67820"
"In post","2022","Knowledge and Information Management","G6/G7","G7","Female","130","125","54510","54070"
"In post","2022","Knowledge and Information Management","G6/G7","G7","Male","115","115","54890","54540"
"In post","2022","Knowledge and Information Management","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","SCS level","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Knowledge and Information Management","SCS level","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Knowledge and Information Management","SEO/HEO","HEO","Female","345","325","33700","33300"
"In post","2022","Knowledge and Information Management","SEO/HEO","HEO","Male","315","310","33980","33300"
"In post","2022","Knowledge and Information Management","SEO/HEO","SEO","Female","200","190","41030","40580"
"In post","2022","Knowledge and Information Management","SEO/HEO","SEO","Male","190","190","41780","41540"
"In post","2022","Knowledge and Information Management","Unknown","Unknown","Female","15","15","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Legal","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","AO","Female","160","130","22260","22080"
"In post","2022","Legal","AA/AO","AO","Male","110","105","22640","22080"
"In post","2022","Legal","EO","EO","Female","980","920","28330","27130"
"In post","2022","Legal","EO","EO","Male","875","860","28360","26820"
"In post","2022","Legal","G6/G7","G6","Female","885","800","68960","67320"
"In post","2022","Legal","G6/G7","G6","Male","630","615","70740","69720"
"In post","2022","Legal","G6/G7","G7","Female","3025","2730","55890","54390"
"In post","2022","Legal","G6/G7","G7","Male","1725","1655","56610","55610"
"In post","2022","Legal","SCS level","SCS level","Female","220","210","86570","82500"
"In post","2022","Legal","SCS level","SCS level","Male","175","175","89610","83460"
"In post","2022","Legal","SEO/HEO","HEO","Female","1110","1055","35230","33840"
"In post","2022","Legal","SEO/HEO","HEO","Male","1010","990","35300","33940"
"In post","2022","Legal","SEO/HEO","SEO","Female","1080","965","44610","42850"
"In post","2022","Legal","SEO/HEO","SEO","Male","690","660","44460","43310"
"In post","2022","Legal","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","AA/AO","AA","Female","50","45","19290","19010"
"In post","2022","Medicine","AA/AO","AA","Male","15","15","[c]","[c]"
"In post","2022","Medicine","AA/AO","AO","Female","265","240","23480","23280"
"In post","2022","Medicine","AA/AO","AO","Male","20","20","[c]","[c]"
"In post","2022","Medicine","EO","EO","Female","220","190","32150","31530"
"In post","2022","Medicine","EO","EO","Male","90","90","31110","31530"
"In post","2022","Medicine","G6/G7","G6","Female","275","220","81690","83320"
"In post","2022","Medicine","G6/G7","G6","Male","180","160","82030","84280"
"In post","2022","Medicine","G6/G7","G7","Female","195","175","59070","55060"
"In post","2022","Medicine","G6/G7","G7","Male","105","95","66300","65750"
"In post","2022","Medicine","SCS level","SCS level","Female","195","175","103330","100750"
"In post","2022","Medicine","SCS level","SCS level","Male","145","130","110070","107720"
"In post","2022","Medicine","SEO/HEO","HEO","Female","375","335","37740","39030"
"In post","2022","Medicine","SEO/HEO","HEO","Male","115","110","37470","39030"
"In post","2022","Medicine","SEO/HEO","SEO","Female","185","165","44180","45840"
"In post","2022","Medicine","SEO/HEO","SEO","Male","80","80","44870","45840"
"In post","2022","Operational Delivery","AA/AO","AA","Female","6450","5400","20550","20890"
"In post","2022","Operational Delivery","AA/AO","AA","Male","4825","4460","21040","20890"
"In post","2022","Operational Delivery","AA/AO","AO","Female","53800","45815","22510","21410"
"In post","2022","Operational Delivery","AA/AO","AO","Male","38080","36295","24300","22040"
"In post","2022","Operational Delivery","EO","EO","Female","50075","44555","27860","27570"
"In post","2022","Operational Delivery","EO","EO","Male","35165","33710","28540","27570"
"In post","2022","Operational Delivery","G6/G7","G6","Female","1065","1040","67950","66230"
"In post","2022","Operational Delivery","G6/G7","G6","Male","1060","1040","70180","67770"
"In post","2022","Operational Delivery","G6/G7","G7","Female","3105","2990","53940","53360"
"In post","2022","Operational Delivery","G6/G7","G7","Male","2810","2765","56100","54270"
"In post","2022","Operational Delivery","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","SCS level","SCS level","Female","415","400","89070","80950"
"In post","2022","Operational Delivery","SCS level","SCS level","Male","460","450","93650","85780"
"In post","2022","Operational Delivery","SEO/HEO","HEO","Female","13860","12960","33520","33180"
"In post","2022","Operational Delivery","SEO/HEO","HEO","Male","11705","11280","34810","33570"
"In post","2022","Operational Delivery","SEO/HEO","SEO","Female","6715","6405","41470","40520"
"In post","2022","Operational Delivery","SEO/HEO","SEO","Male","5945","5805","44180","41350"
"In post","2022","Operational Delivery","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Unknown","Unknown","Female","14630","13460","29740","28200"
"In post","2022","Operational Delivery","Unknown","Unknown","Male","4840","4570","31200","28200"
"In post","2022","Operational Research","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","AA/AO","AO","Female","20","20","[c]","[c]"
"In post","2022","Operational Research","AA/AO","AO","Male","15","15","[c]","[c]"
"In post","2022","Operational Research","EO","EO","Female","25","25","[c]","[c]"
"In post","2022","Operational Research","EO","EO","Male","25","25","[c]","[c]"
"In post","2022","Operational Research","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","G6/G7","G6","Female","25","20","[c]","[c]"
"In post","2022","Operational Research","G6/G7","G6","Male","40","40","70900","68840"
"In post","2022","Operational Research","G6/G7","G7","Female","145","130","53910","54160"
"In post","2022","Operational Research","G6/G7","G7","Male","290","280","53210","54050"
"In post","2022","Operational Research","SCS level","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Operational Research","SCS level","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Operational Research","SEO/HEO","HEO","Female","125","125","33430","33370"
"In post","2022","Operational Research","SEO/HEO","HEO","Male","155","155","33060","33080"
"In post","2022","Operational Research","SEO/HEO","SEO","Female","95","90","41450","40180"
"In post","2022","Operational Research","SEO/HEO","SEO","Male","155","150","41470","40520"
"In post","2022","Operational Research","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Other","AA/AO","AA","Female","850","770","19950","19810"
"In post","2022","Other","AA/AO","AA","Male","1205","1175","19530","19050"
"In post","2022","Other","AA/AO","AO","Female","5610","5030","21750","21260"
"In post","2022","Other","AA/AO","AO","Male","2890","2810","21890","21260"
"In post","2022","Other","EO","EO","Female","4840","4465","27350","27570"
"In post","2022","Other","EO","EO","Male","3915","3830","27070","27570"
"In post","2022","Other","G6/G7","G6","Female","300","275","70410","67910"
"In post","2022","Other","G6/G7","G6","Male","390","380","73860","68940"
"In post","2022","Other","G6/G7","G7","Female","645","615","53780","54110"
"In post","2022","Other","G6/G7","G7","Male","750","735","54330","54170"
"In post","2022","Other","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other","SCS level","SCS level","Female","155","150","90920","83780"
"In post","2022","Other","SCS level","SCS level","Male","170","165","101720","92000"
"In post","2022","Other","SEO/HEO","HEO","Female","2310","2180","33520","33300"
"In post","2022","Other","SEO/HEO","HEO","Male","2030","1995","33320","33300"
"In post","2022","Other","SEO/HEO","SEO","Female","1105","1055","41140","40580"
"In post","2022","Other","SEO/HEO","SEO","Male","1265","1220","41450","40590"
"In post","2022","Other","Unknown","Unknown","Female","260","255","32570","30780"
"In post","2022","Other","Unknown","Unknown","Male","1700","1695","38030","34460"
"In post","2022","Planning","AA/AO","AO","Female","5","5","[c]","[c]"
"In post","2022","Planning","AA/AO","AO","Male","5","5","[c]","[c]"
"In post","2022","Planning","EO","EO","Female","15","15","[c]","[c]"
"In post","2022","Planning","EO","EO","Male","10","5","[c]","[c]"
"In post","2022","Planning","G6/G7","G6","Female","10","10","[c]","[c]"
"In post","2022","Planning","G6/G7","G6","Male","10","10","[c]","[c]"
"In post","2022","Planning","G6/G7","G7","Female","25","20","[c]","[c]"
"In post","2022","Planning","G6/G7","G7","Male","35","35","55360","54850"
"In post","2022","Planning","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning","SEO/HEO","HEO","Female","25","25","[c]","[c]"
"In post","2022","Planning","SEO/HEO","HEO","Male","25","25","[c]","[c]"
"In post","2022","Planning","SEO/HEO","SEO","Female","25","25","[c]","[c]"
"In post","2022","Planning","SEO/HEO","SEO","Male","35","35","41480","40050"
"In post","2022","Planning Inspectors","G6/G7","G6","Female","70","60","64100","58810"
"In post","2022","Planning Inspectors","G6/G7","G6","Male","145","125","63770","58810"
"In post","2022","Planning Inspectors","G6/G7","G7","Female","60","50","46240","47660"
"In post","2022","Planning Inspectors","G6/G7","G7","Male","85","80","46570","47660"
"In post","2022","Planning Inspectors","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","SEO/HEO","HEO","Female","5","5","[c]","[c]"
"In post","2022","Planning Inspectors","SEO/HEO","HEO","Male","5","5","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Policy","AA/AO","AA","Female","30","25","[c]","[c]"
"In post","2022","Policy","AA/AO","AA","Male","20","20","[c]","[c]"
"In post","2022","Policy","AA/AO","AO","Female","395","365","23970","24250"
"In post","2022","Policy","AA/AO","AO","Male","215","215","24400","24370"
"In post","2022","Policy","EO","EO","Female","1695","1630","28080","27850"
"In post","2022","Policy","EO","EO","Male","1060","1045","28160","27960"
"In post","2022","Policy","G6/G7","G6","Female","1880","1775","66250","65440"
"In post","2022","Policy","G6/G7","G6","Male","1870","1835","66940","65710"
"In post","2022","Policy","G6/G7","G7","Female","4890","4690","54550","53760"
"In post","2022","Policy","G6/G7","G7","Male","4470","4415","55110","54270"
"In post","2022","Policy","SCS level","SCS level","Female","940","885","83860","76990"
"In post","2022","Policy","SCS level","SCS level","Male","965","955","86730","78300"
"In post","2022","Policy","SEO/HEO","HEO","Female","4355","4220","33940","33570"
"In post","2022","Policy","SEO/HEO","HEO","Male","3495","3460","34110","33640"
"In post","2022","Policy","SEO/HEO","SEO","Female","3720","3565","40740","40230"
"In post","2022","Policy","SEO/HEO","SEO","Male","2910","2875","41190","40510"
"In post","2022","Policy","Unknown","Unknown","Female","25","25","[c]","[c]"
"In post","2022","Policy","Unknown","Unknown","Male","25","25","[c]","[c]"
"In post","2022","Project Delivery","AA/AO","AA","Female","5","5","[c]","[c]"
