"Status","Year","Parent_department","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Heterosexual / straight","35","35","60020","57000"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","AA/AO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","G6/G7","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","AA/AO","Heterosexual / straight","55","50","21890","22200"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","EO","Heterosexual / straight","50","45","26320","25480"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","G6/G7","Heterosexual / straight","90","85","53180","50850"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","G6/G7","Unknown","30","25","55510","55610"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","SEO/HEO","Heterosexual / straight","35","35","34600","34480"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","G6/G7","Heterosexual / straight","35","35","54740","55610"
"In post","2022","Attorney General's Departments","Devon","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Dorset and Somerset","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Dorset and Somerset","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Dorset and Somerset","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","AA/AO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","G6/G7","Unknown","15","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","AA/AO","Heterosexual / straight","45","45","21880","22200"
"In post","2022","Attorney General's Departments","East Wales","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","AA/AO","Unknown","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","EO","Heterosexual / straight","40","35","26940","26090"
"In post","2022","Attorney General's Departments","East Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","G6/G7","Heterosexual / straight","100","95","53840","51400"
"In post","2022","Attorney General's Departments","East Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","G6/G7","Unknown","35","30","56250","55610"
"In post","2022","Attorney General's Departments","East Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","SEO/HEO","Heterosexual / straight","35","30","35990","37890"
"In post","2022","Attorney General's Departments","East Wales","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","G6/G7","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Eastern Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Eastern Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","AA/AO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","EO","Heterosexual / straight","35","35","28660","29390"
"In post","2022","Attorney General's Departments","Essex","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","EO","Unknown","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","G6/G7","Heterosexual / straight","65","60","58470","54770"
"In post","2022","Attorney General's Departments","Essex","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","SEO/HEO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Heterosexual / straight","70","65","54660","54040"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Unknown","35","30","55300","55610"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","AA/AO","Heterosexual / straight","60","55","22060","22200"
"In post","2022","Attorney General's Departments","Greater Manchester","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","EO","Heterosexual / straight","70","65","27550","28430"
"In post","2022","Attorney General's Departments","Greater Manchester","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","G6/G7","Heterosexual / straight","130","115","55240","55610"
"In post","2022","Attorney General's Departments","Greater Manchester","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","SEO/HEO","Heterosexual / straight","35","35","35190","34480"
"In post","2022","Attorney General's Departments","Greater Manchester","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","AA/AO","Heterosexual / straight","45","45","23550","23770"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","EO","Heterosexual / straight","45","45","28070","26970"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","G6/G7","Heterosexual / straight","95","90","59100","54770"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","G6/G7","Unknown","[c]","[c]","[c]","[c]"
