"Status","Year","Parent_department","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Cheshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Cheshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Derbyshire and Nottinghamshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Derbyshire and Nottinghamshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Derbyshire and Nottinghamshire","AA/AO","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Derbyshire and Nottinghamshire","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Derbyshire and Nottinghamshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Derbyshire and Nottinghamshire","EO","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Derbyshire and Nottinghamshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Derbyshire and Nottinghamshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Derbyshire and Nottinghamshire","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Derbyshire and Nottinghamshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Derbyshire and Nottinghamshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Derbyshire and Nottinghamshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Derbyshire and Nottinghamshire","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Derbyshire and Nottinghamshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Derbyshire and Nottinghamshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Derbyshire and Nottinghamshire","SEO/HEO","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Devon","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Devon","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Devon","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Devon","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Devon","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Devon","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Devon","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Anglia","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Anglia","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Anglia","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Anglia","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Anglia","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Anglia","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Anglia","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Anglia","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Anglia","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Anglia","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Anglia","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Anglia","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Anglia","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Wales","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Wales","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Wales","AA/AO","Unknown","185","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Wales","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Wales","EO","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Wales","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Wales","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Wales","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Wales","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Wales","SEO/HEO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Yorkshire and Northern Lincolnshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Yorkshire and Northern Lincolnshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Eastern Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Eastern Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Eastern Scotland","AA/AO","Unknown","280","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Eastern Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Eastern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Eastern Scotland","EO","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Eastern Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Eastern Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Eastern Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Eastern Scotland","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Eastern Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Eastern Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Eastern Scotland","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Essex","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Essex","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Essex","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Essex","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Essex","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Essex","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Essex","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Essex","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Essex","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Essex","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Essex","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Essex","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Essex","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Essex","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Essex","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Greater Manchester","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Greater Manchester","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Greater Manchester","AA/AO","Unknown","205","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Greater Manchester","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Greater Manchester","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Greater Manchester","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Greater Manchester","EO","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Greater Manchester","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Greater Manchester","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Greater Manchester","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Greater Manchester","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Greater Manchester","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Greater Manchester","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Greater Manchester","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Greater Manchester","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Greater Manchester","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Greater Manchester","SEO/HEO","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Hampshire and Isle of Wight","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Hampshire and Isle of Wight","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Hampshire and Isle of Wight","AA/AO","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Hampshire and Isle of Wight","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Hampshire and Isle of Wight","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Hampshire and Isle of Wight","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Hampshire and Isle of Wight","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Hampshire and Isle of Wight","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Hampshire and Isle of Wight","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Hampshire and Isle of Wight","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Hampshire and Isle of Wight","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Hampshire and Isle of Wight","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Hampshire and Isle of Wight","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Hampshire and Isle of Wight","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Hampshire and Isle of Wight","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Hampshire and Isle of Wight","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Herefordshire, Worcestershire and Warwickshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Herefordshire, Worcestershire and Warwickshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Herefordshire, Worcestershire and Warwickshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - East","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - East","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - East","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - East","AA/AO","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - East","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - East","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - East","EO","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - East","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - East","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - East","G6/G7","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - East","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - East","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - East","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - East","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - East","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - East","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - East","SEO/HEO","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - East","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - West","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - West","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - West","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - West","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - West","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - West","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - West","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - West","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - West","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - West","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - West","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - West","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - West","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - West","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - West","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - West","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - West","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - West","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Inner London - West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Kent","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Kent","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Kent","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Kent","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Kent","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Kent","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Kent","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Kent","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Kent","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Lancashire","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Lancashire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Lancashire","AA/AO","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Lancashire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Lancashire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Lancashire","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Lancashire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Lancashire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Lancashire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Lancashire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Lancashire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Lancashire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Lancashire","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","AA/AO","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","EO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Lincolnshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Lincolnshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Lincolnshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Merseyside","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Merseyside","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Merseyside","AA/AO","Unknown","200","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Merseyside","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Merseyside","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Merseyside","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Merseyside","EO","Unknown","50","[c]","[c]","[c]"
