"Status","Year","Disability","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Counter Fraud","London","SEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Outside London","AO","180","155","21940","21260"
"In post","2022","Declared disabled","Counter Fraud","Outside London","EO","515","455","27780","27570"
"In post","2022","Declared disabled","Counter Fraud","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Outside London","HEO","110","105","32990","31990"
"In post","2022","Declared disabled","Counter Fraud","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Outside London","SEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","London","AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","London","EO","45","45","30210","30100"
"In post","2022","Declared disabled","Digital, Data and Technology","London","G6","30","30","72680","73110"
"In post","2022","Declared disabled","Digital, Data and Technology","London","G7","80","80","58660","58450"
"In post","2022","Declared disabled","Digital, Data and Technology","London","HEO","60","55","35470","35050"
"In post","2022","Declared disabled","Digital, Data and Technology","London","SCS level","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","London","SEO","70","65","43380","41970"
"In post","2022","Declared disabled","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Outside London","AA","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Outside London","AO","45","45","21870","21350"
"In post","2022","Declared disabled","Digital, Data and Technology","Outside London","EO","345","325","27160","26900"
"In post","2022","Declared disabled","Digital, Data and Technology","Outside London","G6","55","55","67820","66580"
"In post","2022","Declared disabled","Digital, Data and Technology","Outside London","G7","235","230","53450","52640"
"In post","2022","Declared disabled","Digital, Data and Technology","Outside London","HEO","370","355","33270","33110"
"In post","2022","Declared disabled","Digital, Data and Technology","Outside London","SCS level","15","15","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Outside London","SEO","350","335","40600","40520"
"In post","2022","Declared disabled","Digital, Data and Technology","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","London","G6","10","10","[c]","[c]"
"In post","2022","Declared disabled","Economics","London","G7","30","30","58020","58030"
"In post","2022","Declared disabled","Economics","London","HEO","35","35","35310","34610"
"In post","2022","Declared disabled","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","London","SEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Economics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","London","AO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","London","EO","35","35","29460","30020"
"In post","2022","Declared disabled","Finance","London","G6","20","20","[c]","[c]"
"In post","2022","Declared disabled","Finance","London","G7","55","55","57530","58540"
"In post","2022","Declared disabled","Finance","London","HEO","40","40","35440","35180"
"In post","2022","Declared disabled","Finance","London","SCS level","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","London","SEO","55","55","44300","43810"
"In post","2022","Declared disabled","Finance","Outside London","AA","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","Outside London","AO","95","80","21910","21380"
"In post","2022","Declared disabled","Finance","Outside London","EO","210","200","26450","26670"
"In post","2022","Declared disabled","Finance","Outside London","G6","30","30","64950","64070"
"In post","2022","Declared disabled","Finance","Outside London","G7","105","105","53530","53500"
"In post","2022","Declared disabled","Finance","Outside London","HEO","245","230","33370","33300"
"In post","2022","Declared disabled","Finance","Outside London","SCS level","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","Outside London","SEO","165","155","39850","40180"
"In post","2022","Declared disabled","Finance","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Geography","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Outside London","HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Geography","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","London","AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","London","EO","55","50","29650","30040"
"In post","2022","Declared disabled","Human Resources","London","G6","45","40","69890","68700"
"In post","2022","Declared disabled","Human Resources","London","G7","75","75","56900","57430"
"In post","2022","Declared disabled","Human Resources","London","HEO","95","95","36000","36470"
"In post","2022","Declared disabled","Human Resources","London","SCS level","20","20","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","London","SEO","70","70","43890","42580"
"In post","2022","Declared disabled","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Outside London","AA","5","5","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Outside London","AO","120","110","21850","21380"
"In post","2022","Declared disabled","Human Resources","Outside London","EO","150","140","27270","27130"
"In post","2022","Declared disabled","Human Resources","Outside London","G6","35","35","64650","63410"
"In post","2022","Declared disabled","Human Resources","Outside London","G7","125","120","52690","52050"
"In post","2022","Declared disabled","Human Resources","Outside London","HEO","250","235","32320","32000"
"In post","2022","Declared disabled","Human Resources","Outside London","SCS level","15","15","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Outside London","SEO","180","170","40280","40030"
"In post","2022","Declared disabled","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","Outside London","G6","10","10","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","Outside London","G7","25","25","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","Outside London","SEO","30","30","50700","51360"
"In post","2022","Declared disabled","Intelligence Analysis","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","London","EO","50","45","30420","30060"
"In post","2022","Declared disabled","Intelligence Analysis","London","G6","5","5","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","London","HEO","30","30","36990","37560"
"In post","2022","Declared disabled","Intelligence Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","London","SEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Outside London","AO","10","5","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Outside London","EO","105","100","26910","26910"
"In post","2022","Declared disabled","Intelligence Analysis","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Outside London","HEO","45","45","32800","33080"
"In post","2022","Declared disabled","Intelligence Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Outside London","SEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","London","HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","London","SEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Outside London","HEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Outside London","SEO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","London","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","International Trade","London","G6","15","15","[c]","[c]"
"In post","2022","Declared disabled","International Trade","London","G7","20","20","[c]","[c]"
"In post","2022","Declared disabled","International Trade","London","HEO","25","25","[c]","[c]"
"In post","2022","Declared disabled","International Trade","London","SCS level","10","10","[c]","[c]"
"In post","2022","Declared disabled","International Trade","London","SEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Outside London","HEO","10","5","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Overseas","G6","5","5","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Overseas","G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","London","AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","London","EO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","London","G6","5","5","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","London","G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","London","HEO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","London","SEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Outside London","AO","45","40","21930","21380"
"In post","2022","Declared disabled","Knowledge and Information Management","Outside London","EO","50","50","27140","26940"
"In post","2022","Declared disabled","Knowledge and Information Management","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Outside London","HEO","65","65","33610","33300"
"In post","2022","Declared disabled","Knowledge and Information Management","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Outside London","SEO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","London","AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Legal","London","EO","35","35","31020","31020"
"In post","2022","Declared disabled","Legal","London","G6","80","70","70220","69390"
"In post","2022","Declared disabled","Legal","London","G7","165","150","58250","58360"
"In post","2022","Declared disabled","Legal","London","HEO","40","40","38690","37930"
"In post","2022","Declared disabled","Legal","London","SCS level","25","20","[c]","[c]"
"In post","2022","Declared disabled","Legal","London","SEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Legal","Outside London","AO","25","20","[c]","[c]"
"In post","2022","Declared disabled","Legal","Outside London","EO","90","85","27310","26820"
"In post","2022","Declared disabled","Legal","Outside London","G6","20","20","[c]","[c]"
"In post","2022","Declared disabled","Legal","Outside London","G7","270","245","56030","55610"
"In post","2022","Declared disabled","Legal","Outside London","HEO","120","110","34730","33680"
"In post","2022","Declared disabled","Legal","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Legal","Outside London","SEO","145","135","43860","41750"
"In post","2022","Declared disabled","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Outside London","AA","[c]","[c]","[c]","[c]"
