"Status","Year","Disability","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Asian","Property","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Property","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Property","EO","15","15","[c]","[c]"
"In post","2022","Unknown","Asian","Property","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Property","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Property","HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Property","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Security","AA","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Security","AO","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Security","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Security","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Security","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Security","HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","AA","15","15","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","AO","60","55","23110","21680"
"In post","2022","Unknown","Asian","Unknown","EO","110","105","27100","27230"
"In post","2022","Unknown","Asian","Unknown","G6","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","G7","30","30","58390","57430"
"In post","2022","Unknown","Asian","Unknown","HEO","55","55","34620","35050"
"In post","2022","Unknown","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","SEO","35","35","44380","43660"
"In post","2022","Unknown","Asian","Unknown","Unknown","35","30","[c]","[c]"
"In post","2022","Unknown","Black","Analysis","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Analysis","G7","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Analysis","HEO","15","15","[c]","[c]"
"In post","2022","Unknown","Black","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Analysis","SEO","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Commercial","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Black","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Commercial","SEO","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Communications","EO","15","15","[c]","[c]"
"In post","2022","Unknown","Black","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Communications","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Black","Communications","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Black","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Counter Fraud","AO","5","5","[c]","[c]"
"In post","2022","Unknown","Black","Counter Fraud","EO","15","15","[c]","[c]"
"In post","2022","Unknown","Black","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Counter Fraud","HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Debt","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Debt","AO","15","10","[c]","[c]"
"In post","2022","Unknown","Black","Debt","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Black","Debt","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Debt","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Debt","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Debt","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Digital, Data & Technology","AO","5","5","[c]","[c]"
"In post","2022","Unknown","Black","Digital, Data & Technology","EO","15","10","[c]","[c]"
"In post","2022","Unknown","Black","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Digital, Data & Technology","G7","15","15","[c]","[c]"
"In post","2022","Unknown","Black","Digital, Data & Technology","HEO","20","20","[c]","[c]"
"In post","2022","Unknown","Black","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Digital, Data & Technology","SEO","20","20","[c]","[c]"
"In post","2022","Unknown","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Finance","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Finance","HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Finance","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Grants Management","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Grants Management","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Grants Management","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Grants Management","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Grants Management","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Human Resources","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Human Resources","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Human Resources","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Legal","AO","25","25","[c]","[c]"
"In post","2022","Unknown","Black","Legal","EO","25","25","[c]","[c]"
"In post","2022","Unknown","Black","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Legal","G7","15","15","[c]","[c]"
"In post","2022","Unknown","Black","Legal","HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","No function","AA","20","15","[c]","[c]"
"In post","2022","Unknown","Black","No function","AO","100","95","24710","23720"
"In post","2022","Unknown","Black","No function","EO","130","125","29390","28500"
"In post","2022","Unknown","Black","No function","G6","15","15","[c]","[c]"
"In post","2022","Unknown","Black","No function","G7","50","50","53140","53380"
"In post","2022","Unknown","Black","No function","HEO","105","105","35100","33850"
"In post","2022","Unknown","Black","No function","SCS level","15","15","[c]","[c]"
"In post","2022","Unknown","Black","No function","SEO","70","65","41460","40600"
"In post","2022","Unknown","Black","No function","Unknown","15","15","[c]","[c]"
"In post","2022","Unknown","Black","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Project Delivery","EO","15","15","[c]","[c]"
"In post","2022","Unknown","Black","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Project Delivery","G7","15","15","[c]","[c]"
"In post","2022","Unknown","Black","Project Delivery","HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Project Delivery","SEO","20","20","[c]","[c]"
"In post","2022","Unknown","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Property","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Property","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Property","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Black","Property","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Property","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Security","AA","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Security","AO","5","5","[c]","[c]"
"In post","2022","Unknown","Black","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Security","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Security","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Unknown","AA","5","5","[c]","[c]"
"In post","2022","Unknown","Black","Unknown","AO","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Unknown","EO","35","35","27230","27120"
"In post","2022","Unknown","Black","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Unknown","G7","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Unknown","HEO","20","20","[c]","[c]"
"In post","2022","Unknown","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Unknown","SEO","20","20","[c]","[c]"
"In post","2022","Unknown","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Analysis","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Analysis","G7","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Analysis","HEO","15","15","[c]","[c]"
"In post","2022","Unknown","Mixed","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Analysis","SEO","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Commercial","SEO","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Communications","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Communications","HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Counter Fraud","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Counter Fraud","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Debt","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Debt","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Debt","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Debt","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Debt","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Debt","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Digital, Data & Technology","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Digital, Data & Technology","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Digital, Data & Technology","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Digital, Data & Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Finance","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Finance","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Grants Management","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Grants Management","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Grants Management","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Grants Management","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Grants Management","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Human Resources","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Human Resources","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Legal","AO","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Legal","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Legal","G7","15","15","[c]","[c]"
"In post","2022","Unknown","Mixed","Legal","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","No function","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","No function","AO","60","50","22890","21960"
"In post","2022","Unknown","Mixed","No function","EO","95","95","30730","30640"
"In post","2022","Unknown","Mixed","No function","G6","20","20","[c]","[c]"
"In post","2022","Unknown","Mixed","No function","G7","45","45","53860","53420"
"In post","2022","Unknown","Mixed","No function","HEO","70","70","34870","33370"
"In post","2022","Unknown","Mixed","No function","SCS level","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","No function","SEO","45","45","41510","40580"
"In post","2022","Unknown","Mixed","No function","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Project Delivery","G6","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Project Delivery","G7","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Project Delivery","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Project Delivery","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Property","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Property","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Property","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Property","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Security","AA","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Security","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Security","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Security","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","AO","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","EO","25","25","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","G6","10","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","HEO","20","20","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","SEO","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Analysis","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Analysis","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Analysis","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Debt","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Debt","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Debt","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Debt","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Debt","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Debt","SCS level","[c]","[c]","[c]","[c]"
