"Status","Year","Disability","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Wales","25","25","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","East Midlands (England)","25","25","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","East of England","25","20","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","North West (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Scotland","35","35","29150","26130"
"In post","2022","Declared disabled","Defence Equipment and Support","South East (England)","40","40","28110","26170"
"In post","2022","Declared disabled","Defence Equipment and Support","South West (England)","875","840","36400","34000"
"In post","2022","Declared disabled","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","West Midlands (England)","20","20","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","South East (England)","85","80","38920","38090"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","South West (England)","165","160","40240","38070"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","500","490","48050","44360"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","London","150","145","47480","40510"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","North West (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","East Midlands (England)","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","London","190","180","48360","45250"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","North East (England)","65","65","36270","36500"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","North West (England)","90","90","38960","36500"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","South West (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","West Midlands (England)","50","50","38140","34680"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Yorkshire and The Humber","120","115","38540","36500"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","30","30","37100","35900"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","300","290","43430","38750"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","60","60","39410","36460"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","45","40","38910","35900"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","145","135","41000","36970"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","35","30","41630","37420"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","95","90","38630","35900"
"In post","2022","Declared disabled","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","London","205","200","45650","39110"
"In post","2022","Declared disabled","Department for International Trade","North East (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Overseas","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","London","240","235","44360","39600"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","45","45","37000","31950"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","London","170","165","49210","46710"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","South East (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","Wales","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","East Midlands (England)","910","790","25830","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","East of England","880","775","28110","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","London","1575","1450","33420","31060"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","North East (England)","1640","1425","26650","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","North West (England)","3100","2740","26450","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Scotland","1400","1215","25240","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","South East (England)","1225","1075","27370","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","South West (England)","1055","910","26060","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","85","75","31000","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Wales","970","860","25990","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","West Midlands (England)","1380","1200","26060","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","1570","1365","28440","27570"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","London","150","145","45730","40650"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","North West (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","65","60","44860","49530"
"In post","2022","Declared disabled","Disclosure Scotland","Scotland","35","30","28190","25930"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","Wales","645","530","24270","21840"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","East Midlands (England)","80","75","32080","30230"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","East of England","40","35","27770","26780"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","London","45","45","31670","30780"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","North East (England)","25","20","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","North West (England)","40","40","27860","26780"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Scotland","20","20","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","South East (England)","60","55","29820","26780"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","South West (England)","55","50","30710","26780"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Wales","30","25","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","West Midlands (England)","25","20","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Yorkshire and The Humber","30","30","27020","26780"
"In post","2022","Declared disabled","Education and Skills Funding Agency","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","North East (England)","25","25","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","North West (England)","30","25","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","South West (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","West Midlands (England)","45","45","40200","36780"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Yorkshire and The Humber","45","40","38390","36500"
"In post","2022","Declared disabled","Education Scotland","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education Scotland","Scotland","10","10","[c]","[c]"
"In post","2022","Declared disabled","Estyn","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Wales","10","10","[c]","[c]"
"In post","2022","Declared disabled","Estyn","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Overseas","5","5","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","South East (England)","60","60","35040","31280"
"In post","2022","Declared disabled","Food Standards Agency","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","East of England","10","10","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","North East (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","North West (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","South East (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","South West (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Wales","10","10","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Scotland","Scotland","15","15","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","390","375","46990","41000"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","170","170","49550","52430"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","105","100","37610","33930"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","35","35","30210","25000"
"In post","2022","Declared disabled","Forestry and Land Scotland","Scotland","45","45","29650","28980"
"In post","2022","Declared disabled","Forestry and Land Scotland","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Actuary's Department","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Government Actuary's Department","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Internal Audit Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Internal Audit Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Internal Audit Agency","London","15","15","[c]","[c]"
