"Status","Year","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","Legal","15","[c]","54110","60250"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","Operational Delivery","60","[c]","25450","24590"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Defence Science and Technology Laboratory","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Driver and Vehicle Standards Agency","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Government Legal Department","Legal","50","[c]","60610","52730"
"Leaver Dept.","2022","Legal","Government Legal Department","Other","30","[c]","28810","27350"
"Leaver Dept.","2022","Legal","HM Crown Prosecution Service Inspectorate","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","HM Crown Prosecution Service Inspectorate","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Institute for Apprenticeships and Technical Education","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Intellectual Property Office","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Public Health England","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Scottish Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Serious Fraud Office","Legal","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Serious Fraud Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","The Insolvency Service","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Advisory, Conciliation and Arbitration Service","Operational Delivery","35","[c]","25340","24250"
"Leaver Dept.","2022","No function","Animal and Plant Health Agency","Operational Delivery","30","[c]","24670","21860"
"Leaver Dept.","2022","No function","Animal and Plant Health Agency","Science and Engineering","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Animal and Plant Health Agency","Veterinarian","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Cabinet Office (excl. agencies)","Unknown","1350","[c]","41330","33250"
"Leaver Dept.","2022","No function","Charity Commission","Operational Delivery","10","[c]","28860","29160"
"Leaver Dept.","2022","No function","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Companies House","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Companies House","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Companies House","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Criminal Injuries Compensation Authority","Operational Delivery","20","[c]","24990","25120"
"Leaver Dept.","2022","No function","Crown Commercial Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Crown Office and Procurator Fiscal Service","Operational Delivery","10","[c]","25070","23230"
"Leaver Dept.","2022","No function","Defence Equipment and Support","Commercial","25","[c]","37800","33530"
"Leaver Dept.","2022","No function","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Equipment and Support","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Equipment and Support","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Equipment and Support","Other","30","[c]","30130","28010"
"Leaver Dept.","2022","No function","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Equipment and Support","Project Delivery","35","[c]","42940","38980"
"Leaver Dept.","2022","No function","Defence Equipment and Support","Science and Engineering","20","[c]","30300","27540"
"Leaver Dept.","2022","No function","Defence Science and Technology Laboratory","Operational Research","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Defence Science and Technology Laboratory","Science and Engineering","30","[c]","37360","36380"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","40","[c]","45280","40230"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","410","[c]","45310","40050"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","25","[c]","47630","39100"
"Leaver Dept.","2022","No function","Department for Digital, Culture, Media and Sport","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Digital, Culture, Media and Sport","Other","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Digital, Culture, Media and Sport","Policy","150","[c]","44810","35480"
"Leaver Dept.","2022","No function","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","Operational Delivery","20","[c]","35680","32940"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","Policy","185","[c]","44520","40230"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","290","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","International Trade","95","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","Operational Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","Other","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","Policy","20","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","40","[c]","37350","33210"
"Leaver Dept.","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","175","[c]","42090","36340"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Transport (excl. agencies)","Unknown","300","[c]","43550","42470"
"Leaver Dept.","2022","No function","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","15","[c]","31200","27570"
"Leaver Dept.","2022","No function","Department for Work and Pensions (excl. agencies)","Operational Delivery","2015","[c]","27790","27570"
"Leaver Dept.","2022","No function","Department for Work and Pensions (excl. agencies)","Other","220","[c]","30060","27570"
"Leaver Dept.","2022","No function","Department for Work and Pensions (excl. agencies)","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department of Health and Social Care (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department of Health and Social Care (excl. agencies)","Operational Delivery","50","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department of Health and Social Care (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department of Health and Social Care (excl. agencies)","Policy","435","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Driver and Vehicle Licensing Agency","Operational Delivery","80","[c]","24590","21840"
"Leaver Dept.","2022","No function","Driver and Vehicle Licensing Agency","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Driver and Vehicle Licensing Agency","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Driver and Vehicle Standards Agency","Operational Delivery","75","[c]","25960","26130"
"Leaver Dept.","2022","No function","Driver and Vehicle Standards Agency","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Education and Skills Funding Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Education and Skills Funding Agency","Operational Delivery","20","[c]","32780","30090"
"Leaver Dept.","2022","No function","Education and Skills Funding Agency","Policy","15","[c]","41110","36960"
"Leaver Dept.","2022","No function","Food Standards Agency","Operational Delivery","15","[c]","32270","32350"
"Leaver Dept.","2022","No function","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Food Standards Agency","Policy","15","[c]","37500","40180"
"Leaver Dept.","2022","No function","Food Standards Agency","Science and Engineering","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Government Internal Audit Agency","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Government Legal Department","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Health and Safety Executive","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Health and Safety Executive","Operational Delivery","45","[c]","37030","31710"
"Leaver Dept.","2022","No function","Health and Safety Executive","Science and Engineering","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Courts and Tribunals Service","Operational Delivery","535","[c]","26510","22680"
"Leaver Dept.","2022","No function","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
