"Status","Year","Profession_of_post","Region_ITL2","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Outside London","SEO/HEO","40","40","37430","37590"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","Outside London","EO","15","15","25500","25630"
"In post","2022","Commercial","Devon","Outside London","G6/G7","115","110","51930","48080"
"In post","2022","Commercial","Devon","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","Outside London","SEO/HEO","95","90","36310","37420"
"In post","2022","Commercial","Devon","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Outside London","EO","15","15","26180","26540"
"In post","2022","Commercial","Dorset and Somerset","Outside London","G6/G7","25","25","60270","57280"
"In post","2022","Commercial","Dorset and Somerset","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Outside London","SEO/HEO","85","80","38520","39600"
"In post","2022","Commercial","East Anglia","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Commercial","East Anglia","Outside London","EO","20","15","26640","26350"
"In post","2022","Commercial","East Anglia","Outside London","G6/G7","15","15","59640","51750"
"In post","2022","Commercial","East Anglia","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Outside London","SEO/HEO","140","135","37060","37280"
"In post","2022","Commercial","East Anglia","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","Outside London","EO","35","35","27210","26670"
"In post","2022","Commercial","East Wales","Outside London","G6/G7","30","30","56580","54600"
"In post","2022","Commercial","East Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","Outside London","SEO/HEO","100","100","35070","32890"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Outside London","AA/AO","40","35","24050","23550"
"In post","2022","Commercial","Eastern Scotland","Outside London","EO","15","15","29620","29550"
"In post","2022","Commercial","Eastern Scotland","Outside London","G6/G7","15","10","57840","54240"
"In post","2022","Commercial","Eastern Scotland","Outside London","SEO/HEO","30","30","40120","40290"
"In post","2022","Commercial","Eastern Scotland","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","Essex","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA/AO","30","30","23270","21170"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","210","195","24710","26000"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","245","235","57850","54540"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","20","20","103750","101880"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO/HEO","855","820","36000","35900"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","130","130","40530","37530"
"In post","2022","Commercial","Greater Manchester","Outside London","AA/AO","10","10","21760","21890"
"In post","2022","Commercial","Greater Manchester","Outside London","EO","30","30","26500","26590"
"In post","2022","Commercial","Greater Manchester","Outside London","G6/G7","50","45","56420","52050"
"In post","2022","Commercial","Greater Manchester","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Outside London","SEO/HEO","145","140","36970","36500"
"In post","2022","Commercial","Greater Manchester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Outside London","EO","65","60","26140","26350"
"In post","2022","Commercial","Hampshire and Isle of Wight","Outside London","G6/G7","15","15","58990","59620"
"In post","2022","Commercial","Hampshire and Isle of Wight","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Outside London","SEO/HEO","155","150","37740","38240"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","London","EO","15","15","28630","27860"
"In post","2022","Commercial","Inner London - East","London","G6/G7","30","30","59850","59160"
"In post","2022","Commercial","Inner London - East","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","London","SEO/HEO","55","50","42000","41750"
"In post","2022","Commercial","Inner London - West","London","AA/AO","25","20","23560","23250"
"In post","2022","Commercial","Inner London - West","London","EO","75","70","28950","28360"
"In post","2022","Commercial","Inner London - West","London","G6/G7","275","265","60720","55850"
"In post","2022","Commercial","Inner London - West","London","SCS level","50","45","84010","78400"
"In post","2022","Commercial","Inner London - West","London","SEO/HEO","390","385","39500","40650"
"In post","2022","Commercial","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","Outside London","SEO/HEO","10","10","39400","37460"
"In post","2022","Commercial","Lancashire","Outside London","EO","15","15","26970","27570"
"In post","2022","Commercial","Lancashire","Outside London","G6/G7","10","10","56000","49170"
"In post","2022","Commercial","Lancashire","Outside London","SEO/HEO","35","35","35370","32400"
"In post","2022","Commercial","Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Outside London","SEO/HEO","10","10","39210","38150"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","Outside London","SEO/HEO","10","10","39100","38550"
"In post","2022","Commercial","Merseyside","Outside London","AA/AO","25","20","21200","21260"
"In post","2022","Commercial","Merseyside","Outside London","EO","50","45","26090","25950"
"In post","2022","Commercial","Merseyside","Outside London","G6/G7","30","25","53500","52300"
"In post","2022","Commercial","Merseyside","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Merseyside","Outside London","SEO/HEO","175","170","35800","36820"
"In post","2022","Commercial","North Eastern Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","Outside London","G6/G7","10","10","55190","51300"
"In post","2022","Commercial","North Yorkshire","Outside London","SEO/HEO","35","35","36900","37350"
"In post","2022","Commercial","Northern Ireland","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","Outside London","EO","15","10","27200","27570"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","Outside London","G6/G7","10","10","57080","50380"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","Outside London","SEO/HEO","60","60","35880","36500"
"In post","2022","Commercial","Outer London - East and North East","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - East and North East","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - East and North East","London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Outer London - East and North East","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - South","London","AA/AO","10","10","26390","27060"
"In post","2022","Commercial","Outer London - South","London","EO","20","20","29930","30110"
"In post","2022","Commercial","Outer London - South","London","G6/G7","15","15","68810","68240"
"In post","2022","Commercial","Outer London - South","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - South","London","SEO/HEO","65","65","43120","43040"
"In post","2022","Commercial","Outer London - West and North West","London","AA/AO","20","20","21980","21660"
"In post","2022","Commercial","Outer London - West and North West","London","EO","10","10","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","London","G6/G7","15","15","59710","55910"
"In post","2022","Commercial","Outer London - West and North West","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","London","SEO/HEO","20","15","36390","34940"
"In post","2022","Commercial","Outer London - West and North West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Overseas","G6/G7","10","10","66840","60720"
"In post","2022","Commercial","Overseas","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Overseas","SEO/HEO","25","25","42030","41650"
"In post","2022","Commercial","Shropshire and Staffordshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Shropshire and Staffordshire","Outside London","EO","35","35","26370","26350"
"In post","2022","Commercial","Shropshire and Staffordshire","Outside London","G6/G7","15","15","66280","63880"
"In post","2022","Commercial","Shropshire and Staffordshire","Outside London","SEO/HEO","65","65","38750","39840"
"In post","2022","Commercial","Shropshire and Staffordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South Yorkshire","Outside London","AA/AO","25","20","21090","21260"
"In post","2022","Commercial","South Yorkshire","Outside London","EO","45","40","26200","26000"
"In post","2022","Commercial","South Yorkshire","Outside London","G6/G7","45","45","53470","50130"
"In post","2022","Commercial","South Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South Yorkshire","Outside London","SEO/HEO","140","130","35010","35310"
"In post","2022","Commercial","South Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Southern Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Southern Scotland","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Commercial","Southern Scotland","Outside London","G6/G7","15","15","50860","51960"
"In post","2022","Commercial","Southern Scotland","Outside London","SEO/HEO","25","25","38550","39190"
"In post","2022","Commercial","Surrey, East and West Sussex","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","Outside London","SEO/HEO","25","25","39460","38750"
"In post","2022","Commercial","Tees Valley and Durham","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Tees Valley and Durham","Outside London","EO","15","10","25570","25000"
"In post","2022","Commercial","Tees Valley and Durham","Outside London","G6/G7","20","20","53600","50130"
"In post","2022","Commercial","Tees Valley and Durham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Tees Valley and Durham","Outside London","SEO/HEO","60","60","35820","36500"
"In post","2022","Commercial","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Central Scotland","Outside London","AA/AO","15","15","25450","26900"
"In post","2022","Commercial","West Central Scotland","Outside London","EO","30","30","27240","26670"
"In post","2022","Commercial","West Central Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Central Scotland","Outside London","SEO/HEO","75","75","36900","34800"
"In post","2022","Commercial","West Central Scotland","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","West Midlands","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands","Outside London","EO","20","20","26420","25520"
"In post","2022","Commercial","West Midlands","Outside London","G6/G7","25","25","52900","50300"
"In post","2022","Commercial","West Midlands","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands","Outside London","SEO/HEO","90","85","35930","36500"
"In post","2022","Commercial","West Midlands","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","West Wales and The Valleys","Outside London","AA/AO","40","35","20590","21840"
"In post","2022","Commercial","West Wales and The Valleys","Outside London","EO","40","35","26520","26130"
"In post","2022","Commercial","West Wales and The Valleys","Outside London","G6/G7","20","20","55460","52360"
"In post","2022","Commercial","West Wales and The Valleys","Outside London","SEO/HEO","100","95","35660","33300"
"In post","2022","Commercial","West Wales and The Valleys","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Yorkshire","Outside London","AA/AO","20","20","20970","21260"
"In post","2022","Commercial","West Yorkshire","Outside London","EO","40","35","26070","25670"
"In post","2022","Commercial","West Yorkshire","Outside London","G6/G7","85","80","57650","56780"
"In post","2022","Commercial","West Yorkshire","Outside London","SCS level","15","15","80490","76700"
"In post","2022","Commercial","West Yorkshire","Outside London","SEO/HEO","155","150","36000","36820"
"In post","2022","Communications","Bedfordshire and Hertfordshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Communications","Bedfordshire and Hertfordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Bedfordshire and Hertfordshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Bedfordshire and Hertfordshire","Outside London","SEO/HEO","10","10","39290","37320"
"In post","2022","Communications","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AA/AO","15","15","21610","21830"
"In post","2022","Communications","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","20","20","28000","26930"
"In post","2022","Communications","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Communications","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO/HEO","45","40","36590","35300"
"In post","2022","Communications","Cheshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cheshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cheshire","Outside London","SEO/HEO","10","10","36980","36860"
"In post","2022","Communications","Cornwall and Isles of Scilly","Outside London","AA/AO","10","10","21310","21180"
"In post","2022","Communications","Cornwall and Isles of Scilly","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cornwall and Isles of Scilly","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cumbria","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cumbria","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cumbria","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Derbyshire and Nottinghamshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Derbyshire and Nottinghamshire","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Communications","Derbyshire and Nottinghamshire","Outside London","G6/G7","20","20","55460","55210"
"In post","2022","Communications","Derbyshire and Nottinghamshire","Outside London","SEO/HEO","50","45","36830","36740"
"In post","2022","Communications","Devon","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Devon","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Devon","Outside London","G6/G7","10","10","53710","48420"
"In post","2022","Communications","Devon","Outside London","SEO/HEO","30","30","35960","36550"
"In post","2022","Communications","Dorset and Somerset","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Communications","Dorset and Somerset","Outside London","EO","15","15","27600","26670"
"In post","2022","Communications","Dorset and Somerset","Outside London","G6/G7","10","10","55620","53720"
"In post","2022","Communications","Dorset and Somerset","Outside London","SEO/HEO","25","20","35770","33590"
"In post","2022","Communications","East Anglia","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2022","Communications","East Anglia","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Communications","East Anglia","Outside London","G6/G7","10","5","[c]","[c]"
"In post","2022","Communications","East Anglia","Outside London","SEO/HEO","25","25","33300","33290"
"In post","2022","Communications","East Wales","Outside London","AA/AO","15","15","23640","24630"
"In post","2022","Communications","East Wales","Outside London","EO","45","40","27730","27650"
"In post","2022","Communications","East Wales","Outside London","G6/G7","50","50","59040","56550"
"In post","2022","Communications","East Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Wales","Outside London","SEO/HEO","160","150","37830","38160"
"In post","2022","Communications","East Yorkshire and Northern Lincolnshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Yorkshire and Northern Lincolnshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Yorkshire and Northern Lincolnshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Eastern Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Eastern Scotland","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Communications","Eastern Scotland","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","Communications","Eastern Scotland","Outside London","SEO/HEO","25","25","37850","37710"
"In post","2022","Communications","Essex","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Essex","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Essex","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA/AO","10","10","20570","21170"
"In post","2022","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","30","25","27240","26840"
"In post","2022","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","25","25","56090","55010"
"In post","2022","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO/HEO","120","115","35460","35900"
"In post","2022","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","Greater Manchester","Outside London","AA/AO","15","15","21300","21250"
"In post","2022","Communications","Greater Manchester","Outside London","EO","15","15","25320","25000"
"In post","2022","Communications","Greater Manchester","Outside London","G6/G7","20","20","55760","55210"
"In post","2022","Communications","Greater Manchester","Outside London","SEO/HEO","55","55","34360","33360"
"In post","2022","Communications","Greater Manchester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Hampshire and Isle of Wight","Outside London","AA/AO","15","15","21490","21280"
"In post","2022","Communications","Hampshire and Isle of Wight","Outside London","EO","50","45","27000","26670"
"In post","2022","Communications","Hampshire and Isle of Wight","Outside London","G6/G7","15","15","54080","53500"
"In post","2022","Communications","Hampshire and Isle of Wight","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Hampshire and Isle of Wight","Outside London","SEO/HEO","90","90","35950","34610"
"In post","2022","Communications","Hampshire and Isle of Wight","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Herefordshire, Worcestershire and Warwickshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Herefordshire, Worcestershire and Warwickshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO/HEO","10","10","36070","36850"
"In post","2022","Communications","Highlands and Islands","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Highlands and Islands","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Inner London - East","London","AA/AO","10","10","[c]","[c]"
"In post","2022","Communications","Inner London - East","London","EO","35","30","29620","29320"
"In post","2022","Communications","Inner London - East","London","G6/G7","65","65","61950","62120"
"In post","2022","Communications","Inner London - East","London","SCS level","15","15","97280","89350"
"In post","2022","Communications","Inner London - East","London","SEO/HEO","120","115","39450","40170"
"In post","2022","Communications","Inner London - East","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Inner London - West","London","AA/AO","50","50","24310","24250"
"In post","2022","Communications","Inner London - West","London","EO","220","215","28530","27960"
"In post","2022","Communications","Inner London - West","London","G6/G7","655","630","59660","57680"
"In post","2022","Communications","Inner London - West","London","SCS level","80","80","89440","85000"
"In post","2022","Communications","Inner London - West","London","SEO/HEO","885","870","39660","39750"
"In post","2022","Communications","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Kent","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Kent","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Communications","Lancashire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lancashire","Outside London","EO","10","5","[c]","[c]"
"In post","2022","Communications","Lancashire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lancashire","Outside London","SEO/HEO","20","20","36700","36700"
"In post","2022","Communications","Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Leicestershire, Rutland and Northamptonshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Leicestershire, Rutland and Northamptonshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Leicestershire, Rutland and Northamptonshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lincolnshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lincolnshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lincolnshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lincolnshire","Outside London","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Communications","Merseyside","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Communications","Merseyside","Outside London","G6/G7","25","25","54690","53430"
"In post","2022","Communications","Merseyside","Outside London","SEO/HEO","50","50","35740","34880"
"In post","2022","Communications","North Yorkshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North Yorkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North Yorkshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North Yorkshire","Outside London","SEO/HEO","15","15","36430","37350"
"In post","2022","Communications","North Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Outside London","SEO/HEO","20","20","37200","37350"
"In post","2022","Communications","Northumberland, and Tyne and Wear","Outside London","AA/AO","[c]","[c]","[c]","[c]"
