"Status","Year","Ethnicity","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Black","Digital, Data & Technology","Crown Prosecution Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Crown Prosecution Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Defence Electronics and Components Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Department for Education (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Driver and Vehicle Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Driver and Vehicle Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Education and Skills Funding Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Education and Skills Funding Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","FCDO Services","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Health and Safety Executive","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","HM Treasury (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Intellectual Property Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Intellectual Property Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Maritime and Coastguard Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Met Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Met Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","National Savings and Investments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Planning Inspectorate","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Public Health England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Queen Elizabeth II Centre","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Registers of Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Scottish Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Scottish Prison Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Serious Fraud Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Submarine Delivery Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Submarine Delivery Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","The Insolvency Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","UK Debt Management Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","UK Health Security Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","UK Hydrographic Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Valuation Office Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Vehicle Certification Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Wilton Park","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Centre for Environment, Fisheries and Aquaculture Science","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Companies House","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Crown Commercial Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Crown Commercial Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Crown Office and Procurator Fiscal Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Defence Electronics and Components Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Defence Science and Technology Laboratory","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Defence Science and Technology Laboratory","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Department for Work and Pensions (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Department for Work and Pensions (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Department for Work and Pensions (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Department of Health and Social Care (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Driver and Vehicle Licensing Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Education and Skills Funding Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Education and Skills Funding Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Education and Skills Funding Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","FCDO Services","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Government Actuary's Department","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Government Legal Department","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Health and Safety Executive","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","HM Revenue and Customs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","HM Treasury (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Intellectual Property Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Maritime and Coastguard Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","National Savings and Investments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Public Health England","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Scottish Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Scottish Prison Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Serious Fraud Office","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Serious Fraud Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Submarine Delivery Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","The Insolvency Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","The National Archives","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","UK Health Security Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","UK Space Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Valuation Office Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Veterinary Medicines Directorate","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Wilton Park","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","Rural Payments Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","The National Archives","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Cabinet Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Crown Office and Procurator Fiscal Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Crown Prosecution Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Defence Electronics and Components Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","FCDO Services","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Government Actuary's Department","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Government Legal Department","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Health and Safety Executive","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","HM Revenue and Customs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","HM Treasury (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Institute for Apprenticeships and Technical Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Intellectual Property Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Maritime and Coastguard Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Medicines and Healthcare Products Regulatory Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Met Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","National Savings and Investments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Public Health England","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Scottish Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Scottish Prison Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","The Insolvency Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","UK Health Security Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","UK Hydrographic Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","UK Space Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Valuation Office Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Vehicle Certification Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Welsh Revenue Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","HM Prison and Probation Service","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","Maritime and Coastguard Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","Registers of Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","Scottish Prison Service","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","UK Hydrographic Office","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","Vehicle Certification Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Attorney General's Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Companies House","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Crown Office and Procurator Fiscal Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Crown Prosecution Service","Legal","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Crown Prosecution Service","Operational Delivery","10","[c]","[c]","[c]"
