"Status","Year","Ethnicity","Organisation","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North Yorkshire","5","5","[c]","[c]"
"In post","2022","Asian","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outer London - West and North West","5","5","[c]","[c]"
"In post","2022","Asian","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","40","35","31260","29010"
"In post","2022","Asian","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Office","Attorney General's Departments","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Greater Manchester","15","15","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Inner London - East","115","115","49910","54700"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Inner London - West","320","315","46140","40600"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","North Yorkshire","10","10","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","West Central Scotland","5","5","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","West Midlands","5","5","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","West Yorkshire","5","5","[c]","[c]"
"In post","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Charity Commission","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Charity Commission","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Charity Commission","Inner London - West","5","5","[c]","[c]"
"In post","2022","Asian","Charity Commission","Charity Commission","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","East Wales","25","25","[c]","[c]"
"In post","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Competition and Markets Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Competition and Markets Authority","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Competition and Markets Authority","Inner London - East","110","110","48930","42290"
"In post","2022","Asian","Competition and Markets Authority","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Criminal Injuries Compensation Authority","Ministry of Justice","West Central Scotland","5","5","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","Inner London - East","10","10","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","Merseyside","10","10","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","West Midlands","10","10","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","Eastern Scotland","30","25","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","Southern Scotland","5","5","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","West Central Scotland","25","20","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Bedfordshire and Hertfordshire","25","20","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","15","15","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Derbyshire and Nottinghamshire","20","20","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","East Anglia","5","5","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Essex","10","10","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Greater Manchester","25","25","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Inner London - West","320","295","41360","32500"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Lancashire","10","10","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","40","40","35470","28430"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Merseyside","5","5","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Outer London - West and North West","10","10","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","South Yorkshire","5","5","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","West Midlands","110","100","37440","34480"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","West Yorkshire","40","35","43260","48080"
"In post","2022","Asian","Defence Electronics and Components Agency","Ministry of Defence","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Electronics and Components Agency","Ministry of Defence","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","275","270","35700","33000"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","Outer London - West and North West","50","45","23290","20260"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
