"Status","Year","Age","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Economics","Inner London - West","EO","15","15","25610","24300"
"In post","2022","16-19","Economics","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","EO","15","15","19730","19460"
"In post","2022","16-19","Finance","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Internal Audit","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","International Trade","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Knowledge and Information Management","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Bedfordshire and Hertfordshire","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","15","15","23480","21790"
"In post","2022","16-19","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Cheshire","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Derbyshire and Nottinghamshire","AA/AO","20","20","21860","21250"
"In post","2022","16-19","Operational Delivery","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Dorset and Somerset","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Anglia","AA/AO","20","20","22460","21790"
"In post","2022","16-19","Operational Delivery","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Wales","AA/AO","20","20","20820","21250"
"In post","2022","16-19","Operational Delivery","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Yorkshire and Northern Lincolnshire","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Eastern Scotland","AA/AO","15","15","21610","21250"
"In post","2022","16-19","Operational Delivery","Essex","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","20","20","21650","21110"
"In post","2022","16-19","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Greater Manchester","AA/AO","30","30","21320","21250"
"In post","2022","16-19","Operational Delivery","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Hampshire and Isle of Wight","AA/AO","20","15","22090","20890"
"In post","2022","16-19","Operational Delivery","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Inner London - East","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Inner London - West","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Inner London - West","EO","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Kent","AA/AO","25","25","23270","21680"
"In post","2022","16-19","Operational Delivery","Kent","EO","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Lancashire","AA/AO","20","20","21050","21260"
"In post","2022","16-19","Operational Delivery","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Leicestershire, Rutland and Northamptonshire","AA/AO","15","15","21370","20970"
"In post","2022","16-19","Operational Delivery","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Merseyside","AA/AO","40","40","21130","21250"
"In post","2022","16-19","Operational Delivery","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Northumberland, and Tyne and Wear","AA/AO","25","25","20970","21250"
"In post","2022","16-19","Operational Delivery","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Outer London - East and North East","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Outer London - West and North West","AA/AO","10","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Shropshire and Staffordshire","AA/AO","10","10","22300","22490"
"In post","2022","16-19","Operational Delivery","South Yorkshire","AA/AO","15","15","21580","21260"
"In post","2022","16-19","Operational Delivery","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Southern Scotland","AA/AO","10","10","21260","21250"
"In post","2022","16-19","Operational Delivery","Surrey, East and West Sussex","AA/AO","15","15","24210","23140"
"In post","2022","16-19","Operational Delivery","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Tees Valley and Durham","AA/AO","10","10","21580","21260"
"In post","2022","16-19","Operational Delivery","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","West Central Scotland","AA/AO","20","15","21300","21250"
"In post","2022","16-19","Operational Delivery","West Midlands","AA/AO","25","25","21400","21260"
"In post","2022","16-19","Operational Delivery","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","West Wales and The Valleys","AA/AO","80","65","19370","18310"
"In post","2022","16-19","Operational Delivery","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","West Yorkshire","AA/AO","40","40","21380","21250"
"In post","2022","16-19","Operational Delivery","West Yorkshire","EO","5","5","[c]","[c]"
"In post","2022","16-19","Operational Research","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Gloucestershire, Wiltshire and Bath/Bristol area","EO","5","5","[c]","[c]"
"In post","2022","16-19","Other","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Hampshire and Isle of Wight","EO","5","5","[c]","[c]"
"In post","2022","16-19","Other","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Inner London - West","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Other","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Southern Scotland","EO","10","10","[c]","[c]"
"In post","2022","16-19","Other","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Other","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Inner London - West","EO","20","20","25810","25170"
"In post","2022","16-19","Policy","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","West Midlands","EO","5","5","[c]","[c]"
"In post","2022","16-19","Policy","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","EO","5","5","[c]","[c]"
"In post","2022","16-19","Project Delivery","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Berkshire, Buckinghamshire and Oxfordshire","Unknown","15","15","19130","16630"
"In post","2022","16-19","Property","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Devon","Unknown","10","10","18010","18030"
"In post","2022","16-19","Science and Engineering","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","East Wales","AA/AO","10","10","17820","17450"
"In post","2022","16-19","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","15","15","19290","22230"
"In post","2022","16-19","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","EO","60","60","18090","17140"
"In post","2022","16-19","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Eastern Scotland","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Tax","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Merseyside","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","Tax","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Northumberland, and Tyne and Wear","AA/AO","15","15","21250","21250"
"In post","2022","16-19","Tax","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","West Yorkshire","AA/AO","10","10","21250","21250"
"In post","2022","16-19","Unknown","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Eastern Scotland","AA/AO","25","25","21510","21050"
"In post","2022","16-19","Unknown","Eastern Scotland","EO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Inner London - West","EO","10","10","25770","23970"
"In post","2022","16-19","Unknown","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Northumberland, and Tyne and Wear","AA/AO","10","5","[c]","[c]"
"In post","2022","16-19","Unknown","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","West Central Scotland","AA/AO","20","20","21230","21050"
"In post","2022","16-19","Unknown","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Veterinarian","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Berkshire, Buckinghamshire and Oxfordshire","EO","15","15","26300","26010"
"In post","2022","20-29","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Derbyshire and Nottinghamshire","EO","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Devon","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","East Anglia","EO","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","East Anglia","SEO/HEO","15","15","32700","31250"
"In post","2022","20-29","Commercial","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","East Wales","EO","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","East Wales","SEO/HEO","20","20","31780","30600"
"In post","2022","20-29","Commercial","Eastern Scotland","AA/AO","10","10","23060","21820"
"In post","2022","20-29","Commercial","Eastern Scotland","EO","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Eastern Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","10","10","21060","21170"
"In post","2022","20-29","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","105","105","24280","24850"
"In post","2022","20-29","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","175","175","32830","33000"
