"Status","Year","Age","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","20-29","Internal Audit","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","Attorney General's Departments","London","65","[c]","32800","27350"
"Leaver CS","2022","20-29","Legal","Attorney General's Departments","Outside London","65","[c]","25560","22200"
"Leaver CS","2022","20-29","Legal","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","UK Supreme Court","London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","Cabinet Office","London","70","[c]","29810","29250"
"Leaver CS","2022","20-29","No function","Cabinet Office","Outside London","15","[c]","27080","29250"
"Leaver CS","2022","20-29","No function","Cabinet Office","Unknown","15","[c]","31450","28000"
"Leaver CS","2022","20-29","No function","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","Charity Commission","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","Department for Business, Energy and Industrial Strategy","London","80","[c]","37450","33570"
"Leaver CS","2022","20-29","No function","Department for Business, Energy and Industrial Strategy","Outside London","45","[c]","23290","21130"
"Leaver CS","2022","20-29","No function","Department for Digital, Culture, Media and Sport","London","55","[c]","34850","34020"
"Leaver CS","2022","20-29","No function","Department for Education","London","35","[c]","35740","28500"
"Leaver CS","2022","20-29","No function","Department for Education","Outside London","25","[c]","27640","25000"
"Leaver CS","2022","20-29","No function","Department for Environment, Food and Rural Affairs","London","115","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","Department for Environment, Food and Rural Affairs","Outside London","115","[c]","23680","24370"
"Leaver CS","2022","20-29","No function","Department for International Trade","London","60","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","Department for Levelling Up, Housing and Communities","London","30","[c]","30520","27850"
"Leaver CS","2022","20-29","No function","Department for Levelling Up, Housing and Communities","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","Department for Transport","London","70","[c]","35230","34710"
"Leaver CS","2022","20-29","No function","Department for Transport","Outside London","60","[c]","25060","23840"
"Leaver CS","2022","20-29","No function","Department for Transport","Unknown","85","[c]","20460","21590"
"Leaver CS","2022","20-29","No function","Department for Work and Pensions","London","265","[c]","30390","31060"
"Leaver CS","2022","20-29","No function","Department for Work and Pensions","Outside London","1150","[c]","24120","21260"
"Leaver CS","2022","20-29","No function","Department for Work and Pensions","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","Department of Health and Social Care","London","345","[c]","31340","28590"
"Leaver CS","2022","20-29","No function","Department of Health and Social Care","Outside London","250","[c]","25420","23390"
"Leaver CS","2022","20-29","No function","Department of Health and Social Care","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","Food Standards Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","HM Land Registry","London","10","[c]","27280","25850"
"Leaver CS","2022","20-29","No function","HM Land Registry","Outside London","45","[c]","24130","22600"
"Leaver CS","2022","20-29","No function","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","HM Treasury","London","70","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","Ministry of Defence","Outside London","170","[c]","23500","20480"
"Leaver CS","2022","20-29","No function","Ministry of Justice","London","610","[c]","26200","23720"
"Leaver CS","2022","20-29","No function","Ministry of Justice","Outside London","2305","[c]","20930","20370"
"Leaver CS","2022","20-29","No function","Ministry of Justice","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","National Crime Agency","London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","National Crime Agency","Outside London","20","[c]","29470","28840"
"Leaver CS","2022","20-29","No function","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","Office for Standards in Education, Children's Services and Skills","London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","Office for Standards in Education, Children's Services and Skills","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","Office of Gas and Electricity Markets","London","25","[c]","32130","29040"
"Leaver CS","2022","20-29","No function","Office of Gas and Electricity Markets","Outside London","25","[c]","26730","24250"
"Leaver CS","2022","20-29","No function","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","Scottish Government","Outside London","80","[c]","24170","22700"
"Leaver CS","2022","20-29","No function","The National Archives","London","10","[c]","20900","20290"
"Leaver CS","2022","20-29","No function","UK Statistics Authority","London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","UK Statistics Authority","Outside London","55","[c]","21250","19610"
"Leaver CS","2022","20-29","No function","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Cabinet Office","London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Competition and Markets Authority","London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Department for Business, Energy and Industrial Strategy","London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Foreign, Commonwealth and Development Office","London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Ministry of Defence","London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Ministry of Defence","Outside London","190","[c]","26520","25560"
"Leaver CS","2022","20-29","Project Delivery","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Department for Environment, Food and Rural Affairs","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","HM Revenue and Customs","London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","HM Revenue and Customs","Outside London","45","[c]","24800","24500"
"Leaver CS","2022","20-29","Property","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Ministry of Defence","Outside London","20","[c]","22700","19560"
"Leaver CS","2022","20-29","Property","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Ministry of Defence","London","15","[c]","31770","29250"
"Leaver CS","2022","20-29","Security","Ministry of Defence","Outside London","85","[c]","25800","25680"
"Leaver CS","2022","20-29","Security","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Department for Environment, Food and Rural Affairs","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Department for Levelling Up, Housing and Communities","Outside London","10","[c]","20640","18290"
"Leaver CS","2022","20-29","Unknown","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Department for Work and Pensions","London","70","[c]","27870","31060"
