"Status","Year","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Digital, Data & Technology","G6/G7","Female","2135","2060","56480","54700"
"In post","2022","Digital, Data & Technology","G6/G7","Male","3865","3820","58450","56190"
"In post","2022","Digital, Data & Technology","SCS level","Female","115","110","88340","79860"
"In post","2022","Digital, Data & Technology","SCS level","Male","220","215","94460","90000"
"In post","2022","Digital, Data & Technology","SEO/HEO","Female","4120","3925","36620","36050"
"In post","2022","Digital, Data & Technology","SEO/HEO","Male","6790","6680","37910","37420"
"In post","2022","Digital, Data & Technology","Unknown","Female","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Male","50","50","33380","32300"
"In post","2022","Finance","AA/AO","Female","1130","910","21830","21260"
"In post","2022","Finance","AA/AO","Male","590","550","21680","21250"
"In post","2022","Finance","EO","Female","1305","1210","26950","26780"
"In post","2022","Finance","EO","Male","795","780","26760","26820"
"In post","2022","Finance","G6/G7","Female","1335","1285","57730","55980"
"In post","2022","Finance","G6/G7","Male","1430","1415","58920","57450"
"In post","2022","Finance","SCS level","Female","120","115","85720","79810"
"In post","2022","Finance","SCS level","Male","185","185","88420","80290"
"In post","2022","Finance","SEO/HEO","Female","2950","2795","36850","36500"
"In post","2022","Finance","SEO/HEO","Male","2475","2430","37670","36840"
"In post","2022","Finance","Unknown","Female","30","25","[c]","[c]"
"In post","2022","Finance","Unknown","Male","25","25","[c]","[c]"
"In post","2022","Grants Management","AA/AO","Female","750","655","21280","21300"
"In post","2022","Grants Management","AA/AO","Male","530","515","21270","21300"
"In post","2022","Grants Management","EO","Female","370","330","25430","25190"
"In post","2022","Grants Management","EO","Male","230","225","25450","25190"
"In post","2022","Grants Management","G6/G7","Female","35","35","51480","48990"
"In post","2022","Grants Management","G6/G7","Male","35","30","52090","49410"
"In post","2022","Grants Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Grants Management","SEO/HEO","Female","190","175","32360","30640"
"In post","2022","Grants Management","SEO/HEO","Male","170","160","32850","31360"
"In post","2022","Human Resources","AA/AO","Female","1180","1040","21760","21330"
"In post","2022","Human Resources","AA/AO","Male","455","440","21600","21250"
"In post","2022","Human Resources","EO","Female","1760","1620","27150","26930"
"In post","2022","Human Resources","EO","Male","825","805","27580","27570"
"In post","2022","Human Resources","G6/G7","Female","1595","1535","57360","55210"
"In post","2022","Human Resources","G6/G7","Male","745","735","58400","56760"
"In post","2022","Human Resources","SCS level","Female","170","165","86920","79750"
"In post","2022","Human Resources","SCS level","Male","90","90","86510","78150"
"In post","2022","Human Resources","SEO/HEO","Female","3345","3160","36020","35260"
"In post","2022","Human Resources","SEO/HEO","Male","1510","1475","36800","36320"
"In post","2022","Human Resources","Unknown","Female","30","25","[c]","[c]"
"In post","2022","Human Resources","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","Internal Audit","EO","Female","35","35","27570","26670"
"In post","2022","Internal Audit","EO","Male","10","10","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Female","95","90","58430","55230"
"In post","2022","Internal Audit","G6/G7","Male","115","110","58810","58950"
"In post","2022","Internal Audit","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Internal Audit","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Female","255","235","40370","40180"
"In post","2022","Internal Audit","SEO/HEO","Male","200","195","41010","40660"
"In post","2022","Legal","AA/AO","Female","1155","1035","22750","22200"
"In post","2022","Legal","AA/AO","Male","470","455","22830","22200"
"In post","2022","Legal","EO","Female","1520","1395","27980","27710"
"In post","2022","Legal","EO","Male","610","595","28080","27570"
"In post","2022","Legal","G6/G7","Female","3755","3375","58870","56650"
"In post","2022","Legal","G6/G7","Male","2245","2165","60330","58970"
"In post","2022","Legal","SCS level","Female","250","235","86800","82500"
"In post","2022","Legal","SCS level","Male","210","205","89170","83350"
"In post","2022","Legal","SEO/HEO","Female","1390","1315","39610","38180"
"In post","2022","Legal","SEO/HEO","Male","805","790","39270","38000"
"In post","2022","No function","AA/AO","Female","54095","46185","22290","21260"
"In post","2022","No function","AA/AO","Male","39695","37730","24050","21840"
"In post","2022","No function","EO","Female","46365","41475","28060","27570"
"In post","2022","No function","EO","Male","30440","29320","28870","27570"
"In post","2022","No function","G6/G7","Female","12185","11660","57980","55210"
"In post","2022","No function","G6/G7","Male","12475","12215","58980","56380"
"In post","2022","No function","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","SCS level","Female","1650","1555","88220","79890"
"In post","2022","No function","SCS level","Male","1675","1645","91430","83040"
"In post","2022","No function","SEO/HEO","Female","30880","29300","36370","34770"
"In post","2022","No function","SEO/HEO","Male","25860","25185","37560","36480"
"In post","2022","No function","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Female","14490","13330","29760","28200"
"In post","2022","No function","Unknown","Male","4710","4440","31140","28200"
"In post","2022","Project Delivery","AA/AO","Female","445","370","22050","21300"
"In post","2022","Project Delivery","AA/AO","Male","190","180","21970","21260"
"In post","2022","Project Delivery","EO","Female","1685","1540","25500","26160"
"In post","2022","Project Delivery","EO","Male","1755","1715","24250","25270"
"In post","2022","Project Delivery","G6/G7","Female","3155","3030","57510","55210"
"In post","2022","Project Delivery","G6/G7","Male","4085","4010","58510","55860"
"In post","2022","Project Delivery","SCS level","Female","275","265","87700","79720"
"In post","2022","Project Delivery","SCS level","Male","320","315","96560","87290"
"In post","2022","Project Delivery","SEO/HEO","Female","5835","5485","36140","36000"
"In post","2022","Project Delivery","SEO/HEO","Male","7210","7040","37190","37830"
"In post","2022","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Female","445","420","37180","34000"
"In post","2022","Project Delivery","Unknown","Male","1165","1150","42550","40760"
"In post","2022","Property","AA/AO","Female","895","805","21530","22010"
"In post","2022","Property","AA/AO","Male","935","915","21450","21750"
"In post","2022","Property","EO","Female","940","865","26940","26880"
"In post","2022","Property","EO","Male","975","950","26610","26670"
"In post","2022","Property","G6/G7","Female","620","605","57070","55210"
"In post","2022","Property","G6/G7","Male","1115","1090","59170","58090"
"In post","2022","Property","SCS level","Female","40","40","85290","80210"
"In post","2022","Property","SCS level","Male","80","80","95920","92790"
"In post","2022","Property","SEO/HEO","Female","1630","1545","36840","35340"
"In post","2022","Property","SEO/HEO","Male","2275","2210","38120","37210"
"In post","2022","Property","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Property","Unknown","Male","35","35","22090","21600"
"In post","2022","Security","AA/AO","Female","935","895","24840","21280"
"In post","2022","Security","AA/AO","Male","4715","4620","27340","23540"
"In post","2022","Security","EO","Female","565","535","28430","26670"
"In post","2022","Security","EO","Male","950","930","33720","29430"
"In post","2022","Security","G6/G7","Female","210","210","58360","56730"
"In post","2022","Security","G6/G7","Male","395","390","59820","58550"
"In post","2022","Security","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Security","SCS level","Male","45","45","89570","79520"
"In post","2022","Security","SEO/HEO","Female","985","955","37450","36140"
"In post","2022","Security","SEO/HEO","Male","1690","1660","39690","37660"
"In post","2022","Security","Unknown","Female","45","45","35650","34750"
"In post","2022","Security","Unknown","Male","140","140","31800","28280"
"In post","2022","Unknown","AA/AO","Female","10985","9850","22220","21680"
"In post","2022","Unknown","AA/AO","Male","8045","7790","22160","21680"
"In post","2022","Unknown","EO","Female","11685","10725","27360","27230"
"In post","2022","Unknown","EO","Male","11380","10915","27620","27230"
"In post","2022","Unknown","G6/G7","Female","5255","4970","61820","61440"
"In post","2022","Unknown","G6/G7","Male","4925","4840","62490","61440"
"In post","2022","Unknown","SCS level","Female","460","445","87360","81570"
"In post","2022","Unknown","SCS level","Male","555","540","91350","83230"
"In post","2022","Unknown","SEO/HEO","Female","12845","12210","37930","37450"
"In post","2022","Unknown","SEO/HEO","Male","11450","11265","38320","37460"
"In post","2022","Unknown","Unknown","Female","280","275","32910","32400"
"In post","2022","Unknown","Unknown","Male","1780","1780","37960","34460"
"Leaver CS","2022","Analysis","AA/AO","Female","60","[c]","21620","21250"
"Leaver CS","2022","Analysis","AA/AO","Male","70","[c]","21120","19610"
"Leaver CS","2022","Analysis","EO","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","Female","45","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","Male","70","[c]","62690","58400"
"Leaver CS","2022","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","Female","90","[c]","35440","36000"
"Leaver CS","2022","Analysis","SEO/HEO","Male","135","[c]","36180","35700"
"Leaver CS","2022","Commercial","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Female","70","[c]","64030","64500"
"Leaver CS","2022","Commercial","G6/G7","Male","105","[c]","67610","65000"
"Leaver CS","2022","Commercial","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Female","100","[c]","37390","36780"
"Leaver CS","2022","Commercial","SEO/HEO","Male","110","[c]","37600","37610"
"Leaver CS","2022","Commercial","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Female","50","[c]","27400","27500"
"Leaver CS","2022","Communications","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Female","45","[c]","61130","62480"
"Leaver CS","2022","Communications","G6/G7","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Female","125","[c]","37770","37510"
"Leaver CS","2022","Communications","SEO/HEO","Male","80","[c]","39050","38000"
"Leaver CS","2022","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Female","60","[c]","21810","21260"
"Leaver CS","2022","Counter Fraud","AA/AO","Male","40","[c]","21690","21260"
"Leaver CS","2022","Counter Fraud","EO","Female","90","[c]","27850","27570"
"Leaver CS","2022","Counter Fraud","EO","Male","70","[c]","27860","27570"
"Leaver CS","2022","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Female","35","[c]","36240","34930"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Male","40","[c]","37750","36830"
"Leaver CS","2022","Debt","AA/AO","Female","115","[c]","21340","21260"
"Leaver CS","2022","Debt","AA/AO","Male","80","[c]","21380","21260"
"Leaver CS","2022","Debt","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Debt","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Debt","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Female","50","[c]","20940","21170"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Male","70","[c]","21030","21170"
"Leaver CS","2022","Digital, Data & Technology","EO","Female","90","[c]","27340","26720"
"Leaver CS","2022","Digital, Data & Technology","EO","Male","140","[c]","27360","27130"
"Leaver CS","2022","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Female","115","[c]","58050","54700"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Male","275","[c]","59030","57810"
"Leaver CS","2022","Digital, Data & Technology","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Female","180","[c]","36980","36730"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Male","450","[c]","38400","37860"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Female","40","[c]","21770","21460"
"Leaver CS","2022","Finance","AA/AO","Male","30","[c]","22100","21840"
"Leaver CS","2022","Finance","EO","Female","50","[c]","26900","26670"
"Leaver CS","2022","Finance","EO","Male","45","[c]","26700","26670"
"Leaver CS","2022","Finance","G6/G7","Female","45","[c]","58400","54350"
"Leaver CS","2022","Finance","G6/G7","Male","55","[c]","58500","57560"
"Leaver CS","2022","Finance","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Female","105","[c]","38220","37790"
"Leaver CS","2022","Finance","SEO/HEO","Male","110","[c]","39140","38070"
"Leaver CS","2022","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","AA/AO","Female","45","[c]","21210","21300"
"Leaver CS","2022","Grants Management","AA/AO","Male","45","[c]","21160","21300"
"Leaver CS","2022","Grants Management","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AA/AO","Female","95","[c]","21470","21170"
"Leaver CS","2022","Human Resources","AA/AO","Male","40","[c]","21770","21170"
"Leaver CS","2022","Human Resources","EO","Female","120","[c]","26640","27410"
"Leaver CS","2022","Human Resources","EO","Male","55","[c]","26910","27570"
"Leaver CS","2022","Human Resources","G6/G7","Female","70","[c]","59090","58220"
"Leaver CS","2022","Human Resources","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SEO/HEO","Female","160","[c]","37150","36790"
"Leaver CS","2022","Human Resources","SEO/HEO","Male","80","[c]","37820","36560"
"Leaver CS","2022","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Female","105","[c]","22100","22200"
"Leaver CS","2022","Legal","AA/AO","Male","40","[c]","22120","22200"
"Leaver CS","2022","Legal","EO","Female","65","[c]","28060","27460"
"Leaver CS","2022","Legal","EO","Male","35","[c]","28340","27350"
"Leaver CS","2022","Legal","G6/G7","Female","195","[c]","59050","55610"
"Leaver CS","2022","Legal","G6/G7","Male","150","[c]","58970","55610"
"Leaver CS","2022","Legal","SCS level","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Female","70","[c]","40680","39480"
"Leaver CS","2022","Legal","SEO/HEO","Male","50","[c]","40080","38000"
"Leaver CS","2022","No function","AA/AO","Female","5500","[c]","21120","21260"
"Leaver CS","2022","No function","AA/AO","Male","5000","[c]","21390","21260"
"Leaver CS","2022","No function","EO","Female","3705","[c]","27720","27570"
"Leaver CS","2022","No function","EO","Male","2530","[c]","28150","27570"
"Leaver CS","2022","No function","G6/G7","Female","955","[c]","58490","54720"
"Leaver CS","2022","No function","G6/G7","Male","815","[c]","59740","57480"
"Leaver CS","2022","No function","SCS level","Female","190","[c]","96710","93740"
"Leaver CS","2022","No function","SCS level","Male","180","[c]","96430","92100"
"Leaver CS","2022","No function","SEO/HEO","Female","2130","[c]","36540","36080"
"Leaver CS","2022","No function","SEO/HEO","Male","1635","[c]","37440","36420"
"Leaver CS","2022","No function","Unknown","Female","1365","[c]","34000","30210"
"Leaver CS","2022","No function","Unknown","Male","450","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","AA/AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","EO","Female","95","[c]","23900","23500"
"Leaver CS","2022","Project Delivery","EO","Male","135","[c]","22790","22730"
"Leaver CS","2022","Project Delivery","G6/G7","Female","110","[c]","58960","57460"
"Leaver CS","2022","Project Delivery","G6/G7","Male","155","[c]","60120","59410"
"Leaver CS","2022","Project Delivery","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SEO/HEO","Female","200","[c]","35250","34910"
"Leaver CS","2022","Project Delivery","SEO/HEO","Male","400","[c]","36810","37400"
"Leaver CS","2022","Project Delivery","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Male","95","[c]","38750","39250"
"Leaver CS","2022","Property","AA/AO","Female","135","[c]","20960","21100"
"Leaver CS","2022","Property","AA/AO","Male","115","[c]","20980","20830"
"Leaver CS","2022","Property","EO","Female","40","[c]","26000","26350"
"Leaver CS","2022","Property","EO","Male","55","[c]","25740","26030"
"Leaver CS","2022","Property","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Property","G6/G7","Male","50","[c]","59860","58830"
"Leaver CS","2022","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","SEO/HEO","Female","60","[c]","39650","40580"
"Leaver CS","2022","Property","SEO/HEO","Male","130","[c]","38530","37550"
"Leaver CS","2022","Security","AA/AO","Female","90","[c]","25920","22330"
"Leaver CS","2022","Security","AA/AO","Male","435","[c]","29010","25680"
"Leaver CS","2022","Security","EO","Female","35","[c]","29660","26670"
"Leaver CS","2022","Security","EO","Male","90","[c]","33780","29250"
"Leaver CS","2022","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","SEO/HEO","Female","45","[c]","37160","35000"
"Leaver CS","2022","Security","SEO/HEO","Male","95","[c]","41060","37610"
"Leaver CS","2022","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Female","2985","[c]","21720","21260"
"Leaver CS","2022","Unknown","AA/AO","Male","2050","[c]","21780","21260"
"Leaver CS","2022","Unknown","EO","Female","1470","[c]","27670","27570"
"Leaver CS","2022","Unknown","EO","Male","1415","[c]","28120","27570"
"Leaver CS","2022","Unknown","G6/G7","Female","325","[c]","63010","61560"
"Leaver CS","2022","Unknown","G6/G7","Male","510","[c]","64450","62170"
"Leaver CS","2022","Unknown","SCS level","Female","60","[c]","94200","84560"
"Leaver CS","2022","Unknown","SCS level","Male","80","[c]","100440","95700"
"Leaver CS","2022","Unknown","SEO/HEO","Female","1005","[c]","38260","37450"
"Leaver CS","2022","Unknown","SEO/HEO","Male","1200","[c]","38650","37460"
"Leaver CS","2022","Unknown","Unknown","Female","90","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Male","270","[c]","36440","33570"
"Leaver Dept.","2022","Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","G6/G7","Female","90","[c]","57260","54660"
"Leaver Dept.","2022","Analysis","G6/G7","Male","115","[c]","56110","53210"
"Leaver Dept.","2022","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SEO/HEO","Female","140","[c]","36080","35180"
"Leaver Dept.","2022","Analysis","SEO/HEO","Male","145","[c]","35660","34860"
"Leaver Dept.","2022","Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","G6/G7","Female","55","[c]","56190","53750"
"Leaver Dept.","2022","Commercial","G6/G7","Male","70","[c]","60940","58690"
"Leaver Dept.","2022","Commercial","SCS level","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SCS level","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SEO/HEO","Female","150","[c]","37780","38540"
