"Status","Year","Ethnicity","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Office of the Public Guardian","Ministry of Justice","415","380","22570","20970"
"In post","2022","Asian","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","15","15","[c]","[c]"
"In post","2022","Asian","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","5","5","[c]","[c]"
"In post","2022","Asian","Registers of Scotland","Scottish Government","15","10","[c]","[c]"
"In post","2022","Asian","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","45","40","25990","21300"
"In post","2022","Asian","Scottish Courts and Tribunals Service","Scottish Government","10","10","[c]","[c]"
"In post","2022","Asian","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government (excl. agencies)","Scottish Government","115","115","39450","35540"
"In post","2022","Asian","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Prison Service","Scottish Government","10","5","[c]","[c]"
"In post","2022","Asian","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Serious Fraud Office","Attorney General's Departments","45","45","44360","40170"
"In post","2022","Asian","Social Security Scotland","Scottish Government","55","55","28840","27230"
"In post","2022","Asian","Standards and Testing Agency","Department for Education","15","15","[c]","[c]"
"In post","2022","Asian","Student Awards Agency for Scotland","Scottish Government","5","5","[c]","[c]"
"In post","2022","Asian","Submarine Delivery Agency","Ministry of Defence","50","50","38580","36260"
"In post","2022","Asian","Teaching Regulation Agency","Department for Education","15","15","[c]","[c]"
"In post","2022","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","145","135","28690","25060"
"In post","2022","Asian","The National Archives","The National Archives","50","45","33970","32980"
"In post","2022","Asian","Transport Scotland","Scottish Government","10","10","[c]","[c]"
"In post","2022","Asian","UK Debt Management Office","HM Treasury","25","25","[c]","[c]"
"In post","2022","Asian","UK Export Finance","UK Export Finance","90","90","50050","44080"
"In post","2022","Asian","UK Health Security Agency","Department of Health and Social Care","745","690","41090","32330"
"In post","2022","Asian","UK Hydrographic Office","Ministry of Defence","5","5","[c]","[c]"
"In post","2022","Asian","UK Space Agency","Department for Business, Energy and Industrial Strategy","25","25","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","UK Statistics Authority","185","170","32790","30710"
"In post","2022","Asian","UK Supreme Court","UK Supreme Court","5","5","[c]","[c]"
"In post","2022","Asian","Valuation Office Agency","HM Revenue and Customs","210","195","34730","31660"
"In post","2022","Asian","Vehicle Certification Agency","Department for Transport","10","10","[c]","[c]"
"In post","2022","Asian","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","Water Services Regulation Authority","35","35","40780","37590"
"In post","2022","Asian","Welsh Government (excl. agencies)","Welsh Government","70","65","39470","38160"
"In post","2022","Asian","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","35","35","34690","34270"
"In post","2022","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2022","Black","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office (excl. agencies)","Cabinet Office","250","250","42140","37300"
"In post","2022","Black","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Charity Commission","5","5","[c]","[c]"
"In post","2022","Black","Companies House","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","Competition and Markets Authority","45","45","41390","38060"
"In post","2022","Black","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Commercial Service","Cabinet Office","20","20","[c]","[c]"
"In post","2022","Black","Crown Office and Procurator Fiscal Service","Scottish Government","10","10","[c]","[c]"
"In post","2022","Black","Crown Prosecution Service","Attorney General's Departments","390","375","40020","31820"
"In post","2022","Black","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Equipment and Support","Ministry of Defence","215","210","33150","32670"
"In post","2022","Black","Defence Science and Technology Laboratory","Ministry of Defence","25","25","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","365","360","40660","36190"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","105","105","38300","34020"
"In post","2022","Black","Department for Education (excl. agencies)","Department for Education","255","250","39860","36740"
"In post","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","220","220","36290","33120"
"In post","2022","Black","Department for International Trade","Department for International Trade","140","135","39990","38160"
"In post","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","190","185","40390","36340"
"In post","2022","Black","Department for Transport (excl. agencies)","Department for Transport","190","190","40540","37660"
"In post","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","4040","3815","29350","30130"
"In post","2022","Black","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","160","155","40760","35110"
"In post","2022","Black","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Driver and Vehicle Licensing Agency","Department for Transport","20","20","[c]","[c]"
"In post","2022","Black","Driver and Vehicle Standards Agency","Department for Transport","55","50","31820","30780"
"In post","2022","Black","Education and Skills Funding Agency","Department for Education","50","50","40600","36500"
"In post","2022","Black","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Estyn","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Black","FCDO Services","Foreign, Commonwealth and Development Office","30","30","37210","33440"
"In post","2022","Black","Food Standards Agency","Food Standards Agency","50","45","34930","30280"
"In post","2022","Black","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","230","230","39090","35160"
"In post","2022","Black","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Government Actuary's Department","Chancellor's other departments","5","5","[c]","[c]"
"In post","2022","Black","Government Internal Audit Agency","HM Treasury","20","20","[c]","[c]"
"In post","2022","Black","Government Legal Department","Attorney General's Departments","185","180","42190","37730"
"In post","2022","Black","Government Property Agency","Cabinet Office","15","15","[c]","[c]"
"In post","2022","Black","Health and Safety Executive","Department for Work and Pensions","35","35","42610","34130"
"In post","2022","Black","HM Courts and Tribunals Service","Ministry of Justice","940","890","27000","24310"
"In post","2022","Black","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","HM Land Registry","HM Land Registry","70","70","33040","30600"
"In post","2022","Black","HM Prison and Probation Service","Ministry of Justice","2645","2550","31800","30520"
"In post","2022","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","1820","1760","33850","33080"
"In post","2022","Black","HM Treasury (excl. agencies)","HM Treasury","70","70","39030","32320"
"In post","2022","Black","Home Office","Home Office","1805","1700","33180","29080"
"In post","2022","Black","Institute for Apprenticeships and Technical Education","Department for Education","5","5","[c]","[c]"
"In post","2022","Black","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","15","15","[c]","[c]"
"In post","2022","Black","Legal Aid Agency","Ministry of Justice","45","40","28180","21490"
"In post","2022","Black","Maritime and Coastguard Agency","Department for Transport","5","5","[c]","[c]"
"In post","2022","Black","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","65","65","39950","33170"
"In post","2022","Black","Met Office","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2022","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","515","500","33340","30750"
"In post","2022","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","370","365","38690","34660"
"In post","2022","Black","National Crime Agency","National Crime Agency","100","100","36560","36410"
"In post","2022","Black","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Black","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","National Savings and Investments","Chancellor's other departments","15","15","[c]","[c]"
"In post","2022","Black","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","60","60","45440","46360"
"In post","2022","Black","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","90","90","40350","37300"
"In post","2022","Black","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","10","10","[c]","[c]"
"In post","2022","Black","Office of Rail and Road","Office of Rail and Road","20","20","[c]","[c]"
"In post","2022","Black","Office of the Public Guardian","Ministry of Justice","90","80","22850","20970"
"In post","2022","Black","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Black","Planning Inspectorate","Department for Levelling Up, Housing and Communities","10","10","[c]","[c]"
"In post","2022","Black","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","5","5","[c]","[c]"
"In post","2022","Black","Registers of Scotland","Scottish Government","5","5","[c]","[c]"
"In post","2022","Black","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Black","Rural Payments Agency","Department for Environment, Food and Rural Affairs","15","10","[c]","[c]"
"In post","2022","Black","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scottish Government (excl. agencies)","Scottish Government","50","45","41540","39660"
"In post","2022","Black","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scottish Prison Service","Scottish Government","5","5","[c]","[c]"
"In post","2022","Black","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Serious Fraud Office","Attorney General's Departments","20","20","[c]","[c]"
"In post","2022","Black","Social Security Scotland","Scottish Government","15","15","[c]","[c]"
"In post","2022","Black","Standards and Testing Agency","Department for Education","10","10","[c]","[c]"
"In post","2022","Black","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Submarine Delivery Agency","Ministry of Defence","15","15","[c]","[c]"
"In post","2022","Black","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Black","The Insolvency Service","Department for Business, Energy and Industrial Strategy","55","55","30370","25060"
"In post","2022","Black","The National Archives","The National Archives","10","10","[c]","[c]"
"In post","2022","Black","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Debt Management Office","HM Treasury","10","10","[c]","[c]"
"In post","2022","Black","UK Export Finance","UK Export Finance","45","45","43620","39000"
"In post","2022","Black","UK Health Security Agency","Department of Health and Social Care","435","405","37810","32330"
"In post","2022","Black","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Space Agency","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2022","Black","UK Statistics Authority","UK Statistics Authority","100","90","31930","30710"
"In post","2022","Black","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Black","Valuation Office Agency","HM Revenue and Customs","70","65","34950","31670"
"In post","2022","Black","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Black","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Black","Water Services Regulation Authority","Water Services Regulation Authority","10","10","[c]","[c]"
"In post","2022","Black","Welsh Government (excl. agencies)","Welsh Government","15","15","[c]","[c]"
"In post","2022","Black","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","20","15","[c]","[c]"
"In post","2022","Mixed","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","50","50","28920","27960"
"In post","2022","Mixed","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Cabinet Office (excl. agencies)","Cabinet Office","220","215","46350","40600"
"In post","2022","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","5","5","[c]","[c]"
"In post","2022","Mixed","Charity Commission","Charity Commission","5","5","[c]","[c]"
"In post","2022","Mixed","Companies House","Department for Business, Energy and Industrial Strategy","15","15","[c]","[c]"
"In post","2022","Mixed","Competition and Markets Authority","Competition and Markets Authority","35","35","47760","46190"
"In post","2022","Mixed","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Crown Commercial Service","Cabinet Office","10","10","[c]","[c]"
"In post","2022","Mixed","Crown Office and Procurator Fiscal Service","Scottish Government","15","15","[c]","[c]"
"In post","2022","Mixed","Crown Prosecution Service","Attorney General's Departments","185","175","42250","40000"
"In post","2022","Mixed","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Defence Equipment and Support","Ministry of Defence","135","130","35210","31600"
"In post","2022","Mixed","Defence Science and Technology Laboratory","Ministry of Defence","75","75","36930","37080"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","255","250","45910","41780"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","100","100","45380","38020"
"In post","2022","Mixed","Department for Education (excl. agencies)","Department for Education","170","165","43250","40230"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","155","150","40500","35900"
"In post","2022","Mixed","Department for International Trade","Department for International Trade","105","105","46670","44030"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","90","90","41710","37430"
"In post","2022","Mixed","Department for Transport (excl. agencies)","Department for Transport","130","125","43110","40560"
"In post","2022","Mixed","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","1645","1535","28240","27570"
"In post","2022","Mixed","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","100","100","45850","44690"
"In post","2022","Mixed","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Driver and Vehicle Licensing Agency","Department for Transport","45","40","24870","21840"
"In post","2022","Mixed","Driver and Vehicle Standards Agency","Department for Transport","55","50","29660","28500"
"In post","2022","Mixed","Education and Skills Funding Agency","Department for Education","35","35","39810","36500"
"In post","2022","Mixed","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Estyn","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","FCDO Services","Foreign, Commonwealth and Development Office","15","15","[c]","[c]"
"In post","2022","Mixed","Food Standards Agency","Food Standards Agency","30","30","35870","33400"
"In post","2022","Mixed","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","250","245","47350","43030"
"In post","2022","Mixed","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Government Actuary's Department","Chancellor's other departments","5","5","[c]","[c]"
"In post","2022","Mixed","Government Internal Audit Agency","HM Treasury","10","10","[c]","[c]"
"In post","2022","Mixed","Government Legal Department","Attorney General's Departments","95","85","53190","51350"
"In post","2022","Mixed","Government Property Agency","Cabinet Office","10","10","[c]","[c]"
"In post","2022","Mixed","Health and Safety Executive","Department for Work and Pensions","45","45","43400","41000"
"In post","2022","Mixed","HM Courts and Tribunals Service","Ministry of Justice","330","305","26860","23720"
"In post","2022","Mixed","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Land Registry","HM Land Registry","75","75","30400","27130"
"In post","2022","Mixed","HM Prison and Probation Service","Ministry of Justice","1345","1290","31440","30040"
"In post","2022","Mixed","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","900","860","35380","33080"
"In post","2022","Mixed","HM Treasury (excl. agencies)","HM Treasury","95","95","46760","41890"
"In post","2022","Mixed","Home Office","Home Office","685","640","34430","29080"
"In post","2022","Mixed","Institute for Apprenticeships and Technical Education","Department for Education","5","5","[c]","[c]"
"In post","2022","Mixed","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","25","20","[c]","[c]"
"In post","2022","Mixed","Legal Aid Agency","Ministry of Justice","25","25","[c]","[c]"
"In post","2022","Mixed","Maritime and Coastguard Agency","Department for Transport","20","20","[c]","[c]"
"In post","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","40","40","42950","40450"
"In post","2022","Mixed","Met Office","Department for Business, Energy and Industrial Strategy","35","35","37760","36240"
"In post","2022","Mixed","Ministry of Defence (excl. agencies)","Ministry of Defence","410","400","36080","33300"
"In post","2022","Mixed","Ministry of Justice (excl. agencies)","Ministry of Justice","175","170","43290","41750"
"In post","2022","Mixed","National Crime Agency","National Crime Agency","105","105","40430","37560"
"In post","2022","Mixed","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","National Savings and Investments","Chancellor's other departments","10","10","[c]","[c]"
"In post","2022","Mixed","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","50","50","38970","36500"
"In post","2022","Mixed","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","5","5","[c]","[c]"
"In post","2022","Mixed","Office of Rail and Road","Office of Rail and Road","10","10","[c]","[c]"
"In post","2022","Mixed","Office of the Public Guardian","Ministry of Justice","35","30","24620","21220"
"In post","2022","Mixed","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning Inspectorate","Department for Levelling Up, Housing and Communities","10","10","[c]","[c]"
"In post","2022","Mixed","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Registers of Scotland","Scottish Government","5","5","[c]","[c]"
"In post","2022","Mixed","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Rural Payments Agency","Department for Environment, Food and Rural Affairs","20","20","[c]","[c]"
"In post","2022","Mixed","Scottish Courts and Tribunals Service","Scottish Government","5","5","[c]","[c]"
"In post","2022","Mixed","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Government (excl. agencies)","Scottish Government","85","85","44540","39660"
