"Status","Year","Ethnicity","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Asian","UK Export Finance","UK Export Finance","30","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Health Security Agency","Department of Health and Social Care","235","[c]","32150","28410"
"New entrant CS","2022","Asian","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","UK Statistics Authority","80","[c]","28900","23880"
"New entrant CS","2022","Asian","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Valuation Office Agency","HM Revenue and Customs","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Water Services Regulation Authority","Water Services Regulation Authority","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Government (excl. agencies)","Welsh Government","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Cabinet Office (excl. agencies)","Cabinet Office","40","[c]","36010","34550"
"New entrant CS","2022","Black","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Competition and Markets Authority","Competition and Markets Authority","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Crown Commercial Service","Cabinet Office","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Crown Prosecution Service","Attorney General's Departments","45","[c]","27400","24180"
"New entrant CS","2022","Black","Defence Equipment and Support","Ministry of Defence","25","[c]","[c]","[c]"
"New entrant CS","2022","Black","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","55","[c]","33410","31110"
"New entrant CS","2022","Black","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","35","[c]","34960","34020"
"New entrant CS","2022","Black","Department for Education (excl. agencies)","Department for Education","40","[c]","36030","32910"
"New entrant CS","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","70","[c]","36150","33220"
"New entrant CS","2022","Black","Department for International Trade","Department for International Trade","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","40","[c]","33780","33210"
"New entrant CS","2022","Black","Department for Transport (excl. agencies)","Department for Transport","30","[c]","36900","34710"
"New entrant CS","2022","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","660","[c]","27980","27570"
"New entrant CS","2022","Black","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","30","[c]","[c]","[c]"
"New entrant CS","2022","Black","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Driver and Vehicle Licensing Agency","Department for Transport","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Driver and Vehicle Standards Agency","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Education and Skills Funding Agency","Department for Education","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Estyn","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Government Legal Department","Attorney General's Departments","35","[c]","35580","29280"
"New entrant CS","2022","Black","Government Property Agency","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Health and Safety Executive","Department for Work and Pensions","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Courts and Tribunals Service","Ministry of Justice","80","[c]","25250","23720"
"New entrant CS","2022","Black","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Land Registry","HM Land Registry","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","HM Prison and Probation Service","Ministry of Justice","645","[c]","29610","28140"
"New entrant CS","2022","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","300","[c]","28610","26590"
"New entrant CS","2022","Black","HM Treasury (excl. agencies)","HM Treasury","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Home Office","Home Office","30","[c]","[c]","[c]"
"New entrant CS","2022","Black","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","45","[c]","29450","27480"
"New entrant CS","2022","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","20","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Crime Agency","National Crime Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","45","[c]","34700","32320"
"New entrant CS","2022","Black","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of Rail and Road","Office of Rail and Road","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Public Guardian","Ministry of Justice","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Public Health England","Department of Health and Social Care","20","[c]","[c]","[c]"
"New entrant CS","2022","Black","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Rural Payments Agency","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Government (excl. agencies)","Scottish Government","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Social Security Scotland","Scottish Government","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Export Finance","UK Export Finance","20","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Health Security Agency","Department of Health and Social Care","170","[c]","30620","28590"
"New entrant CS","2022","Black","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Statistics Authority","UK Statistics Authority","25","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Valuation Office Agency","HM Revenue and Customs","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Cabinet Office (excl. agencies)","Cabinet Office","50","[c]","36210","34550"
"New entrant CS","2022","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Competition and Markets Authority","Competition and Markets Authority","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Crown Commercial Service","Cabinet Office","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Crown Prosecution Service","Attorney General's Departments","25","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Defence Equipment and Support","Ministry of Defence","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Defence Science and Technology Laboratory","Ministry of Defence","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","40","[c]","35650","33570"
"New entrant CS","2022","Mixed","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education (excl. agencies)","Department for Education","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","55","[c]","35340","32560"
"New entrant CS","2022","Mixed","Department for International Trade","Department for International Trade","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","25","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport (excl. agencies)","Department for Transport","30","[c]","38900","34710"
"New entrant CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","290","[c]","26180","27570"
"New entrant CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","25","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Driver and Vehicle Licensing Agency","Department for Transport","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Driver and Vehicle Standards Agency","Department for Transport","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Education and Skills Funding Agency","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Estyn","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Food Standards Agency","Food Standards Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Government Legal Department","Attorney General's Departments","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Government Property Agency","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Health and Safety Executive","Department for Work and Pensions","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Courts and Tribunals Service","Ministry of Justice","65","[c]","25350","20970"
"New entrant CS","2022","Mixed","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Land Registry","HM Land Registry","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Prison and Probation Service","Ministry of Justice","360","[c]","27850","24970"
"New entrant CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","160","[c]","28880","26590"
"New entrant CS","2022","Mixed","HM Treasury (excl. agencies)","HM Treasury","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Home Office","Home Office","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Defence (excl. agencies)","Ministry of Defence","40","[c]","30100","26350"
"New entrant CS","2022","Mixed","Ministry of Justice (excl. agencies)","Ministry of Justice","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Crime Agency","National Crime Agency","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","25","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of the Public Guardian","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Public Health England","Department of Health and Social Care","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Government (excl. agencies)","Scottish Government","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Social Security Scotland","Scottish Government","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","The National Archives","The National Archives","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Export Finance","UK Export Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Health Security Agency","Department of Health and Social Care","60","[c]","33700","28590"
"New entrant CS","2022","Mixed","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Statistics Authority","UK Statistics Authority","25","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Cabinet Office (excl. agencies)","Cabinet Office","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Commercial Service","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Office and Procurator Fiscal Service","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Education (excl. agencies)","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Transport (excl. agencies)","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","80","[c]","26840","27570"
"New entrant CS","2022","Other ethnicity","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Estyn","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Government Legal Department","Attorney General's Departments","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Government Property Agency","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","HM Courts and Tribunals Service","Ministry of Justice","15","[c]","[c]","[c]"
