"Status","Year","Age","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","SEO/HEO","Heterosexual / straight","14870","14795","35040","33760"
"In post","2022","20-29","SEO/HEO","LGBO","2085","2070","35080","33930"
"In post","2022","20-29","SEO/HEO","Undeclared","1610","1605","35170","33710"
"In post","2022","20-29","SEO/HEO","Unknown","6985","6955","33830","33080"
"In post","2022","20-29","Unknown","Heterosexual / straight","2605","2565","26210","24270"
"In post","2022","20-29","Unknown","LGBO","310","305","24900","23170"
"In post","2022","20-29","Unknown","Undeclared","135","135","26250","24540"
"In post","2022","20-29","Unknown","Unknown","1200","1175","25740","24090"
"In post","2022","30-39","AA/AO","Heterosexual / straight","16255","14895","23350","21680"
"In post","2022","30-39","AA/AO","LGBO","1310","1265","23600","21680"
"In post","2022","30-39","AA/AO","Undeclared","1465","1345","23340","21680"
"In post","2022","30-39","AA/AO","Unknown","6335","5755","23130","21300"
"In post","2022","30-39","EO","Heterosexual / straight","18025","17075","27740","27570"
"In post","2022","30-39","EO","LGBO","1560","1535","27840","27570"
"In post","2022","30-39","EO","Undeclared","1590","1525","27970","27570"
"In post","2022","30-39","EO","Unknown","5475","5205","27940","27570"
"In post","2022","30-39","G6/G7","Heterosexual / straight","12405","12040","57340","55210"
"In post","2022","30-39","G6/G7","LGBO","1250","1235","57120","55210"
"In post","2022","30-39","G6/G7","Undeclared","1445","1415","57490","55200"
"In post","2022","30-39","G6/G7","Unknown","3525","3450","57590","55210"
"In post","2022","30-39","SCS level","Heterosexual / straight","735","710","79890","75500"
"In post","2022","30-39","SCS level","LGBO","85","85","78900","74700"
"In post","2022","30-39","SCS level","Undeclared","75","70","78080","74370"
"In post","2022","30-39","SCS level","Unknown","180","175","81630","77060"
"In post","2022","30-39","SEO/HEO","Heterosexual / straight","23740","23020","36790","36130"
"In post","2022","30-39","SEO/HEO","LGBO","2025","2000","36550","36050"
"In post","2022","30-39","SEO/HEO","Undeclared","2450","2390","37190","36820"
"In post","2022","30-39","SEO/HEO","Unknown","6270","6120","36460","35900"
"In post","2022","30-39","Unknown","Heterosexual / straight","3530","3290","30640","30210"
"In post","2022","30-39","Unknown","LGBO","280","275","28660","25620"
"In post","2022","30-39","Unknown","Undeclared","235","225","31790","31420"
"In post","2022","30-39","Unknown","Unknown","1285","1200","30510","28200"
"In post","2022","40-49","AA/AO","Heterosexual / straight","16455","14790","23030","21380"
"In post","2022","40-49","AA/AO","LGBO","810","770","23370","21260"
"In post","2022","40-49","AA/AO","Undeclared","2305","2060","23070","21490"
"In post","2022","40-49","AA/AO","Unknown","6255","5505","22920","21260"
"In post","2022","40-49","EO","Heterosexual / straight","19220","17950","27900","27570"
"In post","2022","40-49","EO","LGBO","1025","990","27900","27570"
"In post","2022","40-49","EO","Undeclared","2290","2150","28050","27570"
"In post","2022","40-49","EO","Unknown","5380","4920","28140","27570"
"In post","2022","40-49","G6/G7","Heterosexual / straight","14750","14175","59410","57600"
"In post","2022","40-49","G6/G7","LGBO","895","880","59960","58190"
"In post","2022","40-49","G6/G7","Undeclared","1755","1690","59620","57460"
"In post","2022","40-49","G6/G7","Unknown","4000","3835","59370","57480"
"In post","2022","40-49","SCS level","Heterosexual / straight","2110","2035","87200","80000"
"In post","2022","40-49","SCS level","LGBO","180","175","86490","79330"
"In post","2022","40-49","SCS level","Undeclared","195","185","85040","80000"
"In post","2022","40-49","SCS level","Unknown","480","465","92870","84680"
"In post","2022","40-49","SEO/HEO","Heterosexual / straight","23580","22690","37810","37300"
"In post","2022","40-49","SEO/HEO","LGBO","1160","1135","37610","36720"
"In post","2022","40-49","SEO/HEO","Undeclared","2960","2855","37860","37450"
"In post","2022","40-49","SEO/HEO","Unknown","5150","4950","37610","37290"
"In post","2022","40-49","Unknown","Heterosexual / straight","3820","3560","33970","33920"
"In post","2022","40-49","Unknown","LGBO","215","210","34110","31420"
"In post","2022","40-49","Unknown","Undeclared","375","350","35150","37170"
"In post","2022","40-49","Unknown","Unknown","1135","1050","34110","32250"
"In post","2022","50-59","AA/AO","Heterosexual / straight","24685","22390","22860","21300"
"In post","2022","50-59","AA/AO","LGBO","895","840","23430","21490"
"In post","2022","50-59","AA/AO","Undeclared","4065","3635","23020","21490"
"In post","2022","50-59","AA/AO","Unknown","8770","7710","23210","21650"
"In post","2022","50-59","EO","Heterosexual / straight","26130","24375","28250","27570"
"In post","2022","50-59","EO","LGBO","930","890","28500","27570"
"In post","2022","50-59","EO","Undeclared","4360","4055","28350","27570"
"In post","2022","50-59","EO","Unknown","7210","6600","28850","27570"
"In post","2022","50-59","G6/G7","Heterosexual / straight","13825","13510","60650","58850"
"In post","2022","50-59","G6/G7","LGBO","565","555","61590","60740"
"In post","2022","50-59","G6/G7","Undeclared","1995","1950","61190","59650"
"In post","2022","50-59","G6/G7","Unknown","3590","3485","60650","58920"
"In post","2022","50-59","SCS level","Heterosexual / straight","1910","1880","94300","85970"
"In post","2022","50-59","SCS level","LGBO","85","85","95700","83970"
"In post","2022","50-59","SCS level","Undeclared","225","220","92260","84760"
"In post","2022","50-59","SCS level","Unknown","415","405","103100","94900"
"In post","2022","50-59","SEO/HEO","Heterosexual / straight","27020","26165","38240","37420"
"In post","2022","50-59","SEO/HEO","LGBO","940","915","38130","37000"
"In post","2022","50-59","SEO/HEO","Undeclared","4360","4215","38580","37980"
"In post","2022","50-59","SEO/HEO","Unknown","5365","5170","38380","37930"
"In post","2022","50-59","Unknown","Heterosexual / straight","3800","3605","33600","30200"
"In post","2022","50-59","Unknown","LGBO","170","160","34930","37170"
"In post","2022","50-59","Unknown","Undeclared","425","405","35910","37170"
"In post","2022","50-59","Unknown","Unknown","1300","1210","35330","32690"
"In post","2022","60-64","AA/AO","Heterosexual / straight","9650","7955","22290","21260"
"In post","2022","60-64","AA/AO","LGBO","235","200","22700","21300"
"In post","2022","60-64","AA/AO","Undeclared","1635","1295","22190","21260"
"In post","2022","60-64","AA/AO","Unknown","3265","2555","22810","21380"
"In post","2022","60-64","EO","Heterosexual / straight","7640","6185","28290","27570"
"In post","2022","60-64","EO","LGBO","230","190","28260","27570"
"In post","2022","60-64","EO","Undeclared","1375","1090","28210","27570"
"In post","2022","60-64","EO","Unknown","2060","1585","28950","27570"
"In post","2022","60-64","G6/G7","Heterosexual / straight","2345","2090","61990","60650"
"In post","2022","60-64","G6/G7","LGBO","80","65","62590","62170"
"In post","2022","60-64","G6/G7","Undeclared","370","320","62440","60640"
"In post","2022","60-64","G6/G7","Unknown","700","615","60870","58710"
"In post","2022","60-64","SCS level","Heterosexual / straight","295","275","102540","94500"
"In post","2022","60-64","SCS level","LGBO","15","10","[c]","[c]"
"In post","2022","60-64","SCS level","Undeclared","45","45","103980","99320"
"In post","2022","60-64","SCS level","Unknown","80","75","108230","96650"
"In post","2022","60-64","SEO/HEO","Heterosexual / straight","6095","5230","38400","37100"
"In post","2022","60-64","SEO/HEO","LGBO","150","130","38360","37410"
"In post","2022","60-64","SEO/HEO","Undeclared","1130","970","38510","37010"
"In post","2022","60-64","SEO/HEO","Unknown","1270","1065","39020","38070"
"In post","2022","60-64","Unknown","Heterosexual / straight","1295","1130","32130","28200"
"In post","2022","60-64","Unknown","LGBO","45","40","32690","33390"
"In post","2022","60-64","Unknown","Undeclared","150","130","34970","34630"
"In post","2022","60-64","Unknown","Unknown","425","375","33210","31520"
"In post","2022","65+","AA/AO","Heterosexual / straight","3490","2730","22080","21260"
"In post","2022","65+","AA/AO","LGBO","85","70","22310","21260"
"In post","2022","65+","AA/AO","Undeclared","585","440","22130","21380"
"In post","2022","65+","AA/AO","Unknown","1160","865","23000","21650"
"In post","2022","65+","EO","Heterosexual / straight","2170","1650","28350","27570"
"In post","2022","65+","EO","LGBO","60","50","28260","27570"
"In post","2022","65+","EO","Undeclared","445","330","28760","27580"
"In post","2022","65+","EO","Unknown","625","435","28820","27570"
"In post","2022","65+","G6/G7","Heterosexual / straight","595","470","63280","61440"
"In post","2022","65+","G6/G7","LGBO","15","10","[c]","[c]"
"In post","2022","65+","G6/G7","Undeclared","100","75","63430","61440"
"In post","2022","65+","G6/G7","Unknown","215","165","63110","62120"
"In post","2022","65+","SCS level","Heterosexual / straight","55","45","109230","99320"
"In post","2022","65+","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","SCS level","Undeclared","20","15","[c]","[c]"
"In post","2022","65+","SCS level","Unknown","25","15","[c]","[c]"
"In post","2022","65+","SEO/HEO","Heterosexual / straight","1570","1255","38900","37120"
"In post","2022","65+","SEO/HEO","LGBO","35","25","39290","36990"
"In post","2022","65+","SEO/HEO","Undeclared","305","245","39350","38160"
"In post","2022","65+","SEO/HEO","Unknown","385","290","39560","38890"
"In post","2022","65+","Unknown","Heterosexual / straight","430","340","31740","28200"
"In post","2022","65+","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","65+","Unknown","Undeclared","60","45","36930","37170"
"In post","2022","65+","Unknown","Unknown","135","100","31690","28850"
"In post","2022","Unknown","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","AA/AO","Heterosexual / straight","70","[c]","20970","21260"
"Leaver CS","2022","16-19","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","AA/AO","Unknown","70","[c]","20350","20870"
"Leaver CS","2022","16-19","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","16-19","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","AA/AO","Heterosexual / straight","2655","[c]","21470","21260"
"Leaver CS","2022","20-29","AA/AO","LGBO","365","[c]","21220","21260"
"Leaver CS","2022","20-29","AA/AO","Undeclared","225","[c]","21310","21260"
"Leaver CS","2022","20-29","AA/AO","Unknown","2315","[c]","21390","21260"
"Leaver CS","2022","20-29","EO","Heterosexual / straight","1410","[c]","27070","27570"
"Leaver CS","2022","20-29","EO","LGBO","205","[c]","27060","27570"
"Leaver CS","2022","20-29","EO","Undeclared","170","[c]","27030","27570"
"Leaver CS","2022","20-29","EO","Unknown","750","[c]","25900","27230"
"Leaver CS","2022","20-29","G6/G7","Heterosexual / straight","115","[c]","54330","53600"
"Leaver CS","2022","20-29","G6/G7","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","G6/G7","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","G6/G7","Unknown","75","[c]","54230","53370"
"Leaver CS","2022","20-29","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","SEO/HEO","Heterosexual / straight","900","[c]","34600","33900"
"Leaver CS","2022","20-29","SEO/HEO","LGBO","120","[c]","34810","34550"
"Leaver CS","2022","20-29","SEO/HEO","Undeclared","200","[c]","35750","35000"
"Leaver CS","2022","20-29","SEO/HEO","Unknown","560","[c]","33890","33330"
"Leaver CS","2022","20-29","Unknown","Heterosexual / straight","260","[c]","27040","26880"
"Leaver CS","2022","20-29","Unknown","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","245","[c]","27590","28980"
"Leaver CS","2022","30-39","AA/AO","Heterosexual / straight","1545","[c]","21950","21260"
"Leaver CS","2022","30-39","AA/AO","LGBO","150","[c]","21590","21260"
"Leaver CS","2022","30-39","AA/AO","Undeclared","125","[c]","22100","21260"
"Leaver CS","2022","30-39","AA/AO","Unknown","1060","[c]","21960","21260"
"Leaver CS","2022","30-39","EO","Heterosexual / straight","1010","[c]","27770","27570"
"Leaver CS","2022","30-39","EO","LGBO","115","[c]","27650","27570"
"Leaver CS","2022","30-39","EO","Undeclared","110","[c]","27910","27570"
"Leaver CS","2022","30-39","EO","Unknown","485","[c]","27640","27570"
"Leaver CS","2022","30-39","G6/G7","Heterosexual / straight","550","[c]","57170","54760"
"Leaver CS","2022","30-39","G6/G7","LGBO","55","[c]","57910","55630"
"Leaver CS","2022","30-39","G6/G7","Undeclared","125","[c]","56790","54700"
"Leaver CS","2022","30-39","G6/G7","Unknown","270","[c]","57880","54730"
"Leaver CS","2022","30-39","SCS level","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SCS level","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Heterosexual / straight","1105","[c]","36850","36780"
"Leaver CS","2022","30-39","SEO/HEO","LGBO","110","[c]","37170","36780"
"Leaver CS","2022","30-39","SEO/HEO","Undeclared","165","[c]","37110","37450"
"Leaver CS","2022","30-39","SEO/HEO","Unknown","520","[c]","36930","36660"
"Leaver CS","2022","30-39","Unknown","Heterosexual / straight","255","[c]","37430","33950"
"Leaver CS","2022","30-39","Unknown","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","195","[c]","34910","32700"
"Leaver CS","2022","40-49","AA/AO","Heterosexual / straight","1000","[c]","21840","21260"
"Leaver CS","2022","40-49","AA/AO","LGBO","75","[c]","21940","21260"
"Leaver CS","2022","40-49","AA/AO","Undeclared","85","[c]","22170","21300"
"Leaver CS","2022","40-49","AA/AO","Unknown","740","[c]","22100","21260"
"Leaver CS","2022","40-49","EO","Heterosexual / straight","840","[c]","27960","27570"
"Leaver CS","2022","40-49","EO","LGBO","65","[c]","28210","27570"
"Leaver CS","2022","40-49","EO","Undeclared","95","[c]","27720","27570"
"Leaver CS","2022","40-49","EO","Unknown","345","[c]","28050","27570"
"Leaver CS","2022","40-49","G6/G7","Heterosexual / straight","520","[c]","59180","57460"
"Leaver CS","2022","40-49","G6/G7","LGBO","30","[c]","63640","60410"
"Leaver CS","2022","40-49","G6/G7","Undeclared","95","[c]","59470","56360"
"Leaver CS","2022","40-49","G6/G7","Unknown","270","[c]","61370","60140"
"Leaver CS","2022","40-49","SCS level","Heterosexual / straight","115","[c]","94240","92370"
"Leaver CS","2022","40-49","SCS level","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS level","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS level","Unknown","50","[c]","95980","87730"
"Leaver CS","2022","40-49","SEO/HEO","Heterosexual / straight","745","[c]","38450","38200"
"Leaver CS","2022","40-49","SEO/HEO","LGBO","45","[c]","35470","35310"
"Leaver CS","2022","40-49","SEO/HEO","Undeclared","120","[c]","38510","38750"
"Leaver CS","2022","40-49","SEO/HEO","Unknown","320","[c]","38140","37810"
"Leaver CS","2022","40-49","Unknown","Heterosexual / straight","165","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Unknown","125","[c]","39020","34210"
"Leaver CS","2022","50-59","AA/AO","Heterosexual / straight","1430","[c]","22130","21260"
"Leaver CS","2022","50-59","AA/AO","LGBO","45","[c]","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","Undeclared","185","[c]","22590","21180"
"Leaver CS","2022","50-59","AA/AO","Unknown","1090","[c]","22040","21260"
"Leaver CS","2022","50-59","EO","Heterosexual / straight","1265","[c]","28130","27570"
"Leaver CS","2022","50-59","EO","LGBO","70","[c]","27950","27570"
"Leaver CS","2022","50-59","EO","Undeclared","195","[c]","28000","27570"
"Leaver CS","2022","50-59","EO","Unknown","585","[c]","28320","27570"
"Leaver CS","2022","50-59","G6/G7","Heterosexual / straight","620","[c]","60900","59450"
"Leaver CS","2022","50-59","G6/G7","LGBO","40","[c]","63980","61030"
"Leaver CS","2022","50-59","G6/G7","Undeclared","110","[c]","61730","59320"
"Leaver CS","2022","50-59","G6/G7","Unknown","310","[c]","61640","59200"
"Leaver CS","2022","50-59","SCS level","Heterosexual / straight","140","[c]","94820","94220"
"Leaver CS","2022","50-59","SCS level","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS level","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS level","Unknown","85","[c]","111120","100100"
"Leaver CS","2022","50-59","SEO/HEO","Heterosexual / straight","990","[c]","38240","37480"
"Leaver CS","2022","50-59","SEO/HEO","LGBO","40","[c]","38570","37890"
"Leaver CS","2022","50-59","SEO/HEO","Undeclared","195","[c]","39780","39350"
"Leaver CS","2022","50-59","SEO/HEO","Unknown","425","[c]","38510","38000"
"Leaver CS","2022","50-59","Unknown","Heterosexual / straight","210","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Unknown","120","[c]","39240","34310"
"Leaver CS","2022","60-64","AA/AO","Heterosexual / straight","1000","[c]","22060","21260"
"Leaver CS","2022","60-64","AA/AO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","AA/AO","Undeclared","200","[c]","22700","21380"
"Leaver CS","2022","60-64","AA/AO","Unknown","745","[c]","21930","21260"
"Leaver CS","2022","60-64","EO","Heterosexual / straight","890","[c]","28310","27570"
"Leaver CS","2022","60-64","EO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","EO","Undeclared","200","[c]","28380","27570"
"Leaver CS","2022","60-64","EO","Unknown","455","[c]","28820","27570"
"Leaver CS","2022","60-64","G6/G7","Heterosexual / straight","420","[c]","63040","61070"
"Leaver CS","2022","60-64","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","G6/G7","Undeclared","70","[c]","62860","61590"
"Leaver CS","2022","60-64","G6/G7","Unknown","250","[c]","61120","60360"
"Leaver CS","2022","60-64","SCS level","Heterosexual / straight","100","[c]","103240","100850"
"Leaver CS","2022","60-64","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","SCS level","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","60-64","SEO/HEO","Heterosexual / straight","870","[c]","39250","37920"
"Leaver CS","2022","60-64","SEO/HEO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","SEO/HEO","Undeclared","170","[c]","39090","38890"
"Leaver CS","2022","60-64","SEO/HEO","Unknown","445","[c]","39230","37840"
"Leaver CS","2022","60-64","Unknown","Heterosexual / straight","165","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","100","[c]","44250","38310"
"Leaver CS","2022","65+","AA/AO","Heterosexual / straight","1200","[c]","21480","21260"
"Leaver CS","2022","65+","AA/AO","LGBO","40","[c]","21230","21010"
"Leaver CS","2022","65+","AA/AO","Undeclared","235","[c]","21360","21260"
"Leaver CS","2022","65+","AA/AO","Unknown","715","[c]","21590","21260"
"Leaver CS","2022","65+","EO","Heterosexual / straight","705","[c]","28000","27570"
"Leaver CS","2022","65+","EO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","EO","Undeclared","150","[c]","27930","27570"
"Leaver CS","2022","65+","EO","Unknown","390","[c]","28220","27570"
"Leaver CS","2022","65+","G6/G7","Heterosexual / straight","180","[c]","63890","62240"
"Leaver CS","2022","65+","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","G6/G7","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","G6/G7","Unknown","95","[c]","62620","62170"
"Leaver CS","2022","65+","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","SCS level","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","SEO/HEO","Heterosexual / straight","480","[c]","38270","36770"
"Leaver CS","2022","65+","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","SEO/HEO","Undeclared","85","[c]","38240","36460"
"Leaver CS","2022","65+","SEO/HEO","Unknown","240","[c]","39720","38070"
"Leaver CS","2022","65+","Unknown","Heterosexual / straight","135","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Heterosexual / straight","770","[c]","21530","21260"
"Leaver Dept.","2022","20-29","AA/AO","LGBO","90","[c]","21290","21260"
"Leaver Dept.","2022","20-29","AA/AO","Undeclared","95","[c]","21330","21170"
"Leaver Dept.","2022","20-29","AA/AO","Unknown","440","[c]","21330","21170"
"Leaver Dept.","2022","20-29","EO","Heterosexual / straight","1355","[c]","26920","27500"
"Leaver Dept.","2022","20-29","EO","LGBO","170","[c]","27270","27570"
"Leaver Dept.","2022","20-29","EO","Undeclared","205","[c]","26440","27150"
"Leaver Dept.","2022","20-29","EO","Unknown","340","[c]","27390","27570"
"Leaver Dept.","2022","20-29","G6/G7","Heterosexual / straight","235","[c]","54070","53600"
"Leaver Dept.","2022","20-29","G6/G7","LGBO","50","[c]","54680","53380"
"Leaver Dept.","2022","20-29","G6/G7","Undeclared","70","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","Unknown","110","[c]","54770","54700"
"Leaver Dept.","2022","20-29","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","SCS level","LGBO","[c]","[c]","[c]","[c]"
