"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","White","Project Delivery","East of England","SCS level","5","5","[c]","[c]"
"In post","2022","White","Project Delivery","East of England","SEO","170","165","41040","40580"
"In post","2022","White","Project Delivery","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","London","AO","35","35","24430","24490"
"In post","2022","White","Project Delivery","London","EO","130","120","30180","30630"
"In post","2022","White","Project Delivery","London","G6","505","480","70810","71950"
"In post","2022","White","Project Delivery","London","G7","705","680","57410","57000"
"In post","2022","White","Project Delivery","London","HEO","310","300","36790","37320"
"In post","2022","White","Project Delivery","London","SCS level","270","260","94490","87520"
"In post","2022","White","Project Delivery","London","SEO","390","380","43570","43810"
"In post","2022","White","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","North East (England)","AO","35","35","21500","21260"
"In post","2022","White","Project Delivery","North East (England)","EO","100","90","27080","26820"
"In post","2022","White","Project Delivery","North East (England)","G6","75","75","65790","67910"
"In post","2022","White","Project Delivery","North East (England)","G7","230","225","53720","55210"
"In post","2022","White","Project Delivery","North East (England)","HEO","230","215","33140","33370"
"In post","2022","White","Project Delivery","North East (England)","SCS level","10","10","[c]","[c]"
"In post","2022","White","Project Delivery","North East (England)","SEO","330","315","39760","40520"
"In post","2022","White","Project Delivery","North West (England)","AO","115","105","21350","21260"
"In post","2022","White","Project Delivery","North West (England)","EO","215","195","25340","26820"
"In post","2022","White","Project Delivery","North West (England)","G6","120","120","65920","67910"
"In post","2022","White","Project Delivery","North West (England)","G7","305","295","53520","55210"
"In post","2022","White","Project Delivery","North West (England)","HEO","380","350","32890","33370"
"In post","2022","White","Project Delivery","North West (England)","SCS level","20","20","[c]","[c]"
"In post","2022","White","Project Delivery","North West (England)","SEO","455","440","39720","40520"
"In post","2022","White","Project Delivery","North West (England)","Unknown","120","120","42850","41180"
"In post","2022","White","Project Delivery","Northern Ireland","EO","10","10","[c]","[c]"
"In post","2022","White","Project Delivery","Northern Ireland","G6","5","5","[c]","[c]"
"In post","2022","White","Project Delivery","Northern Ireland","G7","15","15","[c]","[c]"
"In post","2022","White","Project Delivery","Northern Ireland","HEO","20","20","[c]","[c]"
"In post","2022","White","Project Delivery","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","Northern Ireland","SEO","20","20","[c]","[c]"
"In post","2022","White","Project Delivery","Overseas","EO","5","5","[c]","[c]"
"In post","2022","White","Project Delivery","Overseas","G6","105","105","67460","67370"
"In post","2022","White","Project Delivery","Overseas","G7","140","140","55190","55060"
"In post","2022","White","Project Delivery","Overseas","HEO","30","30","[c]","[c]"
"In post","2022","White","Project Delivery","Overseas","SCS level","20","20","[c]","[c]"
"In post","2022","White","Project Delivery","Overseas","SEO","45","45","42320","41500"
"In post","2022","White","Project Delivery","Overseas","Unknown","20","20","[c]","[c]"
"In post","2022","White","Project Delivery","Scotland","AO","15","10","[c]","[c]"
"In post","2022","White","Project Delivery","Scotland","EO","270","255","23320","23590"
"In post","2022","White","Project Delivery","Scotland","G6","80","75","67170","67910"
"In post","2022","White","Project Delivery","Scotland","G7","205","200","53210","54160"
"In post","2022","White","Project Delivery","Scotland","HEO","330","315","32550","33370"
"In post","2022","White","Project Delivery","Scotland","SCS level","15","15","[c]","[c]"
"In post","2022","White","Project Delivery","Scotland","SEO","230","220","40420","40520"
"In post","2022","White","Project Delivery","Scotland","Unknown","75","75","41220","41180"
"In post","2022","White","Project Delivery","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","South East (England)","AO","110","85","20960","21260"
"In post","2022","White","Project Delivery","South East (England)","EO","305","290","24020","23990"
"In post","2022","White","Project Delivery","South East (England)","G6","85","85","65910","64220"
"In post","2022","White","Project Delivery","South East (England)","G7","305","295","53320","54540"
"In post","2022","White","Project Delivery","South East (England)","HEO","425","410","32090","33000"
"In post","2022","White","Project Delivery","South East (England)","SCS level","15","15","[c]","[c]"
"In post","2022","White","Project Delivery","South East (England)","SEO","410","395","40410","40580"
"In post","2022","White","Project Delivery","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","South West (England)","AO","25","25","[c]","[c]"
"In post","2022","White","Project Delivery","South West (England)","EO","1170","1115","23800","24150"
"In post","2022","White","Project Delivery","South West (England)","G6","425","410","67270","66760"
"In post","2022","White","Project Delivery","South West (England)","G7","1415","1375","52020","52570"
"In post","2022","White","Project Delivery","South West (England)","HEO","2130","2045","30910","31600"
"In post","2022","White","Project Delivery","South West (England)","SCS level","90","85","99660","91960"
"In post","2022","White","Project Delivery","South West (England)","SEO","2590","2485","40540","40580"
"In post","2022","White","Project Delivery","South West (England)","Unknown","1105","1075","41280","39710"
"In post","2022","White","Project Delivery","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","Unknown","EO","5","5","[c]","[c]"
"In post","2022","White","Project Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","Wales","AA","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","Wales","AO","15","15","[c]","[c]"
"In post","2022","White","Project Delivery","Wales","EO","95","85","26600","26780"
"In post","2022","White","Project Delivery","Wales","G6","90","85","71680","75480"
"In post","2022","White","Project Delivery","Wales","G7","90","85","53760","51520"
"In post","2022","White","Project Delivery","Wales","HEO","125","115","32530","32180"
"In post","2022","White","Project Delivery","Wales","SCS level","10","10","[c]","[c]"
"In post","2022","White","Project Delivery","Wales","SEO","110","105","39610","40180"
"In post","2022","White","Project Delivery","West Midlands (England)","AO","5","5","[c]","[c]"
"In post","2022","White","Project Delivery","West Midlands (England)","EO","140","140","23180","22650"
"In post","2022","White","Project Delivery","West Midlands (England)","G6","35","35","67770","67910"
"In post","2022","White","Project Delivery","West Midlands (England)","G7","110","105","53490","54540"
"In post","2022","White","Project Delivery","West Midlands (England)","HEO","155","150","32230","33000"
"In post","2022","White","Project Delivery","West Midlands (England)","SCS level","10","10","[c]","[c]"
"In post","2022","White","Project Delivery","West Midlands (England)","SEO","170","165","40130","40520"
"In post","2022","White","Project Delivery","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2022","White","Project Delivery","Yorkshire and The Humber","EO","55","50","27020","27570"
"In post","2022","White","Project Delivery","Yorkshire and The Humber","G6","40","40","64370","64820"
"In post","2022","White","Project Delivery","Yorkshire and The Humber","G7","130","125","51910","50670"
"In post","2022","White","Project Delivery","Yorkshire and The Humber","HEO","150","130","32700","33000"
"In post","2022","White","Project Delivery","Yorkshire and The Humber","SCS level","5","5","[c]","[c]"
"In post","2022","White","Project Delivery","Yorkshire and The Humber","SEO","160","155","38420","38130"
"In post","2022","White","Property","East Midlands (England)","AA","55","50","18370","19010"
"In post","2022","White","Property","East Midlands (England)","AO","20","20","[c]","[c]"
"In post","2022","White","Property","East Midlands (England)","EO","55","50","26610","26820"
"In post","2022","White","Property","East Midlands (England)","G6","30","30","65450","67000"
"In post","2022","White","Property","East Midlands (England)","G7","60","60","54330","55210"
"In post","2022","White","Property","East Midlands (England)","HEO","70","70","32910","33300"
"In post","2022","White","Property","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2022","White","Property","East Midlands (England)","SEO","80","75","42180","40720"
"In post","2022","White","Property","East of England","AA","50","50","18700","18980"
"In post","2022","White","Property","East of England","AO","35","35","22050","21920"
"In post","2022","White","Property","East of England","EO","85","80","26280","26400"
"In post","2022","White","Property","East of England","G6","20","20","[c]","[c]"
"In post","2022","White","Property","East of England","G7","35","35","54750","54540"
"In post","2022","White","Property","East of England","HEO","145","140","33350","33300"
"In post","2022","White","Property","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","East of England","SEO","95","90","42940","42850"
"In post","2022","White","Property","London","AA","25","25","[c]","[c]"
"In post","2022","White","Property","London","AO","35","30","25800","25750"
"In post","2022","White","Property","London","EO","170","160","27590","29550"
"In post","2022","White","Property","London","G6","100","100","68970","66590"
"In post","2022","White","Property","London","G7","200","195","59230","58790"
"In post","2022","White","Property","London","HEO","160","155","34550","34630"
"In post","2022","White","Property","London","SCS level","40","40","95850","92550"
"In post","2022","White","Property","London","SEO","155","150","45400","45230"
"In post","2022","White","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","North East (England)","AA","20","20","[c]","[c]"
"In post","2022","White","Property","North East (England)","AO","150","140","21980","22010"
"In post","2022","White","Property","North East (England)","EO","105","95","26340","26120"
"In post","2022","White","Property","North East (England)","G6","20","20","[c]","[c]"
"In post","2022","White","Property","North East (England)","G7","55","50","53380","54240"
"In post","2022","White","Property","North East (England)","HEO","85","80","32010","32160"
"In post","2022","White","Property","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","North East (England)","SEO","85","80","40930","40530"
"In post","2022","White","Property","North West (England)","AA","15","15","[c]","[c]"
"In post","2022","White","Property","North West (England)","AO","25","25","[c]","[c]"
"In post","2022","White","Property","North West (England)","EO","110","100","26280","26500"
"In post","2022","White","Property","North West (England)","G6","40","40","63610","61960"
"In post","2022","White","Property","North West (England)","G7","95","95","53490","52000"
"In post","2022","White","Property","North West (England)","HEO","110","105","32170","31990"
"In post","2022","White","Property","North West (England)","SCS level","10","10","[c]","[c]"
"In post","2022","White","Property","North West (England)","SEO","110","110","41100","40550"
"In post","2022","White","Property","Northern Ireland","AA","30","30","18160","18230"
"In post","2022","White","Property","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Northern Ireland","EO","5","5","[c]","[c]"
"In post","2022","White","Property","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Northern Ireland","HEO","15","15","[c]","[c]"
"In post","2022","White","Property","Northern Ireland","SEO","15","15","[c]","[c]"
"In post","2022","White","Property","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Overseas","EO","20","20","[c]","[c]"
"In post","2022","White","Property","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Overseas","G7","15","15","[c]","[c]"
"In post","2022","White","Property","Overseas","HEO","55","55","35600","34260"
"In post","2022","White","Property","Overseas","SEO","45","45","43410","42050"
"In post","2022","White","Property","Scotland","AA","60","60","18800","17480"
"In post","2022","White","Property","Scotland","AO","65","60","25700","26900"
"In post","2022","White","Property","Scotland","EO","45","45","28130","26670"
"In post","2022","White","Property","Scotland","G6","10","5","[c]","[c]"
"In post","2022","White","Property","Scotland","G7","30","25","[c]","[c]"
"In post","2022","White","Property","Scotland","HEO","90","85","34590","33300"
"In post","2022","White","Property","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Scotland","SEO","65","60","41920","40580"
"In post","2022","White","Property","South East (England)","AA","60","55","18040","17480"
"In post","2022","White","Property","South East (England)","AO","35","35","22260","22010"
"In post","2022","White","Property","South East (England)","EO","160","155","26510","26670"
"In post","2022","White","Property","South East (England)","G6","45","45","67520","65650"
"In post","2022","White","Property","South East (England)","G7","85","80","55480","54540"
"In post","2022","White","Property","South East (England)","HEO","190","185","34080","33300"
"In post","2022","White","Property","South East (England)","SCS level","10","10","[c]","[c]"
"In post","2022","White","Property","South East (England)","SEO","175","170","43110","42470"
"In post","2022","White","Property","South East (England)","Unknown","35","35","21570","21600"
"In post","2022","White","Property","South West (England)","AA","40","40","18240","17480"
"In post","2022","White","Property","South West (England)","AO","195","180","21940","22010"
"In post","2022","White","Property","South West (England)","EO","160","150","25860","26520"
"In post","2022","White","Property","South West (England)","G6","40","40","65130","64500"
"In post","2022","White","Property","South West (England)","G7","110","110","52890","53500"
"In post","2022","White","Property","South West (England)","HEO","230","225","32580","33300"
"In post","2022","White","Property","South West (England)","SCS level","5","5","[c]","[c]"
"In post","2022","White","Property","South West (England)","SEO","185","180","41190","40580"
"In post","2022","White","Property","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Unknown","G7","5","5","[c]","[c]"
"In post","2022","White","Property","Unknown","HEO","20","20","[c]","[c]"
"In post","2022","White","Property","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Wales","AA","15","15","[c]","[c]"
"In post","2022","White","Property","Wales","AO","65","55","21920","22010"
"In post","2022","White","Property","Wales","EO","80","75","26510","26740"
"In post","2022","White","Property","Wales","G6","10","10","[c]","[c]"
"In post","2022","White","Property","Wales","G7","50","50","53890","54240"
"In post","2022","White","Property","Wales","HEO","100","95","32490","32890"
"In post","2022","White","Property","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Property","Wales","SEO","80","75","41910","41730"
"In post","2022","White","Property","West Midlands (England)","AA","35","35","17900","17480"
"In post","2022","White","Property","West Midlands (England)","AO","35","30","22050","22010"
"In post","2022","White","Property","West Midlands (England)","EO","75","65","25990","26670"
"In post","2022","White","Property","West Midlands (England)","G6","25","25","[c]","[c]"
"In post","2022","White","Property","West Midlands (England)","G7","75","75","53920","54540"
"In post","2022","White","Property","West Midlands (England)","HEO","110","110","32420","33080"
"In post","2022","White","Property","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2022","White","Property","West Midlands (England)","SEO","115","110","41700","40580"
"In post","2022","White","Property","Yorkshire and The Humber","AA","30","25","[c]","[c]"
"In post","2022","White","Property","Yorkshire and The Humber","AO","40","35","21940","22010"
"In post","2022","White","Property","Yorkshire and The Humber","EO","120","110","26160","26670"
"In post","2022","White","Property","Yorkshire and The Humber","G6","45","45","64520","61960"
"In post","2022","White","Property","Yorkshire and The Humber","G7","125","120","52770","50890"
"In post","2022","White","Property","Yorkshire and The Humber","HEO","155","145","32660","33230"
"In post","2022","White","Property","Yorkshire and The Humber","SCS level","10","10","[c]","[c]"
"In post","2022","White","Property","Yorkshire and The Humber","SEO","140","135","41150","40580"
"In post","2022","White","Security","East Midlands (England)","AA","50","50","20670","19810"
"In post","2022","White","Security","East Midlands (England)","AO","50","50","30300","28890"
"In post","2022","White","Security","East Midlands (England)","EO","50","45","30650","28670"
"In post","2022","White","Security","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","East Midlands (England)","HEO","25","25","[c]","[c]"
"In post","2022","White","Security","East Midlands (England)","SEO","10","10","[c]","[c]"
"In post","2022","White","Security","East Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2022","White","Security","East of England","AA","95","95","20740","19810"
"In post","2022","White","Security","East of England","AO","175","170","31600","33200"
"In post","2022","White","Security","East of England","EO","130","125","31770","26670"
"In post","2022","White","Security","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","East of England","G7","15","15","[c]","[c]"
"In post","2022","White","Security","East of England","HEO","210","205","36230","33300"
"In post","2022","White","Security","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","East of England","SEO","80","80","44440","40580"
"In post","2022","White","Security","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","London","AA","65","65","22180","22900"
"In post","2022","White","Security","London","AO","125","120","31390","28250"
"In post","2022","White","Security","London","EO","200","195","31010","29250"
"In post","2022","White","Security","London","G6","70","70","69860","68500"
"In post","2022","White","Security","London","G7","155","150","57870","57730"
"In post","2022","White","Security","London","HEO","315","305","37360","37300"
"In post","2022","White","Security","London","SCS level","30","30","86650","78810"
"In post","2022","White","Security","London","SEO","265","260","46330","45150"
"In post","2022","White","Security","London","Unknown","25","25","[c]","[c]"
"In post","2022","White","Security","North East (England)","AA","15","15","[c]","[c]"
"In post","2022","White","Security","North East (England)","AO","10","10","[c]","[c]"
"In post","2022","White","Security","North East (England)","EO","15","15","[c]","[c]"
"In post","2022","White","Security","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","North East (England)","G7","10","10","[c]","[c]"
"In post","2022","White","Security","North East (England)","HEO","30","30","33340","32860"
"In post","2022","White","Security","North East (England)","SEO","15","15","[c]","[c]"
"In post","2022","White","Security","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","North West (England)","AA","75","75","20010","19810"
"In post","2022","White","Security","North West (England)","AO","65","60","27440","24610"
"In post","2022","White","Security","North West (England)","EO","35","35","30450","28430"
"In post","2022","White","Security","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","North West (England)","G7","10","10","[c]","[c]"
"In post","2022","White","Security","North West (England)","HEO","50","45","33380","33300"
"In post","2022","White","Security","North West (England)","SEO","35","35","42080","40520"
"In post","2022","White","Security","North West (England)","Unknown","10","10","[c]","[c]"
"In post","2022","White","Security","Northern Ireland","AA","290","285","20540","20560"
"In post","2022","White","Security","Northern Ireland","AO","35","35","24420","22020"
"In post","2022","White","Security","Northern Ireland","EO","15","15","[c]","[c]"
"In post","2022","White","Security","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Northern Ireland","HEO","5","5","[c]","[c]"
"In post","2022","White","Security","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Overseas","G7","20","20","[c]","[c]"
"In post","2022","White","Security","Overseas","HEO","75","75","33650","34220"
"In post","2022","White","Security","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Overseas","SEO","15","15","[c]","[c]"
"In post","2022","White","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Scotland","AA","370","340","20400","19810"
"In post","2022","White","Security","Scotland","AO","570","560","33920","39070"
"In post","2022","White","Security","Scotland","EO","115","110","36960","43920"
"In post","2022","White","Security","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Scotland","G7","5","5","[c]","[c]"
"In post","2022","White","Security","Scotland","HEO","80","80","40560","33300"
"In post","2022","White","Security","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Scotland","SEO","15","15","[c]","[c]"
"In post","2022","White","Security","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","South East (England)","AA","325","320","20320","19810"
"In post","2022","White","Security","South East (England)","AO","675","665","32840","34200"
"In post","2022","White","Security","South East (England)","EO","195","195","35110","30060"
"In post","2022","White","Security","South East (England)","G6","10","10","[c]","[c]"
"In post","2022","White","Security","South East (England)","G7","30","30","54850","54490"
"In post","2022","White","Security","South East (England)","HEO","185","175","37410","33490"
"In post","2022","White","Security","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","South East (England)","SEO","70","70","45550","42590"
"In post","2022","White","Security","South East (England)","Unknown","15","15","[c]","[c]"
"In post","2022","White","Security","South West (England)","AA","415","405","20780","19810"
"In post","2022","White","Security","South West (England)","AO","290","280","32300","39070"
"In post","2022","White","Security","South West (England)","EO","140","135","30980","26670"
"In post","2022","White","Security","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","South West (England)","G7","25","25","[c]","[c]"
"In post","2022","White","Security","South West (England)","HEO","90","90","34170","33300"
"In post","2022","White","Security","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","South West (England)","SEO","70","65","41320","40000"
"In post","2022","White","Security","South West (England)","Unknown","25","25","[c]","[c]"
"In post","2022","White","Security","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Unknown","EO","5","5","[c]","[c]"
"In post","2022","White","Security","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Unknown","HEO","15","15","[c]","[c]"
"In post","2022","White","Security","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Unknown","Unknown","50","50","27700","27370"
"In post","2022","White","Security","Wales","AA","125","125","21580","19810"
"In post","2022","White","Security","Wales","AO","35","30","23750","21840"
"In post","2022","White","Security","Wales","EO","35","30","27230","26670"
"In post","2022","White","Security","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Wales","G7","5","5","[c]","[c]"
"In post","2022","White","Security","Wales","HEO","30","30","32380","31990"
"In post","2022","White","Security","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Wales","SEO","25","20","[c]","[c]"
"In post","2022","White","Security","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","West Midlands (England)","AA","95","95","20220","19810"
"In post","2022","White","Security","West Midlands (England)","AO","80","80","32550","39070"
"In post","2022","White","Security","West Midlands (England)","EO","35","35","30230","26820"
"In post","2022","White","Security","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","West Midlands (England)","G7","15","15","[c]","[c]"
"In post","2022","White","Security","West Midlands (England)","HEO","40","40","33490","33300"
"In post","2022","White","Security","West Midlands (England)","SEO","35","35","43320","40580"
"In post","2022","White","Security","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Yorkshire and The Humber","AA","80","75","20200","19810"
"In post","2022","White","Security","Yorkshire and The Humber","AO","235","220","29540","26750"
"In post","2022","White","Security","Yorkshire and The Humber","EO","165","160","30910","26670"
"In post","2022","White","Security","Yorkshire and The Humber","G6","10","10","[c]","[c]"
"In post","2022","White","Security","Yorkshire and The Humber","G7","25","20","[c]","[c]"
"In post","2022","White","Security","Yorkshire and The Humber","HEO","150","145","34390","33300"
"In post","2022","White","Security","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Security","Yorkshire and The Humber","SEO","60","60","41590","40580"
"In post","2022","White","Security","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2022","White","Unknown","East Midlands (England)","AA","135","130","19420","19810"
"In post","2022","White","Unknown","East Midlands (England)","AO","445","425","21430","21170"
"In post","2022","White","Unknown","East Midlands (England)","EO","255","240","27290","26670"
"In post","2022","White","Unknown","East Midlands (England)","G6","15","15","[c]","[c]"
"In post","2022","White","Unknown","East Midlands (England)","G7","30","25","[c]","[c]"
"In post","2022","White","Unknown","East Midlands (England)","HEO","150","140","34570","33300"
"In post","2022","White","Unknown","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2022","White","Unknown","East Midlands (England)","SEO","80","80","43590","45840"
"In post","2022","White","Unknown","East of England","AA","225","215","19230","19050"
"In post","2022","White","Unknown","East of England","AO","775","730","21770","21680"
"In post","2022","White","Unknown","East of England","EO","935","860","27190","26500"
"In post","2022","White","Unknown","East of England","G6","30","30","73560","68500"
"In post","2022","White","Unknown","East of England","G7","80","80","56000","53500"
"In post","2022","White","Unknown","East of England","HEO","365","355","33150","33000"
"In post","2022","White","Unknown","East of England","SCS level","10","10","[c]","[c]"
"In post","2022","White","Unknown","East of England","SEO","125","125","40510","40580"
"In post","2022","White","Unknown","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","London","AA","145","135","22410","22460"
"In post","2022","White","Unknown","London","AO","525","480","25380","25630"
"In post","2022","White","Unknown","London","EO","1530","1410","29710","29080"
"In post","2022","White","Unknown","London","G6","740","715","70440","68940"
"In post","2022","White","Unknown","London","G7","1510","1470","58550","57680"
"In post","2022","White","Unknown","London","HEO","1280","1245","35920","35200"
"In post","2022","White","Unknown","London","SCS level","350","340","89570","81750"
"In post","2022","White","Unknown","London","SEO","1535","1495","43280","42410"
"In post","2022","White","Unknown","London","Unknown","15","15","[c]","[c]"
"In post","2022","White","Unknown","North East (England)","AA","75","65","18530","18240"
"In post","2022","White","Unknown","North East (England)","AO","565","475","21660","21680"
"In post","2022","White","Unknown","North East (England)","EO","400","375","25680","25310"
"In post","2022","White","Unknown","North East (England)","G6","10","10","[c]","[c]"
"In post","2022","White","Unknown","North East (England)","G7","45","45","52330","52050"
"In post","2022","White","Unknown","North East (England)","HEO","195","185","31720","30980"
"In post","2022","White","Unknown","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","North East (England)","SEO","95","90","37870","37460"
"In post","2022","White","Unknown","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","North West (England)","AA","275","235","18440","18240"
"In post","2022","White","Unknown","North West (England)","AO","1835","1650","21680","21680"
"In post","2022","White","Unknown","North West (England)","EO","2505","2340","25500","25040"
"In post","2022","White","Unknown","North West (England)","G6","95","90","67670","63750"
"In post","2022","White","Unknown","North West (England)","G7","300","295","53290","52070"
"In post","2022","White","Unknown","North West (England)","HEO","1055","1015","31440","30830"
"In post","2022","White","Unknown","North West (England)","SCS level","15","15","[c]","[c]"
"In post","2022","White","Unknown","North West (England)","SEO","610","595","38550","37460"
"In post","2022","White","Unknown","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2022","White","Unknown","Northern Ireland","AA","105","100","19760","19800"
"In post","2022","White","Unknown","Northern Ireland","AO","325","295","22110","21680"
"In post","2022","White","Unknown","Northern Ireland","EO","245","235","26340","25310"
"In post","2022","White","Unknown","Northern Ireland","G6","10","10","[c]","[c]"
"In post","2022","White","Unknown","Northern Ireland","G7","15","15","[c]","[c]"
"In post","2022","White","Unknown","Northern Ireland","HEO","80","80","33300","32410"
"In post","2022","White","Unknown","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Northern Ireland","SEO","30","30","39830","37940"
"In post","2022","White","Unknown","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Overseas","AO","20","20","[c]","[c]"
"In post","2022","White","Unknown","Overseas","EO","110","110","27710","26670"
"In post","2022","White","Unknown","Overseas","G6","25","25","[c]","[c]"
"In post","2022","White","Unknown","Overseas","G7","45","45","61720","60140"
"In post","2022","White","Unknown","Overseas","HEO","70","70","38180","36460"
"In post","2022","White","Unknown","Overseas","SCS level","5","5","[c]","[c]"
"In post","2022","White","Unknown","Overseas","SEO","40","40","47560","44430"
"In post","2022","White","Unknown","Overseas","Unknown","115","115","[c]","[c]"
"In post","2022","White","Unknown","Scotland","AA","1165","1105","21870","22140"
"In post","2022","White","Unknown","Scotland","AO","1675","1585","24340","24400"
"In post","2022","White","Unknown","Scotland","EO","2695","2575","28560","27940"
"In post","2022","White","Unknown","Scotland","G6","1020","980","72780","75340"
"In post","2022","White","Unknown","Scotland","G7","1640","1570","58100","59590"
"In post","2022","White","Unknown","Scotland","HEO","2570","2475","34480","34600"
"In post","2022","White","Unknown","Scotland","SCS level","195","190","88030","83230"
"In post","2022","White","Unknown","Scotland","SEO","2495","2405","44480","43940"
"In post","2022","White","Unknown","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","South East (England)","AA","290","275","19370","19050"
"In post","2022","White","Unknown","South East (England)","AO","1110","1045","21820","21680"
"In post","2022","White","Unknown","South East (England)","EO","2705","2505","27060","26480"
