"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","White","Unknown","South East (England)","G6","90","80","75380","75680"
"In post","2022","White","Unknown","South East (England)","G7","205","205","56140","54540"
"In post","2022","White","Unknown","South East (England)","HEO","1175","1130","33880","33300"
"In post","2022","White","Unknown","South East (England)","SCS level","30","25","94480","89940"
"In post","2022","White","Unknown","South East (England)","SEO","535","520","41750","40580"
"In post","2022","White","Unknown","South East (England)","Unknown","15","15","[c]","[c]"
"In post","2022","White","Unknown","South West (England)","AA","285","270","19150","19050"
"In post","2022","White","Unknown","South West (England)","AO","945","895","21610","21380"
"In post","2022","White","Unknown","South West (England)","EO","935","885","27600","26670"
"In post","2022","White","Unknown","South West (England)","G6","80","70","76600","77220"
"In post","2022","White","Unknown","South West (England)","G7","170","160","58420","54540"
"In post","2022","White","Unknown","South West (England)","HEO","635","610","34680","33300"
"In post","2022","White","Unknown","South West (England)","SCS level","15","15","[c]","[c]"
"In post","2022","White","Unknown","South West (England)","SEO","380","365","42880","40580"
"In post","2022","White","Unknown","South West (England)","Unknown","10","10","[c]","[c]"
"In post","2022","White","Unknown","Unknown","AA","5","5","[c]","[c]"
"In post","2022","White","Unknown","Unknown","AO","15","15","[c]","[c]"
"In post","2022","White","Unknown","Unknown","EO","35","30","27200","26670"
"In post","2022","White","Unknown","Unknown","G6","5","5","[c]","[c]"
"In post","2022","White","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Unknown","HEO","35","35","36680","36820"
"In post","2022","White","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Unknown","SEO","20","15","[c]","[c]"
"In post","2022","White","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","White","Unknown","Wales","AA","65","60","19030","19050"
"In post","2022","White","Unknown","Wales","AO","1085","1000","23500","24630"
"In post","2022","White","Unknown","Wales","EO","1340","1260","28230","29430"
"In post","2022","White","Unknown","Wales","G6","220","215","72460","75480"
"In post","2022","White","Unknown","Wales","G7","805","765","59430","61440"
"In post","2022","White","Unknown","Wales","HEO","1495","1415","36860","38160"
"In post","2022","White","Unknown","Wales","SCS level","175","170","87580","79790"
"In post","2022","White","Unknown","Wales","SEO","1175","1120","45820","47470"
"In post","2022","White","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","West Midlands (England)","AA","110","105","19250","19050"
"In post","2022","White","Unknown","West Midlands (England)","AO","440","410","21570","21380"
"In post","2022","White","Unknown","West Midlands (England)","EO","555","530","27450","26670"
"In post","2022","White","Unknown","West Midlands (England)","G6","25","25","[c]","[c]"
"In post","2022","White","Unknown","West Midlands (England)","G7","70","65","54900","52640"
"In post","2022","White","Unknown","West Midlands (England)","HEO","345","330","33450","33300"
"In post","2022","White","Unknown","West Midlands (England)","SCS level","10","10","[c]","[c]"
"In post","2022","White","Unknown","West Midlands (England)","SEO","150","140","40650","40000"
"In post","2022","White","Unknown","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Yorkshire and The Humber","AA","180","170","18980","19050"
"In post","2022","White","Unknown","Yorkshire and The Humber","AO","1060","965","21680","21680"
"In post","2022","White","Unknown","Yorkshire and The Humber","EO","1460","1365","26100","25310"
"In post","2022","White","Unknown","Yorkshire and The Humber","G6","100","95","67190","63490"
"In post","2022","White","Unknown","Yorkshire and The Humber","G7","255","245","52810","52070"
"In post","2022","White","Unknown","Yorkshire and The Humber","HEO","685","655","32070","30980"
"In post","2022","White","Unknown","Yorkshire and The Humber","SCS level","15","15","[c]","[c]"
"In post","2022","White","Unknown","Yorkshire and The Humber","SEO","390","375","38140","37460"
"In post","2022","White","Unknown","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","East of England","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","London","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","London","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","South West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
