"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Crown Commercial Service","G6/G7","G7","Unknown","25","25","[c]","[c]"
"In post","2022","Crown Commercial Service","SCS level","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Crown Commercial Service","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","SEO/HEO","HEO","Heterosexual / straight","135","135","31090","30940"
"In post","2022","Crown Commercial Service","SEO/HEO","HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","SEO/HEO","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","SEO/HEO","HEO","Unknown","40","40","30830","30940"
"In post","2022","Crown Commercial Service","SEO/HEO","SEO","Heterosexual / straight","175","170","39210","38980"
"In post","2022","Crown Commercial Service","SEO/HEO","SEO","LGBO","15","15","[c]","[c]"
"In post","2022","Crown Commercial Service","SEO/HEO","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","SEO/HEO","SEO","Unknown","45","45","38370","38980"
"In post","2022","Crown Office and Procurator Fiscal Service","AA/AO","AO","Heterosexual / straight","675","615","22550","23230"
"In post","2022","Crown Office and Procurator Fiscal Service","AA/AO","AO","LGBO","50","45","21850","21050"
"In post","2022","Crown Office and Procurator Fiscal Service","AA/AO","AO","Undeclared","40","35","22330","22860"
"In post","2022","Crown Office and Procurator Fiscal Service","AA/AO","AO","Unknown","25","25","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","EO","EO","Heterosexual / straight","340","330","28690","27940"
"In post","2022","Crown Office and Procurator Fiscal Service","EO","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","EO","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","EO","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","G6/G7","G6","Heterosexual / straight","30","30","74780","75340"
"In post","2022","Crown Office and Procurator Fiscal Service","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","G6/G7","G7","Heterosexual / straight","155","145","67200","69780"
"In post","2022","Crown Office and Procurator Fiscal Service","G6/G7","G7","LGBO","5","5","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","G6/G7","G7","Undeclared","15","10","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","G6/G7","G7","Unknown","15","15","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","SCS level","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","SEO/HEO","HEO","Heterosexual / straight","350","330","34170","34600"
"In post","2022","Crown Office and Procurator Fiscal Service","SEO/HEO","HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","SEO/HEO","HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","SEO/HEO","HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","SEO/HEO","SEO","Heterosexual / straight","440","420","48650","44360"
"In post","2022","Crown Office and Procurator Fiscal Service","SEO/HEO","SEO","LGBO","25","25","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","SEO/HEO","SEO","Undeclared","35","30","50460","53490"
"In post","2022","Crown Office and Procurator Fiscal Service","SEO/HEO","SEO","Unknown","35","30","56050","56920"
"In post","2022","Crown Prosecution Service","AA/AO","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","AA/AO","AO","Heterosexual / straight","1045","965","22670","22200"
"In post","2022","Crown Prosecution Service","AA/AO","AO","LGBO","75","70","22310","22200"
"In post","2022","Crown Prosecution Service","AA/AO","AO","Undeclared","55","50","22380","22200"
"In post","2022","Crown Prosecution Service","AA/AO","AO","Unknown","265","230","22870","22200"
"In post","2022","Crown Prosecution Service","EO","EO","Heterosexual / straight","1065","995","27550","27350"
"In post","2022","Crown Prosecution Service","EO","EO","LGBO","70","70","27290","26970"
"In post","2022","Crown Prosecution Service","EO","EO","Undeclared","45","45","27450","27010"
"In post","2022","Crown Prosecution Service","EO","EO","Unknown","280","250","28420","28430"
"In post","2022","Crown Prosecution Service","G6/G7","G6","Heterosexual / straight","165","165","73030","70890"
"In post","2022","Crown Prosecution Service","G6/G7","G6","LGBO","20","20","[c]","[c]"
"In post","2022","Crown Prosecution Service","G6/G7","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","G6/G7","G6","Unknown","55","55","76270","74640"
"In post","2022","Crown Prosecution Service","G6/G7","G7","Heterosexual / straight","2010","1880","55280","54760"
"In post","2022","Crown Prosecution Service","G6/G7","G7","LGBO","80","75","57150","55610"
"In post","2022","Crown Prosecution Service","G6/G7","G7","Undeclared","90","85","55580","54760"
"In post","2022","Crown Prosecution Service","G6/G7","G7","Unknown","630","555","57590","55610"
"In post","2022","Crown Prosecution Service","SCS level","SCS level","Heterosexual / straight","65","65","96260","90730"
"In post","2022","Crown Prosecution Service","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","SCS level","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","SEO/HEO","HEO","Heterosexual / straight","590","565","34150","33310"
"In post","2022","Crown Prosecution Service","SEO/HEO","HEO","LGBO","25","25","[c]","[c]"
"In post","2022","Crown Prosecution Service","SEO/HEO","HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Crown Prosecution Service","SEO/HEO","HEO","Unknown","120","115","34900","34480"
"In post","2022","Crown Prosecution Service","SEO/HEO","SEO","Heterosexual / straight","200","195","39830","39750"
"In post","2022","Crown Prosecution Service","SEO/HEO","SEO","LGBO","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","SEO/HEO","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","SEO/HEO","SEO","Unknown","25","25","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","AA/AO","AA","Heterosexual / straight","30","30","18450","17450"
"In post","2022","Defence Electronics and Components Agency","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","AA/AO","AA","Undeclared","5","5","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","AA/AO","AA","Unknown","5","5","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","AA/AO","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","AA/AO","AO","Undeclared","50","45","22280","21770"
"In post","2022","Defence Electronics and Components Agency","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","EO","EO","Heterosexual / straight","70","70","27830","28150"
"In post","2022","Defence Electronics and Components Agency","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","EO","EO","Undeclared","175","170","29540","29470"
"In post","2022","Defence Electronics and Components Agency","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","G6/G7","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","SEO/HEO","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","SEO/HEO","HEO","Undeclared","40","40","35790","33670"
"In post","2022","Defence Electronics and Components Agency","SEO/HEO","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","EO","EO","Heterosexual / straight","1855","1775","22600","22000"
"In post","2022","Defence Equipment and Support","EO","EO","LGBO","85","85","22920","21720"
"In post","2022","Defence Equipment and Support","EO","EO","Undeclared","185","175","22860","22330"
"In post","2022","Defence Equipment and Support","EO","EO","Unknown","235","225","21470","20480"
"In post","2022","Defence Equipment and Support","G6/G7","G6","Heterosexual / straight","365","355","68390","67150"
"In post","2022","Defence Equipment and Support","G6/G7","G6","LGBO","5","5","[c]","[c]"
"In post","2022","Defence Equipment and Support","G6/G7","G6","Undeclared","55","55","67420","66440"
"In post","2022","Defence Equipment and Support","G6/G7","G6","Unknown","20","20","[c]","[c]"
"In post","2022","Defence Equipment and Support","G6/G7","G7","Heterosexual / straight","1090","1060","52190","52540"
"In post","2022","Defence Equipment and Support","G6/G7","G7","LGBO","35","35","50920","51920"
"In post","2022","Defence Equipment and Support","G6/G7","G7","Undeclared","160","155","52890","53900"
"In post","2022","Defence Equipment and Support","G6/G7","G7","Unknown","60","60","51740","52260"
"In post","2022","Defence Equipment and Support","SCS level","SCS level","Heterosexual / straight","95","95","101200","93640"
"In post","2022","Defence Equipment and Support","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","SCS level","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Defence Equipment and Support","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","SEO/HEO","HEO","Heterosexual / straight","2575","2470","30300","30420"
"In post","2022","Defence Equipment and Support","SEO/HEO","HEO","LGBO","95","95","29250","29370"
"In post","2022","Defence Equipment and Support","SEO/HEO","HEO","Undeclared","340","325","31510","31950"
"In post","2022","Defence Equipment and Support","SEO/HEO","HEO","Unknown","195","190","30340","30680"
"In post","2022","Defence Equipment and Support","SEO/HEO","SEO","Heterosexual / straight","2595","2505","40290","40650"
"In post","2022","Defence Equipment and Support","SEO/HEO","SEO","LGBO","70","70","38770","38670"
"In post","2022","Defence Equipment and Support","SEO/HEO","SEO","Undeclared","415","395","41180","41320"
"In post","2022","Defence Equipment and Support","SEO/HEO","SEO","Unknown","200","195","40150","39860"
"In post","2022","Defence Equipment and Support","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","AA/AO","AA","Unknown","40","40","18680","17790"
"In post","2022","Defence Science and Technology Laboratory","AA/AO","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","AA/AO","AO","LGBO","5","5","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","AA/AO","AO","Unknown","105","105","21110","22230"
"In post","2022","Defence Science and Technology Laboratory","EO","EO","Heterosexual / straight","50","50","24250","23490"
"In post","2022","Defence Science and Technology Laboratory","EO","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","EO","EO","Unknown","225","210","24990","23490"
"In post","2022","Defence Science and Technology Laboratory","G6/G7","G6","Heterosexual / straight","40","40","69640","67780"
"In post","2022","Defence Science and Technology Laboratory","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","G6/G7","G6","Unknown","120","110","71040","68170"
"In post","2022","Defence Science and Technology Laboratory","G6/G7","G7","Heterosexual / straight","390","375","50510","47060"
"In post","2022","Defence Science and Technology Laboratory","G6/G7","G7","LGBO","20","20","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","G6/G7","G7","Undeclared","35","35","48890","47010"
"In post","2022","Defence Science and Technology Laboratory","G6/G7","G7","Unknown","1335","1275","51260","47490"
"In post","2022","Defence Science and Technology Laboratory","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","SEO/HEO","HEO","Heterosexual / straight","225","225","30130","29230"
"In post","2022","Defence Science and Technology Laboratory","SEO/HEO","HEO","LGBO","55","55","29550","29230"
"In post","2022","Defence Science and Technology Laboratory","SEO/HEO","HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","SEO/HEO","HEO","Unknown","880","855","30310","29230"
"In post","2022","Defence Science and Technology Laboratory","SEO/HEO","SEO","Heterosexual / straight","220","210","38940","38070"
"In post","2022","Defence Science and Technology Laboratory","SEO/HEO","SEO","LGBO","20","20","[c]","[c]"
