"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Scottish Courts and Tribunals Service","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","SEO/HEO","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","EO","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","SEO/HEO","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","AA/AO","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","AA/AO","AA","Unknown","45","[c]","22790","22140"
"Leaver CS","2022","Scottish Government (excl. agencies)","AA/AO","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","AA/AO","AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","EO","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","EO","EO","Unknown","35","[c]","27900","27230"
"Leaver CS","2022","Scottish Government (excl. agencies)","G6/G7","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","G6/G7","G6","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","G6/G7","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","G6/G7","G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","SCS level","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","SCS level","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","SEO/HEO","HEO","Heterosexual / straight","30","[c]","35140","36130"
"Leaver CS","2022","Scottish Government (excl. agencies)","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","SEO/HEO","HEO","Unknown","50","[c]","34220","33070"
"Leaver CS","2022","Scottish Government (excl. agencies)","SEO/HEO","SEO","Heterosexual / straight","45","[c]","44360","44930"
"Leaver CS","2022","Scottish Government (excl. agencies)","SEO/HEO","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","SEO/HEO","SEO","Unknown","35","[c]","44820","47490"
"Leaver CS","2022","Scottish Housing Regulator","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","AA/AO","AA","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","AA/AO","AO","Heterosexual / straight","30","[c]","25790","26900"
"Leaver CS","2022","Scottish Prison Service","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","AA/AO","AO","Unknown","95","[c]","24460","25420"
"Leaver CS","2022","Scottish Prison Service","EO","EO","Heterosexual / straight","40","[c]","34710","35000"
"Leaver CS","2022","Scottish Prison Service","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","EO","EO","Unknown","85","[c]","34180","35000"
"Leaver CS","2022","Scottish Prison Service","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","G6/G7","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","G6/G7","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","SEO/HEO","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","SEO/HEO","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","SEO/HEO","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","SEO/HEO","SEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","AA/AO","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","EO","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","G6/G7","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","SEO/HEO","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","SEO/HEO","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","AA/AO","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","AA/AO","AA","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","EO","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","EO","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","AA/AO","AA","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Unknown","Unknown","Heterosexual / straight","110","[c]","38210","39860"
"Leaver CS","2022","Submarine Delivery Agency","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Unknown","Unknown","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","AA/AO","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","AA/AO","AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","SEO/HEO","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","SEO/HEO","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","AA/AO","AA","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","AA/AO","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","AA/AO","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SEO/HEO","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SEO/HEO","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SEO/HEO","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","G6/G7","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","EO","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SEO/HEO","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
