"Status","Year","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Education and Skills Funding Agency","Commercial","170","165","42320","37100"
"In post","2022","Education and Skills Funding Agency","Communications","85","85","42990","40300"
"In post","2022","Education and Skills Funding Agency","Digital, Data and Technology","255","245","39140","36600"
"In post","2022","Education and Skills Funding Agency","Finance","400","390","40490","36780"
"In post","2022","Education and Skills Funding Agency","Human Resources","10","10","40770","36500"
"In post","2022","Education and Skills Funding Agency","Operational Delivery","740","715","41010","36960"
"In post","2022","Education and Skills Funding Agency","Policy","235","225","45540","37100"
"In post","2022","Education and Skills Funding Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Property","5","5","[c]","[c]"
"In post","2022","Education Scotland","Unknown","330","320","57430","62170"
"In post","2022","Estyn","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Inspector of Education and Training","65","60","75110","75480"
"In post","2022","Estyn","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Operational Delivery","20","20","28770","29430"
"In post","2022","Estyn","Project Delivery","5","5","[c]","[c]"
"In post","2022","Estyn","Property","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Commercial","80","75","47480","44000"
"In post","2022","FCDO Services","Communications","5","5","[c]","[c]"
"In post","2022","FCDO Services","Digital, Data and Technology","115","115","44450","42400"
"In post","2022","FCDO Services","Finance","55","50","38760","31890"
"In post","2022","FCDO Services","Human Resources","45","40","42120","36720"
"In post","2022","FCDO Services","Knowledge and Information Management","10","10","39750","34280"
"In post","2022","FCDO Services","Legal","60","40","50380","53430"
"In post","2022","FCDO Services","Other","30","30","42440","33060"
"In post","2022","FCDO Services","Project Delivery","65","65","38360","34070"
"In post","2022","FCDO Services","Property","345","345","40090","38990"
"In post","2022","FCDO Services","Science and Engineering","5","5","[c]","[c]"
"In post","2022","FCDO Services","Security","265","255","34440","33030"
"In post","2022","Food Standards Agency","Commercial","15","15","36700","34440"
"In post","2022","Food Standards Agency","Communications","50","50","41300","37350"
"In post","2022","Food Standards Agency","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Counter Fraud","55","55","38260","37350"
"In post","2022","Food Standards Agency","Digital, Data and Technology","60","60","45710","41220"
"In post","2022","Food Standards Agency","Economics","10","10","41000","40350"
"In post","2022","Food Standards Agency","Finance","50","45","43210","39550"
"In post","2022","Food Standards Agency","Human Resources","40","35","41160","37350"
"In post","2022","Food Standards Agency","Intelligence Analysis","15","15","37800","37350"
"In post","2022","Food Standards Agency","Internal Audit","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Legal","25","25","51310","56130"
"In post","2022","Food Standards Agency","Operational Delivery","615","595","32200","28800"
"In post","2022","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Other","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Policy","260","255","41000","37350"
"In post","2022","Food Standards Agency","Project Delivery","35","35","42870","37910"
"In post","2022","Food Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Science and Engineering","120","115","40080","37350"
"In post","2022","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Social Research","15","15","39360","39330"
"In post","2022","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Veterinarian","60","60","44370","39090"
"In post","2022","Food Standards Scotland","Unknown","305","295","35950","31540"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","55","55","41550","40100"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","95","95","50550","47340"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","195","190","42660","39190"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","155","155","51560","54080"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","170","165","44230","40510"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","280","270","48800","44500"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","185","180","46280","39770"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","45","45","43290","39630"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","115","110","45200","38360"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","70","70","62850","67480"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","45","45","58750","58030"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","565","545","34750","30610"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","60","55","59570","61400"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Other","260","255","66280","66680"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","3965","3905","50860","51500"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","330","320","44930","41370"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Property","70","70","56750","59470"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","25","25","59660","60720"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Security","170","170","41780","34770"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","40","40","51770","53000"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","180","175","51550","49430"
"In post","2022","Forestry and Land Scotland","Unknown","1015","980","32880","31060"
"In post","2022","Government Actuary's Department","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Finance","10","10","[c]","[c]"
"In post","2022","Government Actuary's Department","Human Resources","10","10","42450","35840"
"In post","2022","Government Actuary's Department","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Other","195","180","68880","65470"
"In post","2022","Government Actuary's Department","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Security","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Counter Fraud","35","30","39770","38090"
"In post","2022","Government Internal Audit Agency","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2022","Government Internal Audit Agency","Finance","10","10","47070","44020"
"In post","2022","Government Internal Audit Agency","Human Resources","10","10","47150","47080"
