"Status","Year","Function_of_post","Organisation","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","No function","National Crime Agency","Yorkshire and The Humber","EO","10","[c]","33920","34140"
"Leaver CS","2022","No function","National Crime Agency","Yorkshire and The Humber","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Infrastructure Commission","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Infrastructure Commission","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Infrastructure Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Infrastructure Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Savings and Investments","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Savings and Investments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Savings and Investments","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Savings and Investments","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland Office","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland Office","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","G6/G7","10","[c]","76410","75500"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","East of England","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","East of England","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","East of England","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","North West (England)","AA/AO","10","[c]","21370","21410"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","North West (England)","G6/G7","10","[c]","75870","75500"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","North West (England)","SEO/HEO","10","[c]","49860","51360"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","South East (England)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","South East (England)","SEO/HEO","10","[c]","50450","51360"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","South West (England)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","South West (England)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","London","EO","10","[c]","27190","25750"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","London","G6/G7","30","[c]","63420","64420"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","London","SEO/HEO","25","[c]","38300","38550"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","Scotland","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","Scotland","EO","20","[c]","24140","23700"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","Scotland","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","Scotland","SEO/HEO","15","[c]","33940","34000"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","West Midlands (England)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","West Midlands (England)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Public Guardian","East Midlands (England)","AA/AO","20","[c]","20000","20970"
"Leaver CS","2022","No function","Office of the Public Guardian","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Public Guardian","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Public Guardian","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Public Guardian","West Midlands (England)","AA/AO","25","[c]","20670","20970"
"Leaver CS","2022","No function","Office of the Public Guardian","West Midlands (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Public Guardian","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Public Guardian","West Midlands (England)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Wales","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Wales","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Wales","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectorate","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectorate","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectorate","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectorate","South West (England)","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectorate","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectorate","South West (England)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectorate","South West (England)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectorate","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectorate","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectorate","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Public Health England","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Public Health England","East Midlands (England)","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Public Health England","East Midlands (England)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Public Health England","East Midlands (England)","SEO/HEO","20","[c]","40290","40060"
"Leaver CS","2022","No function","Public Health England","East of England","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Public Health England","East of England","EO","10","[c]","25340","25260"
"Leaver CS","2022","No function","Public Health England","East of England","G6/G7","45","[c]","57430","54270"
"Leaver CS","2022","No function","Public Health England","East of England","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Public Health England","East of England","SEO/HEO","60","[c]","36270","37320"
"Leaver CS","2022","No function","Public Health England","London","AA/AO","40","[c]","21640","21900"
"Leaver CS","2022","No function","Public Health England","London","EO","80","[c]","25970","26880"
"Leaver CS","2022","No function","Public Health England","London","G6/G7","190","[c]","57800","54760"
"Leaver CS","2022","No function","Public Health England","London","SCS level","45","[c]","101930","104580"
"Leaver CS","2022","No function","Public Health England","London","SEO/HEO","235","[c]","36770","37500"
"Leaver CS","2022","No function","Public Health England","North East (England)","AA/AO","15","[c]","21200","20400"
"Leaver CS","2022","No function","Public Health England","North East (England)","EO","15","[c]","24710","23950"
"Leaver CS","2022","No function","Public Health England","North East (England)","G6/G7","35","[c]","56560","53220"
"Leaver CS","2022","No function","Public Health England","North East (England)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Public Health England","North East (England)","SEO/HEO","35","[c]","35130","36330"
"Leaver CS","2022","No function","Public Health England","North West (England)","AA/AO","15","[c]","19670","19630"
"Leaver CS","2022","No function","Public Health England","North West (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Public Health England","North West (England)","G6/G7","20","[c]","58210","53220"
"Leaver CS","2022","No function","Public Health England","North West (England)","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Public Health England","North West (England)","SEO/HEO","30","[c]","38820","39030"
"Leaver CS","2022","No function","Public Health England","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Public Health England","South East (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Public Health England","South East (England)","G6/G7","20","[c]","62530","56500"
"Leaver CS","2022","No function","Public Health England","South East (England)","SCS level","10","[c]","96890","95140"
"Leaver CS","2022","No function","Public Health England","South East (England)","SEO/HEO","30","[c]","38330","39250"
"Leaver CS","2022","No function","Public Health England","South West (England)","AA/AO","40","[c]","19740","19630"
"Leaver CS","2022","No function","Public Health England","South West (England)","EO","15","[c]","23710","23390"
"Leaver CS","2022","No function","Public Health England","South West (England)","G6/G7","15","[c]","54970","51200"
"Leaver CS","2022","No function","Public Health England","South West (England)","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Public Health England","South West (England)","SEO/HEO","30","[c]","36390","36330"
"Leaver CS","2022","No function","Public Health England","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Public Health England","West Midlands (England)","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Public Health England","West Midlands (England)","EO","20","[c]","24600","24100"
"Leaver CS","2022","No function","Public Health England","West Midlands (England)","G6/G7","35","[c]","56150","53220"
"Leaver CS","2022","No function","Public Health England","West Midlands (England)","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Public Health England","West Midlands (England)","SEO/HEO","35","[c]","36360","37190"
"Leaver CS","2022","No function","Public Health England","Yorkshire and The Humber","AA/AO","30","[c]","20610","19880"
"Leaver CS","2022","No function","Public Health England","Yorkshire and The Humber","EO","90","[c]","25500","25080"
"Leaver CS","2022","No function","Public Health England","Yorkshire and The Humber","G6/G7","20","[c]","55260","51200"
"Leaver CS","2022","No function","Public Health England","Yorkshire and The Humber","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Public Health England","Yorkshire and The Humber","SEO/HEO","80","[c]","35880","36330"
"Leaver CS","2022","No function","Registers of Scotland","Scotland","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Registers of Scotland","Scotland","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Registers of Scotland","Scotland","SEO/HEO","10","[c]","40630","37610"
"Leaver CS","2022","No function","Scottish Courts and Tribunals Service","Scotland","AA/AO","95","[c]","22390","22000"
"Leaver CS","2022","No function","Scottish Courts and Tribunals Service","Scotland","EO","25","[c]","30300","30450"
"Leaver CS","2022","No function","Scottish Courts and Tribunals Service","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Courts and Tribunals Service","Scotland","SEO/HEO","10","[c]","40070","36360"
"Leaver CS","2022","No function","Scottish Prison Service","Scotland","AA/AO","120","[c]","24280","24380"
"Leaver CS","2022","No function","Scottish Prison Service","Scotland","EO","125","[c]","34350","35000"
"Leaver CS","2022","No function","Scottish Prison Service","Scotland","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Prison Service","Scotland","SEO/HEO","40","[c]","43000","41100"
"Leaver CS","2022","No function","Serious Fraud Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Serious Fraud Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Standards and Testing Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Standards and Testing Agency","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Teaching Regulation Agency","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Teaching Regulation Agency","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Teaching Regulation Agency","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","South East (England)","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","South East (England)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","South West (England)","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","South West (England)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","West Midlands (England)","AA/AO","10","[c]","20680","21130"
"Leaver CS","2022","No function","The Insolvency Service","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","Yorkshire and The Humber","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The National Archives","London","AA/AO","20","[c]","19810","20340"
"Leaver CS","2022","No function","The National Archives","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The National Archives","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The National Archives","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The National Archives","London","SEO/HEO","15","[c]","30880","28460"
"Leaver CS","2022","No function","UK Health Security Agency","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","East of England","AA/AO","10","[c]","21900","21820"
"Leaver CS","2022","No function","UK Health Security Agency","East of England","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","East of England","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","East of England","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","London","AA/AO","35","[c]","22440","22350"
"Leaver CS","2022","No function","UK Health Security Agency","London","EO","60","[c]","26050","26880"
"Leaver CS","2022","No function","UK Health Security Agency","London","G6/G7","125","[c]","56070","53360"
"Leaver CS","2022","No function","UK Health Security Agency","London","SCS level","35","[c]","96060","84730"
"Leaver CS","2022","No function","UK Health Security Agency","London","SEO/HEO","225","[c]","35110","33330"
"Leaver CS","2022","No function","UK Health Security Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","North West (England)","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","North West (England)","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","North West (England)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","South East (England)","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","South East (England)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","South East (England)","SEO/HEO","10","[c]","35400","32310"
"Leaver CS","2022","No function","UK Health Security Agency","South West (England)","AA/AO","25","[c]","20360","19880"
"Leaver CS","2022","No function","UK Health Security Agency","South West (England)","EO","15","[c]","24100","23390"
"Leaver CS","2022","No function","UK Health Security Agency","South West (England)","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","South West (England)","SEO/HEO","45","[c]","33640","32330"
"Leaver CS","2022","No function","UK Health Security Agency","West Midlands (England)","AA/AO","10","[c]","20290","19880"
"Leaver CS","2022","No function","UK Health Security Agency","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","Yorkshire and The Humber","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","Yorkshire and The Humber","SEO/HEO","10","[c]","36260","36330"
"Leaver CS","2022","No function","UK Hydrographic Office","South West (England)","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Hydrographic Office","South West (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Hydrographic Office","South West (England)","SEO/HEO","15","[c]","37320","34960"
"Leaver CS","2022","No function","UK Statistics Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Statistics Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Statistics Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Statistics Authority","South East (England)","AA/AO","180","[c]","19820","19570"
"Leaver CS","2022","No function","UK Statistics Authority","South East (England)","EO","30","[c]","23900","23630"
"Leaver CS","2022","No function","UK Statistics Authority","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Statistics Authority","South East (England)","SEO/HEO","35","[c]","33920","36840"
"Leaver CS","2022","No function","UK Statistics Authority","Wales","AA/AO","25","[c]","19680","19610"
"Leaver CS","2022","No function","UK Statistics Authority","Wales","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Statistics Authority","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Statistics Authority","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Statistics Authority","Wales","SEO/HEO","10","[c]","31250","30210"
"Leaver CS","2022","No function","Vehicle Certification Agency","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Vehicle Certification Agency","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Vehicle Certification Agency","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Vehicle Certification Agency","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Vehicle Certification Agency","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Vehicle Certification Agency","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Water Services Regulation Authority","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Water Services Regulation Authority","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Water Services Regulation Authority","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Water Services Regulation Authority","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Water Services Regulation Authority","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Water Services Regulation Authority","West Midlands (England)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Welsh Revenue Authority","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Animal and Plant Health Agency","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Cabinet Office (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
