"Status","Year","Disability","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","450","410","29540","26780"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Department for Education","185","175","40030","36780"
"In post","2022","Declared disabled","Education Scotland","Scottish Government","10","10","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Estyn","10","10","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","80","80","37000","31460"
"In post","2022","Declared disabled","Food Standards Agency","Food Standards Agency","110","105","37940","33400"
"In post","2022","Declared disabled","Food Standards Scotland","Scottish Government","15","15","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","700","680","45340","39430"
"In post","2022","Declared disabled","Forestry and Land Scotland","Scottish Government","45","45","29650","28980"
"In post","2022","Declared disabled","Government Actuary's Department","Chancellor's other departments","15","15","[c]","[c]"
"In post","2022","Declared disabled","Government Internal Audit Agency","HM Treasury","50","50","44670","40920"
"In post","2022","Declared disabled","Government Legal Department","Attorney General's Departments","210","200","52510","51830"
"In post","2022","Declared disabled","Government Property Agency","Cabinet Office","40","35","52990","50450"
"In post","2022","Declared disabled","Health and Safety Executive","Department for Work and Pensions","335","310","39120","35910"
"In post","2022","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","2080","1875","25630","21490"
"In post","2022","Declared disabled","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","HM Land Registry","665","590","29970","27130"
"In post","2022","Declared disabled","HM Prison and Probation Service","Ministry of Justice","7230","6775","30840","28550"
"In post","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","6110","5525","32930","28920"
"In post","2022","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","215","210","45820","41210"
"In post","2022","Declared disabled","Home Office","Home Office","3030","2805","32180","28650"
"In post","2022","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","20","20","[c]","[c]"
"In post","2022","Declared disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","95","85","37010","31090"
"In post","2022","Declared disabled","Legal Aid Agency","Ministry of Justice","155","145","27850","25120"
"In post","2022","Declared disabled","Maritime and Coastguard Agency","Department for Transport","65","60","35360","31130"
"In post","2022","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","45","40","43030","34280"
"In post","2022","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","120","115","35510","34360"
"In post","2022","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","3320","3195","32360","29200"
"In post","2022","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","650","635","41320","36630"
"In post","2022","Declared disabled","National Crime Agency","National Crime Agency","250","245","38600","36740"
"In post","2022","Declared disabled","National Infrastructure Commission","HM Treasury","10","5","[c]","[c]"
"In post","2022","Declared disabled","National Records of Scotland","Scottish Government","45","40","33220","30040"
"In post","2022","Declared disabled","National Savings and Investments","Chancellor's other departments","10","10","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","Northern Ireland Office","10","10","[c]","[c]"
"In post","2022","Declared disabled","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","150","140","46630","46360"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","80","80","36830","32560"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","30","30","39090","38000"
"In post","2022","Declared disabled","Office of Rail and Road","Office of Rail and Road","30","30","49590","51310"
"In post","2022","Declared disabled","Office of the Public Guardian","Ministry of Justice","195","180","24870","21490"
"In post","2022","Declared disabled","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","5","5","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","50","50","34030","24310"
"In post","2022","Declared disabled","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Registers of Scotland","Scottish Government","135","130","33130","30840"
"In post","2022","Declared disabled","Revenue Scotland","Scottish Government","10","10","[c]","[c]"
"In post","2022","Declared disabled","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","205","185","26130","24920"
"In post","2022","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","60","55","27150","23780"
"In post","2022","Declared disabled","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Forestry","Scottish Government","15","15","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government (excl. agencies)","Scottish Government","765","735","42220","39660"
"In post","2022","Declared disabled","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Prison Service","Scottish Government","365","340","35040","35000"
"In post","2022","Declared disabled","Scottish Public Pensions Agency","Scottish Government","20","20","[c]","[c]"
"In post","2022","Declared disabled","Serious Fraud Office","Attorney General's Departments","30","30","[c]","[c]"
"In post","2022","Declared disabled","Social Security Scotland","Scottish Government","255","245","28950","27230"
"In post","2022","Declared disabled","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Student Awards Agency for Scotland","Scottish Government","15","15","[c]","[c]"
"In post","2022","Declared disabled","Submarine Delivery Agency","Ministry of Defence","200","195","39380","37400"
"In post","2022","Declared disabled","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","190","180","34260","31000"
"In post","2022","Declared disabled","The National Archives","The National Archives","40","35","29490","28040"
"In post","2022","Declared disabled","Transport Scotland","Scottish Government","50","45","40420","39660"
"In post","2022","Declared disabled","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","UK Export Finance","30","30","[c]","[c]"
"In post","2022","Declared disabled","UK Health Security Agency","Department of Health and Social Care","330","310","38990","32330"
"In post","2022","Declared disabled","UK Hydrographic Office","Ministry of Defence","70","65","35630","33290"
"In post","2022","Declared disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","20","20","[c]","[c]"
"In post","2022","Declared disabled","UK Statistics Authority","UK Statistics Authority","590","525","33030","30760"
"In post","2022","Declared disabled","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Valuation Office Agency","HM Revenue and Customs","285","270","34290","30810"
"In post","2022","Declared disabled","Vehicle Certification Agency","Department for Transport","15","10","[c]","[c]"
"In post","2022","Declared disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","10","5","[c]","[c]"
"In post","2022","Declared disabled","Water Services Regulation Authority","Water Services Regulation Authority","10","10","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government (excl. agencies)","Welsh Government","350","330","39710","38160"
"In post","2022","Declared disabled","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Accountant in Bankruptcy","Scottish Government","65","60","33400","30040"
"In post","2022","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","400","375","34630","30950"
"In post","2022","Declared non-disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","2160","2055","31020","27960"
"In post","2022","Declared non-disabled","Attorney General's Office","Attorney General's Departments","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Cabinet Office (excl. agencies)","Cabinet Office","4700","4590","48670","41870"
"In post","2022","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","440","425","33260","29750"
"In post","2022","Declared non-disabled","Charity Commission","Charity Commission","225","215","35650","29160"
"In post","2022","Declared non-disabled","Companies House","Department for Business, Energy and Industrial Strategy","765","715","32010","27460"
"In post","2022","Declared non-disabled","Competition and Markets Authority","Competition and Markets Authority","725","705","60380","56360"
"In post","2022","Declared non-disabled","Criminal Injuries Compensation Authority","Ministry of Justice","165","150","29580","25120"
"In post","2022","Declared non-disabled","Crown Commercial Service","Cabinet Office","275","270","41260","38980"
"In post","2022","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scottish Government","2100","1975","36550","31540"
"In post","2022","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","4700","4355","42210","38180"
"In post","2022","Declared non-disabled","Defence Electronics and Components Agency","Ministry of Defence","225","215","29280","29470"
"In post","2022","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","7865","7595","37090","34060"
"In post","2022","Declared non-disabled","Defence Science and Technology Laboratory","Ministry of Defence","4400","4245","41160","38110"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","4385","4280","49610","52080"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","1560","1535","47220","51730"
"In post","2022","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","3730","3575","46590","46700"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","4555","4400","42310","38750"
"In post","2022","Declared non-disabled","Department for International Trade","Department for International Trade","1535","1515","47150","44000"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","2315","2255","46440","42980"
"In post","2022","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","2500","2435","50000","46710"
"In post","2022","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","68240","61260","28190","27570"
"In post","2022","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","1030","980","49760","49530"
"In post","2022","Declared non-disabled","Disclosure Scotland","Scottish Government","165","155","29240","23230"
"In post","2022","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","4500","4015","26880","21840"
"In post","2022","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","3255","3060","30170","27930"
"In post","2022","Declared non-disabled","Education and Skills Funding Agency","Department for Education","1295","1250","43180","37100"
"In post","2022","Declared non-disabled","Education Scotland","Scottish Government","145","140","58740","65280"
"In post","2022","Declared non-disabled","Estyn","Estyn","100","95","58880","75480"
"In post","2022","Declared non-disabled","FCDO Services","Foreign, Commonwealth and Development Office","910","875","40300","38170"
"In post","2022","Declared non-disabled","Food Standards Agency","Food Standards Agency","925","890","37630","32400"
"In post","2022","Declared non-disabled","Food Standards Scotland","Scottish Government","140","140","35850","31540"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","4690","4600","49640","48500"
"In post","2022","Declared non-disabled","Forestry and Land Scotland","Scottish Government","925","890","33060","31060"
"In post","2022","Declared non-disabled","Government Actuary's Department","Chancellor's other departments","160","150","69400","62730"
"In post","2022","Declared non-disabled","Government Internal Audit Agency","HM Treasury","350","330","49030","47060"
"In post","2022","Declared non-disabled","Government Legal Department","Attorney General's Departments","1950","1815","53610","51330"
"In post","2022","Declared non-disabled","Government Property Agency","Cabinet Office","225","225","50710","49700"
"In post","2022","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","2120","2005","43380","40230"
"In post","2022","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","11300","10165","27180","23720"
"In post","2022","Declared non-disabled","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","HM Land Registry","HM Land Registry","4150","3725","32730","27130"
"In post","2022","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","39905","37810","30640","28200"
"In post","2022","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","39350","36710","34660","33080"
"In post","2022","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","1500","1465","48150","52500"
"In post","2022","Declared non-disabled","Home Office","Home Office","26120","24320","32690","28650"
"In post","2022","Declared non-disabled","Institute for Apprenticeships and Technical Education","Department for Education","195","190","49560","49960"
"In post","2022","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","1205","1130","39700","36630"
"In post","2022","Declared non-disabled","Legal Aid Agency","Ministry of Justice","860","805","30550","25120"
"In post","2022","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","840","810","39190","36040"
"In post","2022","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","420","405","53430","53620"
"In post","2022","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","2045","1945","39890","39650"
"In post","2022","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","25110","24280","32930","29350"
"In post","2022","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","4110","4000","43830","41750"
"In post","2022","Declared non-disabled","National Crime Agency","National Crime Agency","1625","1570","43870","41530"
"In post","2022","Declared non-disabled","National Infrastructure Commission","HM Treasury","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","National Records of Scotland","Scottish Government","210","200","37890","36130"
"In post","2022","Declared non-disabled","National Savings and Investments","Chancellor's other departments","180","180","51230","45860"
"In post","2022","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","105","100","46450","41750"
"In post","2022","Declared non-disabled","Office for Budget Responsibility","HM Treasury","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","1525","1470","51440","51360"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","1175","1155","43790","37230"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","190","180","44130","38760"
"In post","2022","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","315","305","54480","54890"
"In post","2022","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","895","825","24330","21220"
"In post","2022","Declared non-disabled","Office of the Scottish Charity Regulator","Scottish Government","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","45","45","49810","47490"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","30","30","50130","49010"
"In post","2022","Declared non-disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","565","515","44140","41610"
"In post","2022","Declared non-disabled","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","40","40","41470","37540"
"In post","2022","Declared non-disabled","Registers of Scotland","Scottish Government","600","585","35150","30840"
"In post","2022","Declared non-disabled","Revenue Scotland","Scottish Government","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","2305","2120","26030","21300"
"In post","2022","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","575","550","28950","23780"
"In post","2022","Declared non-disabled","Scottish Fiscal Commission","Scottish Government","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Forestry","Scottish Government","170","160","35890","31060"
"In post","2022","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","4970","4775","45180","40810"
"In post","2022","Declared non-disabled","Scottish Housing Regulator","Scottish Government","30","30","55490","59680"
"In post","2022","Declared non-disabled","Scottish Prison Service","Scottish Government","70","70","40750","35000"
"In post","2022","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","130","120","32900","30040"
"In post","2022","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","310","305","46660","41080"
"In post","2022","Declared non-disabled","Social Security Scotland","Scottish Government","1255","1225","31690","27940"
"In post","2022","Declared non-disabled","Standards and Testing Agency","Department for Education","85","80","44570","42320"
"In post","2022","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","90","85","34010","31540"
"In post","2022","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","1395","1360","41140","39230"
"In post","2022","Declared non-disabled","Teaching Regulation Agency","Department for Education","45","40","34640","29730"
"In post","2022","Declared non-disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","1045","985","34630","32560"
"In post","2022","Declared non-disabled","The National Archives","The National Archives","365","350","36680","34480"
"In post","2022","Declared non-disabled","Transport Scotland","Scottish Government","275","270","46550","43000"
"In post","2022","Declared non-disabled","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","UK Export Finance","430","425","52710","47650"
"In post","2022","Declared non-disabled","UK Health Security Agency","Department of Health and Social Care","3705","3415","39910","33350"
"In post","2022","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","530","510","35770","33290"
"In post","2022","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","125","125","46520","40220"
"In post","2022","Declared non-disabled","UK Statistics Authority","UK Statistics Authority","2935","2625","35120","30810"
"In post","2022","Declared non-disabled","UK Supreme Court","UK Supreme Court","45","40","38210","31680"
"In post","2022","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","2495","2320","36470","32890"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","Department for Transport","175","170","36850","34290"
"In post","2022","Declared non-disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","135","130","39950","36670"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","205","200","54540","49160"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","5040","4765","42250","38160"
"In post","2022","Declared non-disabled","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Wilton Park","Foreign, Commonwealth and Development Office","65","60","34470","30700"
"In post","2022","Undeclared","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","35","35","32730","33070"
"In post","2022","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","145","140","31600","29180"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","295","285","44680","40600"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","10","10","[c]","[c]"
"In post","2022","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","65","60","30970","26650"
"In post","2022","Undeclared","Competition and Markets Authority","Competition and Markets Authority","15","15","[c]","[c]"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","Ministry of Justice","70","65","25050","25120"
"In post","2022","Undeclared","Crown Commercial Service","Cabinet Office","15","15","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","Scottish Government","70","65","45100","41750"
"In post","2022","Undeclared","Crown Prosecution Service","Attorney General's Departments","30","25","[c]","[c]"
"In post","2022","Undeclared","Defence Electronics and Components Agency","Ministry of Defence","175","165","29360","29470"
"In post","2022","Undeclared","Defence Equipment and Support","Ministry of Defence","740","715","38560","37400"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","325","320","49310","52050"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","95","95","45140","47070"
"In post","2022","Undeclared","Department for Education (excl. agencies)","Department for Education","255","250","44980","40780"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","290","285","41380","37590"
"In post","2022","Undeclared","Department for International Trade","Department for International Trade","65","65","47740","51710"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","160","155","44280","39600"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","Department for Transport","270","265","47030","42890"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","4135","3810","27970","27570"
"In post","2022","Undeclared","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","15","10","[c]","[c]"
"In post","2022","Undeclared","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Licensing Agency","Department for Transport","460","415","27560","21840"
"In post","2022","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","285","270","29930","27930"
"In post","2022","Undeclared","Education and Skills Funding Agency","Department for Education","75","75","39700","36780"
"In post","2022","Undeclared","Education Scotland","Scottish Government","5","5","[c]","[c]"
"In post","2022","Undeclared","Estyn","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","FCDO Services","Foreign, Commonwealth and Development Office","50","50","40890","38380"
"In post","2022","Undeclared","Food Standards Agency","Food Standards Agency","345","340","37950","37350"
"In post","2022","Undeclared","Food Standards Scotland","Scottish Government","5","5","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","280","275","50530","46290"
"In post","2022","Undeclared","Government Internal Audit Agency","HM Treasury","50","50","50970","49750"
"In post","2022","Undeclared","Government Legal Department","Attorney General's Departments","120","110","58080","63730"
"In post","2022","Undeclared","Government Property Agency","Cabinet Office","10","10","[c]","[c]"
"In post","2022","Undeclared","Health and Safety Executive","Department for Work and Pensions","170","165","45060","42000"
"In post","2022","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","1110","1005","26730","21650"
"In post","2022","Undeclared","HM Land Registry","HM Land Registry","295","260","33470","33840"
"In post","2022","Undeclared","HM Prison and Probation Service","Ministry of Justice","6705","6145","31730","31650"
"In post","2022","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","3150","2915","35150","33370"
"In post","2022","Undeclared","HM Treasury (excl. agencies)","HM Treasury","340","330","45030","41650"
"In post","2022","Undeclared","Home Office","Home Office","1660","1545","33300","29160"
"In post","2022","Undeclared","Institute for Apprenticeships and Technical Education","Department for Education","15","15","[c]","[c]"
"In post","2022","Undeclared","Legal Aid Agency","Ministry of Justice","90","80","31810","25120"
"In post","2022","Undeclared","Maritime and Coastguard Agency","Department for Transport","70","70","39320","36110"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","40","40","53240","53720"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","Ministry of Defence","2865","2775","32780","30370"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","Ministry of Justice","470","455","42830","41100"
"In post","2022","Undeclared","National Infrastructure Commission","HM Treasury","10","10","[c]","[c]"
"In post","2022","Undeclared","National Records of Scotland","Scottish Government","5","5","[c]","[c]"
"In post","2022","Undeclared","National Savings and Investments","Chancellor's other departments","5","5","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","Northern Ireland Office","10","10","[c]","[c]"
"In post","2022","Undeclared","Office for Budget Responsibility","HM Treasury","5","5","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","10","10","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","Ministry of Justice","90","85","23990","21220"
"In post","2022","Undeclared","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","10","5","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectorate","Department for Levelling Up, Housing and Communities","35","30","45090","44340"
"In post","2022","Undeclared","Registers of Scotland","Scottish Government","50","50","36580","37710"
"In post","2022","Undeclared","Rural Payments Agency","Department for Environment, Food and Rural Affairs","55","55","30000","25950"
"In post","2022","Undeclared","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government (excl. agencies)","Scottish Government","155","150","43790","39660"
"In post","2022","Undeclared","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Prison Service","Scottish Government","15","15","[c]","[c]"
