"Status","Year","Function_of_post","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Derry City and Strabane","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Devon CC","Outside London","35","[c]","25110","21260"
"Leaver CS","2022","Unknown","Dorset","Outside London","30","[c]","32750","29100"
"Leaver CS","2022","Unknown","Dudley","Outside London","20","[c]","21570","21260"
"Leaver CS","2022","Unknown","Dumfries and Galloway","Outside London","25","[c]","31940","28980"
"Leaver CS","2022","Unknown","Durham","Outside London","105","[c]","23000","21680"
"Leaver CS","2022","Unknown","Ealing","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Ayrshire and North Ayrshire mainland","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Derbyshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","30","[c]","35760","32310"
"Leaver CS","2022","Unknown","East Kent","Outside London","120","[c]","27380","25310"
"Leaver CS","2022","Unknown","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Merseyside","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Riding of Yorkshire","Outside London","40","[c]","27590","26930"
"Leaver CS","2022","Unknown","East Surrey","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Sussex CC","Outside London","15","[c]","23450","21260"
"Leaver CS","2022","Unknown","Enfield","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Essex Haven Gateway","Outside London","40","[c]","25210","21960"
"Leaver CS","2022","Unknown","Essex Thames Gateway","Outside London","10","[c]","28380","29290"
"Leaver CS","2022","Unknown","Falkirk","Outside London","20","[c]","24110","21260"
"Leaver CS","2022","Unknown","Flintshire and Wrexham","Outside London","25","[c]","29530","22550"
"Leaver CS","2022","Unknown","Glasgow City","Outside London","285","[c]","33460","27230"
"Leaver CS","2022","Unknown","Gloucestershire CC","Outside London","15","[c]","29840","26670"
"Leaver CS","2022","Unknown","Greater Manchester North East","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Greater Manchester North West","Outside London","10","[c]","21710","21140"
"Leaver CS","2022","Unknown","Greater Manchester South East","Outside London","20","[c]","23260","21260"
"Leaver CS","2022","Unknown","Greater Manchester South West","Outside London","355","[c]","39490","32620"
"Leaver CS","2022","Unknown","Gwent Valleys","Outside London","10","[c]","35430","27570"
"Leaver CS","2022","Unknown","Gwynedd","Outside London","15","[c]","22480","21260"
"Leaver CS","2022","Unknown","Hackney and Newham","London","250","[c]","29040","30990"
"Leaver CS","2022","Unknown","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Harrow and Hillingdon","London","155","[c]","32400","31060"
"Leaver CS","2022","Unknown","Hartlepool and Stockton-on-Tees","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heart of Essex","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Herefordshire, County of","Outside London","10","[c]","25750","23280"
"Leaver CS","2022","Unknown","Hertfordshire CC","Outside London","20","[c]","31710","29290"
"Leaver CS","2022","Unknown","Hounslow and Richmond upon Thames","London","55","[c]","32600","28730"
"Leaver CS","2022","Unknown","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","10","[c]","29930","27370"
"Leaver CS","2022","Unknown","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","55","[c]","29130","26300"
"Leaver CS","2022","Unknown","Isle of Anglesey","Outside London","10","[c]","24660","24890"
"Leaver CS","2022","Unknown","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kingston upon Hull, City of","Outside London","25","[c]","25490","25040"
"Leaver CS","2022","Unknown","Lambeth","London","15","[c]","39280","35070"
"Leaver CS","2022","Unknown","Lancaster and Wyre","Outside London","15","[c]","28690","26350"
"Leaver CS","2022","Unknown","Leeds","Outside London","320","[c]","28420","25100"
"Leaver CS","2022","Unknown","Leicester","Outside London","170","[c]","21970","21260"
"Leaver CS","2022","Unknown","Leicestershire CC and Rutland","Outside London","25","[c]","26410","26670"
"Leaver CS","2022","Unknown","Lewisham and Southwark","London","20","[c]","32550","28760"
"Leaver CS","2022","Unknown","Lincolnshire CC","Outside London","80","[c]","27140","22330"
"Leaver CS","2022","Unknown","Lisburn and Castlereagh","Outside London","20","[c]","27510","24890"
"Leaver CS","2022","Unknown","Liverpool","Outside London","475","[c]","24890","24880"
"Leaver CS","2022","Unknown","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","20","[c]","28960","27010"
"Leaver CS","2022","Unknown","Luton","Outside London","20","[c]","27890","27370"
"Leaver CS","2022","Unknown","Manchester","Outside London","155","[c]","29570","27370"
"Leaver CS","2022","Unknown","Medway","Outside London","10","[c]","31450","23040"
"Leaver CS","2022","Unknown","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mid Lancashire","Outside London","140","[c]","22730","21260"
"Leaver CS","2022","Unknown","Milton Keynes","Outside London","30","[c]","33680","27570"
"Leaver CS","2022","Unknown","Monmouthshire and Newport","Outside London","50","[c]","25280","21680"
"Leaver CS","2022","Unknown","Na h-Eileanan Siar","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North and North East Lincolnshire","Outside London","10","[c]","24570","21680"
"Leaver CS","2022","Unknown","North and West Norfolk","Outside London","25","[c]","25340","21170"
"Leaver CS","2022","Unknown","North Hampshire","Outside London","40","[c]","26440","26350"
"Leaver CS","2022","Unknown","North Lanarkshire","Outside London","135","[c]","24490","21260"
"Leaver CS","2022","Unknown","North Northamptonshire","Outside London","10","[c]","23900","21470"
"Leaver CS","2022","Unknown","North Nottinghamshire","Outside London","10","[c]","29630","27570"
"Leaver CS","2022","Unknown","North Yorkshire CC","Outside London","85","[c]","28920","22330"
"Leaver CS","2022","Unknown","Northumberland","Outside London","10","[c]","40580","33300"
"Leaver CS","2022","Unknown","Norwich and East Norfolk","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Nottingham","Outside London","185","[c]","23340","21260"
"Leaver CS","2022","Unknown","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Overseas","80","[c]","42640","40120"
"Leaver CS","2022","Unknown","Oxfordshire CC","Outside London","185","[c]","24810","20970"
"Leaver CS","2022","Unknown","Perth and Kinross, and Stirling","Outside London","40","[c]","32500","30040"
"Leaver CS","2022","Unknown","Peterborough","Outside London","40","[c]","26390","21680"
"Leaver CS","2022","Unknown","Plymouth","Outside London","40","[c]","32280","26670"
"Leaver CS","2022","Unknown","Portsmouth","Outside London","195","[c]","29940","26350"
"Leaver CS","2022","Unknown","Powys","Outside London","20","[c]","30050","23830"
"Leaver CS","2022","Unknown","Redbridge and Waltham Forest","London","15","[c]","28770","31060"
"Leaver CS","2022","Unknown","Sandwell","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Borders","Outside London","25","[c]","32820","28990"
"Leaver CS","2022","Unknown","Sefton","Outside London","190","[c]","24460","24880"
"Leaver CS","2022","Unknown","Sheffield","Outside London","165","[c]","28530","24890"
"Leaver CS","2022","Unknown","Shetland Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire","Outside London","40","[c]","31720","29670"
"Leaver CS","2022","Unknown","Solihull","Outside London","40","[c]","28150","27370"
"Leaver CS","2022","Unknown","Somerset CC","Outside London","30","[c]","24880","21260"
"Leaver CS","2022","Unknown","South and West Derbyshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Ayrshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Hampshire","Outside London","45","[c]","30960","30930"
"Leaver CS","2022","Unknown","South Lanarkshire","Outside London","215","[c]","29100","27570"
"Leaver CS","2022","Unknown","South Nottinghamshire","Outside London","35","[c]","27710","22330"
"Leaver CS","2022","Unknown","South Teesside","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West Wales","Outside London","30","[c]","34680","34490"
"Leaver CS","2022","Unknown","Southampton","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southend-on-Sea","Outside London","70","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Staffordshire CC","Outside London","35","[c]","30950","23280"
"Leaver CS","2022","Unknown","Stoke-on-Trent","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Suffolk CC","Outside London","105","[c]","26910","21830"
"Leaver CS","2022","Unknown","Sunderland","Outside London","245","[c]","24570","27570"
"Leaver CS","2022","Unknown","Swansea","Outside London","25","[c]","35370","30990"
"Leaver CS","2022","Unknown","Swindon","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Telford and Wrekin","Outside London","70","[c]","31900","24950"
"Leaver CS","2022","Unknown","Thurrock","Outside London","25","[c]","25460","25310"
"Leaver CS","2022","Unknown","Torbay","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tower Hamlets","London","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tyneside","Outside London","625","[c]","25700","21260"
"Leaver CS","2022","Unknown","Unknown","Unknown","340","[c]","35250","32700"
"Leaver CS","2022","Unknown","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Walsall","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wandsworth","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Warrington","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Warwickshire CC","Outside London","35","[c]","25950","25620"
"Leaver CS","2022","Unknown","West Essex","Outside London","30","[c]","28930","27370"
"Leaver CS","2022","Unknown","West Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Lothian","Outside London","30","[c]","42630","31790"
"Leaver CS","2022","Unknown","West Northamptonshire","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Surrey","Outside London","30","[c]","40200","33210"
"Leaver CS","2022","Unknown","West Sussex (North East)","Outside London","45","[c]","27860","27640"
"Leaver CS","2022","Unknown","West Sussex (South West)","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Westminster","London","735","[c]","43990","37320"
"Leaver CS","2022","Unknown","Wiltshire","Outside London","150","[c]","31190","30370"
"Leaver CS","2022","Unknown","Wirral","Outside London","25","[c]","23280","21260"
"Leaver CS","2022","Unknown","Wolverhampton","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Worcestershire CC","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","York","Outside London","15","[c]","24330","22210"
"Leaver Dept.","2022","Analysis","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Bristol, City of","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Camden and City of London","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Central Hampshire","Outside London","10","[c]","41900","38070"
"Leaver Dept.","2022","Analysis","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Darlington","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Dorset","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Leeds","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Manchester","Outside London","10","[c]","42550","42100"
"Leaver Dept.","2022","Analysis","Monmouthshire and Newport","Outside London","40","[c]","34070","30710"
"Leaver Dept.","2022","Analysis","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Sheffield","Outside London","15","[c]","45890","42220"
"Leaver Dept.","2022","Analysis","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","South Hampshire","Outside London","20","[c]","32390","29540"
"Leaver Dept.","2022","Analysis","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Tower Hamlets","London","15","[c]","42720","38380"
"Leaver Dept.","2022","Analysis","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Westminster","London","320","[c]","44080","39810"
"Leaver Dept.","2022","Analysis","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Barnet","London","15","[c]","43850","40470"
"Leaver Dept.","2022","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","25","[c]","39950","34050"
"Leaver Dept.","2022","Commercial","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Bristol, City of","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Central Hampshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Coventry","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Darlington","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Dorset","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Glasgow City","Outside London","10","[c]","35730","36100"
"Leaver Dept.","2022","Commercial","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Lambeth","London","35","[c]","52290","53860"
"Leaver Dept.","2022","Commercial","Leeds","Outside London","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Liverpool","Outside London","10","[c]","40950","38980"
"Leaver Dept.","2022","Commercial","Manchester","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Norwich and East Norfolk","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Oxfordshire CC","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Sheffield","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","South Lanarkshire","Outside London","10","[c]","37650","33930"
"Leaver Dept.","2022","Commercial","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Tower Hamlets","London","15","[c]","47030","40600"
"Leaver Dept.","2022","Commercial","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Unknown","50","[c]","40170","33350"
"Leaver Dept.","2022","Commercial","Warrington","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Westminster","London","105","[c]","51490","52540"
"Leaver Dept.","2022","Commercial","Wiltshire","Outside London","35","[c]","42440","40580"
"Leaver Dept.","2022","Commercial","Wirral","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","York","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Barnet","London","20","[c]","35030","34210"
"Leaver Dept.","2022","Communications","Belfast","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Bristol, City of","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Camden and City of London","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Cardiff and Vale of Glamorgan","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Coventry","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Darlington","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Lambeth","London","50","[c]","48850","43880"
"Leaver Dept.","2022","Communications","Leeds","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Liverpool","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Monmouthshire and Newport","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Nottingham","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Sefton","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Sheffield","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Tower Hamlets","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Unknown","30","[c]","48170","36960"
"Leaver Dept.","2022","Communications","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Westminster","London","245","[c]","44260","40050"
"Leaver Dept.","2022","Communications","Wiltshire","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","York","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Barnet","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Birmingham","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Cardiff and Vale of Glamorgan","Outside London","10","[c]","24360","25410"
"Leaver Dept.","2022","Counter Fraud","Central Valleys","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","East Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Glasgow City","Outside London","10","[c]","25500","27570"
"Leaver Dept.","2022","Counter Fraud","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Leeds","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Liverpool","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Nottingham","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Solihull","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Tyneside","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Westminster","London","30","[c]","38420","33100"
"Leaver Dept.","2022","Counter Fraud","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
