"Status","Year","Age","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","16-19","No function","Operational Delivery","Heterosexual / straight","265","[c]","21890","21260"
"New entrant CS","2022","16-19","No function","Operational Delivery","LGBO","35","[c]","23290","21840"
"New entrant CS","2022","16-19","No function","Operational Delivery","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Operational Delivery","Unknown","180","[c]","21470","21250"
"New entrant CS","2022","16-19","No function","Other","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Policy","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Policy","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Science and Engineering","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Tax","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Other","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Other","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Science and Engineering","Unknown","40","[c]","17140","17140"
"New entrant CS","2022","16-19","Property","Property","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Property","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Property","Property","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Security","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Security","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Operational Delivery","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Other","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Unknown","Unknown","45","[c]","22060","21050"
"New entrant CS","2022","20-29","Analysis","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Digital, Data and Technology","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Economics","Heterosexual / straight","160","[c]","30260","30710"
"New entrant CS","2022","20-29","Analysis","Economics","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Economics","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Economics","Unknown","50","[c]","30030","28000"
"New entrant CS","2022","20-29","Analysis","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Intelligence Analysis","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Intelligence Analysis","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Operational Delivery","Heterosexual / straight","30","[c]","27280","27620"
"New entrant CS","2022","20-29","Analysis","Operational Delivery","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Operational Delivery","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Operational Delivery","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Operational Research","Heterosexual / straight","35","[c]","29450","30710"
"New entrant CS","2022","20-29","Analysis","Operational Research","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Operational Research","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Other","Heterosexual / straight","30","[c]","34840","30000"
"New entrant CS","2022","20-29","Analysis","Other","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Other","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Policy","Heterosexual / straight","30","[c]","32950","33400"
"New entrant CS","2022","20-29","Analysis","Policy","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Science and Engineering","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Science and Engineering","Unknown","35","[c]","26360","26030"
"New entrant CS","2022","20-29","Analysis","Social Research","Heterosexual / straight","105","[c]","32750","30710"
"New entrant CS","2022","20-29","Analysis","Social Research","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Social Research","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Social Research","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Statistics","Heterosexual / straight","140","[c]","30990","30710"
"New entrant CS","2022","20-29","Analysis","Statistics","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Statistics","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Statistics","Unknown","30","[c]","30490","30460"
"New entrant CS","2022","20-29","Analysis","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Unknown","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Commercial","Heterosexual / straight","155","[c]","29170","26740"
"New entrant CS","2022","20-29","Commercial","Commercial","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Commercial","Undeclared","35","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Commercial","Unknown","70","[c]","27430","26540"
"New entrant CS","2022","20-29","Commercial","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Operational Delivery","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Communications","Heterosexual / straight","135","[c]","31120","30730"
"New entrant CS","2022","20-29","Communications","Communications","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Communications","Undeclared","45","[c]","29360","27270"
