"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Government Internal Audit Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","EO","EO","Female","85","[c]","27480","26950"
"New entrant CS","2022","Government Legal Department","EO","EO","Male","45","[c]","27230","26950"
"New entrant CS","2022","Government Legal Department","G6/G7","G6","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","G6/G7","G7","Female","75","[c]","50510","50500"
"New entrant CS","2022","Government Legal Department","G6/G7","G7","Male","35","[c]","50560","50500"
"New entrant CS","2022","Government Legal Department","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","SEO/HEO","HEO","Female","35","[c]","43160","43920"
"New entrant CS","2022","Government Legal Department","SEO/HEO","HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","EO","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","G6/G7","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","G6/G7","G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","G6/G7","G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","AA/AO","AO","Female","35","[c]","20630","20730"
"New entrant CS","2022","Health and Safety Executive","AA/AO","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","EO","EO","Female","60","[c]","26350","26370"
"New entrant CS","2022","Health and Safety Executive","EO","EO","Male","40","[c]","26550","26370"
"New entrant CS","2022","Health and Safety Executive","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","G6/G7","G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","SEO/HEO","HEO","Female","30","[c]","32340","31660"
"New entrant CS","2022","Health and Safety Executive","SEO/HEO","HEO","Male","35","[c]","32430","31660"
"New entrant CS","2022","Health and Safety Executive","SEO/HEO","SEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","SEO/HEO","SEO","Male","40","[c]","52600","50390"
"New entrant CS","2022","HM Courts and Tribunals Service","AA/AO","AA","Female","170","[c]","19530","19200"
"New entrant CS","2022","HM Courts and Tribunals Service","AA/AO","AA","Male","70","[c]","19560","19200"
"New entrant CS","2022","HM Courts and Tribunals Service","AA/AO","AO","Female","780","[c]","21450","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","AA/AO","AO","Male","370","[c]","21470","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","EO","EO","Female","125","[c]","26570","25120"
"New entrant CS","2022","HM Courts and Tribunals Service","EO","EO","Male","80","[c]","26040","25120"
"New entrant CS","2022","HM Courts and Tribunals Service","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","G6/G7","G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","G6/G7","G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","SEO/HEO","HEO","Female","115","[c]","32010","30450"
"New entrant CS","2022","HM Courts and Tribunals Service","SEO/HEO","HEO","Male","65","[c]","32290","30450"
"New entrant CS","2022","HM Courts and Tribunals Service","SEO/HEO","SEO","Female","50","[c]","39180","41750"
"New entrant CS","2022","HM Courts and Tribunals Service","SEO/HEO","SEO","Male","45","[c]","38960","36050"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","AA/AO","AA","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","AA/AO","AA","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","AA/AO","AO","Female","180","[c]","22680","22600"
"New entrant CS","2022","HM Land Registry","AA/AO","AO","Male","75","[c]","22690","22600"
"New entrant CS","2022","HM Land Registry","EO","EO","Female","85","[c]","27630","27130"
"New entrant CS","2022","HM Land Registry","EO","EO","Male","70","[c]","27910","27130"
"New entrant CS","2022","HM Land Registry","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","G6/G7","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","SEO/HEO","HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","SEO/HEO","HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","SEO/HEO","SEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","AA/AO","AA","Female","845","[c]","21230","20890"
"New entrant CS","2022","HM Prison and Probation Service","AA/AO","AA","Male","615","[c]","21380","20890"
"New entrant CS","2022","HM Prison and Probation Service","AA/AO","AO","Female","2075","[c]","24550","23140"
"New entrant CS","2022","HM Prison and Probation Service","AA/AO","AO","Male","2300","[c]","25170","23140"
"New entrant CS","2022","HM Prison and Probation Service","EO","EO","Female","130","[c]","25490","24620"
"New entrant CS","2022","HM Prison and Probation Service","EO","EO","Male","65","[c]","25960","24620"
"New entrant CS","2022","HM Prison and Probation Service","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","SEO/HEO","HEO","Female","140","[c]","29480","27700"
"New entrant CS","2022","HM Prison and Probation Service","SEO/HEO","HEO","Male","60","[c]","31980","32410"
"New entrant CS","2022","HM Prison and Probation Service","SEO/HEO","SEO","Female","70","[c]","37930","38150"
"New entrant CS","2022","HM Prison and Probation Service","SEO/HEO","SEO","Male","65","[c]","39380","38150"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","Unknown","Female","6465","[c]","28000","24810"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","Unknown","Male","2360","[c]","30010","27980"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","AA/AO","AO","Female","2190","[c]","21300","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","AA/AO","AO","Male","1625","[c]","21320","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","EO","EO","Female","1110","[c]","27070","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","EO","EO","Male","1175","[c]","27060","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","G6/G7","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","G6/G7","G6","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","G6/G7","G7","Female","70","[c]","54660","52080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","G6/G7","G7","Male","85","[c]","54510","52080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","SEO/HEO","HEO","Female","640","[c]","33950","33080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","SEO/HEO","HEO","Male","850","[c]","33820","33080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","SEO/HEO","SEO","Female","90","[c]","40880","40180"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","SEO/HEO","SEO","Male","135","[c]","41090","40180"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","AA/AO","AO","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","AA/AO","AO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","EO","EO","Female","40","[c]","25420","25500"
"New entrant CS","2022","HM Treasury (excl. agencies)","EO","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","G6/G7","G6","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","G6/G7","G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","G6/G7","G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","SEO/HEO","HEO","Female","70","[c]","30520","29320"
"New entrant CS","2022","HM Treasury (excl. agencies)","SEO/HEO","HEO","Male","75","[c]","30170","29320"
"New entrant CS","2022","Home Office","AA/AO","AA","Female","50","[c]","20710","22460"
"New entrant CS","2022","Home Office","AA/AO","AA","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","AA/AO","AO","Female","250","[c]","22260","21680"
"New entrant CS","2022","Home Office","AA/AO","AO","Male","205","[c]","22000","21680"
"New entrant CS","2022","Home Office","EO","EO","Female","705","[c]","26850","24880"
"New entrant CS","2022","Home Office","EO","EO","Male","780","[c]","27600","24880"
"New entrant CS","2022","Home Office","G6/G7","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","G6/G7","G6","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","G6/G7","G7","Female","50","[c]","56810","57430"
"New entrant CS","2022","Home Office","G6/G7","G7","Male","80","[c]","58090","57430"
"New entrant CS","2022","Home Office","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","SEO/HEO","HEO","Female","85","[c]","33980","35050"
"New entrant CS","2022","Home Office","SEO/HEO","HEO","Male","145","[c]","33620","35050"
"New entrant CS","2022","Home Office","SEO/HEO","SEO","Female","65","[c]","41630","41950"
"New entrant CS","2022","Home Office","SEO/HEO","SEO","Male","75","[c]","40420","41950"
"New entrant CS","2022","Home Office","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","EO","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","G6/G7","G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","G6/G7","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","AA/AO","AO","Female","55","[c]","21770","21810"
"New entrant CS","2022","Intellectual Property Office","AA/AO","AO","Male","30","[c]","21810","21810"
"New entrant CS","2022","Intellectual Property Office","EO","EO","Female","35","[c]","25710","24030"
"New entrant CS","2022","Intellectual Property Office","EO","EO","Male","45","[c]","26800","24030"
"New entrant CS","2022","Intellectual Property Office","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","SEO/HEO","SEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","AA/AO","AO","Female","50","[c]","21030","20970"
"New entrant CS","2022","Legal Aid Agency","AA/AO","AO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","EO","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","AA/AO","AO","Female","40","[c]","24170","22840"
"New entrant CS","2022","Maritime and Coastguard Agency","AA/AO","AO","Male","50","[c]","25500","26840"
"New entrant CS","2022","Maritime and Coastguard Agency","EO","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","EO","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","G6/G7","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","SEO/HEO","HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","SEO/HEO","SEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","EO","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","EO","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","AA/AO","AA","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","AA/AO","AA","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","AA/AO","AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","AA/AO","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","EO","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","EO","EO","Male","50","[c]","24600","24400"
"New entrant CS","2022","Met Office","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","G6/G7","G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","G6/G7","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","SEO/HEO","HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","AA/AO","AA","Female","145","[c]","20290","19810"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","AA/AO","AA","Male","280","[c]","21890","22630"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","AA/AO","AO","Female","420","[c]","21810","21170"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","AA/AO","AO","Male","410","[c]","24270","22540"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","EO","EO","Female","305","[c]","26990","26350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","EO","EO","Male","335","[c]","27650","26350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","G6/G7","G6","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","G6/G7","G6","Male","30","[c]","72220","69180"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","G6/G7","G7","Female","35","[c]","55720","53500"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","G6/G7","G7","Male","60","[c]","57570","53500"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","SCS level","SCS level","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","SEO/HEO","HEO","Female","240","[c]","34630","33000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","SEO/HEO","HEO","Male","280","[c]","34180","33000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","SEO/HEO","SEO","Female","110","[c]","42740","41500"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","SEO/HEO","SEO","Male","150","[c]","41840","40000"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Unknown","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","AA/AO","AA","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","AA/AO","AA","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","AA/AO","AO","Female","50","[c]","21600","20970"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","AA/AO","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","EO","EO","Female","115","[c]","27310","28310"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","EO","EO","Male","60","[c]","27230","28310"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","G6/G7","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","G6/G7","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","G6/G7","G7","Female","45","[c]","55190","54270"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","G6/G7","G7","Male","50","[c]","56410","55460"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","SEO/HEO","HEO","Female","125","[c]","33290","34260"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","SEO/HEO","HEO","Male","85","[c]","32960","34260"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","SEO/HEO","SEO","Female","80","[c]","40780","41750"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","SEO/HEO","SEO","Male","75","[c]","39700","40630"
"New entrant CS","2022","National Crime Agency","AA/AO","AO","Female","45","[c]","21890","21050"
"New entrant CS","2022","National Crime Agency","AA/AO","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","EO","EO","Female","120","[c]","32690","32260"
"New entrant CS","2022","National Crime Agency","EO","EO","Male","170","[c]","33660","33080"
"New entrant CS","2022","National Crime Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","G6/G7","G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","G6/G7","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
