"Status","Year","Age","Disability","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Declared non-disabled","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Operational Delivery","London","25","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Operational Delivery","Outside London","330","320","21990","21260"
"In post","2022","16-19","Declared non-disabled","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other","London","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Other","Outside London","45","45","21570","21260"
"In post","2022","16-19","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Policy","London","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Policy","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Property","Outside London","20","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Science and Engineering","Outside London","65","65","19090","18030"
"In post","2022","16-19","Declared non-disabled","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Security","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Tax","Outside London","30","30","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","London","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Outside London","30","30","22300","21260"
"In post","2022","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Undeclared","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","London","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","Operational Delivery","Outside London","255","245","21530","21250"
"In post","2022","16-19","Unknown","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Other","Outside London","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Other","Unknown","35","35","17940","16450"
"In post","2022","16-19","Unknown","Policy","London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Policy","Outside London","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Property","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Science and Engineering","Outside London","45","45","17450","17140"
"In post","2022","16-19","Unknown","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Tax","Outside London","35","35","21410","21250"
"In post","2022","16-19","Unknown","Unknown","London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Outside London","45","40","22400","21250"
"In post","2022","20-29","Declared disabled","Commercial","London","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Commercial","Outside London","55","55","29480","26670"
"In post","2022","20-29","Declared disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Communications","London","40","35","35360","33790"
"In post","2022","20-29","Declared disabled","Communications","Outside London","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Counter Fraud","London","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Counter Fraud","Outside London","70","65","26700","27570"
"In post","2022","20-29","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Digital, Data and Technology","London","40","40","38100","35050"
"In post","2022","20-29","Declared disabled","Digital, Data and Technology","Outside London","130","130","30370","29200"
"In post","2022","20-29","Declared disabled","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Economics","London","45","40","39510","35640"
"In post","2022","20-29","Declared disabled","Economics","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Finance","London","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Finance","Outside London","65","65","29380","26780"
"In post","2022","20-29","Declared disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Geography","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Human Resources","London","65","60","37510","34260"
"In post","2022","20-29","Declared disabled","Human Resources","Outside London","80","80","30870","29690"
"In post","2022","20-29","Declared disabled","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Intelligence Analysis","London","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Intelligence Analysis","Outside London","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","International Trade","London","30","30","38260","38160"
"In post","2022","20-29","Declared disabled","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Knowledge and Information Management","Outside London","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","London","35","35","38560","37610"
"In post","2022","20-29","Declared disabled","Legal","Outside London","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Medicine","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Operational Delivery","London","395","390","31160","31060"
"In post","2022","20-29","Declared disabled","Operational Delivery","Outside London","2230","2180","24900","24090"
"In post","2022","20-29","Declared disabled","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Operational Research","London","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Operational Research","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other","London","70","70","30340","28640"
"In post","2022","20-29","Declared disabled","Other","Outside London","210","205","24100","21270"
"In post","2022","20-29","Declared disabled","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Planning","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Policy","London","570","565","38570","35050"
"In post","2022","20-29","Declared disabled","Policy","Outside London","140","135","33440","30970"
"In post","2022","20-29","Declared disabled","Policy","Overseas","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","London","50","50","38620","34880"
"In post","2022","20-29","Declared disabled","Project Delivery","Outside London","95","95","30040","29000"
"In post","2022","20-29","Declared disabled","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","London","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","Outside London","35","35","30180","26030"
"In post","2022","20-29","Declared disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Psychology","Outside London","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Science and Engineering","London","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Science and Engineering","Outside London","195","190","28370","27540"
"In post","2022","20-29","Declared disabled","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Security","London","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Security","Outside London","40","40","28020","27680"
"In post","2022","20-29","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Social Research","London","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Social Research","Outside London","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Statistics","London","35","35","36110","34710"
"In post","2022","20-29","Declared disabled","Statistics","Outside London","55","55","33130","31320"
"In post","2022","20-29","Declared disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Tax","London","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Tax","Outside London","185","180","29120","26820"
"In post","2022","20-29","Declared disabled","Unknown","London","160","160","37220","34550"
"In post","2022","20-29","Declared disabled","Unknown","Outside London","315","310","29950","27940"
"In post","2022","20-29","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Commercial","London","110","110","37410","34710"
"In post","2022","20-29","Declared non-disabled","Commercial","Outside London","495","490","29920","29550"
"In post","2022","20-29","Declared non-disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Communications","London","285","280","37840","36520"
"In post","2022","20-29","Declared non-disabled","Communications","Outside London","160","155","30340","30450"
"In post","2022","20-29","Declared non-disabled","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Corporate Finance","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Counter Fraud","London","110","110","29190","26090"
"In post","2022","20-29","Declared non-disabled","Counter Fraud","Outside London","360","355","26520","27570"
"In post","2022","20-29","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Digital, Data and Technology","London","335","335","39450","38750"
"In post","2022","20-29","Declared non-disabled","Digital, Data and Technology","Outside London","1255","1250","32590","31990"
"In post","2022","20-29","Declared non-disabled","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Economics","London","600","600","40390","35840"
"In post","2022","20-29","Declared non-disabled","Economics","Outside London","135","135","33590","31660"
"In post","2022","20-29","Declared non-disabled","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Finance","London","255","255","41100","39270"
"In post","2022","20-29","Declared non-disabled","Finance","Outside London","700","695","29990","28690"
"In post","2022","20-29","Declared non-disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Finance","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Geography","Outside London","60","60","26810","26740"
"In post","2022","20-29","Declared non-disabled","Human Resources","London","310","305","37080","34260"
"In post","2022","20-29","Declared non-disabled","Human Resources","Outside London","480","480","28620","27230"
"In post","2022","20-29","Declared non-disabled","Human Resources","Overseas","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Intelligence Analysis","London","150","150","34680","35500"
"In post","2022","20-29","Declared non-disabled","Intelligence Analysis","Outside London","170","170","27550","26350"
"In post","2022","20-29","Declared non-disabled","Intelligence Analysis","Overseas","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Internal Audit","London","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Internal Audit","Outside London","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","International Trade","London","190","190","38220","35560"
"In post","2022","20-29","Declared non-disabled","International Trade","Outside London","30","30","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","International Trade","Overseas","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Knowledge and Information Management","London","70","70","35280","33120"
"In post","2022","20-29","Declared non-disabled","Knowledge and Information Management","Outside London","125","125","27880","27200"
"In post","2022","20-29","Declared non-disabled","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Legal","London","320","320","40130","37930"
"In post","2022","20-29","Declared non-disabled","Legal","Outside London","515","510","33340","30450"
"In post","2022","20-29","Declared non-disabled","Medicine","London","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Medicine","Outside London","65","60","31940","31410"
"In post","2022","20-29","Declared non-disabled","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Operational Delivery","London","3250","3195","31160","31060"
"In post","2022","20-29","Declared non-disabled","Operational Delivery","Outside London","20140","19720","25060","24630"
"In post","2022","20-29","Declared non-disabled","Operational Delivery","Overseas","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Operational Delivery","Unknown","65","65","27110","27570"
"In post","2022","20-29","Declared non-disabled","Operational Research","London","75","75","41360","37610"
"In post","2022","20-29","Declared non-disabled","Operational Research","Outside London","160","160","32420","31000"
"In post","2022","20-29","Declared non-disabled","Other","London","580","575","32170","31060"
"In post","2022","20-29","Declared non-disabled","Other","Outside London","1630","1595","24710","22170"
"In post","2022","20-29","Declared non-disabled","Other","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Other","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Planning","London","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Policy","London","4115","4105","40610","37930"
"In post","2022","20-29","Declared non-disabled","Policy","Outside London","995","985","32800","30730"
"In post","2022","20-29","Declared non-disabled","Policy","Overseas","130","130","34020","32900"
"In post","2022","20-29","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Project Delivery","London","385","385","39480","36650"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Outside London","995","990","31890","31600"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","London","100","95","34630","31710"
"In post","2022","20-29","Declared non-disabled","Property","Outside London","370","365","29010","26880"
"In post","2022","20-29","Declared non-disabled","Property","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Psychology","London","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Psychology","Outside London","280","275","27750","27700"
"In post","2022","20-29","Declared non-disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Science and Engineering","London","195","195","34520","32330"
"In post","2022","20-29","Declared non-disabled","Science and Engineering","Outside London","2115","2100","28870","28590"
"In post","2022","20-29","Declared non-disabled","Science and Engineering","Overseas","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","London","105","105","34650","32930"
"In post","2022","20-29","Declared non-disabled","Security","Outside London","525","525","26430","25680"
"In post","2022","20-29","Declared non-disabled","Security","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Social Research","London","145","145","39190","37610"
"In post","2022","20-29","Declared non-disabled","Social Research","Outside London","170","170","33960","30710"
"In post","2022","20-29","Declared non-disabled","Statistics","London","225","225","39810","38000"
"In post","2022","20-29","Declared non-disabled","Statistics","Outside London","260","255","33680","33080"
"In post","2022","20-29","Declared non-disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Tax","London","225","225","41200","37610"
"In post","2022","20-29","Declared non-disabled","Tax","Outside London","2045","2010","29030","26590"
"In post","2022","20-29","Declared non-disabled","Unknown","London","1125","1125","39630","35590"
"In post","2022","20-29","Declared non-disabled","Unknown","Outside London","2410","2385","29420","27230"
"In post","2022","20-29","Declared non-disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Unknown","60","60","34170","32000"
"In post","2022","20-29","Declared non-disabled","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Veterinarian","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","London","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","Outside London","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","London","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","London","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","Outside London","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data and Technology","London","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data and Technology","Outside London","75","75","31590","31140"
"In post","2022","20-29","Undeclared","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Economics","London","50","50","38020","34710"
