"Status","Year","Region_ITL1","Region_ITL3","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","North East (England)","Hartlepool and Stockton-on-Tees","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Hartlepool and Stockton-on-Tees","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Hartlepool and Stockton-on-Tees","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Hartlepool and Stockton-on-Tees","Unknown","Female","80","[c]","28160","27610"
"New entrant CS","2022","North East (England)","Hartlepool and Stockton-on-Tees","Unknown","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Northumberland","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Northumberland","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Northumberland","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Northumberland","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Northumberland","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Northumberland","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Northumberland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Northumberland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Northumberland","Unknown","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Northumberland","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","South Teesside","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","South Teesside","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","South Teesside","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","South Teesside","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","South Teesside","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","South Teesside","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","South Teesside","Unknown","Female","35","[c]","27900","28200"
"New entrant CS","2022","North East (England)","South Teesside","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Sunderland","AA/AO","Female","175","[c]","21250","21250"
"New entrant CS","2022","North East (England)","Sunderland","AA/AO","Male","90","[c]","21250","21260"
"New entrant CS","2022","North East (England)","Sunderland","EO","Female","55","[c]","27600","27570"
"New entrant CS","2022","North East (England)","Sunderland","EO","Male","30","[c]","27810","27570"
"New entrant CS","2022","North East (England)","Sunderland","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Sunderland","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Sunderland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Sunderland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Sunderland","Unknown","Female","35","[c]","27560","26310"
"New entrant CS","2022","North East (England)","Sunderland","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Tyneside","AA/AO","Female","710","[c]","21220","21260"
"New entrant CS","2022","North East (England)","Tyneside","AA/AO","Male","490","[c]","21240","21260"
"New entrant CS","2022","North East (England)","Tyneside","EO","Female","340","[c]","26510","26590"
"New entrant CS","2022","North East (England)","Tyneside","EO","Male","290","[c]","26430","26590"
"New entrant CS","2022","North East (England)","Tyneside","G6/G7","Female","40","[c]","52960","50430"
"New entrant CS","2022","North East (England)","Tyneside","G6/G7","Male","65","[c]","53890","52820"
"New entrant CS","2022","North East (England)","Tyneside","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Tyneside","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Tyneside","SEO/HEO","Female","180","[c]","34130","33080"
"New entrant CS","2022","North East (England)","Tyneside","SEO/HEO","Male","215","[c]","33700","33080"
"New entrant CS","2022","North East (England)","Tyneside","Unknown","Female","140","[c]","26790","23170"
"New entrant CS","2022","North East (England)","Tyneside","Unknown","Male","40","[c]","31310","28200"
"New entrant CS","2022","North West (England)","Blackburn with Darwen","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Blackburn with Darwen","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Blackburn with Darwen","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Blackburn with Darwen","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Blackburn with Darwen","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Blackburn with Darwen","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Blackburn with Darwen","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Blackburn with Darwen","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Blackburn with Darwen","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Blackburn with Darwen","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Blackpool","AA/AO","Female","210","[c]","21260","21260"
"New entrant CS","2022","North West (England)","Blackpool","AA/AO","Male","175","[c]","21260","21260"
"New entrant CS","2022","North West (England)","Blackpool","EO","Female","110","[c]","27530","27570"
"New entrant CS","2022","North West (England)","Blackpool","EO","Male","80","[c]","27570","27570"
"New entrant CS","2022","North West (England)","Blackpool","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Blackpool","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Blackpool","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Blackpool","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Blackpool","Unknown","Female","30","[c]","25830","24800"
"New entrant CS","2022","North West (England)","Blackpool","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire East","AA/AO","Female","85","[c]","21700","21300"
"New entrant CS","2022","North West (England)","Cheshire East","AA/AO","Male","50","[c]","21440","21170"
"New entrant CS","2022","North West (England)","Cheshire East","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire East","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire East","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire East","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire East","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire East","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire East","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire East","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire East","Unknown","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire East","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire West and Chester","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire West and Chester","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire West and Chester","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire West and Chester","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire West and Chester","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire West and Chester","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire West and Chester","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire West and Chester","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cheshire West and Chester","Unknown","Female","40","[c]","25120","24800"
"New entrant CS","2022","North West (England)","Cheshire West and Chester","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Chorley and West Lancashire","AA/AO","Female","90","[c]","22620","23140"
"New entrant CS","2022","North West (England)","Chorley and West Lancashire","AA/AO","Male","80","[c]","23100","23140"
"New entrant CS","2022","North West (England)","Chorley and West Lancashire","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Chorley and West Lancashire","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Chorley and West Lancashire","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Chorley and West Lancashire","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Chorley and West Lancashire","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Chorley and West Lancashire","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Chorley and West Lancashire","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Chorley and West Lancashire","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","East Cumbria","AA/AO","Female","35","[c]","21310","21300"
"New entrant CS","2022","North West (England)","East Cumbria","AA/AO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","East Cumbria","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","East Cumbria","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","East Cumbria","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","East Cumbria","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","East Cumbria","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","East Cumbria","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","East Cumbria","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","East Cumbria","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","East Lancashire","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","East Lancashire","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","East Lancashire","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","East Lancashire","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","East Lancashire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","East Lancashire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","East Lancashire","Unknown","Female","45","[c]","26940","24800"
"New entrant CS","2022","North West (England)","East Lancashire","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","East Merseyside","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","East Merseyside","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","East Merseyside","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","East Merseyside","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","East Merseyside","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","East Merseyside","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","East Merseyside","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","East Merseyside","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","East Merseyside","Unknown","Female","75","[c]","30000","26310"
"New entrant CS","2022","North West (England)","East Merseyside","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester North East","AA/AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester North East","AA/AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester North East","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester North East","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester North East","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester North East","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester North East","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester North East","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester North East","Unknown","Female","60","[c]","25790","24090"
"New entrant CS","2022","North West (England)","Greater Manchester North East","Unknown","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester North West","AA/AO","Female","75","[c]","21710","21260"
"New entrant CS","2022","North West (England)","Greater Manchester North West","AA/AO","Male","55","[c]","21840","21260"
"New entrant CS","2022","North West (England)","Greater Manchester North West","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester North West","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester North West","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester North West","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester North West","Unknown","Female","70","[c]","28260","27300"
"New entrant CS","2022","North West (England)","Greater Manchester North West","Unknown","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester South East","AA/AO","Female","30","[c]","21260","21260"
"New entrant CS","2022","North West (England)","Greater Manchester South East","AA/AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester South East","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Greater Manchester South East","EO","Male","[c]","[c]","[c]","[c]"
