"Status","Year","Age","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Operational Delivery","North West (England)","Merseyside","40","40","21480","21250"
"In post","2022","16-19","Operational Delivery","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Scotland","Eastern Scotland","15","15","21610","21250"
"In post","2022","16-19","Operational Delivery","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Scotland","Southern Scotland","10","10","21260","21250"
"In post","2022","16-19","Operational Delivery","Scotland","West Central Scotland","20","15","21300","21250"
"In post","2022","16-19","Operational Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","15","15","23970","22480"
"In post","2022","16-19","Operational Delivery","South East (England)","Hampshire and Isle of Wight","20","20","22230","20890"
"In post","2022","16-19","Operational Delivery","South East (England)","Kent","30","30","23520","21740"
"In post","2022","16-19","Operational Delivery","South East (England)","Surrey, East and West Sussex","15","15","24420","23140"
"In post","2022","16-19","Operational Delivery","South West (England)","Devon","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South West (England)","Dorset and Somerset","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","21740","21250"
"In post","2022","16-19","Operational Delivery","Wales","East Wales","25","25","21380","21250"
"In post","2022","16-19","Operational Delivery","Wales","West Wales and The Valleys","80","65","19570","18310"
"In post","2022","16-19","Operational Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","West Midlands (England)","Shropshire and Staffordshire","10","10","22300","22490"
"In post","2022","16-19","Operational Delivery","West Midlands (England)","West Midlands","30","25","21810","21260"
"In post","2022","16-19","Operational Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Yorkshire and The Humber","South Yorkshire","15","15","22180","21680"
"In post","2022","16-19","Operational Delivery","Yorkshire and The Humber","West Yorkshire","45","45","22070","21250"
"In post","2022","16-19","Operational Research","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","London","Inner London - West","10","10","[c]","[c]"
"In post","2022","16-19","Other","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Scotland","Southern Scotland","10","10","[c]","[c]"
"In post","2022","16-19","Other","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","South East (England)","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2022","16-19","Other","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2022","16-19","Other","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Other","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","London","Inner London - West","20","20","25820","25170"
"In post","2022","16-19","Policy","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","North West (England)","Greater Manchester","5","5","[c]","[c]"
"In post","2022","16-19","Policy","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2022","16-19","Policy","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2022","16-19","Project Delivery","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","15","15","19130","16630"
"In post","2022","16-19","Property","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","South West (England)","Devon","10","10","18710","18030"
"In post","2022","16-19","Science and Engineering","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","80","80","18300","17140"
"In post","2022","16-19","Science and Engineering","Wales","East Wales","10","10","17820","17450"
"In post","2022","16-19","Science and Engineering","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","North East (England)","Northumberland, and Tyne and Wear","15","15","21250","21250"
"In post","2022","16-19","Tax","North West (England)","Greater Manchester","5","5","[c]","[c]"
"In post","2022","16-19","Tax","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","North West (England)","Merseyside","10","10","[c]","[c]"
"In post","2022","16-19","Tax","Scotland","Eastern Scotland","5","5","[c]","[c]"
"In post","2022","16-19","Tax","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Wales","East Wales","5","5","[c]","[c]"
"In post","2022","16-19","Tax","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Yorkshire and The Humber","West Yorkshire","10","10","21250","21250"
"In post","2022","16-19","Unknown","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","London","Inner London - West","15","15","25820","24490"
"In post","2022","16-19","Unknown","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","North East (England)","Northumberland, and Tyne and Wear","10","5","[c]","[c]"
"In post","2022","16-19","Unknown","North West (England)","Greater Manchester","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Scotland","Eastern Scotland","30","30","22460","21050"
"In post","2022","16-19","Unknown","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scotland","West Central Scotland","20","20","21530","21050"
"In post","2022","16-19","Unknown","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Veterinarian","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","28070","26860"
"In post","2022","20-29","Commercial","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","East of England","East Anglia","20","20","30350","30420"
"In post","2022","20-29","Commercial","London","Inner London - East","15","15","32830","29690"
"In post","2022","20-29","Commercial","London","Inner London - West","230","230","40220","40650"
"In post","2022","20-29","Commercial","London","Outer London - South","15","15","35120","32350"
"In post","2022","20-29","Commercial","London","Outer London - West and North West","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","North East (England)","Northumberland, and Tyne and Wear","10","10","32890","31990"
"In post","2022","20-29","Commercial","North East (England)","Tees Valley and Durham","15","15","29850","25000"
"In post","2022","20-29","Commercial","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","North West (England)","Greater Manchester","45","45","33690","33080"
"In post","2022","20-29","Commercial","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","North West (England)","Merseyside","40","40","31040","30420"
"In post","2022","20-29","Commercial","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Overseas","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Scotland","Eastern Scotland","25","20","27580","26960"
"In post","2022","20-29","Commercial","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Scotland","West Central Scotland","20","20","29510","26670"
"In post","2022","20-29","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","30","30","27400","25990"
"In post","2022","20-29","Commercial","South East (England)","Hampshire and Isle of Wight","45","45","28590","26670"
"In post","2022","20-29","Commercial","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","South West (England)","Devon","10","10","35120","33740"
"In post","2022","20-29","Commercial","South West (England)","Dorset and Somerset","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","315","315","29300","28360"
"In post","2022","20-29","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Wales","East Wales","25","25","30050","30420"
"In post","2022","20-29","Commercial","Wales","West Wales and The Valleys","10","10","25630","21840"
"In post","2022","20-29","Commercial","West Midlands (England)","Shropshire and Staffordshire","15","15","28890","26670"
"In post","2022","20-29","Commercial","West Midlands (England)","West Midlands","30","30","30360","30000"
"In post","2022","20-29","Commercial","Yorkshire and The Humber","North Yorkshire","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","Yorkshire and The Humber","South Yorkshire","35","30","29810","29360"
"In post","2022","20-29","Commercial","Yorkshire and The Humber","West Yorkshire","65","60","33080","30730"
"In post","2022","20-29","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","28800","30730"
"In post","2022","20-29","Communications","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","East of England","East Anglia","10","10","[c]","[c]"
"In post","2022","20-29","Communications","London","Inner London - East","45","40","33890","33120"
"In post","2022","20-29","Communications","London","Inner London - West","585","585","37520","35500"
"In post","2022","20-29","Communications","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","London","Outer London - West and North West","10","10","[c]","[c]"
"In post","2022","20-29","Communications","North East (England)","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2022","20-29","Communications","North East (England)","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2022","20-29","Communications","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","North West (England)","Greater Manchester","30","30","28090","25120"
"In post","2022","20-29","Communications","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","North West (England)","Merseyside","10","10","[c]","[c]"
"In post","2022","20-29","Communications","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Scotland","Eastern Scotland","10","10","29080","30520"
"In post","2022","20-29","Communications","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2022","20-29","Communications","South East (England)","Hampshire and Isle of Wight","20","20","28720","26670"
"In post","2022","20-29","Communications","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","30280","28710"
"In post","2022","20-29","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Wales","East Wales","35","35","32380","30770"
"In post","2022","20-29","Communications","Wales","West Wales and The Valleys","15","15","28770","26130"
"In post","2022","20-29","Communications","West Midlands (England)","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2022","20-29","Communications","West Midlands (England)","West Midlands","10","10","33540","30730"
"In post","2022","20-29","Communications","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Yorkshire and The Humber","West Yorkshire","10","10","37190","33620"
"In post","2022","20-29","Corporate Finance","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","London","Inner London - West","5","5","[c]","[c]"
"In post","2022","20-29","Corporate Finance","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Corporate Finance","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","15","15","25750","27570"
"In post","2022","20-29","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","East of England","East Anglia","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","East of England","Essex","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","London","Inner London - East","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","London","Inner London - West","45","45","33460","33100"
"In post","2022","20-29","Counter Fraud","London","Outer London - East and North East","85","85","26930","25110"
"In post","2022","20-29","Counter Fraud","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","London","Outer London - West and North West","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","North East (England)","Northumberland, and Tyne and Wear","70","65","28150","27570"
"In post","2022","20-29","Counter Fraud","North East (England)","Tees Valley and Durham","10","10","26000","26300"
"In post","2022","20-29","Counter Fraud","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","North West (England)","Greater Manchester","15","15","28250","27570"
"In post","2022","20-29","Counter Fraud","North West (England)","Lancashire","15","15","28120","27570"
"In post","2022","20-29","Counter Fraud","North West (England)","Merseyside","35","35","26100","27570"
"In post","2022","20-29","Counter Fraud","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Scotland","Eastern Scotland","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Scotland","Southern Scotland","25","25","22770","21260"
"In post","2022","20-29","Counter Fraud","Scotland","West Central Scotland","25","25","24590","24880"
"In post","2022","20-29","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","South East (England)","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","South East (England)","Kent","35","35","25730","24250"
"In post","2022","20-29","Counter Fraud","South East (England)","Surrey, East and West Sussex","10","10","29750","28430"
"In post","2022","20-29","Counter Fraud","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","South West (England)","Devon","10","10","28200","27570"
"In post","2022","20-29","Counter Fraud","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
