"Status","Year","Age","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","16-19","Submarine Delivery Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","UK Health Security Agency","10","[c]","22010","22350"
"New entrant CS","2022","16-19","UK Statistics Authority","20","[c]","20540","19860"
"New entrant CS","2022","16-19","Valuation Office Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Advisory, Conciliation and Arbitration Service","15","[c]","24990","24250"
"New entrant CS","2022","20-29","Animal and Plant Health Agency","215","[c]","24950","24370"
"New entrant CS","2022","20-29","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Cabinet Office (excl. agencies)","995","[c]","29580","28000"
"New entrant CS","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","45","[c]","24980","25010"
"New entrant CS","2022","20-29","Charity Commission","40","[c]","23800","24440"
"New entrant CS","2022","20-29","Companies House","70","[c]","24110","20100"
"New entrant CS","2022","20-29","Competition and Markets Authority","70","[c]","32620","33120"
"New entrant CS","2022","20-29","Criminal Injuries Compensation Authority","20","[c]","22620","20970"
"New entrant CS","2022","20-29","Crown Commercial Service","50","[c]","26920","25520"
"New entrant CS","2022","20-29","Crown Office and Procurator Fiscal Service","225","[c]","25170","21050"
"New entrant CS","2022","20-29","Crown Prosecution Service","350","[c]","25190","23770"
"New entrant CS","2022","20-29","Defence Equipment and Support","355","[c]","24910","24750"
"New entrant CS","2022","20-29","Defence Science and Technology Laboratory","370","[c]","25520","25050"
"New entrant CS","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","390","[c]","33660","33570"
"New entrant CS","2022","20-29","Department for Digital, Culture, Media and Sport","265","[c]","32880","34020"
"New entrant CS","2022","20-29","Department for Education (excl. agencies)","380","[c]","29840","28500"
"New entrant CS","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","810","[c]","33480","32560"
"New entrant CS","2022","20-29","Department for International Trade","285","[c]","31240","31800"
"New entrant CS","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","315","[c]","31520","30190"
"New entrant CS","2022","20-29","Department for Transport (excl. agencies)","355","[c]","36410","34710"
"New entrant CS","2022","20-29","Department for Work and Pensions (excl. agencies)","3955","[c]","25470","25110"
"New entrant CS","2022","20-29","Department of Health and Social Care (excl. agencies)","440","[c]","31300","31840"
"New entrant CS","2022","20-29","Disclosure Scotland","20","[c]","21050","21050"
"New entrant CS","2022","20-29","Driver and Vehicle Licensing Agency","250","[c]","20770","21840"
"New entrant CS","2022","20-29","Driver and Vehicle Standards Agency","125","[c]","24250","21840"
"New entrant CS","2022","20-29","Education and Skills Funding Agency","85","[c]","30340","29360"
"New entrant CS","2022","20-29","Education Scotland","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Food Standards Agency","65","[c]","29650","30350"
"New entrant CS","2022","20-29","Food Standards Scotland","30","[c]","28910","27230"
"New entrant CS","2022","20-29","Government Actuary's Department","15","[c]","40700","32430"
"New entrant CS","2022","20-29","Government Internal Audit Agency","10","[c]","36640","34210"
"New entrant CS","2022","20-29","Government Legal Department","135","[c]","31360","26950"
"New entrant CS","2022","20-29","Government Property Agency","25","[c]","35740","34550"
"New entrant CS","2022","20-29","Health and Safety Executive","110","[c]","26790","26370"
"New entrant CS","2022","20-29","HM Courts and Tribunals Service","920","[c]","23710","20970"
"New entrant CS","2022","20-29","HM Land Registry","175","[c]","25600","22600"
"New entrant CS","2022","20-29","HM Prison and Probation Service","5195","[c]","24090","23170"
"New entrant CS","2022","20-29","HM Revenue and Customs (excl. agencies)","3635","[c]","25960","26590"
"New entrant CS","2022","20-29","HM Treasury (excl. agencies)","200","[c]","29080","28500"
"New entrant CS","2022","20-29","Home Office","1150","[c]","26990","24880"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","10","[c]","37630","36570"
"New entrant CS","2022","20-29","Intellectual Property Office","90","[c]","26000","24030"
"New entrant CS","2022","20-29","Legal Aid Agency","45","[c]","21210","20970"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","60","[c]","27140","26840"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","20","[c]","30500","27140"
"New entrant CS","2022","20-29","Met Office","120","[c]","21880","20910"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","885","[c]","26730","25590"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","315","[c]","30710","28950"
"New entrant CS","2022","20-29","National Crime Agency","155","[c]","31910","32260"
"New entrant CS","2022","20-29","National Infrastructure Commission","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","National Records of Scotland","15","[c]","26740","27230"
"New entrant CS","2022","20-29","National Savings and Investments","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Northern Ireland Office","20","[c]","35720","34260"
"New entrant CS","2022","20-29","Office for Budget Responsibility","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","40","[c]","24050","23410"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","190","[c]","27780","25750"
"New entrant CS","2022","20-29","Office of Qualifications and Examinations Regulation","15","[c]","30640","31000"
"New entrant CS","2022","20-29","Office of Rail and Road","10","[c]","31560","30650"
"New entrant CS","2022","20-29","Office of the Public Guardian","105","[c]","21840","20970"
"New entrant CS","2022","20-29","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","15","[c]","29180","27230"
"New entrant CS","2022","20-29","Office of the Secretary of State for Wales","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Planning Inspectorate","20","[c]","22910","21520"
"New entrant CS","2022","20-29","Public Health England","80","[c]","28960","26880"
"New entrant CS","2022","20-29","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Registers of Scotland","15","[c]","24850","22780"
"New entrant CS","2022","20-29","Revenue Scotland","10","[c]","28850","27230"
"New entrant CS","2022","20-29","Royal Fleet Auxiliary","85","[c]","20110","16190"
"New entrant CS","2022","20-29","Rural Payments Agency","220","[c]","21960","21300"
"New entrant CS","2022","20-29","Scottish Courts and Tribunals Service","135","[c]","22810","22000"
"New entrant CS","2022","20-29","Scottish Fiscal Commission","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scottish Government (excl. agencies)","545","[c]","29240","27230"
"New entrant CS","2022","20-29","Scottish Prison Service","195","[c]","22250","21640"
"New entrant CS","2022","20-29","Scottish Public Pensions Agency","10","[c]","24400","24400"
"New entrant CS","2022","20-29","Serious Fraud Office","15","[c]","29710","26090"
"New entrant CS","2022","20-29","Social Security Scotland","365","[c]","25060","27230"
"New entrant CS","2022","20-29","Standards and Testing Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Student Awards Agency for Scotland","15","[c]","21430","21050"
"New entrant CS","2022","20-29","Submarine Delivery Agency","85","[c]","27920","27540"
"New entrant CS","2022","20-29","Teaching Regulation Agency","20","[c]","23990","25000"
"New entrant CS","2022","20-29","The Insolvency Service","30","[c]","24630","21130"
"New entrant CS","2022","20-29","The National Archives","45","[c]","25790","22990"
"New entrant CS","2022","20-29","Transport Scotland","20","[c]","30000","31280"
"New entrant CS","2022","20-29","UK Debt Management Office","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","UK Export Finance","55","[c]","33940","33000"
"New entrant CS","2022","20-29","UK Health Security Agency","760","[c]","30110","27270"
"New entrant CS","2022","20-29","UK Hydrographic Office","65","[c]","23410","20420"
"New entrant CS","2022","20-29","UK Space Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","UK Statistics Authority","440","[c]","26830","30210"
"New entrant CS","2022","20-29","UK Supreme Court","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Valuation Office Agency","235","[c]","26200","25000"
"New entrant CS","2022","20-29","Vehicle Certification Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Veterinary Medicines Directorate","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Water Services Regulation Authority","25","[c]","34410","28000"
"New entrant CS","2022","20-29","Welsh Government (excl. agencies)","120","[c]","26750","25860"
"New entrant CS","2022","20-29","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Wilton Park","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Advisory, Conciliation and Arbitration Service","20","[c]","26820","24250"
"New entrant CS","2022","30-39","Animal and Plant Health Agency","115","[c]","27120","24920"
"New entrant CS","2022","30-39","Cabinet Office (excl. agencies)","350","[c]","46360","40600"
"New entrant CS","2022","30-39","Centre for Environment, Fisheries and Aquaculture Science","20","[c]","30210","29750"
"New entrant CS","2022","30-39","Charity Commission","20","[c]","34000","29220"
"New entrant CS","2022","30-39","Companies House","40","[c]","28430","20100"
"New entrant CS","2022","30-39","Competition and Markets Authority","35","[c]","52760","53530"
"New entrant CS","2022","30-39","Criminal Injuries Compensation Authority","15","[c]","25260","20970"
"New entrant CS","2022","30-39","Crown Commercial Service","40","[c]","34360","30420"
"New entrant CS","2022","30-39","Crown Office and Procurator Fiscal Service","95","[c]","29230","27230"
"New entrant CS","2022","30-39","Crown Prosecution Service","150","[c]","36370","38000"
"New entrant CS","2022","30-39","Defence Equipment and Support","210","[c]","33430","33000"
"New entrant CS","2022","30-39","Defence Science and Technology Laboratory","110","[c]","35120","33260"
"New entrant CS","2022","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","175","[c]","40670","38620"
"New entrant CS","2022","30-39","Department for Digital, Culture, Media and Sport","85","[c]","39410","34020"
"New entrant CS","2022","30-39","Department for Education (excl. agencies)","245","[c]","37080","36500"
"New entrant CS","2022","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","450","[c]","39840","36880"
"New entrant CS","2022","30-39","Department for International Trade","85","[c]","42790","41300"
"New entrant CS","2022","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","150","[c]","39600","37300"
"New entrant CS","2022","30-39","Department for Transport (excl. agencies)","210","[c]","47490","46900"
"New entrant CS","2022","30-39","Department for Work and Pensions (excl. agencies)","2515","[c]","27140","27570"
"New entrant CS","2022","30-39","Department of Health and Social Care (excl. agencies)","245","[c]","39040","36820"
"New entrant CS","2022","30-39","Disclosure Scotland","20","[c]","23110","21050"
"New entrant CS","2022","30-39","Driver and Vehicle Licensing Agency","160","[c]","24050","21840"
"New entrant CS","2022","30-39","Driver and Vehicle Standards Agency","145","[c]","26470","26130"
"New entrant CS","2022","30-39","Education and Skills Funding Agency","50","[c]","35160","36500"
"New entrant CS","2022","30-39","Education Scotland","10","[c]","41730","41660"
"New entrant CS","2022","30-39","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Food Standards Agency","65","[c]","32580","30810"
"New entrant CS","2022","30-39","Food Standards Scotland","25","[c]","32220","27230"
"New entrant CS","2022","30-39","Government Actuary's Department","15","[c]","42820","39720"
"New entrant CS","2022","30-39","Government Internal Audit Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Government Legal Department","100","[c]","45740","50500"
"New entrant CS","2022","30-39","Government Property Agency","25","[c]","51640","54850"
"New entrant CS","2022","30-39","Health and Safety Executive","70","[c]","34250","31660"
"New entrant CS","2022","30-39","HM Courts and Tribunals Service","395","[c]","25460","20970"
"New entrant CS","2022","30-39","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","HM Land Registry","140","[c]","27750","27130"
"New entrant CS","2022","30-39","HM Prison and Probation Service","3385","[c]","26230","24800"
"New entrant CS","2022","30-39","HM Revenue and Customs (excl. agencies)","2315","[c]","27890","26590"
"New entrant CS","2022","30-39","HM Treasury (excl. agencies)","55","[c]","36880","32320"
"New entrant CS","2022","30-39","Home Office","560","[c]","30400","24880"
"New entrant CS","2022","30-39","Institute for Apprenticeships and Technical Education","30","[c]","40320","36570"
"New entrant CS","2022","30-39","Intellectual Property Office","65","[c]","28660","24030"
"New entrant CS","2022","30-39","Legal Aid Agency","15","[c]","23310","20970"
"New entrant CS","2022","30-39","Maritime and Coastguard Agency","45","[c]","33250","27130"
"New entrant CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","15","[c]","36200","32640"
"New entrant CS","2022","30-39","Met Office","40","[c]","30360","30930"
"New entrant CS","2022","30-39","Ministry of Defence (excl. agencies)","715","[c]","31760","26350"
"New entrant CS","2022","30-39","Ministry of Justice (excl. agencies)","185","[c]","38770","36050"
"New entrant CS","2022","30-39","National Crime Agency","140","[c]","36230","34140"
"New entrant CS","2022","30-39","National Infrastructure Commission","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","National Records of Scotland","25","[c]","35900","31540"
"New entrant CS","2022","30-39","National Savings and Investments","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Northern Ireland Office","10","[c]","43270","45800"
"New entrant CS","2022","30-39","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","55","[c]","47510","46360"
"New entrant CS","2022","30-39","Office of Gas and Electricity Markets","135","[c]","37680","33400"
"New entrant CS","2022","30-39","Office of Qualifications and Examinations Regulation","20","[c]","37820","38000"
"New entrant CS","2022","30-39","Office of Rail and Road","15","[c]","42690","45680"
"New entrant CS","2022","30-39","Office of the Public Guardian","55","[c]","22200","20970"
"New entrant CS","2022","30-39","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Planning Inspectorate","25","[c]","36100","40720"
"New entrant CS","2022","30-39","Public Health England","70","[c]","39770","36330"
"New entrant CS","2022","30-39","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Registers of Scotland","20","[c]","26570","22780"
"New entrant CS","2022","30-39","Revenue Scotland","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Royal Fleet Auxiliary","25","[c]","19020","16190"
"New entrant CS","2022","30-39","Rural Payments Agency","125","[c]","21860","21300"
"New entrant CS","2022","30-39","Scottish Courts and Tribunals Service","50","[c]","22640","22000"
"New entrant CS","2022","30-39","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Scottish Government (excl. agencies)","455","[c]","36310","31540"
"New entrant CS","2022","30-39","Scottish Housing Regulator","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Scottish Prison Service","115","[c]","23310","21640"
"New entrant CS","2022","30-39","Scottish Public Pensions Agency","15","[c]","26090","24400"
"New entrant CS","2022","30-39","Serious Fraud Office","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Social Security Scotland","435","[c]","27890","27230"
"New entrant CS","2022","30-39","Standards and Testing Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Student Awards Agency for Scotland","10","[c]","29500","31230"
"New entrant CS","2022","30-39","Submarine Delivery Agency","55","[c]","36500","36950"
"New entrant CS","2022","30-39","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","The Insolvency Service","15","[c]","28350","27240"
"New entrant CS","2022","30-39","The National Archives","25","[c]","34750","33500"
"New entrant CS","2022","30-39","Transport Scotland","15","[c]","38810","39660"
"New entrant CS","2022","30-39","UK Debt Management Office","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Export Finance","20","[c]","48950","48250"
"New entrant CS","2022","30-39","UK Health Security Agency","530","[c]","39110","36330"
"New entrant CS","2022","30-39","UK Hydrographic Office","30","[c]","29930","29910"
"New entrant CS","2022","30-39","UK Space Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Statistics Authority","235","[c]","33170","30710"
"New entrant CS","2022","30-39","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Valuation Office Agency","110","[c]","25920","22010"
"New entrant CS","2022","30-39","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Veterinary Medicines Directorate","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Water Services Regulation Authority","10","[c]","38940","37500"
"New entrant CS","2022","30-39","Welsh Government (excl. agencies)","85","[c]","33580","31210"
"New entrant CS","2022","30-39","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Advisory, Conciliation and Arbitration Service","10","[c]","23880","24250"
"New entrant CS","2022","40-49","Animal and Plant Health Agency","85","[c]","26990","24920"
"New entrant CS","2022","40-49","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Cabinet Office (excl. agencies)","220","[c]","54110","53660"
"New entrant CS","2022","40-49","Centre for Environment, Fisheries and Aquaculture Science","15","[c]","28090","25010"
"New entrant CS","2022","40-49","Charity Commission","20","[c]","29570","29160"
"New entrant CS","2022","40-49","Companies House","35","[c]","33170","28800"
"New entrant CS","2022","40-49","Competition and Markets Authority","15","[c]","67310","60600"
"New entrant CS","2022","40-49","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Crown Commercial Service","15","[c]","41220","38330"
"New entrant CS","2022","40-49","Crown Office and Procurator Fiscal Service","40","[c]","28690","21050"
"New entrant CS","2022","40-49","Crown Prosecution Service","95","[c]","43360","48080"
"New entrant CS","2022","40-49","Defence Equipment and Support","160","[c]","36650","35550"
"New entrant CS","2022","40-49","Defence Science and Technology Laboratory","80","[c]","38110","38070"
"New entrant CS","2022","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","80","[c]","44370","39810"
"New entrant CS","2022","40-49","Department for Digital, Culture, Media and Sport","25","[c]","44310","36020"
"New entrant CS","2022","40-49","Department for Education (excl. agencies)","115","[c]","39760","36500"
"New entrant CS","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","320","[c]","43010","38750"
"New entrant CS","2022","40-49","Department for International Trade","40","[c]","47110","44270"
"New entrant CS","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","95","[c]","42230","39600"
"New entrant CS","2022","40-49","Department for Transport (excl. agencies)","100","[c]","48830","48770"
"New entrant CS","2022","40-49","Department for Work and Pensions (excl. agencies)","1755","[c]","27400","27570"
"New entrant CS","2022","40-49","Department of Health and Social Care (excl. agencies)","140","[c]","45930","40650"
"New entrant CS","2022","40-49","Disclosure Scotland","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Driver and Vehicle Licensing Agency","90","[c]","22490","21840"
"New entrant CS","2022","40-49","Driver and Vehicle Standards Agency","130","[c]","27010","26130"
"New entrant CS","2022","40-49","Education and Skills Funding Agency","25","[c]","43570","38450"
"New entrant CS","2022","40-49","Education Scotland","15","[c]","56140","65280"
"New entrant CS","2022","40-49","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Food Standards Agency","45","[c]","37560","33160"
"New entrant CS","2022","40-49","Food Standards Scotland","15","[c]","36640","32310"
"New entrant CS","2022","40-49","Government Actuary's Department","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Internal Audit Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Legal Department","55","[c]","48170","50500"
"New entrant CS","2022","40-49","Government Property Agency","25","[c]","54180","53000"
"New entrant CS","2022","40-49","Health and Safety Executive","60","[c]","43630","39340"
"New entrant CS","2022","40-49","HM Courts and Tribunals Service","245","[c]","26350","20970"
"New entrant CS","2022","40-49","HM Land Registry","100","[c]","29120","24230"
"New entrant CS","2022","40-49","HM Prison and Probation Service","2665","[c]","29600","27060"
"New entrant CS","2022","40-49","HM Revenue and Customs (excl. agencies)","1145","[c]","28530","26590"
"New entrant CS","2022","40-49","HM Treasury (excl. agencies)","10","[c]","38770","32320"
"New entrant CS","2022","40-49","Home Office","335","[c]","33820","25770"
"New entrant CS","2022","40-49","Institute for Apprenticeships and Technical Education","15","[c]","44120","49960"
"New entrant CS","2022","40-49","Intellectual Property Office","40","[c]","33340","28890"
"New entrant CS","2022","40-49","Legal Aid Agency","10","[c]","24720","20970"
"New entrant CS","2022","40-49","Maritime and Coastguard Agency","40","[c]","32760","28790"
"New entrant CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Met Office","35","[c]","38950","38990"
"New entrant CS","2022","40-49","Ministry of Defence (excl. agencies)","580","[c]","32400","26350"
"New entrant CS","2022","40-49","Ministry of Justice (excl. agencies)","130","[c]","41500","37270"
"New entrant CS","2022","40-49","National Crime Agency","80","[c]","44940","40020"
"New entrant CS","2022","40-49","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Records of Scotland","15","[c]","39710","36130"
"New entrant CS","2022","40-49","National Savings and Investments","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","80","[c]","55570","46360"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","85","[c]","46690","42810"
"New entrant CS","2022","40-49","Office of Qualifications and Examinations Regulation","15","[c]","44200","40500"
"New entrant CS","2022","40-49","Office of Rail and Road","10","[c]","50820","49000"
"New entrant CS","2022","40-49","Office of the Public Guardian","30","[c]","22660","20970"
"New entrant CS","2022","40-49","Planning Inspectorate","20","[c]","37960","41020"
"New entrant CS","2022","40-49","Public Health England","55","[c]","46690","40070"
"New entrant CS","2022","40-49","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Registers of Scotland","15","[c]","30620","22780"
"New entrant CS","2022","40-49","Revenue Scotland","15","[c]","35550","31540"
"New entrant CS","2022","40-49","Royal Fleet Auxiliary","10","[c]","22310","16190"
"New entrant CS","2022","40-49","Rural Payments Agency","90","[c]","22320","21300"
"New entrant CS","2022","40-49","Scottish Courts and Tribunals Service","45","[c]","26520","22000"
"New entrant CS","2022","40-49","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Government (excl. agencies)","255","[c]","41730","39660"
"New entrant CS","2022","40-49","Scottish Prison Service","50","[c]","24500","21640"
"New entrant CS","2022","40-49","Scottish Public Pensions Agency","15","[c]","24910","24400"
"New entrant CS","2022","40-49","Serious Fraud Office","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Social Security Scotland","315","[c]","28690","27230"
"New entrant CS","2022","40-49","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Student Awards Agency for Scotland","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Submarine Delivery Agency","45","[c]","42140","44000"
"New entrant CS","2022","40-49","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The Insolvency Service","10","[c]","34180","31000"
"New entrant CS","2022","40-49","The National Archives","20","[c]","39830","36000"
"New entrant CS","2022","40-49","Transport Scotland","15","[c]","37500","31540"
"New entrant CS","2022","40-49","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Export Finance","25","[c]","52640","50480"
"New entrant CS","2022","40-49","UK Health Security Agency","410","[c]","42350","36730"
"New entrant CS","2022","40-49","UK Hydrographic Office","10","[c]","34580","37420"
"New entrant CS","2022","40-49","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Statistics Authority","160","[c]","35000","30710"
"New entrant CS","2022","40-49","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Valuation Office Agency","80","[c]","27390","25000"
"New entrant CS","2022","40-49","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Water Services Regulation Authority","10","[c]","61150","51630"
"New entrant CS","2022","40-49","Welsh Government (excl. agencies)","85","[c]","41050","40100"
"New entrant CS","2022","40-49","Welsh Revenue Authority","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Advisory, Conciliation and Arbitration Service","15","[c]","31900","30950"
"New entrant CS","2022","50-59","Animal and Plant Health Agency","60","[c]","26680","24920"
"New entrant CS","2022","50-59","Cabinet Office (excl. agencies)","155","[c]","58760","49700"
"New entrant CS","2022","50-59","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Charity Commission","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Companies House","20","[c]","32340","24500"
"New entrant CS","2022","50-59","Competition and Markets Authority","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Criminal Injuries Compensation Authority","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Crown Commercial Service","10","[c]","47510","35210"
"New entrant CS","2022","50-59","Crown Office and Procurator Fiscal Service","35","[c]","26890","24140"
"New entrant CS","2022","50-59","Crown Prosecution Service","50","[c]","43280","48080"
"New entrant CS","2022","50-59","Defence Equipment and Support","160","[c]","37650","38000"
"New entrant CS","2022","50-59","Defence Science and Technology Laboratory","45","[c]","40130","38280"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","35","[c]","47710","45200"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","15","[c]","39040","34020"
"New entrant CS","2022","50-59","Department for Education (excl. agencies)","60","[c]","44100","40230"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","175","[c]","40660","36640"
"New entrant CS","2022","50-59","Department for International Trade","20","[c]","56330","52100"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","30","[c]","41530","36340"
"New entrant CS","2022","50-59","Department for Transport (excl. agencies)","50","[c]","51480","48770"
"New entrant CS","2022","50-59","Department for Work and Pensions (excl. agencies)","1515","[c]","26190","27570"
"New entrant CS","2022","50-59","Department of Health and Social Care (excl. agencies)","100","[c]","50900","49530"
"New entrant CS","2022","50-59","Disclosure Scotland","10","[c]","29720","21050"
"New entrant CS","2022","50-59","Driver and Vehicle Licensing Agency","80","[c]","22870","21840"
"New entrant CS","2022","50-59","Driver and Vehicle Standards Agency","190","[c]","27340","26130"
"New entrant CS","2022","50-59","Education and Skills Funding Agency","15","[c]","35740","36500"
"New entrant CS","2022","50-59","Education Scotland","20","[c]","55360","57570"
"New entrant CS","2022","50-59","Estyn","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Food Standards Agency","25","[c]","37800","32350"
"New entrant CS","2022","50-59","Food Standards Scotland","10","[c]","40540","31540"
"New entrant CS","2022","50-59","Government Actuary's Department","[c]","[c]","[c]","[c]"
