"Status","Year","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Levelling Up, Housing and Communities","AA/AO","AO","Unknown","70","65","22440","22560"
"In post","2022","Department for Levelling Up, Housing and Communities","EO","EO","Heterosexual / straight","280","270","27650","27850"
"In post","2022","Department for Levelling Up, Housing and Communities","EO","EO","LGBO","45","45","27330","27850"
"In post","2022","Department for Levelling Up, Housing and Communities","EO","EO","Undeclared","35","30","28350","27850"
"In post","2022","Department for Levelling Up, Housing and Communities","EO","EO","Unknown","80","80","27520","27850"
"In post","2022","Department for Levelling Up, Housing and Communities","G6/G7","G6","Heterosexual / straight","445","415","64420","63470"
"In post","2022","Department for Levelling Up, Housing and Communities","G6/G7","G6","LGBO","40","40","63370","63470"
"In post","2022","Department for Levelling Up, Housing and Communities","G6/G7","G6","Undeclared","40","40","63900","63470"
"In post","2022","Department for Levelling Up, Housing and Communities","G6/G7","G6","Unknown","75","65","65690","64500"
"In post","2022","Department for Levelling Up, Housing and Communities","G6/G7","G7","Heterosexual / straight","850","820","52190","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","G6/G7","G7","LGBO","95","95","52400","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","G6/G7","G7","Undeclared","75","70","51790","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","G6/G7","G7","Unknown","115","110","52460","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","SCS level","SCS level","Heterosexual / straight","135","125","85030","76930"
"In post","2022","Department for Levelling Up, Housing and Communities","SCS level","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","SCS level","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","SCS level","SCS level","Unknown","25","25","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","Heterosexual / straight","605","590","32770","33210"
"In post","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","LGBO","75","75","32240","33210"
"In post","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","Undeclared","65","65","33510","33210"
"In post","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","Unknown","120","115","33820","33210"
"In post","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","Heterosexual / straight","535","525","39450","39600"
"In post","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","LGBO","55","55","39430","39600"
"In post","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","Undeclared","45","45","41300","40290"
"In post","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","Unknown","75","75","40160","40550"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","AA/AO","AA","Heterosexual / straight","615","505","18590","18310"
"In post","2022","Department for Transport","AA/AO","AA","LGBO","35","35","18310","18310"
"In post","2022","Department for Transport","AA/AO","AA","Undeclared","380","280","18640","18310"
"In post","2022","Department for Transport","AA/AO","AA","Unknown","250","215","18660","18310"
"In post","2022","Department for Transport","AA/AO","AO","Heterosexual / straight","2710","2430","22890","21840"
"In post","2022","Department for Transport","AA/AO","AO","LGBO","155","145","22540","21840"
"In post","2022","Department for Transport","AA/AO","AO","Undeclared","760","635","22480","21840"
"In post","2022","Department for Transport","AA/AO","AO","Unknown","810","740","23880","21840"
"In post","2022","Department for Transport","EO","EO","Heterosexual / straight","2575","2430","27910","26780"
"In post","2022","Department for Transport","EO","EO","LGBO","145","140","27740","26700"
"In post","2022","Department for Transport","EO","EO","Undeclared","785","705","27950","26780"
"In post","2022","Department for Transport","EO","EO","Unknown","765","740","27580","26470"
"In post","2022","Department for Transport","G6/G7","G6","Heterosexual / straight","420","410","68880","66210"
"In post","2022","Department for Transport","G6/G7","G6","LGBO","30","30","67070","65440"
"In post","2022","Department for Transport","G6/G7","G6","Undeclared","65","65","72380","67330"
"In post","2022","Department for Transport","G6/G7","G6","Unknown","75","75","68740","65440"
"In post","2022","Department for Transport","G6/G7","G7","Heterosexual / straight","1020","1000","56140","54650"
"In post","2022","Department for Transport","G6/G7","G7","LGBO","85","85","54210","54110"
"In post","2022","Department for Transport","G6/G7","G7","Undeclared","160","155","57510","54760"
"In post","2022","Department for Transport","G6/G7","G7","Unknown","190","185","56640","54110"
"In post","2022","Department for Transport","SCS level","SCS level","Heterosexual / straight","200","195","88780","79950"
"In post","2022","Department for Transport","SCS level","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","Department for Transport","SCS level","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2022","Department for Transport","SCS level","SCS level","Unknown","20","20","[c]","[c]"
"In post","2022","Department for Transport","SEO/HEO","HEO","Heterosexual / straight","1620","1575","33510","33350"
"In post","2022","Department for Transport","SEO/HEO","HEO","LGBO","110","105","33820","34710"
"In post","2022","Department for Transport","SEO/HEO","HEO","Undeclared","290","275","33770","33350"
"In post","2022","Department for Transport","SEO/HEO","HEO","Unknown","280","275","33480","34710"
"In post","2022","Department for Transport","SEO/HEO","SEO","Heterosexual / straight","1270","1240","42920","42470"
"In post","2022","Department for Transport","SEO/HEO","SEO","LGBO","80","80","42100","42470"
"In post","2022","Department for Transport","SEO/HEO","SEO","Undeclared","260","255","42990","42470"
"In post","2022","Department for Transport","SEO/HEO","SEO","Unknown","195","190","42410","42470"
"In post","2022","Department for Work and Pensions","AA/AO","AA","Heterosexual / straight","175","140","20400","20480"
"In post","2022","Department for Work and Pensions","AA/AO","AA","LGBO","10","10","[c]","[c]"
"In post","2022","Department for Work and Pensions","AA/AO","AA","Undeclared","25","20","[c]","[c]"
"In post","2022","Department for Work and Pensions","AA/AO","AA","Unknown","70","55","20410","20480"
"In post","2022","Department for Work and Pensions","AA/AO","AO","Heterosexual / straight","18600","16205","21440","21260"
"In post","2022","Department for Work and Pensions","AA/AO","AO","LGBO","1165","1100","21500","21260"
"In post","2022","Department for Work and Pensions","AA/AO","AO","Undeclared","2625","2255","21420","21260"
"In post","2022","Department for Work and Pensions","AA/AO","AO","Unknown","6655","5500","21350","21260"
"In post","2022","Department for Work and Pensions","EO","EO","Heterosexual / straight","33550","30525","28120","27570"
"In post","2022","Department for Work and Pensions","EO","EO","LGBO","2155","2070","28090","27570"
"In post","2022","Department for Work and Pensions","EO","EO","Undeclared","3805","3405","28050","27570"
"In post","2022","Department for Work and Pensions","EO","EO","Unknown","8880","7765","28120","27570"
"In post","2022","Department for Work and Pensions","G6/G7","G6","Heterosexual / straight","760","735","67020","66250"
"In post","2022","Department for Work and Pensions","G6/G7","G6","LGBO","40","40","65820","66250"
"In post","2022","Department for Work and Pensions","G6/G7","G6","Undeclared","80","80","70710","69140"
"In post","2022","Department for Work and Pensions","G6/G7","G6","Unknown","195","185","66760","66250"
"In post","2022","Department for Work and Pensions","G6/G7","G7","Heterosexual / straight","2180","2100","53610","52660"
"In post","2022","Department for Work and Pensions","G6/G7","G7","LGBO","130","125","54010","54070"
"In post","2022","Department for Work and Pensions","G6/G7","G7","Undeclared","240","230","55540","54000"
"In post","2022","Department for Work and Pensions","G6/G7","G7","Unknown","470","450","53840","52820"
"In post","2022","Department for Work and Pensions","SCS level","SCS level","Heterosexual / straight","225","220","88740","81530"
"In post","2022","Department for Work and Pensions","SCS level","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","Department for Work and Pensions","SCS level","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2022","Department for Work and Pensions","SCS level","SCS level","Unknown","45","45","87500","78680"
"In post","2022","Department for Work and Pensions","SEO/HEO","HEO","Heterosexual / straight","5510","5155","33450","32250"
"In post","2022","Department for Work and Pensions","SEO/HEO","HEO","LGBO","340","330","33340","31990"
"In post","2022","Department for Work and Pensions","SEO/HEO","HEO","Undeclared","610","575","33610","32480"
"In post","2022","Department for Work and Pensions","SEO/HEO","HEO","Unknown","1185","1115","33800","32820"
"In post","2022","Department for Work and Pensions","SEO/HEO","SEO","Heterosexual / straight","3135","2985","40460","37940"
"In post","2022","Department for Work and Pensions","SEO/HEO","SEO","LGBO","170","165","39140","37530"
"In post","2022","Department for Work and Pensions","SEO/HEO","SEO","Undeclared","415","395","41970","39960"
"In post","2022","Department for Work and Pensions","SEO/HEO","SEO","Unknown","680","645","40280","38900"
"In post","2022","Department of Health and Social Care","AA/AO","AA","Heterosexual / straight","90","75","20530","20080"
"In post","2022","Department of Health and Social Care","AA/AO","AA","LGBO","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","AA/AO","AA","Undeclared","15","10","[c]","[c]"
"In post","2022","Department of Health and Social Care","AA/AO","AA","Unknown","30","25","[c]","[c]"
"In post","2022","Department of Health and Social Care","AA/AO","AO","Heterosexual / straight","500","440","21840","21820"
"In post","2022","Department of Health and Social Care","AA/AO","AO","LGBO","40","40","20980","19880"
"In post","2022","Department of Health and Social Care","AA/AO","AO","Undeclared","95","85","21610","21820"
"In post","2022","Department of Health and Social Care","AA/AO","AO","Unknown","50","45","23240","23080"
"In post","2022","Department of Health and Social Care","EO","EO","Heterosexual / straight","945","890","26290","26880"
"In post","2022","Department of Health and Social Care","EO","EO","LGBO","85","85","25840","26880"
"In post","2022","Department of Health and Social Care","EO","EO","Undeclared","300","285","26430","27270"
"In post","2022","Department of Health and Social Care","EO","EO","Unknown","225","210","27790","27400"
"In post","2022","Department of Health and Social Care","G6/G7","G6","Heterosexual / straight","625","590","68660","66230"
"In post","2022","Department of Health and Social Care","G6/G7","G6","LGBO","55","55","67690","66230"
"In post","2022","Department of Health and Social Care","G6/G7","G6","Undeclared","260","245","68200","66230"
"In post","2022","Department of Health and Social Care","G6/G7","G6","Unknown","285","280","68350","66230"
"In post","2022","Department of Health and Social Care","G6/G7","G7","Heterosexual / straight","1420","1365","53140","53360"
"In post","2022","Department of Health and Social Care","G6/G7","G7","LGBO","115","115","53320","53360"
"In post","2022","Department of Health and Social Care","G6/G7","G7","Undeclared","585","560","53190","53360"
"In post","2022","Department of Health and Social Care","G6/G7","G7","Unknown","490","480","53560","53360"
"In post","2022","Department of Health and Social Care","SCS level","SCS level","Heterosexual / straight","450","415","95330","93000"
"In post","2022","Department of Health and Social Care","SCS level","SCS level","LGBO","30","30","101930","99260"
"In post","2022","Department of Health and Social Care","SCS level","SCS level","Undeclared","145","140","93480","91590"
"In post","2022","Department of Health and Social Care","SCS level","SCS level","Unknown","190","180","100560","91100"
"In post","2022","Department of Health and Social Care","SEO/HEO","HEO","Heterosexual / straight","1395","1320","32050","32330"
"In post","2022","Department of Health and Social Care","SEO/HEO","HEO","LGBO","140","135","31550","32330"
