"Status","Year","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Office of the Secretary of State for Wales","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","AA/AO","AA","Heterosexual / straight","45","[c]","22600","22140"
"Leaver CS","2022","Scottish Government","AA/AO","AA","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","AA/AO","AA","Unknown","130","[c]","21900","21050"
"Leaver CS","2022","Scottish Government","AA/AO","AO","Heterosexual / straight","125","[c]","24260","23230"
"Leaver CS","2022","Scottish Government","AA/AO","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","AA/AO","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","AA/AO","AO","Unknown","235","[c]","24920","24020"
"Leaver CS","2022","Scottish Government","EO","EO","Heterosexual / straight","100","[c]","31330","30040"
"Leaver CS","2022","Scottish Government","EO","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","EO","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","EO","EO","Unknown","205","[c]","31610","30570"
"Leaver CS","2022","Scottish Government","G6/G7","G6","Heterosexual / straight","40","[c]","74530","75340"
"Leaver CS","2022","Scottish Government","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","G6/G7","G6","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","G6/G7","G7","Heterosexual / straight","40","[c]","58570","61410"
"Leaver CS","2022","Scottish Government","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","G6/G7","G7","Unknown","40","[c]","57910","58390"
"Leaver CS","2022","Scottish Government","SCS level","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","SCS level","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","SEO/HEO","HEO","Heterosexual / straight","75","[c]","36530","36130"
"Leaver CS","2022","Scottish Government","SEO/HEO","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","SEO/HEO","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","SEO/HEO","HEO","Unknown","95","[c]","35510","36130"
"Leaver CS","2022","Scottish Government","SEO/HEO","SEO","Heterosexual / straight","85","[c]","46170","47250"
"Leaver CS","2022","Scottish Government","SEO/HEO","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","SEO/HEO","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","SEO/HEO","SEO","Unknown","95","[c]","45230","46020"
"Leaver CS","2022","The National Archives","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","AA/AO","AA","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","AA/AO","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","AA/AO","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SEO/HEO","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SEO/HEO","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SEO/HEO","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","EO","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SEO/HEO","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SEO/HEO","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","AA/AO","AA","Heterosexual / straight","45","[c]","19300","18830"
"Leaver CS","2022","UK Statistics Authority","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","AA/AO","AA","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","AA/AO","AO","Heterosexual / straight","120","[c]","20150","19610"
"Leaver CS","2022","UK Statistics Authority","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","AA/AO","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","AA/AO","AO","Unknown","55","[c]","20020","19610"
"Leaver CS","2022","UK Statistics Authority","EO","EO","Heterosexual / straight","40","[c]","24070","23630"
"Leaver CS","2022","UK Statistics Authority","EO","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","EO","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","EO","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","G6/G7","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","G6/G7","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","G6/G7","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","HEO","Heterosexual / straight","55","[c]","30660","30210"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","HEO","Unknown","45","[c]","31300","30500"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","SEO","Heterosexual / straight","45","[c]","37590","36840"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","SEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","SEO/HEO","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","AA/AO","AO","Heterosexual / straight","50","[c]","23410","23830"
"Leaver CS","2022","Welsh Government","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","AA/AO","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","EO","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","G6/G7","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","G6/G7","G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","SCS level","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","SEO/HEO","HEO","Heterosexual / straight","50","[c]","36180","37410"
"Leaver CS","2022","Welsh Government","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","SEO/HEO","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","SEO/HEO","SEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","SEO/HEO","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","AA/AO","AO","Heterosexual / straight","30","[c]","23420","23720"
"Leaver Dept.","2022","Attorney General's Departments","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","AA/AO","AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","EO","EO","Heterosexual / straight","40","[c]","26960","27050"
"Leaver Dept.","2022","Attorney General's Departments","EO","EO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","EO","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","EO","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","G6/G7","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","G6/G7","G6","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","G6/G7","G7","Heterosexual / straight","35","[c]","54240","51830"
"Leaver Dept.","2022","Attorney General's Departments","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","G6/G7","G7","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","SCS level","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","SEO/HEO","HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","SEO/HEO","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","SEO/HEO","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","SEO/HEO","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","AA/AO","AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","AA/AO","AO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","EO","EO","Heterosexual / straight","115","[c]","27150","27500"
"Leaver Dept.","2022","Cabinet Office","EO","EO","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","EO","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","EO","EO","Unknown","35","[c]","27770","27500"
"Leaver Dept.","2022","Cabinet Office","G6/G7","G6","Heterosexual / straight","90","[c]","66280","65310"
"Leaver Dept.","2022","Cabinet Office","G6/G7","G6","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","G6/G7","G6","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","G6/G7","G6","Unknown","40","[c]","66200","64500"
"Leaver Dept.","2022","Cabinet Office","G6/G7","G7","Heterosexual / straight","225","[c]","54610","54700"
"Leaver Dept.","2022","Cabinet Office","G6/G7","G7","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","G6/G7","G7","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","G6/G7","G7","Unknown","90","[c]","54920","54700"
"Leaver Dept.","2022","Cabinet Office","SCS level","SCS level","Heterosexual / straight","60","[c]","88510","77440"
"Leaver Dept.","2022","Cabinet Office","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","SCS level","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","SCS level","SCS level","Unknown","30","[c]","87260","78420"
"Leaver Dept.","2022","Cabinet Office","SEO/HEO","HEO","Heterosexual / straight","245","[c]","33780","34550"
"Leaver Dept.","2022","Cabinet Office","SEO/HEO","HEO","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","SEO/HEO","HEO","Undeclared","30","[c]","33440","34550"
"Leaver Dept.","2022","Cabinet Office","SEO/HEO","HEO","Unknown","590","[c]","31810","32000"
"Leaver Dept.","2022","Cabinet Office","SEO/HEO","SEO","Heterosexual / straight","90","[c]","39780","40600"
"Leaver Dept.","2022","Cabinet Office","SEO/HEO","SEO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","SEO/HEO","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","SEO/HEO","SEO","Unknown","35","[c]","40180","40600"
"Leaver Dept.","2022","Chancellor's other departments","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","SEO/HEO","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","SEO/HEO","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","SEO/HEO","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","AA/AO","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","EO","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SEO/HEO","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","AA/AO","AO","Heterosexual / straight","20","[c]","[c]","[c]"
