"Status","Year","Age","Ethnicity","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Black","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East of England","East Anglia","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","East of England","Essex","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","London","Inner London - East","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","London","Inner London - West","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","London","Outer London - East and North East","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","London","Outer London - South","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","North East (England)","Northumberland, and Tyne and Wear","30","30","21420","21250"
"In post","2022","16-19","Unknown","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","North West (England)","Greater Manchester","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","North West (England)","Merseyside","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scotland","Eastern Scotland","30","30","22210","21250"
"In post","2022","16-19","Unknown","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scotland","Southern Scotland","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Scotland","West Central Scotland","20","15","[c]","[c]"
"In post","2022","16-19","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","South East (England)","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","South East (England)","Kent","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","South East (England)","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","South West (England)","Devon","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","18490","17140"
"In post","2022","16-19","Unknown","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Unknown","Wales","East Wales","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Wales","West Wales and The Valleys","45","35","19280","18310"
"In post","2022","16-19","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","West Midlands (England)","West Midlands","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Yorkshire and The Humber","South Yorkshire","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Yorkshire and The Humber","West Yorkshire","30","25","[c]","[c]"
"In post","2022","16-19","White","East Midlands (England)","Derbyshire and Nottinghamshire","15","15","[c]","[c]"
"In post","2022","16-19","White","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","10","10","[c]","[c]"
"In post","2022","16-19","White","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2022","16-19","White","East of England","East Anglia","20","20","[c]","[c]"
"In post","2022","16-19","White","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","London","Inner London - East","5","5","[c]","[c]"
"In post","2022","16-19","White","London","Inner London - West","45","45","24860","24300"
"In post","2022","16-19","White","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","North East (England)","Northumberland, and Tyne and Wear","25","25","[c]","[c]"
"In post","2022","16-19","White","North East (England)","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2022","16-19","White","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","North West (England)","Greater Manchester","25","25","[c]","[c]"
"In post","2022","16-19","White","North West (England)","Lancashire","15","15","[c]","[c]"
"In post","2022","16-19","White","North West (England)","Merseyside","35","35","21930","21250"
"In post","2022","16-19","White","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Scotland","Eastern Scotland","30","30","22120","21150"
"In post","2022","16-19","White","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Scotland","Southern Scotland","10","10","[c]","[c]"
"In post","2022","16-19","White","Scotland","West Central Scotland","30","25","[c]","[c]"
"In post","2022","16-19","White","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"In post","2022","16-19","White","South East (England)","Hampshire and Isle of Wight","20","20","[c]","[c]"
"In post","2022","16-19","White","South East (England)","Kent","10","10","[c]","[c]"
"In post","2022","16-19","White","South East (England)","Surrey, East and West Sussex","15","15","[c]","[c]"
"In post","2022","16-19","White","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","South West (England)","Devon","20","20","[c]","[c]"
"In post","2022","16-19","White","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","80","80","19730","19460"
"In post","2022","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Wales","East Wales","35","35","20700","20380"
"In post","2022","16-19","White","Wales","West Wales and The Valleys","40","35","20390","18310"
"In post","2022","16-19","White","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","West Midlands (England)","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2022","16-19","White","West Midlands (England)","West Midlands","15","15","[c]","[c]"
"In post","2022","16-19","White","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2022","16-19","White","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Yorkshire and The Humber","South Yorkshire","10","10","[c]","[c]"
"In post","2022","16-19","White","Yorkshire and The Humber","West Yorkshire","20","20","[c]","[c]"
"In post","2022","20-29","Asian","East Midlands (England)","Derbyshire and Nottinghamshire","180","180","27520","26820"
"In post","2022","20-29","Asian","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","170","165","23970","22600"
"In post","2022","20-29","Asian","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","East of England","Bedfordshire and Hertfordshire","90","90","28150","27570"
"In post","2022","20-29","Asian","East of England","East Anglia","65","60","25980","24580"
"In post","2022","20-29","Asian","East of England","Essex","30","30","27770","28240"
"In post","2022","20-29","Asian","London","Inner London - East","630","625","33520","31060"
"In post","2022","20-29","Asian","London","Inner London - West","1580","1570","36370","34020"
"In post","2022","20-29","Asian","London","Outer London - East and North East","185","185","28960","31060"
"In post","2022","20-29","Asian","London","Outer London - South","220","220","34260","31060"
"In post","2022","20-29","Asian","London","Outer London - West and North West","310","300","29720","28810"
"In post","2022","20-29","Asian","North East (England)","Northumberland, and Tyne and Wear","110","105","26300","26030"
"In post","2022","20-29","Asian","North East (England)","Tees Valley and Durham","30","25","[c]","[c]"
"In post","2022","20-29","Asian","North West (England)","Cheshire","25","25","[c]","[c]"
"In post","2022","20-29","Asian","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","North West (England)","Greater Manchester","515","510","27270","26820"
"In post","2022","20-29","Asian","North West (England)","Lancashire","190","185","24180","21260"
"In post","2022","20-29","Asian","North West (England)","Merseyside","45","40","26800","24890"
"In post","2022","20-29","Asian","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Overseas","Overseas","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Scotland","Eastern Scotland","55","55","26390","23510"
"In post","2022","20-29","Asian","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Scotland","Southern Scotland","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Scotland","West Central Scotland","65","60","27310","26590"
"In post","2022","20-29","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","85","80","27950","27700"
"In post","2022","20-29","Asian","South East (England)","Hampshire and Isle of Wight","75","75","28490","27570"
"In post","2022","20-29","Asian","South East (England)","Kent","25","25","[c]","[c]"
"In post","2022","20-29","Asian","South East (England)","Surrey, East and West Sussex","50","50","28830","28590"
"In post","2022","20-29","Asian","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","South West (England)","Devon","10","10","[c]","[c]"
"In post","2022","20-29","Asian","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","170","165","27880","27000"
"In post","2022","20-29","Asian","Unknown","Unknown","30","30","[c]","[c]"
"In post","2022","20-29","Asian","Wales","East Wales","105","105","26780","25210"
"In post","2022","20-29","Asian","Wales","West Wales and The Valleys","30","30","[c]","[c]"
