"Status","Year","Disability","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared disabled","Finance","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Ministry of Defence (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Ministry of Defence (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Ministry of Defence (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Ministry of Defence (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Ministry of Justice (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Ministry of Justice (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","National Savings and Investments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Public Health England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Public Health England","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Public Health England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Public Health England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Scottish Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Scottish Prison Service","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Scottish Prison Service","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Serious Fraud Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","The Insolvency Service","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","The National Archives","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","The National Archives","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","UK Health Security Agency","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","UK Health Security Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","UK Health Security Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","UK Health Security Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","UK Space Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","UK Space Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","UK Space Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","UK Space Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Valuation Office Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Valuation Office Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Veterinary Medicines Directorate","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Wilton Park","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Wilton Park","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Wilton Park","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Rural Payments Agency","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Rural Payments Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Rural Payments Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Rural Payments Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Rural Payments Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","The National Archives","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Advisory, Conciliation and Arbitration Service","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Advisory, Conciliation and Arbitration Service","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Advisory, Conciliation and Arbitration Service","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Cabinet Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Cabinet Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Cabinet Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Cabinet Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Companies House","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Companies House","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Crown Office and Procurator Fiscal Service","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Crown Prosecution Service","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Crown Prosecution Service","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Crown Prosecution Service","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Crown Prosecution Service","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Defence Electronics and Components Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Defence Equipment and Support","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Defence Equipment and Support","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Defence Equipment and Support","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Defence Science and Technology Laboratory","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Defence Science and Technology Laboratory","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Education (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Education (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Education (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Transport (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Work and Pensions (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Work and Pensions (excl. agencies)","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Work and Pensions (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Work and Pensions (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Work and Pensions (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Work and Pensions (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department of Health and Social Care (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department of Health and Social Care (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department of Health and Social Care (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department of Health and Social Care (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Driver and Vehicle Licensing Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Driver and Vehicle Licensing Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Driver and Vehicle Licensing Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Driver and Vehicle Licensing Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Driver and Vehicle Standards Agency","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Driver and Vehicle Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Driver and Vehicle Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Driver and Vehicle Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","FCDO Services","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","FCDO Services","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","FCDO Services","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Government Actuary's Department","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Government Internal Audit Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Government Legal Department","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Government Legal Department","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Government Legal Department","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Government Legal Department","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Government Legal Department","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Health and Safety Executive","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Health and Safety Executive","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Health and Safety Executive","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","HM Land Registry","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","HM Prison and Probation Service","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","HM Revenue and Customs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","HM Revenue and Customs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","HM Revenue and Customs (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","HM Treasury (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","HM Treasury (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","HM Treasury (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","HM Treasury (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","HM Treasury (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Institute for Apprenticeships and Technical Education","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Institute for Apprenticeships and Technical Education","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Maritime and Coastguard Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Medicines and Healthcare Products Regulatory Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Medicines and Healthcare Products Regulatory Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Medicines and Healthcare Products Regulatory Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Medicines and Healthcare Products Regulatory Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Medicines and Healthcare Products Regulatory Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Met Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Met Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Met Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Ministry of Defence (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Ministry of Defence (excl. agencies)","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Ministry of Defence (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Ministry of Defence (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Ministry of Defence (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Ministry of Defence (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","National Savings and Investments","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Office of the Secretary of State for Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Public Health England","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Public Health England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Public Health England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Public Health England","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Public Health England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Public Health England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Public Health England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Scottish Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Scottish Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Scottish Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Scottish Prison Service","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Scottish Prison Service","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Scottish Prison Service","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Scottish Prison Service","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Scottish Prison Service","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","The Insolvency Service","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","The National Archives","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
