"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","AA/AO","15","15","[c]","[c]"
"In post","2022","Mixed","Finance","EO","35","35","26760","26620"
"In post","2022","Mixed","Finance","G6/G7","55","55","57570","55380"
"In post","2022","Mixed","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","SEO/HEO","90","85","37860","36760"
"In post","2022","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Geography","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Geography","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Geography","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Geography","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","AA/AO","15","15","[c]","[c]"
"In post","2022","Mixed","Human Resources","EO","40","35","27910","27330"
"In post","2022","Mixed","Human Resources","G6/G7","50","50","57860","57600"
"In post","2022","Mixed","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2022","Mixed","Human Resources","SEO/HEO","110","110","37370","37450"
"In post","2022","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Intelligence Analysis","EO","25","25","[c]","[c]"
"In post","2022","Mixed","Intelligence Analysis","G6/G7","10","10","[c]","[c]"
"In post","2022","Mixed","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Intelligence Analysis","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Mixed","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","International Trade","G6/G7","20","20","[c]","[c]"
"In post","2022","Mixed","International Trade","SCS level","5","5","[c]","[c]"
"In post","2022","Mixed","International Trade","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Mixed","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Knowledge and Information Management","G6/G7","5","5","[c]","[c]"
"In post","2022","Mixed","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Knowledge and Information Management","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","AA/AO","5","5","[c]","[c]"
"In post","2022","Mixed","Legal","EO","40","40","28970","28890"
"In post","2022","Mixed","Legal","G6/G7","175","165","58730","56960"
"In post","2022","Mixed","Legal","SCS level","15","15","[c]","[c]"
"In post","2022","Mixed","Legal","SEO/HEO","65","65","39150","38000"
"In post","2022","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Medicine","G6/G7","20","15","[c]","[c]"
"In post","2022","Mixed","Medicine","SCS level","10","10","[c]","[c]"
"In post","2022","Mixed","Medicine","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Mixed","Operational Delivery","AA/AO","1580","1450","23740","21680"
"In post","2022","Mixed","Operational Delivery","EO","1510","1420","28520","27570"
"In post","2022","Mixed","Operational Delivery","G6/G7","115","115","60620","57650"
"In post","2022","Mixed","Operational Delivery","SCS level","15","15","[c]","[c]"
"In post","2022","Mixed","Operational Delivery","SEO/HEO","625","605","37500","36310"
"In post","2022","Mixed","Operational Delivery","Unknown","530","505","30640","28200"
"In post","2022","Mixed","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Operational Research","G6/G7","5","5","[c]","[c]"
"In post","2022","Mixed","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Operational Research","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Mixed","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Other","AA/AO","130","120","21820","21260"
"In post","2022","Mixed","Other","EO","165","160","27790","27570"
"In post","2022","Mixed","Other","G6/G7","45","45","59250","56050"
"In post","2022","Mixed","Other","SCS level","5","5","[c]","[c]"
"In post","2022","Mixed","Other","SEO/HEO","95","90","34740","33770"
"In post","2022","Mixed","Other","Unknown","10","10","[c]","[c]"
"In post","2022","Mixed","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Policy","AA/AO","20","20","[c]","[c]"
"In post","2022","Mixed","Policy","EO","90","85","28030","27850"
"In post","2022","Mixed","Policy","G6/G7","425","415","57250","55140"
"In post","2022","Mixed","Policy","SCS level","45","45","82050","77240"
"In post","2022","Mixed","Policy","SEO/HEO","500","490","36890","36340"
"In post","2022","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","AA/AO","10","10","[c]","[c]"
"In post","2022","Mixed","Project Delivery","EO","25","25","[c]","[c]"
"In post","2022","Mixed","Project Delivery","G6/G7","80","80","58340","57040"
"In post","2022","Mixed","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","SEO/HEO","155","155","37350","37230"
"In post","2022","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","AA/AO","10","10","[c]","[c]"
"In post","2022","Mixed","Property","EO","20","20","[c]","[c]"
"In post","2022","Mixed","Property","G6/G7","15","15","[c]","[c]"
"In post","2022","Mixed","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","SEO/HEO","45","45","37190","35970"
"In post","2022","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Psychology","EO","10","10","[c]","[c]"
"In post","2022","Mixed","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Psychology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Psychology","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Mixed","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Science and Engineering","AA/AO","20","15","[c]","[c]"
"In post","2022","Mixed","Science and Engineering","EO","30","30","26580","26520"
"In post","2022","Mixed","Science and Engineering","G6/G7","45","45","55340","54110"
"In post","2022","Mixed","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Science and Engineering","SEO/HEO","120","120","35900","36700"
"In post","2022","Mixed","Science and Engineering","Unknown","10","10","[c]","[c]"
"In post","2022","Mixed","Security","AA/AO","45","45","27350","24610"
"In post","2022","Mixed","Security","EO","5","5","[c]","[c]"
"In post","2022","Mixed","Security","G6/G7","10","10","[c]","[c]"
"In post","2022","Mixed","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","SEO/HEO","40","40","40470","37660"
"In post","2022","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Social Research","G6/G7","10","10","[c]","[c]"
"In post","2022","Mixed","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Social Research","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Mixed","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Statistics","EO","5","5","[c]","[c]"
"In post","2022","Mixed","Statistics","G6/G7","15","15","[c]","[c]"
"In post","2022","Mixed","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Statistics","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Mixed","Tax","AA/AO","50","45","21350","21250"
"In post","2022","Mixed","Tax","EO","60","60","27090","26820"
"In post","2022","Mixed","Tax","G6/G7","45","40","61750","62120"
"In post","2022","Mixed","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Tax","SEO/HEO","135","130","35970","33370"
"In post","2022","Mixed","Unknown","AA/AO","55","50","22810","21260"
"In post","2022","Mixed","Unknown","EO","90","90","27760","27230"
"In post","2022","Mixed","Unknown","G6/G7","150","145","59070","56650"
"In post","2022","Mixed","Unknown","SCS level","25","25","[c]","[c]"
"In post","2022","Mixed","Unknown","SEO/HEO","190","185","37220","36130"
"In post","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","EO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","G6/G7","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","EO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","AA/AO","15","10","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","EO","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data and Technology","AA/AO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data and Technology","EO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data and Technology","G6/G7","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data and Technology","SCS level","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data and Technology","SEO/HEO","55","55","37890","37330"
"In post","2022","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Economics","G6/G7","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Economics","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","EO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Finance","G6/G7","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Geography","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Geography","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Geography","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Geography","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","AA/AO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","EO","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Intelligence Analysis","EO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","EO","[c]","[c]","[c]","[c]"
