"Status","Year","Organisation","Profession_of_post","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Westminster","London","90","85","40960","38670"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","West Surrey","Outside London","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","Worcestershire CC","Outside London","15","15","31770","29180"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Aberdeen City and Aberdeenshire","Outside London","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Bristol, City of","Outside London","60","55","23960","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Caithness and Sutherland, and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Cambridgeshire CC","Outside London","25","25","29750","29180"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Cardiff and Vale of Glamorgan","Outside London","80","75","25970","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Central Hampshire","Outside London","35","35","28010","25190"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Cheshire East","Outside London","25","25","31120","29180"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Cornwall and Isles of Scilly","Outside London","40","40","26760","25320"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Devon CC","Outside London","165","155","25160","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Cumbria","Outside London","130","120","23560","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Kent","Outside London","35","35","28430","28340"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Riding of Yorkshire","Outside London","20","20","27360","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Gloucestershire CC","Outside London","35","30","28930","25600"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Gwynedd","Outside London","60","50","25260","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Harrow and Hillingdon","London","15","15","34150","31690"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Heart of Essex","Outside London","40","40","29120","28030"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Hertfordshire CC","Outside London","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Hounslow and Richmond upon Thames","London","65","65","32440","31570"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","15","10","25050","23110"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Leicestershire CC and Rutland","Outside London","15","15","28420","26520"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Lincolnshire CC","Outside London","20","20","31850","29180"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Manchester","Outside London","15","15","27730","29180"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Mid Kent","Outside London","10","10","28070","26580"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Mid Lancashire","Outside London","90","80","26880","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North and West Norfolk","Outside London","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North Yorkshire CC","Outside London","100","95","30280","26520"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Norwich and East Norfolk","Outside London","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Nottingham","Outside London","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Oxfordshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Perth and Kinross, and Stirling","Outside London","30","30","29780","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Powys","Outside London","20","15","32520","32540"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Redbridge and Waltham Forest","London","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Scottish Borders","Outside London","10","10","27120","23110"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Shropshire","Outside London","25","25","29820","27850"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Somerset CC","Outside London","20","20","29180","26520"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South and West Derbyshire","Outside London","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South Ayrshire","Outside London","20","15","24390","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South Lanarkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South West Wales","Outside London","110","105","26090","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Staffordshire CC","Outside London","65","60","24410","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Suffolk CC","Outside London","30","30","27550","25100"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Tyneside","Outside London","30","30","30630","26520"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Unknown","Unknown","20","20","25480","25130"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","West Surrey","Outside London","150","145","32370","28270"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","West Sussex (North East)","Outside London","20","20","31470","29610"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Westminster","London","15","10","37860","29680"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Wiltshire","Outside London","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Worcestershire CC","Outside London","110","100","27250","25360"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","York","Outside London","70","65","23650","21300"
"In post","2022","Animal and Plant Health Agency","Other","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","West Surrey","Outside London","15","15","38600","38750"
"In post","2022","Animal and Plant Health Agency","Other","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Worcestershire CC","Outside London","25","25","34020","30730"
"In post","2022","Animal and Plant Health Agency","Project Delivery","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Devon CC","Outside London","15","15","31480","26450"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","East Cumbria","Outside London","15","15","24690","24920"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","North Yorkshire CC","Outside London","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","South Nottinghamshire","Outside London","15","15","29020","24920"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","South West Wales","Outside London","10","10","24320","21300"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Suffolk CC","Outside London","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Tyneside","Outside London","20","15","28170","25060"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","West Surrey","Outside London","450","430","32700","28550"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Worcestershire CC","Outside London","10","10","31960","29180"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Cardiff and Vale of Glamorgan","Outside London","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Cheshire East","Outside London","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Cornwall and Isles of Scilly","Outside London","15","15","43560","38330"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Devon CC","Outside London","25","25","43780","41480"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East Cumbria","Outside London","15","10","43440","48740"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Gloucestershire CC","Outside London","30","30","34300","35900"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Gwynedd","Outside London","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Leicestershire CC and Rutland","Outside London","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Mid Lancashire","Outside London","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","North Yorkshire CC","Outside London","25","25","36440","36970"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Oxfordshire CC","Outside London","10","10","47340","49120"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Perth and Kinross, and Stirling","Outside London","10","10","47030","47550"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Shropshire","Outside London","10","10","47280","48320"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Somerset CC","Outside London","15","15","41250","36970"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South Ayrshire","Outside London","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South West Wales","Outside London","25","20","41270","37910"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Staffordshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Suffolk CC","Outside London","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","West Surrey","Outside London","20","20","48280","50780"
"In post","2022","Animal and Plant Health Agency","Veterinarian","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Westminster","London","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Worcestershire CC","Outside London","10","10","44040","46480"
"In post","2022","Animal and Plant Health Agency","Veterinarian","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","Westminster","London","10","10","45010","38590"
"In post","2022","Attorney General's Office","Legal","Westminster","London","15","15","69960","65180"
"In post","2022","Attorney General's Office","Other","Westminster","London","10","10","35120","30950"
"In post","2022","Attorney General's Office","Policy","Westminster","London","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Digital, Data and Technology","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","Westminster","London","[c]","[c]","[c]","[c]"
