"Status","Year","Organisation","Region_ITL2","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Greater Manchester","Greater Manchester North East","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Greater Manchester","Greater Manchester North East","EO","25","[c]","27160","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Greater Manchester","Greater Manchester North East","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Greater Manchester","Greater Manchester North West","AA/AO","70","[c]","21250","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Greater Manchester","Greater Manchester North West","EO","30","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Greater Manchester","Greater Manchester South East","AA/AO","50","[c]","21260","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Greater Manchester","Greater Manchester South East","EO","15","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Greater Manchester","Greater Manchester South West","AA/AO","20","[c]","21260","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Greater Manchester","Greater Manchester South West","EO","15","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Greater Manchester","Greater Manchester South West","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Greater Manchester","Manchester","AA/AO","105","[c]","21250","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Greater Manchester","Manchester","EO","150","[c]","27540","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Greater Manchester","Manchester","G6/G7","40","[c]","58640","58420"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Greater Manchester","Manchester","SEO/HEO","75","[c]","35740","35310"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","Central Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","Central Hampshire","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","Isle of Wight","AA/AO","35","[c]","21260","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","Isle of Wight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","North Hampshire","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","North Hampshire","EO","10","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","North Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","Portsmouth","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","Portsmouth","EO","10","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","South Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","South Hampshire","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","Southampton","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","Southampton","EO","20","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","Southampton","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","EO","20","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","AA/AO","10","[c]","21160","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","EO","55","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","EO","30","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","10","[c]","21240","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","20","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Highlands and Islands","Na h-Eileanan Siar","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Highlands and Islands","Orkney Islands","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Inner London - East","Hackney and Newham","AA/AO","10","[c]","25110","25110"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Inner London - East","Hackney and Newham","EO","80","[c]","31060","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Inner London - East","Hackney and Newham","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Inner London - East","Haringey and Islington","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Inner London - East","Haringey and Islington","EO","50","[c]","31060","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Inner London - East","Lambeth","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Inner London - East","Lambeth","EO","50","[c]","31060","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Inner London - East","Lambeth","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Inner London - East","Lewisham and Southwark","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Inner London - East","Lewisham and Southwark","EO","40","[c]","31060","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Inner London - East","Tower Hamlets","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Inner London - East","Tower Hamlets","EO","15","[c]","31060","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Inner London - West","Camden and City of London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Inner London - West","Camden and City of London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","EO","10","[c]","31060","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Inner London - West","Wandsworth","AA/AO","15","[c]","25110","25110"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Inner London - West","Wandsworth","EO","35","[c]","31060","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Inner London - West","Wandsworth","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Inner London - West","Westminster","AA/AO","30","[c]","25110","25110"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Inner London - West","Westminster","EO","60","[c]","28330","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Inner London - West","Westminster","G6/G7","35","[c]","61370","59380"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Inner London - West","Westminster","SEO/HEO","140","[c]","37300","36650"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Kent","East Kent","AA/AO","115","[c]","24250","24250"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Kent","East Kent","EO","15","[c]","29290","29290"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Kent","Kent Thames Gateway","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Kent","Kent Thames Gateway","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Kent","Medway","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Kent","Medway","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Kent","Medway","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Kent","Medway","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Kent","Mid Kent","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Kent","Mid Kent","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Kent","West Kent","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Kent","West Kent","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Lancashire","Blackburn with Darwen","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Lancashire","Blackburn with Darwen","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Lancashire","Blackpool","AA/AO","385","[c]","21260","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Lancashire","Blackpool","EO","190","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Lancashire","Blackpool","G6/G7","25","[c]","56360","57060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Lancashire","Blackpool","SEO/HEO","35","[c]","36560","35310"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Lancashire","Chorley and West Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Lancashire","Chorley and West Lancashire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Lancashire","East Lancashire","EO","15","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Lancashire","East Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Lancashire","Lancaster and Wyre","AA/AO","25","[c]","21260","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Lancashire","Lancaster and Wyre","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Lancashire","Mid Lancashire","AA/AO","125","[c]","21230","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Lancashire","Mid Lancashire","EO","30","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Lancashire","Mid Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicester","AA/AO","95","[c]","21240","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicester","EO","15","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicester","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","AA/AO","75","[c]","21260","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","EO","15","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","EO","30","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Lincolnshire","Lincolnshire CC","AA/AO","15","[c]","21260","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Lincolnshire","Lincolnshire CC","EO","50","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Lincolnshire","Lincolnshire CC","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Merseyside","East Merseyside","AA/AO","15","[c]","21260","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Merseyside","East Merseyside","EO","35","[c]","27300","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Merseyside","East Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Merseyside","Liverpool","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Merseyside","Liverpool","EO","155","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Merseyside","Liverpool","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Merseyside","Sefton","AA/AO","85","[c]","21260","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Merseyside","Sefton","EO","85","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Merseyside","Sefton","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Merseyside","Sefton","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Merseyside","Wirral","AA/AO","135","[c]","21250","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Merseyside","Wirral","EO","15","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Merseyside","Wirral","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","North Eastern Scotland","Aberdeen City and Aberdeenshire","EO","35","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","North Yorkshire","North Yorkshire CC","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","North Yorkshire","North Yorkshire CC","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","North Yorkshire","York","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","North Yorkshire","York","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","North Yorkshire","York","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","North Yorkshire","York","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Northumberland, and Tyne and Wear","Northumberland","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Northumberland, and Tyne and Wear","Northumberland","EO","15","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Northumberland, and Tyne and Wear","Sunderland","AA/AO","120","[c]","21260","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Northumberland, and Tyne and Wear","Sunderland","EO","65","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Northumberland, and Tyne and Wear","Sunderland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Northumberland, and Tyne and Wear","Tyneside","AA/AO","525","[c]","21260","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Northumberland, and Tyne and Wear","Tyneside","EO","190","[c]","27520","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Northumberland, and Tyne and Wear","Tyneside","G6/G7","40","[c]","54000","53000"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Northumberland, and Tyne and Wear","Tyneside","SEO/HEO","75","[c]","35190","35310"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","Barking & Dagenham and Havering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","Barking & Dagenham and Havering","EO","55","[c]","31060","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","Barking & Dagenham and Havering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","Bexley and Greenwich","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","Bexley and Greenwich","EO","40","[c]","31060","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","Enfield","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","Enfield","EO","25","[c]","31060","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","Redbridge and Waltham Forest","AA/AO","80","[c]","25100","25110"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","Redbridge and Waltham Forest","EO","55","[c]","31060","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","Redbridge and Waltham Forest","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","Redbridge and Waltham Forest","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - South","Bromley","AA/AO","10","[c]","25110","25110"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - South","Bromley","EO","15","[c]","31060","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - South","Bromley","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - South","Croydon","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - South","Croydon","EO","40","[c]","31060","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - South","Merton, Kingston upon Thames and Sutton","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - South","Merton, Kingston upon Thames and Sutton","EO","40","[c]","31010","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - South","Merton, Kingston upon Thames and Sutton","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","Barnet","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","Barnet","EO","50","[c]","31060","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","Brent","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","Brent","EO","50","[c]","31060","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","Brent","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","Ealing","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","Ealing","EO","35","[c]","31060","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","Ealing","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","Harrow and Hillingdon","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","Harrow and Hillingdon","EO","45","[c]","30940","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","Hounslow and Richmond upon Thames","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","Hounslow and Richmond upon Thames","EO","25","[c]","30580","31060"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","Shropshire","EO","20","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","Staffordshire CC","AA/AO","25","[c]","21260","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","Staffordshire CC","EO","20","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","Stoke-on-Trent","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","Stoke-on-Trent","EO","15","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","Telford and Wrekin","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","Telford and Wrekin","EO","15","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","South Yorkshire","Barnsley, Doncaster and Rotherham","AA/AO","55","[c]","21220","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","South Yorkshire","Barnsley, Doncaster and Rotherham","EO","55","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","South Yorkshire","Barnsley, Doncaster and Rotherham","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","South Yorkshire","Sheffield","AA/AO","115","[c]","21260","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","South Yorkshire","Sheffield","EO","80","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","South Yorkshire","Sheffield","G6/G7","15","[c]","54970","54000"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","South Yorkshire","Sheffield","SEO/HEO","35","[c]","34470","35310"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Southern Scotland","Dumfries and Galloway","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Southern Scotland","East Ayrshire and North Ayrshire mainland","AA/AO","55","[c]","21260","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Southern Scotland","East Ayrshire and North Ayrshire mainland","EO","30","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Southern Scotland","East Ayrshire and North Ayrshire mainland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Southern Scotland","East Ayrshire and North Ayrshire mainland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Southern Scotland","Scottish Borders","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Southern Scotland","Scottish Borders","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Southern Scotland","South Ayrshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Southern Scotland","South Ayrshire","EO","35","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Southern Scotland","South Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Southern Scotland","South Lanarkshire","EO","40","[c]","27570","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Southern Scotland","South Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","Brighton and Hove","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","Brighton and Hove","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","East Surrey","EO","10","[c]","29290","29290"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","East Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","East Sussex CC","AA/AO","105","[c]","21260","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","East Sussex CC","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","East Sussex CC","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","West Surrey","EO","15","[c]","29290","29290"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","West Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","West Sussex (North East)","EO","10","[c]","[c]","[c]"
