"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Analysis","Social Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","G6","Undeclared","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","G7","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","G6","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","G6","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","G7","Heterosexual / straight","40","[c]","52190","52610"
"Leaver Dept.","2022","Commercial","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","G7","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","HEO","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","HEO","Undeclared","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","SCS level","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","SEO","Heterosexual / straight","75","[c]","40210","40470"
"Leaver Dept.","2022","Commercial","Commercial","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","SEO","Undeclared","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Digital, Data and Technology","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Digital, Data and Technology","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Knowledge and Information Management","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Knowledge and Information Management","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Knowledge and Information Management","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Operational Delivery","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Operational Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Operational Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Operational Delivery","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Operational Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Operational Delivery","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Operational Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Operational Delivery","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Policy","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Policy","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Policy","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Policy","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Policy","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Policy","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Policy","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Policy","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","G6","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Commercial","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","EO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","G6","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","G7","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","G7","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","HEO","Heterosexual / straight","75","[c]","33880","33460"
"Leaver Dept.","2022","Communications","Communications","HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","SEO","Heterosexual / straight","45","[c]","40570","40740"
"Leaver Dept.","2022","Communications","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Human Resources","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Human Resources","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Operational Delivery","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Operational Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Operational Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Operational Delivery","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
