"Status","Year","Disability","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Government Internal Audit Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Legal Department","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Legal Department","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Legal Department","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Legal Department","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Legal Department","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Property Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Health and Safety Executive","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Health and Safety Executive","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Health and Safety Executive","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Health and Safety Executive","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Courts and Tribunals Service","AA/AO","AA","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Courts and Tribunals Service","AA/AO","AO","50","[c]","20990","20970"
"Leaver CS","2022","Undeclared","HM Courts and Tribunals Service","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Courts and Tribunals Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Courts and Tribunals Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Courts and Tribunals Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Courts and Tribunals Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","AA/AO","AA","115","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","AA/AO","AO","305","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","EO","EO","100","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","SEO/HEO","HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","Unknown","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","AA/AO","AO","115","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","EO","EO","45","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","SEO/HEO","HEO","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury (excl. agencies)","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury (excl. agencies)","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury (excl. agencies)","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury (excl. agencies)","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","EO","EO","45","[c]","28280","27370"
"Leaver CS","2022","Undeclared","Home Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Institute for Apprenticeships and Technical Education","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal Aid Agency","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal Aid Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal Aid Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Maritime and Coastguard Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Maritime and Coastguard Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Maritime and Coastguard Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Maritime and Coastguard Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","AA/AO","AA","40","[c]","19760","19560"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","AA/AO","AO","80","[c]","25790","22080"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","EO","EO","45","[c]","30440","28210"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","SEO/HEO","HEO","45","[c]","35890","35480"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice (excl. agencies)","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice (excl. agencies)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice (excl. agencies)","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Infrastructure Commission","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Infrastructure Commission","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Savings and Investments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office for Budget Responsibility","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Qualifications and Examinations Regulation","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of the Public Guardian","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of the Public Guardian","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of the Public Guardian","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of the Public Guardian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Planning Inspectorate","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Planning Inspectorate","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Planning Inspectorate","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Public Health England","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Public Health England","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Public Health England","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Public Health England","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Public Health England","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Registers of Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Registers of Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Registers of Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Rural Payments Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government (excl. agencies)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Serious Fraud Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Serious Fraud Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Serious Fraud Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Serious Fraud Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Social Security Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Student Awards Agency for Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Submarine Delivery Agency","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","The Insolvency Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","The Insolvency Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","The Insolvency Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Transport Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Export Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Export Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Export Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Health Security Agency","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Health Security Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Health Security Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Health Security Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Health Security Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Hydrographic Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Hydrographic Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Hydrographic Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Valuation Office Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Valuation Office Agency","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Valuation Office Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Valuation Office Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Valuation Office Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Valuation Office Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Vehicle Certification Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Vehicle Certification Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Veterinary Medicines Directorate","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Veterinary Medicines Directorate","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government (excl. agencies)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Accountant in Bankruptcy","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Advisory, Conciliation and Arbitration Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Advisory, Conciliation and Arbitration Service","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Advisory, Conciliation and Arbitration Service","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Advisory, Conciliation and Arbitration Service","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","AA/AO","AO","35","[c]","19760","18200"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","G6/G7","G6","40","[c]","79910","78130"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","G6/G7","G7","95","[c]","61330","61550"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","SCS level","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","SEO/HEO","HEO","85","[c]","30910","29250"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Companies House","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Companies House","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Companies House","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Companies House","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Companies House","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
