"Status","Year","Profession_of_post","Region_ITL3","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Buckinghamshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Buckinghamshire","Outside London","EO","10","10","26700","25970"
"In post","2022","Commercial","Buckinghamshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Buckinghamshire","Outside London","HEO","15","15","35140","35000"
"In post","2022","Commercial","Buckinghamshire","Outside London","SEO","25","25","42310","42080"
"In post","2022","Commercial","Calderdale and Kirklees","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cambridgeshire CC","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cambridgeshire CC","Outside London","EO","10","10","26520","26670"
"In post","2022","Commercial","Cambridgeshire CC","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cambridgeshire CC","Outside London","HEO","20","20","33840","33300"
"In post","2022","Commercial","Cambridgeshire CC","Outside London","SEO","15","15","42280","42080"
"In post","2022","Commercial","Camden and City of London","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Camden and City of London","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cardiff and Vale of Glamorgan","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cardiff and Vale of Glamorgan","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Commercial","Cardiff and Vale of Glamorgan","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Cardiff and Vale of Glamorgan","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Commercial","Cardiff and Vale of Glamorgan","Outside London","HEO","15","15","33020","31990"
"In post","2022","Commercial","Cardiff and Vale of Glamorgan","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Commercial","Central Bedfordshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Central Bedfordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Central Bedfordshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Central Bedfordshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Central Hampshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Central Hampshire","Outside London","EO","40","40","25990","26350"
"In post","2022","Commercial","Central Hampshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Central Hampshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Central Hampshire","Outside London","HEO","40","40","33720","33770"
"In post","2022","Commercial","Central Hampshire","Outside London","SEO","50","50","41100","41500"
"In post","2022","Commercial","Central Valleys","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Central Valleys","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cheshire East","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cheshire East","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cheshire East","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cheshire East","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cheshire West and Chester","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Chorley and West Lancashire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Chorley and West Lancashire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Chorley and West Lancashire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Chorley and West Lancashire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","City of Edinburgh","Outside London","AA","5","5","[c]","[c]"
"In post","2022","Commercial","City of Edinburgh","Outside London","AO","10","5","[c]","[c]"
"In post","2022","Commercial","City of Edinburgh","Outside London","EO","10","10","29620","29550"
"In post","2022","Commercial","City of Edinburgh","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","City of Edinburgh","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Commercial","City of Edinburgh","Outside London","HEO","10","10","36150","37030"
"In post","2022","Commercial","City of Edinburgh","Outside London","SEO","10","10","45010","46100"
"In post","2022","Commercial","Clackmannanshire and Fife","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Clackmannanshire and Fife","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Clackmannanshire and Fife","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Clackmannanshire and Fife","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Clackmannanshire and Fife","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","Conwy and Denbighshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Coventry","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Coventry","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Coventry","Outside London","G7","15","15","49990","50140"
"In post","2022","Commercial","Coventry","Outside London","HEO","15","15","30610","30090"
"In post","2022","Commercial","Coventry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Coventry","Outside London","SEO","25","25","38120","36780"
"In post","2022","Commercial","Coventry","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Croydon","London","AO","10","10","26390","27060"
"In post","2022","Commercial","Croydon","London","EO","20","20","29930","30110"
"In post","2022","Commercial","Croydon","London","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Croydon","London","G7","10","10","[c]","[c]"
"In post","2022","Commercial","Croydon","London","HEO","20","20","36660","37290"
"In post","2022","Commercial","Croydon","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Croydon","London","SEO","45","40","46070","45920"
"In post","2022","Commercial","Darlington","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Darlington","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Commercial","Darlington","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Darlington","Outside London","G7","10","10","50440","50000"
"In post","2022","Commercial","Darlington","Outside London","HEO","20","20","30450","30090"
"In post","2022","Commercial","Darlington","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Darlington","Outside London","SEO","25","25","37370","36500"
"In post","2022","Commercial","Devon CC","Outside London","EO","15","10","25490","25630"
"In post","2022","Commercial","Devon CC","Outside London","G6","30","30","60330","60490"
"In post","2022","Commercial","Devon CC","Outside London","G7","75","75","47930","47960"
"In post","2022","Commercial","Devon CC","Outside London","HEO","30","30","32540","32000"
"In post","2022","Commercial","Devon CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon CC","Outside London","SEO","50","50","38210","38120"
"In post","2022","Commercial","Dorset","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dudley","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Durham","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Durham","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Durham","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Durham","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Durham","Outside London","SEO","10","10","41890","41740"
"In post","2022","Commercial","East Cumbria","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Derbyshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","East Kent","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Kent","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Kent","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Lancashire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Merseyside","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Merseyside","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Merseyside","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Merseyside","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Merseyside","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Merseyside","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Merseyside","Outside London","SEO","10","10","39390","36820"
"In post","2022","Commercial","East Riding of Yorkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Riding of Yorkshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Riding of Yorkshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Riding of Yorkshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Surrey","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Surrey","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Sussex CC","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Sussex CC","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Enfield","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Enfield","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Falkirk","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Falkirk","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Flintshire and Wrexham","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Flintshire and Wrexham","Outside London","EO","10","10","29510","29470"
"In post","2022","Commercial","Flintshire and Wrexham","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Flintshire and Wrexham","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Flintshire and Wrexham","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Glasgow City","Outside London","AO","10","10","[c]","[c]"
"In post","2022","Commercial","Glasgow City","Outside London","EO","30","30","26880","26510"
"In post","2022","Commercial","Glasgow City","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Glasgow City","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Glasgow City","Outside London","HEO","45","45","34030","33300"
"In post","2022","Commercial","Glasgow City","Outside London","SEO","25","25","41670","42080"
"In post","2022","Commercial","Gloucestershire CC","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire CC","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire CC","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester North East","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester North West","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester South West","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Commercial","Greater Manchester South West","Outside London","EO","15","10","27200","26820"
"In post","2022","Commercial","Greater Manchester South West","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Greater Manchester South West","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Commercial","Greater Manchester South West","Outside London","HEO","15","10","32390","33080"
"In post","2022","Commercial","Greater Manchester South West","Outside London","SEO","35","35","42970","40520"
"In post","2022","Commercial","Greater Manchester South West","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gwent Valleys","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gwynedd","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hackney and Newham","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hackney and Newham","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hackney and Newham","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Haringey and Islington","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Harrow and Hillingdon","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Harrow and Hillingdon","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Harrow and Hillingdon","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hartlepool and Stockton-on-Tees","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hartlepool and Stockton-on-Tees","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hartlepool and Stockton-on-Tees","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hartlepool and Stockton-on-Tees","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Heart of Essex","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, County of","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, County of","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, County of","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hertfordshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hertfordshire CC","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hertfordshire CC","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hertfordshire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hertfordshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hounslow and Richmond upon Thames","London","AO","20","20","21910","21660"
"In post","2022","Commercial","Hounslow and Richmond upon Thames","London","EO","5","5","[c]","[c]"
"In post","2022","Commercial","Hounslow and Richmond upon Thames","London","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Hounslow and Richmond upon Thames","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hounslow and Richmond upon Thames","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hounslow and Richmond upon Thames","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hounslow and Richmond upon Thames","London","SEO","5","5","[c]","[c]"
"In post","2022","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Isle of Anglesey","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Isle of Anglesey","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Isle of Wight","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kensington & Chelsea and Hammersmith & Fulham","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent Thames Gateway","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent Thames Gateway","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kingston upon Hull, City of","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kingston upon Hull, City of","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kingston upon Hull, City of","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kingston upon Hull, City of","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lambeth","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lambeth","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lambeth","London","G6","10","10","[c]","[c]"
"In post","2022","Commercial","Lambeth","London","G7","15","15","54560","53860"
"In post","2022","Commercial","Lambeth","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lambeth","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lambeth","London","SEO","10","10","[c]","[c]"
"In post","2022","Commercial","Lancaster and Wyre","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancaster and Wyre","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leeds","Outside London","AO","20","15","21020","21260"
"In post","2022","Commercial","Leeds","Outside London","EO","35","35","25870","25440"
"In post","2022","Commercial","Leeds","Outside London","G6","35","30","64960","62400"
"In post","2022","Commercial","Leeds","Outside London","G7","50","45","52330","50510"
"In post","2022","Commercial","Leeds","Outside London","HEO","50","50","30780","30450"
"In post","2022","Commercial","Leeds","Outside London","SCS level","10","10","78810","75680"
"In post","2022","Commercial","Leeds","Outside London","SEO","95","90","38600","36820"
"In post","2022","Commercial","Leicester","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicester","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicester","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicester","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicester","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire CC and Rutland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire CC and Rutland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire CC and Rutland","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lewisham and Southwark","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire CC","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire CC","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire CC","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Commercial","Lisburn and Castlereagh","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lisburn and Castlereagh","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lisburn and Castlereagh","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Liverpool","Outside London","EO","35","35","25630","25520"
"In post","2022","Commercial","Liverpool","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Liverpool","Outside London","G7","10","10","47340","41670"
"In post","2022","Commercial","Liverpool","Outside London","HEO","60","60","30850","30940"
"In post","2022","Commercial","Liverpool","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Liverpool","Outside London","SEO","80","80","39550","39360"
"In post","2022","Commercial","Manchester","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Manchester","Outside London","EO","15","15","25870","25880"
"In post","2022","Commercial","Manchester","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Manchester","Outside London","G7","25","25","51370","50130"
"In post","2022","Commercial","Manchester","Outside London","HEO","40","40","31310","30200"
"In post","2022","Commercial","Manchester","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Manchester","Outside London","SEO","60","55","38180","36780"
"In post","2022","Commercial","Manchester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Medway","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Medway","Outside London","HEO","[c]","[c]","[c]","[c]"
