"Status","Year","Age","Disability","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Unknown","Unknown","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","East of England","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","London","50","50","26410","25630"
"In post","2022","16-19","Unknown","Unknown","North East (England)","35","30","21630","21250"
"In post","2022","16-19","Unknown","Unknown","North West (England)","50","50","21940","21250"
"In post","2022","16-19","Unknown","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Scotland","60","55","21490","21250"
"In post","2022","16-19","Unknown","Unknown","South East (England)","45","45","22730","21680"
"In post","2022","16-19","Unknown","Unknown","South West (England)","50","50","18520","17140"
"In post","2022","16-19","Unknown","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Unknown","Unknown","Wales","55","50","19710","18310"
"In post","2022","16-19","Unknown","Unknown","West Midlands (England)","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Yorkshire and The Humber","40","40","21790","21250"
"In post","2022","16-19","Unknown","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","White","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","White","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","White","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","White","North West (England)","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","White","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","White","Scotland","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","White","South East (England)","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","White","South West (England)","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","White","Wales","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","White","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Asian","East Midlands (England)","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Asian","East of England","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Asian","London","185","185","34890","33210"
"In post","2022","20-29","Declared disabled","Asian","North East (England)","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Asian","North West (England)","45","40","26210","26820"
"In post","2022","20-29","Declared disabled","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Asian","Scotland","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Asian","South East (England)","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Asian","South West (England)","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Asian","Wales","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Asian","West Midlands (England)","60","60","25410","25120"
"In post","2022","20-29","Declared disabled","Asian","Yorkshire and The Humber","30","30","26510","26820"
"In post","2022","20-29","Declared disabled","Black","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Black","East of England","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Black","London","155","155","32140","31060"
"In post","2022","20-29","Declared disabled","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Black","North West (England)","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Black","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Black","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Black","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Black","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Mixed","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Mixed","East of England","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Mixed","London","110","110","34820","33570"
"In post","2022","20-29","Declared disabled","Mixed","North East (England)","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Mixed","North West (England)","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Mixed","South East (England)","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Mixed","South West (England)","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Mixed","Wales","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Mixed","West Midlands (England)","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Mixed","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other ethnicity","London","35","30","34290","32940"
"In post","2022","20-29","Declared disabled","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Undeclared","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Undeclared","East of England","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Undeclared","London","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Undeclared","North West (England)","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Undeclared","Scotland","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Undeclared","South East (England)","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Undeclared","South West (England)","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Undeclared","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Undeclared","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","East of England","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","London","40","40","34760","31850"
"In post","2022","20-29","Declared disabled","Unknown","North East (England)","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","North West (England)","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Scotland","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","South East (England)","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","South West (England)","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Wales","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","White","East Midlands (England)","200","195","26110","25830"
"In post","2022","20-29","Declared disabled","White","East of England","200","195","26220","25200"
"In post","2022","20-29","Declared disabled","White","London","1135","1125","36850","34100"
"In post","2022","20-29","Declared disabled","White","North East (England)","270","265","26030","24180"
"In post","2022","20-29","Declared disabled","White","North West (England)","545","535","26570","25160"
"In post","2022","20-29","Declared disabled","White","Northern Ireland","25","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","White","Overseas","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","White","Scotland","450","440","27840","27230"
"In post","2022","20-29","Declared disabled","White","South East (England)","410","400","27140","27090"
"In post","2022","20-29","Declared disabled","White","South West (England)","525","515","27510","26740"
"In post","2022","20-29","Declared disabled","White","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","White","Wales","300","295","26590","24570"
"In post","2022","20-29","Declared disabled","White","West Midlands (England)","240","230","26230","24960"
"In post","2022","20-29","Declared disabled","White","Yorkshire and The Humber","315","305","27850","26590"
"In post","2022","20-29","Declared non-disabled","Asian","East Midlands (England)","300","290","25780","26590"
"In post","2022","20-29","Declared non-disabled","Asian","East of England","160","155","27480","27570"
"In post","2022","20-29","Declared non-disabled","Asian","London","2295","2275","34330","31060"
"In post","2022","20-29","Declared non-disabled","Asian","North East (England)","115","105","25660","23140"
"In post","2022","20-29","Declared non-disabled","Asian","North West (England)","635","615","26210","26590"
"In post","2022","20-29","Declared non-disabled","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Asian","Overseas","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Asian","Scotland","105","100","26590","24400"
"In post","2022","20-29","Declared non-disabled","Asian","South East (England)","175","175","28800","29290"
"In post","2022","20-29","Declared non-disabled","Asian","South West (England)","135","135","27310","26670"
"In post","2022","20-29","Declared non-disabled","Asian","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Asian","Wales","110","105","26100","25210"
"In post","2022","20-29","Declared non-disabled","Asian","West Midlands (England)","785","770","26010","25240"
"In post","2022","20-29","Declared non-disabled","Asian","Yorkshire and The Humber","685","665","25760","26590"
"In post","2022","20-29","Declared non-disabled","Black","East Midlands (England)","55","55","25680","25120"
"In post","2022","20-29","Declared non-disabled","Black","East of England","65","65","28050","27570"
"In post","2022","20-29","Declared non-disabled","Black","London","1180","1170","32210","31060"
"In post","2022","20-29","Declared non-disabled","Black","North East (England)","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Black","North West (England)","125","125","27530","26590"
"In post","2022","20-29","Declared non-disabled","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Black","Scotland","25","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Black","South East (England)","95","95","28160","28140"
"In post","2022","20-29","Declared non-disabled","Black","South West (England)","40","40","26440","26590"
"In post","2022","20-29","Declared non-disabled","Black","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Black","Wales","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Black","West Midlands (England)","140","135","26260","26100"
"In post","2022","20-29","Declared non-disabled","Black","Yorkshire and The Humber","65","65","25840","25000"
"In post","2022","20-29","Declared non-disabled","Mixed","East Midlands (England)","80","80","25250","24260"
"In post","2022","20-29","Declared non-disabled","Mixed","East of England","80","80","27450","27850"
"In post","2022","20-29","Declared non-disabled","Mixed","London","800","790","36270","33570"
"In post","2022","20-29","Declared non-disabled","Mixed","North East (England)","45","45","25130","23170"
"In post","2022","20-29","Declared non-disabled","Mixed","North West (England)","155","150","26160","24880"
"In post","2022","20-29","Declared non-disabled","Mixed","Northern Ireland","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Mixed","Overseas","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Mixed","Scotland","45","40","27860","27230"
"In post","2022","20-29","Declared non-disabled","Mixed","South East (England)","135","135","27760","27030"
"In post","2022","20-29","Declared non-disabled","Mixed","South West (England)","130","125","28130","27550"
"In post","2022","20-29","Declared non-disabled","Mixed","Unknown","5","5","[c]","[c]"
