"Status","Year","Age","Disability","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Declared non-disabled","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Other ethnicity","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Other ethnicity","Scotland","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Other ethnicity","South East (England)","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Other ethnicity","South West (England)","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Other ethnicity","Wales","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Other ethnicity","West Midlands (England)","30","30","24950","23170"
"In post","2022","20-29","Declared non-disabled","Other ethnicity","Yorkshire and The Humber","20","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Undeclared","East Midlands (England)","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Undeclared","East of England","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Undeclared","London","180","180","37040","33570"
"In post","2022","20-29","Declared non-disabled","Undeclared","North East (England)","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Undeclared","North West (England)","40","40","26960","27570"
"In post","2022","20-29","Declared non-disabled","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Undeclared","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Undeclared","Scotland","30","30","29980","27570"
"In post","2022","20-29","Declared non-disabled","Undeclared","South East (England)","55","55","31500","29230"
"In post","2022","20-29","Declared non-disabled","Undeclared","South West (England)","105","105","30010","29230"
"In post","2022","20-29","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Undeclared","Wales","40","40","26040","24500"
"In post","2022","20-29","Declared non-disabled","Undeclared","West Midlands (England)","35","35","25410","24010"
"In post","2022","20-29","Declared non-disabled","Undeclared","Yorkshire and The Humber","50","50","27230","25580"
"In post","2022","20-29","Declared non-disabled","Unknown","East Midlands (England)","30","30","24280","22650"
"In post","2022","20-29","Declared non-disabled","Unknown","East of England","45","40","27240","25700"
"In post","2022","20-29","Declared non-disabled","Unknown","London","170","170","35990","32850"
"In post","2022","20-29","Declared non-disabled","Unknown","North East (England)","100","95","23370","21300"
"In post","2022","20-29","Declared non-disabled","Unknown","North West (England)","200","195","24380","21300"
"In post","2022","20-29","Declared non-disabled","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Scotland","120","115","25440","22000"
"In post","2022","20-29","Declared non-disabled","Unknown","South East (England)","135","135","28630","27830"
"In post","2022","20-29","Declared non-disabled","Unknown","South West (England)","235","230","27790","27010"
"In post","2022","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Wales","50","50","26530","22960"
"In post","2022","20-29","Declared non-disabled","Unknown","West Midlands (England)","70","65","25390","24920"
"In post","2022","20-29","Declared non-disabled","Unknown","Yorkshire and The Humber","70","70","26110","24920"
"In post","2022","20-29","Declared non-disabled","White","East Midlands (England)","1685","1665","26390","25610"
"In post","2022","20-29","Declared non-disabled","White","East of England","1590","1575","26870","26350"
"In post","2022","20-29","Declared non-disabled","White","London","8470","8430","38790","35530"
"In post","2022","20-29","Declared non-disabled","White","North East (England)","2555","2510","26440","25700"
"In post","2022","20-29","Declared non-disabled","White","North West (England)","4800","4730","26760","25180"
"In post","2022","20-29","Declared non-disabled","White","Northern Ireland","250","245","26440","26590"
"In post","2022","20-29","Declared non-disabled","White","Overseas","170","170","34000","33100"
"In post","2022","20-29","Declared non-disabled","White","Scotland","3760","3710","27990","27230"
"In post","2022","20-29","Declared non-disabled","White","South East (England)","3210","3170","27750","27430"
"In post","2022","20-29","Declared non-disabled","White","South West (England)","4490","4445","27840","27260"
"In post","2022","20-29","Declared non-disabled","White","Unknown","120","120","30240","27890"
"In post","2022","20-29","Declared non-disabled","White","Wales","3025","2965","26380","25040"
"In post","2022","20-29","Declared non-disabled","White","West Midlands (England)","1920","1895","26800","25610"
"In post","2022","20-29","Declared non-disabled","White","Yorkshire and The Humber","2880","2840","27710","26590"
"In post","2022","20-29","Undeclared","Asian","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Asian","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Asian","London","100","100","35340","33210"
"In post","2022","20-29","Undeclared","Asian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Asian","North West (England)","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Asian","South East (England)","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Asian","South West (England)","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Asian","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Asian","West Midlands (England)","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","Asian","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Black","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Black","London","55","50","33140","32320"
"In post","2022","20-29","Undeclared","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Black","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Black","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Black","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Black","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Mixed","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Mixed","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Mixed","London","40","40","34870","34020"
"In post","2022","20-29","Undeclared","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Mixed","North West (England)","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Mixed","South East (England)","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Mixed","South West (England)","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Mixed","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","London","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Undeclared","East Midlands (England)","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Undeclared","East of England","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Undeclared","London","150","150","38070","35070"
"In post","2022","20-29","Undeclared","Undeclared","North East (England)","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Undeclared","North West (England)","35","35","29130","27570"
"In post","2022","20-29","Undeclared","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Undeclared","Scotland","15","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Undeclared","South East (England)","35","35","29900","28140"
"In post","2022","20-29","Undeclared","Undeclared","South West (England)","45","45","28760","28650"
"In post","2022","20-29","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Undeclared","Wales","30","30","27120","25830"
"In post","2022","20-29","Undeclared","Undeclared","West Midlands (England)","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","Undeclared","Yorkshire and The Humber","40","40","28510","27120"
"In post","2022","20-29","Undeclared","Unknown","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","London","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","North West (England)","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","South East (England)","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","South West (England)","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","White","East Midlands (England)","85","85","26200","26350"
"In post","2022","20-29","Undeclared","White","East of England","55","55","28640","28890"
"In post","2022","20-29","Undeclared","White","London","425","420","38740","35490"
"In post","2022","20-29","Undeclared","White","North East (England)","95","90","27100","26820"
"In post","2022","20-29","Undeclared","White","North West (England)","190","190","27110","26590"
"In post","2022","20-29","Undeclared","White","Northern Ireland","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","White","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","White","Scotland","95","90","27160","25120"
"In post","2022","20-29","Undeclared","White","South East (England)","120","120","27230","26610"
"In post","2022","20-29","Undeclared","White","South West (England)","150","145","26850","26350"
"In post","2022","20-29","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","White","Wales","105","105","25740","25760"
"In post","2022","20-29","Undeclared","White","West Midlands (England)","90","85","26340","26030"
"In post","2022","20-29","Undeclared","White","Yorkshire and The Humber","95","95","27140","27570"
"In post","2022","20-29","Unknown","Asian","East Midlands (England)","30","25","[c]","[c]"
"In post","2022","20-29","Unknown","Asian","East of England","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Asian","London","340","335","34500","33010"
"In post","2022","20-29","Unknown","Asian","North East (England)","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Asian","North West (England)","75","75","28340","27370"
"In post","2022","20-29","Unknown","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Asian","Scotland","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Asian","South East (England)","30","30","28170","24690"
"In post","2022","20-29","Unknown","Asian","South West (England)","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Asian","Wales","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Asian","West Midlands (England)","100","100","27960","26590"
"In post","2022","20-29","Unknown","Asian","Yorkshire and The Humber","80","80","26340","25360"
"In post","2022","20-29","Unknown","Black","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Black","East of England","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Black","London","160","155","33640","32710"
"In post","2022","20-29","Unknown","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Black","North West (England)","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Black","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Black","South West (England)","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Black","Wales","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Black","West Midlands (England)","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Black","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Mixed","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Mixed","East of England","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Mixed","London","135","135","37750","34550"
"In post","2022","20-29","Unknown","Mixed","North East (England)","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Mixed","North West (England)","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Mixed","Scotland","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Mixed","South East (England)","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Mixed","South West (England)","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Mixed","Wales","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Mixed","West Midlands (England)","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Mixed","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Other ethnicity","London","45","45","35650","32290"
"In post","2022","20-29","Unknown","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Undeclared","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Undeclared","East of England","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Undeclared","London","60","60","36490","36200"
"In post","2022","20-29","Unknown","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Undeclared","North West (England)","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Undeclared","Overseas","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Undeclared","Scotland","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Undeclared","South East (England)","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Undeclared","South West (England)","25","20","[c]","[c]"
"In post","2022","20-29","Unknown","Undeclared","Wales","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Undeclared","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Undeclared","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","East Midlands (England)","760","740","25310","24430"
"In post","2022","20-29","Unknown","Unknown","East of England","560","550","25650","24880"
"In post","2022","20-29","Unknown","Unknown","London","6065","6040","35410","32560"
"In post","2022","20-29","Unknown","Unknown","North East (England)","1095","1070","25800","24880"
"In post","2022","20-29","Unknown","Unknown","North West (England)","2200","2165","26070","24880"
"In post","2022","20-29","Unknown","Unknown","Northern Ireland","215","210","23870","21250"
"In post","2022","20-29","Unknown","Unknown","Overseas","45","45","38040","37880"
"In post","2022","20-29","Unknown","Unknown","Scotland","2320","2270","26490","24880"
"In post","2022","20-29","Unknown","Unknown","South East (England)","1005","990","26390","25540"
"In post","2022","20-29","Unknown","Unknown","South West (England)","885","870","26840","25210"
"In post","2022","20-29","Unknown","Unknown","Unknown","605","605","29100","28980"
"In post","2022","20-29","Unknown","Unknown","Wales","1235","1210","25560","23880"
"In post","2022","20-29","Unknown","Unknown","West Midlands (England)","1110","1085","25560","24260"
"In post","2022","20-29","Unknown","Unknown","Yorkshire and The Humber","1725","1695","26400","24880"
"In post","2022","20-29","Unknown","White","East Midlands (England)","130","125","27950","26470"
"In post","2022","20-29","Unknown","White","East of England","155","150","27800","26210"
"In post","2022","20-29","Unknown","White","London","1345","1340","38270","36200"
"In post","2022","20-29","Unknown","White","North East (England)","215","215","27820","25480"
"In post","2022","20-29","Unknown","White","North West (England)","545","545","28210","27130"
"In post","2022","20-29","Unknown","White","Northern Ireland","35","35","26830","24880"
"In post","2022","20-29","Unknown","White","Overseas","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","White","Scotland","490","480","28910","27230"
"In post","2022","20-29","Unknown","White","South East (England)","335","330","29190","26840"
"In post","2022","20-29","Unknown","White","South West (England)","425","420","28300","27130"
"In post","2022","20-29","Unknown","White","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","White","Wales","390","385","28670","27570"
"In post","2022","20-29","Unknown","White","West Midlands (England)","195","190","29430","28100"
"In post","2022","20-29","Unknown","White","Yorkshire and The Humber","360","360","30180","27370"
"In post","2022","30-39","Declared disabled","Asian","East Midlands (England)","45","40","26210","27130"
"In post","2022","30-39","Declared disabled","Asian","East of England","15","15","[c]","[c]"
"In post","2022","30-39","Declared disabled","Asian","London","225","215","39920","36650"
"In post","2022","30-39","Declared disabled","Asian","North East (England)","15","15","[c]","[c]"
"In post","2022","30-39","Declared disabled","Asian","North West (England)","70","70","29500","27570"
"In post","2022","30-39","Declared disabled","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Asian","Scotland","15","15","[c]","[c]"
"In post","2022","30-39","Declared disabled","Asian","South East (England)","20","15","[c]","[c]"
"In post","2022","30-39","Declared disabled","Asian","South West (England)","20","15","[c]","[c]"
"In post","2022","30-39","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Asian","Wales","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","Asian","West Midlands (England)","90","85","30100","27570"
"In post","2022","30-39","Declared disabled","Asian","Yorkshire and The Humber","60","55","28380","27570"
"In post","2022","30-39","Declared disabled","Black","East Midlands (England)","15","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","Black","East of England","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","Black","London","210","200","36680","33080"
"In post","2022","30-39","Declared disabled","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Black","North West (England)","15","15","[c]","[c]"
"In post","2022","30-39","Declared disabled","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Black","Scotland","5","5","[c]","[c]"
"In post","2022","30-39","Declared disabled","Black","South East (England)","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","Black","South West (England)","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Black","West Midlands (England)","30","30","27730","27570"
"In post","2022","30-39","Declared disabled","Black","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","30-39","Declared disabled","Mixed","East Midlands (England)","25","20","[c]","[c]"
"In post","2022","30-39","Declared disabled","Mixed","East of England","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","Mixed","London","120","115","41180","35230"
"In post","2022","30-39","Declared disabled","Mixed","North East (England)","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","Mixed","North West (England)","25","25","[c]","[c]"
"In post","2022","30-39","Declared disabled","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Mixed","Scotland","15","15","[c]","[c]"
"In post","2022","30-39","Declared disabled","Mixed","South East (England)","25","25","[c]","[c]"
"In post","2022","30-39","Declared disabled","Mixed","South West (England)","25","25","[c]","[c]"
"In post","2022","30-39","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Mixed","Wales","20","20","[c]","[c]"
"In post","2022","30-39","Declared disabled","Mixed","West Midlands (England)","20","20","[c]","[c]"
"In post","2022","30-39","Declared disabled","Mixed","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2022","30-39","Declared disabled","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Other ethnicity","London","30","30","46810","50500"
"In post","2022","30-39","Declared disabled","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Other ethnicity","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","30-39","Declared disabled","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Undeclared","East Midlands (England)","20","15","[c]","[c]"
"In post","2022","30-39","Declared disabled","Undeclared","East of England","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","Undeclared","London","50","45","45990","41750"
"In post","2022","30-39","Declared disabled","Undeclared","North East (England)","5","5","[c]","[c]"
"In post","2022","30-39","Declared disabled","Undeclared","North West (England)","30","30","29600","27570"
"In post","2022","30-39","Declared disabled","Undeclared","Northern Ireland","5","5","[c]","[c]"
"In post","2022","30-39","Declared disabled","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Undeclared","Scotland","20","20","[c]","[c]"
"In post","2022","30-39","Declared disabled","Undeclared","South East (England)","20","15","[c]","[c]"
"In post","2022","30-39","Declared disabled","Undeclared","South West (England)","30","30","34520","33270"
"In post","2022","30-39","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Undeclared","Wales","20","20","[c]","[c]"
"In post","2022","30-39","Declared disabled","Undeclared","West Midlands (England)","15","15","[c]","[c]"
"In post","2022","30-39","Declared disabled","Undeclared","Yorkshire and The Humber","25","20","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","East of England","5","5","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","London","55","50","42210","36420"
"In post","2022","30-39","Declared disabled","Unknown","North East (England)","15","15","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","North West (England)","25","25","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","Scotland","55","55","32640","32170"
"In post","2022","30-39","Declared disabled","Unknown","South East (England)","15","15","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","South West (England)","20","20","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","Wales","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2022","30-39","Declared disabled","White","East Midlands (England)","355","335","28880","27570"
"In post","2022","30-39","Declared disabled","White","East of England","270","255","30330","27570"
