"Status","Year","Age","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","40-49","Ministry of Defence","Outside London","AA/AO","225","[c]","22400","21170"
"New entrant CS","2022","40-49","Ministry of Defence","Outside London","EO","150","[c]","26200","26350"
"New entrant CS","2022","40-49","Ministry of Defence","Outside London","G6/G7","85","[c]","59370","56000"
"New entrant CS","2022","40-49","Ministry of Defence","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Defence","Outside London","SEO/HEO","315","[c]","36200","35000"
"New entrant CS","2022","40-49","Ministry of Defence","Outside London","Unknown","45","[c]","42140","44000"
"New entrant CS","2022","40-49","Ministry of Defence","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Defence","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Defence","Overseas","SEO/HEO","10","[c]","37800","39030"
"New entrant CS","2022","40-49","Ministry of Defence","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Defence","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Defence","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Defence","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Defence","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Defence","Unknown","Unknown","15","[c]","22670","16190"
"New entrant CS","2022","40-49","Ministry of Justice","London","AA/AO","120","[c]","26550","25350"
"New entrant CS","2022","40-49","Ministry of Justice","London","EO","20","[c]","28160","28310"
"New entrant CS","2022","40-49","Ministry of Justice","London","G6/G7","25","[c]","60180","58130"
"New entrant CS","2022","40-49","Ministry of Justice","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Justice","London","SEO/HEO","60","[c]","38330","34750"
"New entrant CS","2022","40-49","Ministry of Justice","London","Unknown","235","[c]","37310","36580"
"New entrant CS","2022","40-49","Ministry of Justice","Outside London","AA/AO","795","[c]","22600","21130"
"New entrant CS","2022","40-49","Ministry of Justice","Outside London","EO","60","[c]","25470","25120"
"New entrant CS","2022","40-49","Ministry of Justice","Outside London","G6/G7","25","[c]","59730","59000"
"New entrant CS","2022","40-49","Ministry of Justice","Outside London","SEO/HEO","120","[c]","35500","36050"
"New entrant CS","2022","40-49","Ministry of Justice","Outside London","Unknown","1555","[c]","30400","28200"
"New entrant CS","2022","40-49","Ministry of Justice","Unknown","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Justice","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Justice","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Justice","Unknown","Unknown","55","[c]","35340","30210"
"New entrant CS","2022","40-49","National Crime Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Crime Agency","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Crime Agency","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Crime Agency","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Crime Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Crime Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Crime Agency","Outside London","EO","30","[c]","31830","32770"
"New entrant CS","2022","40-49","National Crime Agency","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Crime Agency","Outside London","SEO/HEO","20","[c]","42550","43630"
"New entrant CS","2022","40-49","National Crime Agency","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Northern Ireland Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Northern Ireland Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","30","[c]","70650","70500"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","35","[c]","46110","46360"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","London","G6/G7","20","[c]","64440","63750"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","London","SEO/HEO","10","[c]","41820","42660"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","Outside London","EO","15","[c]","24440","24350"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","Outside London","G6/G7","15","[c]","56300","54150"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","Outside London","SEO/HEO","10","[c]","38060","36880"
"New entrant CS","2022","40-49","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","10","[c]","37150","38000"
"New entrant CS","2022","40-49","Office of Rail and Road","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Rail and Road","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Rail and Road","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office of Rail and Road","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Government","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Government","Outside London","AA/AO","245","[c]","22230","21640"
"New entrant CS","2022","40-49","Scottish Government","Outside London","EO","180","[c]","27480","27230"
"New entrant CS","2022","40-49","Scottish Government","Outside London","G6/G7","110","[c]","57650","56120"
"New entrant CS","2022","40-49","Scottish Government","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scottish Government","Outside London","SEO/HEO","280","[c]","36380","34600"
"New entrant CS","2022","40-49","The National Archives","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The National Archives","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The National Archives","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The National Archives","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","The National Archives","London","SEO/HEO","15","[c]","38030","37750"
"New entrant CS","2022","40-49","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Export Finance","London","G6/G7","10","[c]","67820","68660"
"New entrant CS","2022","40-49","UK Export Finance","London","SEO/HEO","15","[c]","44170","47500"
"New entrant CS","2022","40-49","UK Export Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Statistics Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Statistics Authority","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Statistics Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Statistics Authority","Outside London","AA/AO","45","[c]","19830","19860"
"New entrant CS","2022","40-49","UK Statistics Authority","Outside London","EO","15","[c]","23880","23880"
"New entrant CS","2022","40-49","UK Statistics Authority","Outside London","G6/G7","30","[c]","53890","50210"
"New entrant CS","2022","40-49","UK Statistics Authority","Outside London","SEO/HEO","60","[c]","34330","36840"
"New entrant CS","2022","40-49","UK Supreme Court","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","UK Supreme Court","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Water Services Regulation Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Water Services Regulation Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Water Services Regulation Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Water Services Regulation Authority","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Welsh Government","Outside London","AA/AO","10","[c]","22520","21300"
"New entrant CS","2022","40-49","Welsh Government","Outside London","EO","15","[c]","26480","25860"
"New entrant CS","2022","40-49","Welsh Government","Outside London","G6/G7","15","[c]","55250","54280"
"New entrant CS","2022","40-49","Welsh Government","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Welsh Government","Outside London","SEO/HEO","40","[c]","37590","40100"
"New entrant CS","2022","50-59","Attorney General's Departments","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Attorney General's Departments","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Attorney General's Departments","London","G6/G7","15","[c]","56790","50500"
"New entrant CS","2022","50-59","Attorney General's Departments","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Attorney General's Departments","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Attorney General's Departments","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Attorney General's Departments","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Attorney General's Departments","Outside London","G6/G7","25","[c]","52830","48990"
"New entrant CS","2022","50-59","Attorney General's Departments","Outside London","SEO/HEO","10","[c]","35610","38000"
"New entrant CS","2022","50-59","Cabinet Office","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cabinet Office","London","G6/G7","30","[c]","68360","68000"
"New entrant CS","2022","50-59","Cabinet Office","London","SCS level","10","[c]","125030","127500"
"New entrant CS","2022","50-59","Cabinet Office","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cabinet Office","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cabinet Office","Outside London","EO","20","[c]","24540","24100"
"New entrant CS","2022","50-59","Cabinet Office","Outside London","G6/G7","35","[c]","65490","69500"
"New entrant CS","2022","50-59","Cabinet Office","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cabinet Office","Outside London","SEO/HEO","35","[c]","34410","32000"
"New entrant CS","2022","50-59","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cabinet Office","Unknown","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cabinet Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Chancellor's other departments","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Chancellor's other departments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Chancellor's other departments","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Charity Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Charity Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Charity Commission","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Charity Commission","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Charity Commission","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Charity Commission","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Competition and Markets Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Competition and Markets Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Competition and Markets Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","10","[c]","39590","40050"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","25","[c]","21030","21130"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy","Outside London","EO","20","[c]","25410","24250"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","25","[c]","52880","49080"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","40","[c]","38120","37420"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Education","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Education","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Education","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Education","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Education","Outside London","G6/G7","30","[c]","57030","61010"
"New entrant CS","2022","50-59","Department for Education","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Education","Outside London","SEO/HEO","40","[c]","34470","36500"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs","London","G6/G7","10","[c]","58500","56460"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs","London","SEO/HEO","15","[c]","35370","35890"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","90","[c]","21370","21300"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs","Outside London","EO","35","[c]","25120","24920"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","55","[c]","50710","47640"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","100","[c]","33780","35900"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for International Trade","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for International Trade","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for International Trade","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities","Outside London","G6/G7","10","[c]","47630","48200"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","10","[c]","32430","30190"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport","London","EO","20","[c]","30180","30130"
"New entrant CS","2022","50-59","Department for Transport","London","G6/G7","15","[c]","59120","54110"
"New entrant CS","2022","50-59","Department for Transport","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport","London","SEO/HEO","10","[c]","41600","42470"
"New entrant CS","2022","50-59","Department for Transport","Outside London","AA/AO","100","[c]","21890","21840"
"New entrant CS","2022","50-59","Department for Transport","Outside London","EO","145","[c]","26350","26130"
"New entrant CS","2022","50-59","Department for Transport","Outside London","G6/G7","15","[c]","60320","55320"
"New entrant CS","2022","50-59","Department for Transport","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport","Outside London","SEO/HEO","40","[c]","37330","38650"
"New entrant CS","2022","50-59","Department for Transport","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Transport","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Work and Pensions","London","AA/AO","20","[c]","25070","25110"
"New entrant CS","2022","50-59","Department for Work and Pensions","London","EO","80","[c]","31030","31060"
"New entrant CS","2022","50-59","Department for Work and Pensions","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Work and Pensions","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Work and Pensions","Outside London","AA/AO","715","[c]","21450","21260"
"New entrant CS","2022","50-59","Department for Work and Pensions","Outside London","EO","600","[c]","27740","27570"
"New entrant CS","2022","50-59","Department for Work and Pensions","Outside London","G6/G7","50","[c]","56210","55000"
"New entrant CS","2022","50-59","Department for Work and Pensions","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Work and Pensions","Outside London","SEO/HEO","55","[c]","37680","35310"
"New entrant CS","2022","50-59","Department for Work and Pensions","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Work and Pensions","Unknown","EO","10","[c]","29620","29290"
"New entrant CS","2022","50-59","Department for Work and Pensions","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department of Health and Social Care","London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department of Health and Social Care","London","EO","45","[c]","26760","26880"
"New entrant CS","2022","50-59","Department of Health and Social Care","London","G6/G7","65","[c]","57810","53360"
"New entrant CS","2022","50-59","Department of Health and Social Care","London","SCS level","20","[c]","113900","107720"
"New entrant CS","2022","50-59","Department of Health and Social Care","London","SEO/HEO","75","[c]","36780","38060"
"New entrant CS","2022","50-59","Department of Health and Social Care","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department of Health and Social Care","Outside London","AA/AO","15","[c]","20610","19880"
"New entrant CS","2022","50-59","Department of Health and Social Care","Outside London","EO","25","[c]","25050","25010"
"New entrant CS","2022","50-59","Department of Health and Social Care","Outside London","G6/G7","60","[c]","54400","52460"
"New entrant CS","2022","50-59","Department of Health and Social Care","Outside London","SCS level","10","[c]","87600","92900"
"New entrant CS","2022","50-59","Department of Health and Social Care","Outside London","SEO/HEO","105","[c]","35400","36330"
"New entrant CS","2022","50-59","Department of Health and Social Care","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department of Health and Social Care","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department of Health and Social Care","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Estyn","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Estyn","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Food Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Food Standards Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Food Standards Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Food Standards Agency","Outside London","SEO/HEO","15","[c]","34600","32350"
"New entrant CS","2022","50-59","Foreign, Commonwealth and Development Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Land Registry","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Land Registry","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Land Registry","Outside London","AA/AO","40","[c]","22600","22600"
"New entrant CS","2022","50-59","HM Land Registry","Outside London","EO","25","[c]","27130","27130"
"New entrant CS","2022","50-59","HM Land Registry","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Land Registry","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Revenue and Customs","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Revenue and Customs","London","EO","25","[c]","30540","30750"
"New entrant CS","2022","50-59","HM Revenue and Customs","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Revenue and Customs","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Revenue and Customs","London","SEO/HEO","25","[c]","38330","37610"
"New entrant CS","2022","50-59","HM Revenue and Customs","Outside London","AA/AO","360","[c]","21320","21250"
"New entrant CS","2022","50-59","HM Revenue and Customs","Outside London","EO","145","[c]","26480","26590"
"New entrant CS","2022","50-59","HM Revenue and Customs","Outside London","G6/G7","25","[c]","58520","58710"
"New entrant CS","2022","50-59","HM Revenue and Customs","Outside London","SEO/HEO","120","[c]","35210","33080"
"New entrant CS","2022","50-59","HM Revenue and Customs","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Treasury","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Treasury","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Treasury","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Treasury","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Treasury","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Treasury","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Treasury","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Home Office","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Home Office","London","EO","45","[c]","30770","28650"
"New entrant CS","2022","50-59","Home Office","London","G6/G7","20","[c]","61630","60310"
"New entrant CS","2022","50-59","Home Office","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Home Office","London","SEO/HEO","25","[c]","39430","41950"
"New entrant CS","2022","50-59","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Home Office","Outside London","AA/AO","35","[c]","21480","21680"
"New entrant CS","2022","50-59","Home Office","Outside London","EO","240","[c]","29340","25770"
"New entrant CS","2022","50-59","Home Office","Outside London","G6/G7","15","[c]","57460","56550"
"New entrant CS","2022","50-59","Home Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Home Office","Outside London","SEO/HEO","20","[c]","34950","37450"
"New entrant CS","2022","50-59","Home Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Ministry of Defence","London","AA/AO","10","[c]","25920","25310"
"New entrant CS","2022","50-59","Ministry of Defence","London","EO","10","[c]","28210","27950"
"New entrant CS","2022","50-59","Ministry of Defence","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Ministry of Defence","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Ministry of Defence","London","SEO/HEO","25","[c]","39510","41500"
"New entrant CS","2022","50-59","Ministry of Defence","Outside London","AA/AO","225","[c]","22510","21170"
"New entrant CS","2022","50-59","Ministry of Defence","Outside London","EO","130","[c]","27290","26350"
"New entrant CS","2022","50-59","Ministry of Defence","Outside London","G6/G7","80","[c]","57390","53750"
"New entrant CS","2022","50-59","Ministry of Defence","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Ministry of Defence","Outside London","SEO/HEO","265","[c]","36730","36000"
"New entrant CS","2022","50-59","Ministry of Defence","Outside London","Unknown","35","[c]","44760","40250"
