"Status","Year","Age","Function_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Counter Fraud","EO","Undeclared","25","20","[c]","[c]"
"In post","2022","65+","Counter Fraud","EO","Unknown","70","45","28730","27570"
"In post","2022","65+","Counter Fraud","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","65+","Counter Fraud","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","G7","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","65+","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","G7","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Counter Fraud","HEO","Heterosexual / straight","50","35","35980","35980"
"In post","2022","65+","Counter Fraud","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Counter Fraud","HEO","Unknown","15","10","[c]","[c]"
"In post","2022","65+","Counter Fraud","SEO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","65+","Counter Fraud","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","SEO","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Counter Fraud","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","65+","Debt","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","AO","Heterosexual / straight","110","80","22310","21260"
"In post","2022","65+","Debt","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","AO","Undeclared","20","10","[c]","[c]"
"In post","2022","65+","Debt","AO","Unknown","40","30","23170","22080"
"In post","2022","65+","Debt","EO","Heterosexual / straight","25","15","[c]","[c]"
"In post","2022","65+","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Debt","EO","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Debt","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","65+","Debt","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","AO","Heterosexual / straight","30","30","23310","22470"
"In post","2022","65+","Digital, Data & Technology","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","AO","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","EO","Heterosexual / straight","65","55","28260","27570"
"In post","2022","65+","Digital, Data & Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","EO","Unknown","15","10","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","G6","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","G7","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","HEO","Heterosexual / straight","55","45","34690","33840"
"In post","2022","65+","Digital, Data & Technology","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","HEO","Undeclared","15","10","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","HEO","Unknown","15","10","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","SEO","Heterosexual / straight","50","40","44340","43450"
"In post","2022","65+","Digital, Data & Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","SEO","Undeclared","15","10","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","SEO","Unknown","15","10","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","AA","Unknown","10","5","[c]","[c]"
"In post","2022","65+","Finance","AO","Heterosexual / straight","30","25","22170","21410"
"In post","2022","65+","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","AO","Undeclared","10","10","[c]","[c]"
"In post","2022","65+","Finance","AO","Unknown","15","10","[c]","[c]"
"In post","2022","65+","Finance","EO","Heterosexual / straight","45","40","28780","28920"
"In post","2022","65+","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","EO","Undeclared","10","5","[c]","[c]"
"In post","2022","65+","Finance","EO","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Finance","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","G7","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","65+","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","HEO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","65+","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","SEO","Heterosexual / straight","35","30","42430","43180"
"In post","2022","65+","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","SEO","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","AO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","65+","Grants Management","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","AO","Unknown","10","10","[c]","[c]"
"In post","2022","65+","Grants Management","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","65+","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","EO","Unknown","10","10","[c]","[c]"
"In post","2022","65+","Grants Management","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","65+","Human Resources","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","AO","Heterosexual / straight","30","25","21850","21830"
"In post","2022","65+","Human Resources","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Human Resources","AO","Unknown","10","5","[c]","[c]"
"In post","2022","65+","Human Resources","EO","Heterosexual / straight","35","25","28460","27570"
"In post","2022","65+","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","EO","Undeclared","10","5","[c]","[c]"
"In post","2022","65+","Human Resources","EO","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Human Resources","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","G7","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","65+","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","HEO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","65+","Human Resources","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","65+","Human Resources","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","AO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","65+","Legal","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","AO","Unknown","10","10","[c]","[c]"
"In post","2022","65+","Legal","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","65+","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","EO","Unknown","10","10","[c]","[c]"
"In post","2022","65+","Legal","G6","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","65+","Legal","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","G6","Unknown","15","15","[c]","[c]"
"In post","2022","65+","Legal","G7","Heterosexual / straight","60","35","59080","57540"
"In post","2022","65+","Legal","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Legal","G7","Unknown","20","15","[c]","[c]"
"In post","2022","65+","Legal","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","65+","Legal","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","65+","Legal","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","AA","Heterosexual / straight","520","375","20530","20480"
"In post","2022","65+","No function","AA","LGBO","15","15","[c]","[c]"
"In post","2022","65+","No function","AA","Undeclared","95","60","19850","19200"
"In post","2022","65+","No function","AA","Unknown","220","160","21450","20950"
"In post","2022","65+","No function","AO","Heterosexual / straight","1535","1170","22560","21260"
"In post","2022","65+","No function","AO","LGBO","45","35","23190","21260"
"In post","2022","65+","No function","AO","Undeclared","265","195","22650","21490"
"In post","2022","65+","No function","AO","Unknown","615","445","23460","21840"
"In post","2022","65+","No function","EO","Heterosexual / straight","1205","885","28360","27570"
"In post","2022","65+","No function","EO","LGBO","35","30","28650","28330"
"In post","2022","65+","No function","EO","Undeclared","260","190","28470","27570"
"In post","2022","65+","No function","EO","Unknown","410","280","28760","27570"
"In post","2022","65+","No function","G6","Heterosexual / straight","70","50","73060","72130"
"In post","2022","65+","No function","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","G6","Undeclared","15","10","[c]","[c]"
"In post","2022","65+","No function","G6","Unknown","30","25","71200","71450"
"In post","2022","65+","No function","G7","Heterosexual / straight","135","105","59840","58210"
"In post","2022","65+","No function","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","G7","Undeclared","25","20","[c]","[c]"
"In post","2022","65+","No function","G7","Unknown","60","45","57430","58580"
"In post","2022","65+","No function","HEO","Heterosexual / straight","345","250","35380","34290"
"In post","2022","65+","No function","HEO","LGBO","10","10","[c]","[c]"
"In post","2022","65+","No function","HEO","Undeclared","60","45","35650","35980"
"In post","2022","65+","No function","HEO","Unknown","120","90","35940","35980"
"In post","2022","65+","No function","SCS level","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","65+","No function","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","65+","No function","SCS level","Unknown","15","10","[c]","[c]"
"In post","2022","65+","No function","SEO","Heterosexual / straight","190","150","46110","43870"
"In post","2022","65+","No function","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","SEO","Undeclared","30","25","46460","43710"
"In post","2022","65+","No function","SEO","Unknown","80","55","44420","43710"
"In post","2022","65+","No function","Unknown","Heterosexual / straight","390","305","30550","28200"
"In post","2022","65+","No function","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","65+","No function","Unknown","Undeclared","55","40","36810","37170"
"In post","2022","65+","No function","Unknown","Unknown","110","75","30400","28330"
"In post","2022","65+","Project Delivery","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","AO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","65+","Project Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Project Delivery","AO","Unknown","10","10","[c]","[c]"
"In post","2022","65+","Project Delivery","EO","Heterosexual / straight","70","60","25010","25650"
"In post","2022","65+","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Project Delivery","EO","Unknown","15","10","[c]","[c]"
"In post","2022","65+","Project Delivery","G6","Heterosexual / straight","30","20","[c]","[c]"
"In post","2022","65+","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","G6","Unknown","10","5","[c]","[c]"
"In post","2022","65+","Project Delivery","G7","Heterosexual / straight","45","40","57380","56610"
"In post","2022","65+","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","G7","Undeclared","10","5","[c]","[c]"
"In post","2022","65+","Project Delivery","G7","Unknown","10","10","[c]","[c]"
"In post","2022","65+","Project Delivery","HEO","Heterosexual / straight","90","70","33930","33830"
"In post","2022","65+","Project Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","HEO","Undeclared","25","20","[c]","[c]"
"In post","2022","65+","Project Delivery","HEO","Unknown","15","10","[c]","[c]"
"In post","2022","65+","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","SEO","Heterosexual / straight","110","90","42160","42170"
"In post","2022","65+","Project Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","SEO","Undeclared","20","15","[c]","[c]"
"In post","2022","65+","Project Delivery","SEO","Unknown","15","10","[c]","[c]"
"In post","2022","65+","Project Delivery","Unknown","Heterosexual / straight","30","30","45250","43040"
"In post","2022","65+","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","AA","Heterosexual / straight","50","45","17790","17480"
"In post","2022","65+","Property","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","AA","Unknown","20","20","[c]","[c]"
"In post","2022","65+","Property","AO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","65+","Property","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Property","AO","Unknown","15","10","[c]","[c]"
"In post","2022","65+","Property","EO","Heterosexual / straight","60","55","25360","26670"
"In post","2022","65+","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","65+","Property","EO","Unknown","10","10","[c]","[c]"
"In post","2022","65+","Property","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","65+","Property","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","G7","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","65+","Property","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","HEO","Heterosexual / straight","60","50","34660","34000"
"In post","2022","65+","Property","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","HEO","Undeclared","10","5","[c]","[c]"
"In post","2022","65+","Property","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","SEO","Heterosexual / straight","40","35","44400","44430"
"In post","2022","65+","Property","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","SEO","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Property","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","65+","Security","AA","Heterosexual / straight","105","95","20820","19810"
"In post","2022","65+","Security","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","AA","Undeclared","10","10","[c]","[c]"
"In post","2022","65+","Security","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","AO","Heterosexual / straight","45","40","27740","24180"
"In post","2022","65+","Security","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Security","AO","Unknown","10","10","[c]","[c]"
"In post","2022","65+","Security","EO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","65+","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","65+","Security","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","HEO","Heterosexual / straight","30","20","[c]","[c]"
"In post","2022","65+","Security","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Security","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Security","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","65+","Security","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","SEO","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Security","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","AA","Heterosexual / straight","225","195","19970","19050"
"In post","2022","65+","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","AA","Undeclared","35","30","20360","19810"
"In post","2022","65+","Unknown","AA","Unknown","40","35","22680","23230"
"In post","2022","65+","Unknown","AO","Heterosexual / straight","590","500","22920","21830"
"In post","2022","65+","Unknown","AO","LGBO","5","5","[c]","[c]"
"In post","2022","65+","Unknown","AO","Undeclared","80","65","22900","21830"
"In post","2022","65+","Unknown","AO","Unknown","65","55","24690","24020"
"In post","2022","65+","Unknown","EO","Heterosexual / straight","430","335","29220","29080"
"In post","2022","65+","Unknown","EO","LGBO","10","5","[c]","[c]"
"In post","2022","65+","Unknown","EO","Undeclared","90","65","30070","29430"
"In post","2022","65+","Unknown","EO","Unknown","45","30","31370","30040"
"In post","2022","65+","Unknown","G6","Heterosexual / straight","30","25","78210","75570"
"In post","2022","65+","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Unknown","G6","Unknown","15","10","[c]","[c]"
"In post","2022","65+","Unknown","G7","Heterosexual / straight","60","50","61180","61440"
"In post","2022","65+","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","65+","Unknown","G7","Unknown","10","10","[c]","[c]"
"In post","2022","65+","Unknown","HEO","Heterosexual / straight","235","205","35690","35480"
"In post","2022","65+","Unknown","HEO","LGBO","5","5","[c]","[c]"
"In post","2022","65+","Unknown","HEO","Undeclared","50","40","36090","36300"
"In post","2022","65+","Unknown","HEO","Unknown","25","20","[c]","[c]"
"In post","2022","65+","Unknown","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","65+","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","SEO","Heterosexual / straight","95","80","45700","45840"
"In post","2022","65+","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","SEO","Undeclared","25","20","[c]","[c]"
"In post","2022","65+","Unknown","SEO","Unknown","20","15","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","Unknown","25","25","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
