"Status","Year","Age","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Black","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","No function","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","No function","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","No function","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","No function","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Debt","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Grants Management","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","No function","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","No function","AO","5","5","[c]","[c]"
"In post","2022","16-19","Mixed","No function","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","No function","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Property","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Property","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Security","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Security","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Debt","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Grants Management","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","No function","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","No function","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","No function","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","No function","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Property","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Property","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Security","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Security","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","No function","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","No function","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","No function","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","AO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Debt","AO","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","AO","10","5","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Grants Management","AO","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","No function","AA","70","65","19780","19200"
"In post","2022","16-19","Unknown","No function","AO","155","150","22380","21260"
"In post","2022","16-19","Unknown","No function","EO","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","No function","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Project Delivery","EO","40","40","17390","17140"
"In post","2022","16-19","Unknown","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Property","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Property","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Property","EO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Security","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Security","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Security","EO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","AA","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","AO","30","30","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","EO","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","White","Analysis","AO","10","10","[c]","[c]"
"In post","2022","16-19","White","Analysis","EO","15","15","[c]","[c]"
"In post","2022","16-19","White","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Counter Fraud","AO","5","5","[c]","[c]"
"In post","2022","16-19","White","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Debt","AO","20","20","[c]","[c]"
"In post","2022","16-19","White","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Digital, Data & Technology","AA","5","5","[c]","[c]"
"In post","2022","16-19","White","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Digital, Data & Technology","EO","5","5","[c]","[c]"
"In post","2022","16-19","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Finance","EO","15","15","[c]","[c]"
"In post","2022","16-19","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Grants Management","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Human Resources","AO","5","5","[c]","[c]"
"In post","2022","16-19","White","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Legal","AO","30","30","[c]","[c]"
"In post","2022","16-19","White","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","No function","AA","80","70","18770","18310"
"In post","2022","16-19","White","No function","AO","225","220","22320","21260"
"In post","2022","16-19","White","No function","EO","40","40","26170","27080"
"In post","2022","16-19","White","No function","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Project Delivery","EO","45","45","19300","19460"
"In post","2022","16-19","White","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","White","Property","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Property","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Property","EO","5","5","[c]","[c]"
"In post","2022","16-19","White","Property","Unknown","15","15","[c]","[c]"
"In post","2022","16-19","White","Security","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Security","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Unknown","AA","30","30","[c]","[c]"
"In post","2022","16-19","White","Unknown","AO","15","15","[c]","[c]"
"In post","2022","16-19","White","Unknown","EO","5","5","[c]","[c]"
"In post","2022","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Analysis","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Analysis","AO","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Analysis","EO","45","45","27750","27680"
"In post","2022","20-29","Asian","Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Analysis","G7","30","30","55060","53360"
"In post","2022","20-29","Asian","Analysis","HEO","120","120","34420","33710"
"In post","2022","20-29","Asian","Analysis","SEO","45","45","40950","40520"
"In post","2022","20-29","Asian","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","EO","25","25","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","HEO","30","30","32640","33040"
"In post","2022","20-29","Asian","Commercial","SEO","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Communications","AO","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Communications","EO","160","155","26730","26590"
"In post","2022","20-29","Asian","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Communications","HEO","55","55","33520","33370"
"In post","2022","20-29","Asian","Communications","SEO","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Counter Fraud","AO","60","60","23820","25110"
"In post","2022","20-29","Asian","Counter Fraud","EO","110","110","28550","27570"
"In post","2022","20-29","Asian","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Counter Fraud","HEO","30","30","[c]","[c]"
"In post","2022","20-29","Asian","Counter Fraud","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Debt","AO","165","155","21400","21250"
"In post","2022","20-29","Asian","Debt","EO","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Debt","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Debt","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Debt","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","AO","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","EO","85","85","27110","26820"
"In post","2022","20-29","Asian","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","G7","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","HEO","85","80","32930","33000"
"In post","2022","20-29","Asian","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","SEO","40","40","40090","40170"
"In post","2022","20-29","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Finance","AA","[c]","[c]","[c]","[c]"
