"Status","Year","Age","Organisation","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","Office of Rail and Road","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of Rail and Road","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of Rail and Road","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of Rail and Road","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Office of Rail and Road","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of Rail and Road","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of Rail and Road","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","40-49","Office of Rail and Road","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of Rail and Road","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Public Guardian","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Public Guardian","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Public Guardian","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Public Guardian","AO","Heterosexual / straight","95","85","21040","20970"
"In post","2022","40-49","Office of the Public Guardian","AO","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Office of the Public Guardian","AO","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Office of the Public Guardian","AO","Unknown","25","20","[c]","[c]"
"In post","2022","40-49","Office of the Public Guardian","EO","Heterosexual / straight","60","60","25260","25120"
"In post","2022","40-49","Office of the Public Guardian","EO","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Office of the Public Guardian","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Office of the Public Guardian","EO","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Office of the Public Guardian","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Public Guardian","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Public Guardian","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Public Guardian","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Public Guardian","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Public Guardian","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","40-49","Office of the Public Guardian","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Public Guardian","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Public Guardian","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Public Guardian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Public Guardian","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Office of the Public Guardian","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Public Guardian","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Public Guardian","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Scottish Charity Regulator","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Scottish Charity Regulator","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Scottish Charity Regulator","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Scottish Charity Regulator","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Scottish Charity Regulator","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Scottish Charity Regulator","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Scottish Charity Regulator","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Scottish Charity Regulator","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Scottish Charity Regulator","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Scottish Charity Regulator","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Scottish Charity Regulator","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Scottish Charity Regulator","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Wales","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Wales","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Wales","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Wales","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Wales","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Wales","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","AO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","AO","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","EO","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","G6","Heterosexual / straight","45","40","62010","58810"
"In post","2022","40-49","Planning Inspectorate","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","G7","Heterosexual / straight","55","50","48340","47660"
"In post","2022","40-49","Planning Inspectorate","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","G7","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","HEO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","SEO","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Queen Elizabeth II Centre","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Queen Elizabeth II Centre","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Queen Elizabeth II Centre","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Queen Elizabeth II Centre","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Queen Elizabeth II Centre","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Queen Elizabeth II Centre","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Queen Elizabeth II Centre","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Queen Elizabeth II Centre","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Queen Elizabeth II Centre","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Queen Elizabeth II Centre","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Queen Elizabeth II Centre","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Queen Elizabeth II Centre","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Registers of Scotland","AO","Heterosexual / straight","40","40","24990","25050"
"In post","2022","40-49","Registers of Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Registers of Scotland","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Registers of Scotland","AO","Unknown","35","30","24470","25050"
"In post","2022","40-49","Registers of Scotland","EO","Heterosexual / straight","50","50","30760","30840"
"In post","2022","40-49","Registers of Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Registers of Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Registers of Scotland","EO","Unknown","25","25","[c]","[c]"
"In post","2022","40-49","Registers of Scotland","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Registers of Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Registers of Scotland","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Registers of Scotland","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Registers of Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Registers of Scotland","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Registers of Scotland","G7","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Registers of Scotland","HEO","Heterosexual / straight","55","50","37700","37710"
"In post","2022","40-49","Registers of Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Registers of Scotland","HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Registers of Scotland","HEO","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","Registers of Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Registers of Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Registers of Scotland","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","40-49","Registers of Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Registers of Scotland","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Registers of Scotland","SEO","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","Revenue Scotland","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Revenue Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Revenue Scotland","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Revenue Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Revenue Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Revenue Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Revenue Scotland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Revenue Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Revenue Scotland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Revenue Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Revenue Scotland","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Revenue Scotland","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Revenue Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Revenue Scotland","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Revenue Scotland","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Revenue Scotland","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Revenue Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Royal Fleet Auxiliary","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Royal Fleet Auxiliary","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Royal Fleet Auxiliary","Unknown","Unknown","350","350","41040","35380"
"In post","2022","40-49","Rural Payments Agency","AO","Heterosexual / straight","140","120","21300","21300"
"In post","2022","40-49","Rural Payments Agency","AO","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Rural Payments Agency","AO","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Rural Payments Agency","AO","Unknown","190","170","21300","21300"
"In post","2022","40-49","Rural Payments Agency","EO","Heterosexual / straight","100","95","25530","25280"
"In post","2022","40-49","Rural Payments Agency","EO","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Rural Payments Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Rural Payments Agency","EO","Unknown","90","80","25340","25190"
"In post","2022","40-49","Rural Payments Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Rural Payments Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Rural Payments Agency","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Rural Payments Agency","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","40-49","Rural Payments Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Rural Payments Agency","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Rural Payments Agency","G7","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Rural Payments Agency","HEO","Heterosexual / straight","70","65","30160","30190"
"In post","2022","40-49","Rural Payments Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Rural Payments Agency","HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Rural Payments Agency","HEO","Unknown","35","30","30140","30230"
"In post","2022","40-49","Rural Payments Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Rural Payments Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Rural Payments Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Rural Payments Agency","SEO","Heterosexual / straight","50","50","36790","36570"
"In post","2022","40-49","Rural Payments Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Rural Payments Agency","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Rural Payments Agency","SEO","Unknown","20","20","[c]","[c]"
"In post","2022","40-49","Scottish Courts and Tribunals Service","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Scottish Courts and Tribunals Service","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Courts and Tribunals Service","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Courts and Tribunals Service","AA","Unknown","25","25","[c]","[c]"
"In post","2022","40-49","Scottish Courts and Tribunals Service","AO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","40-49","Scottish Courts and Tribunals Service","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Courts and Tribunals Service","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Courts and Tribunals Service","AO","Unknown","85","80","23410","23780"
"In post","2022","40-49","Scottish Courts and Tribunals Service","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","40-49","Scottish Courts and Tribunals Service","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Courts and Tribunals Service","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Courts and Tribunals Service","EO","Unknown","90","85","29530","30450"
"In post","2022","40-49","Scottish Courts and Tribunals Service","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Courts and Tribunals Service","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Courts and Tribunals Service","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Courts and Tribunals Service","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","40-49","Scottish Courts and Tribunals Service","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Courts and Tribunals Service","G7","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","Scottish Courts and Tribunals Service","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","40-49","Scottish Courts and Tribunals Service","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Courts and Tribunals Service","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Courts and Tribunals Service","HEO","Unknown","40","35","34350","36360"
"In post","2022","40-49","Scottish Courts and Tribunals Service","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Courts and Tribunals Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Courts and Tribunals Service","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","40-49","Scottish Courts and Tribunals Service","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Courts and Tribunals Service","SEO","Unknown","25","25","[c]","[c]"
"In post","2022","40-49","Scottish Fiscal Commission","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Fiscal Commission","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Fiscal Commission","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Fiscal Commission","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Fiscal Commission","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Forestry","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Forestry","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Forestry","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Forestry","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Scottish Forestry","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Forestry","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Forestry","EO","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Scottish Forestry","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Forestry","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Forestry","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Forestry","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Forestry","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Forestry","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Forestry","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Scottish Forestry","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Forestry","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Forestry","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Scottish Forestry","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Forestry","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Forestry","SEO","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Scottish Government (excl. agencies)","AA","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","40-49","Scottish Government (excl. agencies)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Government (excl. agencies)","AA","Unknown","25","20","[c]","[c]"
"In post","2022","40-49","Scottish Government (excl. agencies)","AO","Heterosexual / straight","45","40","26800","25930"
"In post","2022","40-49","Scottish Government (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Government (excl. agencies)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Government (excl. agencies)","AO","Unknown","35","30","27230","25930"
"In post","2022","40-49","Scottish Government (excl. agencies)","EO","Heterosexual / straight","140","135","29510","30040"
"In post","2022","40-49","Scottish Government (excl. agencies)","EO","LGBO","10","5","[c]","[c]"
"In post","2022","40-49","Scottish Government (excl. agencies)","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Scottish Government (excl. agencies)","EO","Unknown","50","45","29360","30040"
"In post","2022","40-49","Scottish Government (excl. agencies)","G6","Heterosexual / straight","270","255","71910","74480"
"In post","2022","40-49","Scottish Government (excl. agencies)","G6","LGBO","20","20","[c]","[c]"
"In post","2022","40-49","Scottish Government (excl. agencies)","G6","Undeclared","15","15","[c]","[c]"
"In post","2022","40-49","Scottish Government (excl. agencies)","G6","Unknown","55","55","71750","70480"
"In post","2022","40-49","Scottish Government (excl. agencies)","G7","Heterosexual / straight","400","380","58960","62170"
"In post","2022","40-49","Scottish Government (excl. agencies)","G7","LGBO","25","25","[c]","[c]"
"In post","2022","40-49","Scottish Government (excl. agencies)","G7","Undeclared","25","25","[c]","[c]"
"In post","2022","40-49","Scottish Government (excl. agencies)","G7","Unknown","85","80","57110","57190"
"In post","2022","40-49","Scottish Government (excl. agencies)","HEO","Heterosexual / straight","260","250","34890","36130"
"In post","2022","40-49","Scottish Government (excl. agencies)","HEO","LGBO","15","10","[c]","[c]"
"In post","2022","40-49","Scottish Government (excl. agencies)","HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","40-49","Scottish Government (excl. agencies)","HEO","Unknown","95","95","34740","34600"
"In post","2022","40-49","Scottish Government (excl. agencies)","SCS level","Heterosexual / straight","55","55","86110","83230"
"In post","2022","40-49","Scottish Government (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Government (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Government (excl. agencies)","SCS level","Unknown","20","20","[c]","[c]"
"In post","2022","40-49","Scottish Government (excl. agencies)","SEO","Heterosexual / straight","415","395","45140","47490"
"In post","2022","40-49","Scottish Government (excl. agencies)","SEO","LGBO","20","20","[c]","[c]"
"In post","2022","40-49","Scottish Government (excl. agencies)","SEO","Undeclared","30","30","45260","47490"
"In post","2022","40-49","Scottish Government (excl. agencies)","SEO","Unknown","110","100","45060","47240"
"In post","2022","40-49","Scottish Housing Regulator","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Housing Regulator","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Housing Regulator","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Housing Regulator","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Scottish Housing Regulator","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Housing Regulator","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Housing Regulator","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Housing Regulator","SEO","Unknown","[c]","[c]","[c]","[c]"
