"Status","Year","Age","Organisation","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","50-59","National Crime Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Crime Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Crime Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Crime Agency","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Crime Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Crime Agency","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Records of Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Records of Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Records of Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Records of Scotland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Records of Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Records of Scotland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Records of Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Records of Scotland","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Records of Scotland","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Records of Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Records of Scotland","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Records of Scotland","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Records of Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Records of Scotland","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Savings and Investments","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","National Savings and Investments","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Northern Ireland Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Northern Ireland Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Northern Ireland Office","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Northern Ireland Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Budget Responsibility","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Budget Responsibility","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Budget Responsibility","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","G7","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","SEO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Qualifications and Examinations Regulation","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Qualifications and Examinations Regulation","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Qualifications and Examinations Regulation","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Qualifications and Examinations Regulation","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Qualifications and Examinations Regulation","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Qualifications and Examinations Regulation","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Qualifications and Examinations Regulation","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Qualifications and Examinations Regulation","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Qualifications and Examinations Regulation","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Qualifications and Examinations Regulation","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Rail and Road","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Rail and Road","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Rail and Road","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Rail and Road","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Rail and Road","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Rail and Road","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Rail and Road","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Rail and Road","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Rail and Road","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Rail and Road","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Public Guardian","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Public Guardian","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Public Guardian","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Public Guardian","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Public Guardian","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Public Guardian","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Public Guardian","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Public Guardian","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Public Guardian","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Scottish Charity Regulator","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Scottish Charity Regulator","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Scottish Charity Regulator","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Scottish Charity Regulator","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Scottish Charity Regulator","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Scottish Charity Regulator","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Scottish Charity Regulator","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Scottish Charity Regulator","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Scottish Charity Regulator","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Secretary of State for Wales","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Secretary of State for Wales","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Planning Inspectorate","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Planning Inspectorate","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Planning Inspectorate","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Planning Inspectorate","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Planning Inspectorate","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Planning Inspectorate","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Planning Inspectorate","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Planning Inspectorate","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Planning Inspectorate","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Planning Inspectorate","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Planning Inspectorate","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Planning Inspectorate","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Planning Inspectorate","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Public Health England","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Queen Elizabeth II Centre","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Queen Elizabeth II Centre","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Queen Elizabeth II Centre","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Queen Elizabeth II Centre","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Queen Elizabeth II Centre","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Queen Elizabeth II Centre","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Registers of Scotland","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Registers of Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Registers of Scotland","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Revenue Scotland","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Revenue Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Revenue Scotland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Revenue Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Revenue Scotland","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Revenue Scotland","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Revenue Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Revenue Scotland","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Royal Fleet Auxiliary","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Royal Fleet Auxiliary","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Royal Fleet Auxiliary","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Rural Payments Agency","AO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Rural Payments Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Rural Payments Agency","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Rural Payments Agency","AO","Unknown","40","[c]","21300","21300"
"New entrant CS","2022","50-59","Rural Payments Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Rural Payments Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Rural Payments Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Rural Payments Agency","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Rural Payments Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Rural Payments Agency","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Rural Payments Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Rural Payments Agency","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","AA","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Courts and Tribunals Service","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government (excl. agencies)","SEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Housing Regulator","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Housing Regulator","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Housing Regulator","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Housing Regulator","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Housing Regulator","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Housing Regulator","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Housing Regulator","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Prison Service","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Prison Service","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Prison Service","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Prison Service","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Prison Service","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Prison Service","AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Prison Service","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Prison Service","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Prison Service","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Prison Service","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Prison Service","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Prison Service","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Prison Service","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Prison Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Prison Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Public Pensions Agency","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Public Pensions Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Public Pensions Agency","AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Public Pensions Agency","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Public Pensions Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Public Pensions Agency","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Public Pensions Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Serious Fraud Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Serious Fraud Office","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Serious Fraud Office","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Serious Fraud Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Serious Fraud Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Serious Fraud Office","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Serious Fraud Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Social Security Scotland","AA","Heterosexual / straight","35","[c]","21350","21050"
"New entrant CS","2022","50-59","Social Security Scotland","AA","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Social Security Scotland","AA","Unknown","35","[c]","21340","21050"
"New entrant CS","2022","50-59","Social Security Scotland","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Social Security Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Social Security Scotland","EO","Heterosexual / straight","45","[c]","27480","27230"
"New entrant CS","2022","50-59","Social Security Scotland","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Social Security Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Social Security Scotland","EO","Unknown","30","[c]","27410","27230"
"New entrant CS","2022","50-59","Social Security Scotland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Social Security Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Social Security Scotland","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Social Security Scotland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
