"Status","Year","Disability","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared non-disabled","Security","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Department for Transport","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Foreign, Commonwealth and Development Office","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Ministry of Defence","AA/AO","265","[c]","28340","25540"
"Leaver CS","2022","Declared non-disabled","Security","Ministry of Defence","EO","60","[c]","33960","29250"
"Leaver CS","2022","Declared non-disabled","Security","Ministry of Defence","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Ministry of Defence","SEO/HEO","45","[c]","43970","40580"
"Leaver CS","2022","Declared non-disabled","Security","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Levelling Up, Housing and Communities","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Levelling Up, Housing and Communities","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Work and Pensions","AA/AO","275","[c]","21580","21260"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Work and Pensions","EO","220","[c]","28050","27570"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Work and Pensions","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Work and Pensions","SEO/HEO","50","[c]","36100","35380"
"Leaver CS","2022","Declared non-disabled","Unknown","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department of Health and Social Care","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","HM Revenue and Customs","AA/AO","1190","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","HM Revenue and Customs","EO","465","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","HM Revenue and Customs","G6/G7","200","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","HM Revenue and Customs","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","HM Revenue and Customs","SEO/HEO","455","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Home Office","AA/AO","415","[c]","21950","21680"
"Leaver CS","2022","Declared non-disabled","Unknown","Home Office","EO","585","[c]","27560","27240"
"Leaver CS","2022","Declared non-disabled","Unknown","Home Office","G6/G7","125","[c]","62490","61880"
"Leaver CS","2022","Declared non-disabled","Unknown","Home Office","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Home Office","SEO/HEO","270","[c]","37410","36950"
"Leaver CS","2022","Declared non-disabled","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Ministry of Defence","AA/AO","580","[c]","20920","21130"
"Leaver CS","2022","Declared non-disabled","Unknown","Ministry of Defence","EO","235","[c]","28640","27830"
"Leaver CS","2022","Declared non-disabled","Unknown","Ministry of Defence","G6/G7","60","[c]","67780","64220"
"Leaver CS","2022","Declared non-disabled","Unknown","Ministry of Defence","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Ministry of Defence","SEO/HEO","280","[c]","38480","38300"
"Leaver CS","2022","Declared non-disabled","Unknown","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Scottish Government","AA/AO","120","[c]","24790","24020"
"Leaver CS","2022","Declared non-disabled","Unknown","Scottish Government","EO","70","[c]","30750","30040"
"Leaver CS","2022","Declared non-disabled","Unknown","Scottish Government","G6/G7","60","[c]","67430","68620"
"Leaver CS","2022","Declared non-disabled","Unknown","Scottish Government","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Scottish Government","SEO/HEO","125","[c]","41170","39660"
"Leaver CS","2022","Declared non-disabled","Unknown","Welsh Government","AA/AO","50","[c]","23200","23830"
"Leaver CS","2022","Declared non-disabled","Unknown","Welsh Government","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Welsh Government","G6/G7","35","[c]","63870","61260"
"Leaver CS","2022","Declared non-disabled","Unknown","Welsh Government","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Welsh Government","SEO/HEO","75","[c]","39760","38160"
"Leaver CS","2022","Undeclared","Analysis","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","HM Treasury","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","UK Statistics Authority","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","UK Statistics Authority","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
