"Status","Year","Disability","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Internal Audit","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Foreign, Commonwealth and Development Office","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","HM Land Registry","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","HM Revenue and Customs","G6/G7","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","HM Revenue and Customs","SEO/HEO","35","35","41320","42510"
"In post","2022","Declared non-disabled","Internal Audit","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","HM Treasury","EO","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","HM Treasury","G6/G7","105","100","57370","56400"
"In post","2022","Declared non-disabled","Internal Audit","HM Treasury","SCS level","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","HM Treasury","SEO/HEO","150","140","41140","41640"
"In post","2022","Declared non-disabled","Internal Audit","Ministry of Defence","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Ministry of Defence","EO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Ministry of Defence","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Ministry of Defence","SEO/HEO","70","65","38480","37000"
"In post","2022","Declared non-disabled","Internal Audit","Ministry of Justice","AA/AO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Ministry of Justice","SEO/HEO","30","30","47420","50750"
"In post","2022","Declared non-disabled","Internal Audit","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","AA/AO","870","790","22650","22200"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","EO","1135","1060","28040","28430"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","G6/G7","3270","3010","58140","55610"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","SCS level","205","195","85750","82500"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","SEO/HEO","625","600","36150","34480"
"In post","2022","Declared non-disabled","Legal","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Cabinet Office","SCS level","45","40","87160","79760"
"In post","2022","Declared non-disabled","Legal","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Charity Commission","G6/G7","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Competition and Markets Authority","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Competition and Markets Authority","EO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Competition and Markets Authority","G6/G7","90","90","65960","65940"
"In post","2022","Declared non-disabled","Legal","Competition and Markets Authority","SCS level","30","30","103290","99920"
"In post","2022","Declared non-disabled","Legal","Competition and Markets Authority","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","G6/G7","35","35","60110","58450"
"In post","2022","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","SEO/HEO","45","45","40210","41420"
"In post","2022","Declared non-disabled","Legal","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Education","G6/G7","45","40","61230","61510"
"In post","2022","Declared non-disabled","Legal","Department for Education","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Transport","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Work and Pensions","EO","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Work and Pensions","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Work and Pensions","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department of Health and Social Care","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Food Standards Agency","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Foreign, Commonwealth and Development Office","AA/AO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Foreign, Commonwealth and Development Office","EO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Foreign, Commonwealth and Development Office","G6/G7","80","60","62330","59230"
"In post","2022","Declared non-disabled","Legal","Foreign, Commonwealth and Development Office","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Foreign, Commonwealth and Development Office","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Land Registry","EO","35","35","27670","27130"
"In post","2022","Declared non-disabled","Legal","HM Land Registry","G6/G7","85","75","64890","65970"
"In post","2022","Declared non-disabled","Legal","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Land Registry","SEO/HEO","45","40","37420","35560"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","AA/AO","70","60","22340","22080"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","EO","125","115","28010","26820"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","G6/G7","255","240","63480","62120"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","SCS level","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","SEO/HEO","310","300","36110","33370"
"In post","2022","Declared non-disabled","Legal","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Ministry of Defence","EO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Ministry of Defence","G6/G7","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Ministry of Defence","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","National Crime Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office for Standards in Education, Children's Services and Skills","G6/G7","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office of Gas and Electricity Markets","G6/G7","70","65","61860","62690"
"In post","2022","Declared non-disabled","Legal","Office of Gas and Electricity Markets","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office of Rail and Road","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Scottish Government","EO","55","55","28810","30360"
"In post","2022","Declared non-disabled","Legal","Scottish Government","G6/G7","170","160","69270","69780"
"In post","2022","Declared non-disabled","Legal","Scottish Government","SCS level","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Scottish Government","SEO/HEO","400","380","49660","52520"
"In post","2022","Declared non-disabled","Legal","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","UK Export Finance","EO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","UK Export Finance","G6/G7","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","UK Supreme Court","EO","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","UK Supreme Court","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Water Services Regulation Authority","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Attorney General's Departments","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Attorney General's Departments","EO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Attorney General's Departments","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Attorney General's Departments","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","AA/AO","60","60","24270","24490"
"In post","2022","Declared non-disabled","No function","Cabinet Office","EO","195","195","27720","27500"
"In post","2022","Declared non-disabled","No function","Cabinet Office","G6/G7","645","635","57950","54700"
"In post","2022","Declared non-disabled","No function","Cabinet Office","SCS level","135","135","85000","77000"
"In post","2022","Declared non-disabled","No function","Cabinet Office","SEO/HEO","520","515","37130","36160"
"In post","2022","Declared non-disabled","No function","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Chancellor's other departments","EO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Chancellor's other departments","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Chancellor's other departments","SCS level","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Chancellor's other departments","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Charity Commission","EO","35","30","24530","24440"
"In post","2022","Declared non-disabled","No function","Charity Commission","G6/G7","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Charity Commission","SEO/HEO","90","90","31700","29160"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","AA/AO","635","575","21680","21130"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","EO","780","735","26490","26290"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","G6/G7","1990","1930","58540","57460"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","SCS level","275","260","86180","78250"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","SEO/HEO","2155","2095","37840","39140"
"In post","2022","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","EO","105","105","26860","26180"
"In post","2022","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","G6/G7","575","565","55650","52250"
"In post","2022","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","SCS level","80","75","83170","75840"
"In post","2022","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","SEO/HEO","465","460","34820","34020"
"In post","2022","Declared non-disabled","No function","Department for Education","AA/AO","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Education","EO","170","160","26930","26000"
"In post","2022","Declared non-disabled","No function","Department for Education","G6/G7","1305","1250","55850","53760"
"In post","2022","Declared non-disabled","No function","Department for Education","SCS level","170","160","83870","74100"
"In post","2022","Declared non-disabled","No function","Department for Education","SEO/HEO","1325","1265","35990","36500"
"In post","2022","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","AA/AO","620","585","22290","21300"
"In post","2022","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","EO","830","800","26650","26020"
"In post","2022","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","G6/G7","1130","1080","54870","53630"
"In post","2022","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","SCS level","105","100","83200","77240"
"In post","2022","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","SEO/HEO","2230","2155","35500","35900"
"In post","2022","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for International Trade","AA/AO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for International Trade","EO","75","75","27710","27580"
"In post","2022","Declared non-disabled","No function","Department for International Trade","G6/G7","435","430","56610","54420"
"In post","2022","Declared non-disabled","No function","Department for International Trade","SCS level","85","80","85740","75800"
"In post","2022","Declared non-disabled","No function","Department for International Trade","SEO/HEO","450","445","36230","38150"
"In post","2022","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","AA/AO","100","95","22360","22560"
"In post","2022","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","EO","200","195","27530","27530"
"In post","2022","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","G6/G7","965","915","56220","53380"
"In post","2022","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","SCS level","105","100","85600","75880"
"In post","2022","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","SEO/HEO","805","785","35810","36340"
"In post","2022","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Transport","AA/AO","3480","3005","21950","21840"
"In post","2022","Declared non-disabled","No function","Department for Transport","EO","2290","2140","28160","26780"
"In post","2022","Declared non-disabled","No function","Department for Transport","G6/G7","760","740","61440","56040"
"In post","2022","Declared non-disabled","No function","Department for Transport","SCS level","135","130","90230","79930"
"In post","2022","Declared non-disabled","No function","Department for Transport","SEO/HEO","1510","1470","37720","36140"
"In post","2022","Declared non-disabled","No function","Department for Work and Pensions","AA/AO","18100","15585","21330","21260"
"In post","2022","Declared non-disabled","No function","Department for Work and Pensions","EO","30810","27885","28110","27570"
"In post","2022","Declared non-disabled","No function","Department for Work and Pensions","G6/G7","920","890","56630","53430"
"In post","2022","Declared non-disabled","No function","Department for Work and Pensions","SCS level","105","100","86620","77600"
"In post","2022","Declared non-disabled","No function","Department for Work and Pensions","SEO/HEO","4365","4115","36540","34290"
"In post","2022","Declared non-disabled","No function","Department of Health and Social Care","AA/AO","505","435","21400","20650"
"In post","2022","Declared non-disabled","No function","Department of Health and Social Care","EO","570","530","25860","26880"
"In post","2022","Declared non-disabled","No function","Department of Health and Social Care","G6/G7","955","900","58730","53970"
"In post","2022","Declared non-disabled","No function","Department of Health and Social Care","SCS level","260","230","97580","95160"
"In post","2022","Declared non-disabled","No function","Department of Health and Social Care","SEO/HEO","1685","1580","35780","36330"
"In post","2022","Declared non-disabled","No function","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Food Standards Agency","EO","285","270","27250","26750"
"In post","2022","Declared non-disabled","No function","Food Standards Agency","G6/G7","100","95","55350","55300"
"In post","2022","Declared non-disabled","No function","Food Standards Agency","SCS level","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Food Standards Agency","SEO/HEO","300","295","35850","37350"
"In post","2022","Declared non-disabled","No function","Foreign, Commonwealth and Development Office","AA/AO","185","180","26400","25000"
"In post","2022","Declared non-disabled","No function","Foreign, Commonwealth and Development Office","EO","270","265","30510","30380"
"In post","2022","Declared non-disabled","No function","Foreign, Commonwealth and Development Office","G6/G7","875","860","60030","58470"
"In post","2022","Declared non-disabled","No function","Foreign, Commonwealth and Development Office","SCS level","265","265","87540","78510"
"In post","2022","Declared non-disabled","No function","Foreign, Commonwealth and Development Office","SEO/HEO","1090","1080","37430","36920"
"In post","2022","Declared non-disabled","No function","HM Land Registry","AA/AO","605","565","22740","22600"
"In post","2022","Declared non-disabled","No function","HM Land Registry","EO","1405","1225","27260","27130"
"In post","2022","Declared non-disabled","No function","HM Land Registry","G6/G7","35","35","60900","58020"
"In post","2022","Declared non-disabled","No function","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","HM Land Registry","SEO/HEO","1220","1070","36090","33840"
"In post","2022","Declared non-disabled","No function","HM Revenue and Customs","AA/AO","6510","5660","21580","21250"
"In post","2022","Declared non-disabled","No function","HM Revenue and Customs","EO","3880","3565","27170","26820"
"In post","2022","Declared non-disabled","No function","HM Revenue and Customs","G6/G7","2085","2005","59630","55210"
"In post","2022","Declared non-disabled","No function","HM Revenue and Customs","SCS level","100","100","82630","78210"
"In post","2022","Declared non-disabled","No function","HM Revenue and Customs","SEO/HEO","6495","6240","35890","33370"
"In post","2022","Declared non-disabled","No function","HM Treasury","AA/AO","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","No function","HM Treasury","EO","125","125","27030","26750"
"In post","2022","Declared non-disabled","No function","HM Treasury","G6/G7","580","565","58230","55840"
"In post","2022","Declared non-disabled","No function","HM Treasury","SCS level","125","120","85640","78000"
"In post","2022","Declared non-disabled","No function","HM Treasury","SEO/HEO","455","450","33920","32320"
"In post","2022","Declared non-disabled","No function","Ministry of Defence","AA/AO","220","215","20020","20420"
"In post","2022","Declared non-disabled","No function","Ministry of Defence","EO","305","290","27220","26740"
"In post","2022","Declared non-disabled","No function","Ministry of Defence","G6/G7","1140","1085","52760","48040"
"In post","2022","Declared non-disabled","No function","Ministry of Defence","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Ministry of Defence","SEO/HEO","1525","1485","34440","34770"
"In post","2022","Declared non-disabled","No function","Ministry of Justice","AA/AO","25710","23840","24830","23720"
"In post","2022","Declared non-disabled","No function","Ministry of Justice","EO","6950","6630","29030","28310"
"In post","2022","Declared non-disabled","No function","Ministry of Justice","G6/G7","1455","1415","63980","60500"
"In post","2022","Declared non-disabled","No function","Ministry of Justice","SCS level","180","175","88200","83070"
"In post","2022","Declared non-disabled","No function","Ministry of Justice","SEO/HEO","7250","6900","39160","38150"
"In post","2022","Declared non-disabled","No function","Ministry of Justice","Unknown","11710","10905","30540","28200"
"In post","2022","Declared non-disabled","No function","National Crime Agency","AA/AO","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","No function","National Crime Agency","EO","490","475","35320","36200"
"In post","2022","Declared non-disabled","No function","National Crime Agency","G6/G7","115","110","67710","65940"
"In post","2022","Declared non-disabled","No function","National Crime Agency","SCS level","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","National Crime Agency","SEO/HEO","735","720","45770","45210"
"In post","2022","Declared non-disabled","No function","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Northern Ireland Office","EO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Northern Ireland Office","G6/G7","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Northern Ireland Office","SCS level","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Northern Ireland Office","SEO/HEO","30","30","37610","36720"
"In post","2022","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","AA/AO","135","120","21320","21410"
"In post","2022","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","EO","120","115","26470","25880"
"In post","2022","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","G6/G7","475","465","74620","75500"
"In post","2022","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","SCS level","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","SEO/HEO","440","425","46000","51360"
"In post","2022","Declared non-disabled","No function","Office of Gas and Electricity Markets","AA/AO","40","40","19610","19750"
"In post","2022","Declared non-disabled","No function","Office of Gas and Electricity Markets","EO","230","225","25570","25150"
"In post","2022","Declared non-disabled","No function","Office of Gas and Electricity Markets","G6/G7","205","205","57850","55730"
"In post","2022","Declared non-disabled","No function","Office of Gas and Electricity Markets","SCS level","35","35","98690","91410"
"In post","2022","Declared non-disabled","No function","Office of Gas and Electricity Markets","SEO/HEO","245","245","35290","34240"
"In post","2022","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","EO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","G6/G7","50","50","53720","49420"
"In post","2022","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","SCS level","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","SEO/HEO","70","65","35470","36540"
"In post","2022","Declared non-disabled","No function","Office of Rail and Road","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Office of Rail and Road","EO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Office of Rail and Road","G6/G7","135","130","61550","61330"
"In post","2022","Declared non-disabled","No function","Office of Rail and Road","SCS level","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Office of Rail and Road","SEO/HEO","55","55","39160","38650"
"In post","2022","Declared non-disabled","No function","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
