"Status","Year","Age","Function_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Property","Outside London","Male","25","25","[c]","[c]"
"In post","2022","16-19","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","London","Male","5","5","[c]","[c]"
"In post","2022","16-19","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Outside London","Male","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","London","Female","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Outside London","Female","60","60","22340","21680"
"In post","2022","16-19","Unknown","Outside London","Male","55","55","22250","21430"
"In post","2022","16-19","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Male","25","25","[c]","[c]"
"In post","2022","20-29","Analysis","London","Female","690","685","38600","35800"
"In post","2022","20-29","Analysis","London","Male","870","865","39760","37380"
"In post","2022","20-29","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Outside London","Female","740","735","32790","30710"
"In post","2022","20-29","Analysis","Outside London","Male","695","690","32100","30710"
"In post","2022","20-29","Analysis","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Unknown","Male","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","London","Female","215","215","41970","40650"
"In post","2022","20-29","Commercial","London","Male","170","170","42120","40650"
"In post","2022","20-29","Commercial","Outside London","Female","370","365","31630","29880"
"In post","2022","20-29","Commercial","Outside London","Male","320","315","30650","29650"
"In post","2022","20-29","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Overseas","Male","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Unknown","Female","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","Unknown","Male","10","10","[c]","[c]"
"In post","2022","20-29","Communications","London","Female","435","435","36940","34710"
"In post","2022","20-29","Communications","London","Male","255","255","37390","35260"
"In post","2022","20-29","Communications","Outside London","Female","765","755","28480","26820"
"In post","2022","20-29","Communications","Outside London","Male","765","760","28100","26820"
"In post","2022","20-29","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","London","Female","250","250","32710","31020"
"In post","2022","20-29","Counter Fraud","London","Male","235","235","33720","31020"
"In post","2022","20-29","Counter Fraud","Outside London","Female","815","800","28310","26820"
"In post","2022","20-29","Counter Fraud","Outside London","Male","725","725","27950","26820"
"In post","2022","20-29","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","London","Female","20","20","[c]","[c]"
"In post","2022","20-29","Debt","London","Male","20","20","[c]","[c]"
"In post","2022","20-29","Debt","Outside London","Female","645","610","22000","21250"
"In post","2022","20-29","Debt","Outside London","Male","600","590","22140","21250"
"In post","2022","20-29","Digital, Data & Technology","London","Female","410","410","39360","37420"
"In post","2022","20-29","Digital, Data & Technology","London","Male","380","375","39130","35410"
"In post","2022","20-29","Digital, Data & Technology","Outside London","Female","860","850","31690","30930"
"In post","2022","20-29","Digital, Data & Technology","Outside London","Male","1545","1540","31970","30930"
"In post","2022","20-29","Digital, Data & Technology","Overseas","Female","15","15","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Overseas","Male","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Unknown","Female","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Unknown","Male","5","5","[c]","[c]"
"In post","2022","20-29","Finance","London","Female","260","260","39660","37730"
"In post","2022","20-29","Finance","London","Male","255","255","40870","40050"
"In post","2022","20-29","Finance","Outside London","Female","615","595","29300","27570"
"In post","2022","20-29","Finance","Outside London","Male","620","615","29380","27570"
"In post","2022","20-29","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Grants Management","Outside London","Female","205","200","22430","21300"
"In post","2022","20-29","Grants Management","Outside London","Male","170","170","22270","21300"
"In post","2022","20-29","Human Resources","London","Female","405","400","35810","32790"
"In post","2022","20-29","Human Resources","London","Male","185","185","36410","33210"
"In post","2022","20-29","Human Resources","Outside London","Female","730","720","28070","26820"
"In post","2022","20-29","Human Resources","Outside London","Male","320","315","28750","26970"
"In post","2022","20-29","Human Resources","Overseas","Female","5","5","[c]","[c]"
"In post","2022","20-29","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Unknown","Female","10","10","[c]","[c]"
"In post","2022","20-29","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Internal Audit","London","Female","15","15","[c]","[c]"
"In post","2022","20-29","Internal Audit","London","Male","10","10","[c]","[c]"
"In post","2022","20-29","Internal Audit","Outside London","Female","20","20","[c]","[c]"
"In post","2022","20-29","Internal Audit","Outside London","Male","10","10","[c]","[c]"
"In post","2022","20-29","Legal","London","Female","455","450","33900","29280"
"In post","2022","20-29","Legal","London","Male","260","260","35220","30720"
"In post","2022","20-29","Legal","Outside London","Female","725","715","29650","26090"
"In post","2022","20-29","Legal","Outside London","Male","260","255","30830","26820"
"In post","2022","20-29","No function","London","Female","8435","8360","35420","32790"
"In post","2022","20-29","No function","London","Male","5805","5780","36960","33570"
"In post","2022","20-29","No function","Outside London","Female","19975","19435","25780","24730"
"In post","2022","20-29","No function","Outside London","Male","14240","14115","26050","25210"
"In post","2022","20-29","No function","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Overseas","Female","100","100","35180","33230"
"In post","2022","20-29","No function","Overseas","Male","90","90","36160","33230"
"In post","2022","20-29","No function","Unknown","Female","180","175","29990","29250"
"In post","2022","20-29","No function","Unknown","Male","140","140","29290","29250"
"In post","2022","20-29","Project Delivery","London","Female","395","395","39900","38600"
"In post","2022","20-29","Project Delivery","London","Male","270","270","40690","38270"
"In post","2022","20-29","Project Delivery","Outside London","Female","1250","1230","29960","29600"
"In post","2022","20-29","Project Delivery","Outside London","Male","1820","1820","29330","28050"
"In post","2022","20-29","Project Delivery","Overseas","Female","20","20","[c]","[c]"
"In post","2022","20-29","Project Delivery","Overseas","Male","20","20","[c]","[c]"
"In post","2022","20-29","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","London","Female","80","80","35550","32560"
"In post","2022","20-29","Property","London","Male","130","130","34040","31130"
"In post","2022","20-29","Property","Outside London","Female","465","460","27600","25750"
"In post","2022","20-29","Property","Outside London","Male","440","435","28100","26030"
"In post","2022","20-29","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","London","Female","180","180","34680","34550"
"In post","2022","20-29","Security","London","Male","210","210","33580","32580"
"In post","2022","20-29","Security","Outside London","Female","325","325","26580","26350"
"In post","2022","20-29","Security","Outside London","Male","780","780","26560","25680"
"In post","2022","20-29","Security","Overseas","Female","5","5","[c]","[c]"
"In post","2022","20-29","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Unknown","Male","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","London","Female","1490","1480","37100","35050"
"In post","2022","20-29","Unknown","London","Male","1145","1140","37110","35050"
"In post","2022","20-29","Unknown","Outside London","Female","4335","4240","27250","24890"
"In post","2022","20-29","Unknown","Outside London","Male","3335","3295","27090","24890"
"In post","2022","20-29","Unknown","Overseas","Female","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","Overseas","Male","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Female","75","75","26360","28680"
"In post","2022","20-29","Unknown","Unknown","Male","315","315","28750","28980"
"In post","2022","30-39","Analysis","London","Female","465","440","53600","54190"
"In post","2022","30-39","Analysis","London","Male","540","530","53500","54110"
"In post","2022","30-39","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Outside London","Female","660","610","39930","38340"
"In post","2022","30-39","Analysis","Outside London","Male","675","665","40430","38070"
"In post","2022","30-39","Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","London","Female","225","220","53440","53360"
"In post","2022","30-39","Commercial","London","Male","205","205","59580","56680"
"In post","2022","30-39","Commercial","Outside London","Female","640","600","39050","36910"
"In post","2022","30-39","Commercial","Outside London","Male","525","525","41020","38330"
"In post","2022","30-39","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Overseas","Male","10","10","[c]","[c]"
"In post","2022","30-39","Commercial","Unknown","Female","10","10","[c]","[c]"
"In post","2022","30-39","Commercial","Unknown","Male","5","5","[c]","[c]"
"In post","2022","30-39","Communications","London","Female","465","450","49130","47850"
"In post","2022","30-39","Communications","London","Male","295","295","49150","45250"
"In post","2022","30-39","Communications","Outside London","Female","945","885","32040","30210"
"In post","2022","30-39","Communications","Outside London","Male","995","985","30890","26820"
"In post","2022","30-39","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","London","Female","245","235","37170","33190"
"In post","2022","30-39","Counter Fraud","London","Male","360","360","38660","37610"
"In post","2022","30-39","Counter Fraud","Outside London","Female","1290","1195","30600","27570"
"In post","2022","30-39","Counter Fraud","Outside London","Male","1270","1260","32470","31010"
"In post","2022","30-39","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Debt","London","Female","15","10","[c]","[c]"
"In post","2022","30-39","Debt","London","Male","15","10","[c]","[c]"
"In post","2022","30-39","Debt","Outside London","Female","710","605","23140","21260"
"In post","2022","30-39","Debt","Outside London","Male","560","545","22760","21250"
"In post","2022","30-39","Digital, Data & Technology","London","Female","550","535","49820","53400"
"In post","2022","30-39","Digital, Data & Technology","London","Male","655","650","51030","54270"
"In post","2022","30-39","Digital, Data & Technology","Outside London","Female","1500","1430","37900","36050"
"In post","2022","30-39","Digital, Data & Technology","Outside London","Male","2530","2510","39690","37420"
"In post","2022","30-39","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Overseas","Male","10","10","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Unknown","Female","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Unknown","Male","10","10","[c]","[c]"
"In post","2022","30-39","Finance","London","Female","310","295","49560","48890"
"In post","2022","30-39","Finance","London","Male","370","370","51140","53360"
"In post","2022","30-39","Finance","Outside London","Female","1030","950","35640","33300"
"In post","2022","30-39","Finance","Outside London","Male","790","785","37570","35310"
"In post","2022","30-39","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Grants Management","Outside London","Female","265","230","24160","21300"
"In post","2022","30-39","Grants Management","Outside London","Male","170","170","23880","21300"
"In post","2022","30-39","Human Resources","London","Female","480","465","46080","41750"
"In post","2022","30-39","Human Resources","London","Male","185","185","46350","41950"
"In post","2022","30-39","Human Resources","Outside London","Female","1340","1240","33550","31060"
"In post","2022","30-39","Human Resources","Outside London","Male","615","610","34280","32000"
"In post","2022","30-39","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Overseas","Male","10","10","[c]","[c]"
"In post","2022","30-39","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","London","Female","20","20","[c]","[c]"
"In post","2022","30-39","Internal Audit","London","Male","15","15","[c]","[c]"
"In post","2022","30-39","Internal Audit","Outside London","Female","55","50","39820","39200"
"In post","2022","30-39","Internal Audit","Outside London","Male","35","35","42260","40580"
"In post","2022","30-39","Legal","London","Female","895","845","51360","51830"
"In post","2022","30-39","Legal","London","Male","495","490","53130","52040"
"In post","2022","30-39","Legal","Outside London","Female","995","915","42890","48080"
"In post","2022","30-39","Legal","Outside London","Male","495","490","43180","43920"
"In post","2022","30-39","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","London","Female","7045","6720","44020","40070"
"In post","2022","30-39","No function","London","Male","5890","5840","45540","40880"
"In post","2022","30-39","No function","Outside London","Female","25640","23055","28770","27570"
"In post","2022","30-39","No function","Outside London","Male","20150","19895","29880","27570"
"In post","2022","30-39","No function","Overseas","Female","195","195","47710","49700"
"In post","2022","30-39","No function","Overseas","Male","295","295","47240","51970"
"In post","2022","30-39","No function","Unknown","Female","95","85","31610","29250"
"In post","2022","30-39","No function","Unknown","Male","70","70","32750","28590"
"In post","2022","30-39","Project Delivery","London","Female","635","610","51820","53000"
"In post","2022","30-39","Project Delivery","London","Male","525","520","52960","53950"
"In post","2022","30-39","Project Delivery","Outside London","Female","2155","2005","37180","35280"
"In post","2022","30-39","Project Delivery","Outside London","Male","2485","2480","38860","38240"
"In post","2022","30-39","Project Delivery","Overseas","Female","115","115","51630","53000"
"In post","2022","30-39","Project Delivery","Overseas","Male","115","115","49680","52430"
"In post","2022","30-39","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","London","Female","125","120","44340","40650"
"In post","2022","30-39","Property","London","Male","120","120","45340","44070"
"In post","2022","30-39","Property","Outside London","Female","600","560","33630","31900"
"In post","2022","30-39","Property","Outside London","Male","670","670","34910","33000"
"In post","2022","30-39","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Overseas","Male","25","25","[c]","[c]"
"In post","2022","30-39","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","London","Female","170","165","41720","40170"
"In post","2022","30-39","Security","London","Male","260","260","42550","40600"
"In post","2022","30-39","Security","Outside London","Female","410","400","31380","30350"
"In post","2022","30-39","Security","Outside London","Male","1175","1170","31740","30890"
"In post","2022","30-39","Security","Overseas","Female","15","15","[c]","[c]"
"In post","2022","30-39","Security","Overseas","Male","25","25","[c]","[c]"
"In post","2022","30-39","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Unknown","Male","15","15","[c]","[c]"
"In post","2022","30-39","Unknown","London","Female","1930","1820","42910","41950"
"In post","2022","30-39","Unknown","London","Male","1705","1695","43810","41950"
"In post","2022","30-39","Unknown","Outside London","Female","7365","6765","32430","27940"
"In post","2022","30-39","Unknown","Outside London","Male","5880","5815","32690","28990"
"In post","2022","30-39","Unknown","Overseas","Female","105","100","41640","38690"
"In post","2022","30-39","Unknown","Overseas","Male","95","95","42540","40660"
"In post","2022","30-39","Unknown","Unknown","Female","65","65","38310","38160"
"In post","2022","30-39","Unknown","Unknown","Male","355","355","37230","34460"
"In post","2022","40-49","Analysis","London","Female","315","280","59710","60280"
"In post","2022","40-49","Analysis","London","Male","340","335","61160","59540"
"In post","2022","40-49","Analysis","Outside London","Female","485","430","42370","39560"
"In post","2022","40-49","Analysis","Outside London","Male","520","510","44190","40520"
"In post","2022","40-49","Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","London","Female","235","225","64810","61710"
"In post","2022","40-49","Commercial","London","Male","240","240","69300","64500"
"In post","2022","40-49","Commercial","Outside London","Female","685","650","45510","40430"
"In post","2022","40-49","Commercial","Outside London","Male","535","535","48950","42740"
"In post","2022","40-49","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Overseas","Male","5","5","[c]","[c]"
"In post","2022","40-49","Commercial","Unknown","Female","15","10","[c]","[c]"
"In post","2022","40-49","Commercial","Unknown","Male","5","5","[c]","[c]"
"In post","2022","40-49","Communications","London","Female","305","285","55910","54700"
"In post","2022","40-49","Communications","London","Male","235","235","54610","53120"
"In post","2022","40-49","Communications","Outside London","Female","700","650","34760","33080"
"In post","2022","40-49","Communications","Outside London","Male","655","650","33100","31380"
"In post","2022","40-49","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Counter Fraud","London","Female","360","320","36400","33020"
"In post","2022","40-49","Counter Fraud","London","Male","390","390","41320","37930"
"In post","2022","40-49","Counter Fraud","Outside London","Female","1615","1450","30960","27570"
"In post","2022","40-49","Counter Fraud","Outside London","Male","1405","1390","33100","31880"
"In post","2022","40-49","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Debt","London","Female","55","50","29890","26400"
"In post","2022","40-49","Debt","London","Male","25","25","[c]","[c]"
"In post","2022","40-49","Debt","Outside London","Female","765","630","23450","21260"
"In post","2022","40-49","Debt","Outside London","Male","450","435","23760","21260"
"In post","2022","40-49","Debt","Unknown","Female","10","10","[c]","[c]"
"In post","2022","40-49","Debt","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","London","Female","460","440","51370","51500"
"In post","2022","40-49","Digital, Data & Technology","London","Male","675","670","55510","54700"
"In post","2022","40-49","Digital, Data & Technology","Outside London","Female","1730","1630","40460","37820"
"In post","2022","40-49","Digital, Data & Technology","Outside London","Male","3080","3055","43710","40520"
"In post","2022","40-49","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Overseas","Male","10","10","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Unknown","Female","5","5","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Unknown","Male","5","5","[c]","[c]"
"In post","2022","40-49","Finance","London","Female","385","365","49750","44630"
"In post","2022","40-49","Finance","London","Male","355","355","55200","54070"
"In post","2022","40-49","Finance","Outside London","Female","1380","1270","37840","35000"
"In post","2022","40-49","Finance","Outside London","Male","1025","1015","41510","36970"
"In post","2022","40-49","Finance","Overseas","Female","10","10","[c]","[c]"
"In post","2022","40-49","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","Outside London","Female","420","355","25600","23110"
"In post","2022","40-49","Grants Management","Outside London","Male","265","265","25730","21300"
"In post","2022","40-49","Human Resources","London","Female","465","440","50010","45270"
"In post","2022","40-49","Human Resources","London","Male","245","245","51740","52720"
"In post","2022","40-49","Human Resources","Outside London","Female","1585","1465","37200","33350"
"In post","2022","40-49","Human Resources","Outside London","Male","630","625","38070","33370"
"In post","2022","40-49","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Unknown","Male","5","5","[c]","[c]"
"In post","2022","40-49","Internal Audit","London","Female","25","25","[c]","[c]"
"In post","2022","40-49","Internal Audit","London","Male","25","25","[c]","[c]"
"In post","2022","40-49","Internal Audit","Outside London","Female","80","75","43270","42000"
"In post","2022","40-49","Internal Audit","Outside London","Male","55","55","46650","43500"
"In post","2022","40-49","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","London","Female","950","830","57300","60710"
"In post","2022","40-49","Legal","London","Male","475","465","59760","63730"
"In post","2022","40-49","Legal","Outside London","Female","1315","1160","45420","48080"
"In post","2022","40-49","Legal","Outside London","Male","630","625","45880","48080"
"In post","2022","40-49","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","No function","London","Female","5970","5515","45790","40070"
"In post","2022","40-49","No function","London","Male","4425","4375","48670","41750"
"In post","2022","40-49","No function","Outside London","Female","29410","25925","30100","27570"
"In post","2022","40-49","No function","Outside London","Male","19315","18965","32080","27570"
"In post","2022","40-49","No function","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","No function","Overseas","Female","225","225","56380","56590"
"In post","2022","40-49","No function","Overseas","Male","330","330","56220","56800"
"In post","2022","40-49","No function","Unknown","Female","95","90","32040","27570"
"In post","2022","40-49","No function","Unknown","Male","65","65","36660","30530"
"In post","2022","40-49","Project Delivery","London","Female","570","530","56330","56120"
"In post","2022","40-49","Project Delivery","London","Male","495","490","60210","59730"
"In post","2022","40-49","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Project Delivery","Outside London","Female","2355","2185","41030","39910"
"In post","2022","40-49","Project Delivery","Outside London","Male","2660","2645","44010","40680"
"In post","2022","40-49","Project Delivery","Overseas","Female","85","85","60140","61860"
