"Status","Year","Age","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","Statistics","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Statistics","Outside London","EO","15","15","26970","26790"
"In post","2022","50-59","Statistics","Outside London","G6","15","15","66170","67180"
"In post","2022","50-59","Statistics","Outside London","G7","55","50","56300","55670"
"In post","2022","50-59","Statistics","Outside London","HEO","35","35","33750","33370"
"In post","2022","50-59","Statistics","Outside London","SCS level","10","10","82980","77390"
"In post","2022","50-59","Statistics","Outside London","SEO","35","30","40080","39850"
"In post","2022","50-59","Statistics","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Statistics","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Tax","London","AO","25","20","26120","26400"
"In post","2022","50-59","Tax","London","EO","185","180","32480","33440"
"In post","2022","50-59","Tax","London","G6","65","60","76230","74850"
"In post","2022","50-59","Tax","London","G7","125","125","62360","62120"
"In post","2022","50-59","Tax","London","HEO","320","315","39050","38020"
"In post","2022","50-59","Tax","London","SCS level","15","15","87780","85140"
"In post","2022","50-59","Tax","London","SEO","165","160","44700","44200"
"In post","2022","50-59","Tax","Outside London","AO","425","395","21360","21250"
"In post","2022","50-59","Tax","Outside London","EO","720","665","27460","26820"
"In post","2022","50-59","Tax","Outside London","G6","230","225","68590","67910"
"In post","2022","50-59","Tax","Outside London","G7","500","485","55030","55210"
"In post","2022","50-59","Tax","Outside London","HEO","1045","995","33770","33370"
"In post","2022","50-59","Tax","Outside London","SCS level","25","25","78860","77850"
"In post","2022","50-59","Tax","Outside London","SEO","710","690","40470","40520"
"In post","2022","50-59","Unknown","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","London","AO","40","35","25460","24490"
"In post","2022","50-59","Unknown","London","EO","125","125","29600","30170"
"In post","2022","50-59","Unknown","London","G6","195","195","71540","69350"
"In post","2022","50-59","Unknown","London","G7","325","320","58060","56800"
"In post","2022","50-59","Unknown","London","HEO","155","155","36240","36120"
"In post","2022","50-59","Unknown","London","SCS level","235","230","112130","104330"
"In post","2022","50-59","Unknown","London","SEO","125","125","42550","42270"
"In post","2022","50-59","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Outside London","AA","305","285","22590","23230"
"In post","2022","50-59","Unknown","Outside London","AO","620","590","24220","24020"
"In post","2022","50-59","Unknown","Outside London","EO","765","735","28890","27940"
"In post","2022","50-59","Unknown","Outside London","G6","600","590","73560","75340"
"In post","2022","50-59","Unknown","Outside London","G7","865","840","58510","57190"
"In post","2022","50-59","Unknown","Outside London","HEO","865","830","34540","33370"
"In post","2022","50-59","Unknown","Outside London","SCS level","215","215","95980","84850"
"In post","2022","50-59","Unknown","Outside London","SEO","940","915","44890","47250"
"In post","2022","50-59","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","G6","5","5","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","G7","10","10","53680","52120"
"In post","2022","50-59","Unknown","Unknown","HEO","15","15","34570","33930"
"In post","2022","50-59","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","SEO","5","5","[c]","[c]"
"In post","2022","50-59","Veterinarian","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Veterinarian","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Veterinarian","Outside London","G6","10","10","[c]","[c]"
"In post","2022","50-59","Veterinarian","Outside London","G7","30","30","55320","54310"
"In post","2022","50-59","Veterinarian","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Veterinarian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Veterinarian","Outside London","SEO","50","45","43870","44730"
"In post","2022","50-59","Veterinarian","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","London","AO","5","5","[c]","[c]"
"In post","2022","60-64","Commercial","London","EO","5","5","[c]","[c]"
"In post","2022","60-64","Commercial","London","G6","5","5","[c]","[c]"
"In post","2022","60-64","Commercial","London","G7","5","5","[c]","[c]"
"In post","2022","60-64","Commercial","London","HEO","15","10","37550","38780"
"In post","2022","60-64","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","London","SEO","20","20","42890","42430"
"In post","2022","60-64","Commercial","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","Outside London","AO","15","15","21810","21690"
"In post","2022","60-64","Commercial","Outside London","EO","45","35","26710","26780"
"In post","2022","60-64","Commercial","Outside London","G6","10","10","68070","68880"
"In post","2022","60-64","Commercial","Outside London","G7","35","30","55450","53860"
"In post","2022","60-64","Commercial","Outside London","HEO","70","60","33250","33320"
"In post","2022","60-64","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","Outside London","SEO","85","75","41540","41500"
"In post","2022","60-64","Commercial","Outside London","Unknown","10","10","45770","43880"
"In post","2022","60-64","Commercial","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","London","EO","10","10","30030","30420"
"In post","2022","60-64","Communications","London","G6","5","5","[c]","[c]"
"In post","2022","60-64","Communications","London","G7","10","10","[c]","[c]"
"In post","2022","60-64","Communications","London","HEO","10","10","37440","37520"
"In post","2022","60-64","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","London","SEO","15","15","43080","43610"
"In post","2022","60-64","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","Outside London","AO","10","5","[c]","[c]"
"In post","2022","60-64","Communications","Outside London","EO","25","20","28170","28920"
"In post","2022","60-64","Communications","Outside London","G6","10","10","[c]","[c]"
"In post","2022","60-64","Communications","Outside London","G7","5","5","[c]","[c]"
"In post","2022","60-64","Communications","Outside London","HEO","25","25","33350","33300"
"In post","2022","60-64","Communications","Outside London","SEO","20","20","41370","40580"
"In post","2022","60-64","Communications","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Corporate Finance","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Corporate Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Corporate Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Corporate Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","London","AO","50","40","24700","25110"
"In post","2022","60-64","Counter Fraud","London","EO","65","55","31540","31880"
"In post","2022","60-64","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","London","G7","10","10","[c]","[c]"
"In post","2022","60-64","Counter Fraud","London","HEO","20","15","37160","37610"
"In post","2022","60-64","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","London","SEO","10","10","41900","41720"
"In post","2022","60-64","Counter Fraud","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","Outside London","AO","145","105","21800","21260"
"In post","2022","60-64","Counter Fraud","Outside London","EO","425","305","27600","27570"
"In post","2022","60-64","Counter Fraud","Outside London","G7","5","5","[c]","[c]"
"In post","2022","60-64","Counter Fraud","Outside London","HEO","75","60","34090","34270"
"In post","2022","60-64","Counter Fraud","Outside London","SEO","20","15","41270","40220"
"In post","2022","60-64","Counter Fraud","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","London","AO","10","10","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","London","EO","30","30","31190","31060"
"In post","2022","60-64","Digital, Data and Technology","London","G6","20","15","73170","71910"
"In post","2022","60-64","Digital, Data and Technology","London","G7","50","45","61510","61020"
"In post","2022","60-64","Digital, Data and Technology","London","HEO","40","35","36830","36740"
"In post","2022","60-64","Digital, Data and Technology","London","SCS level","5","5","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","London","SEO","40","40","45470","44510"
"In post","2022","60-64","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","Outside London","AO","40","40","22030","21830"
"In post","2022","60-64","Digital, Data and Technology","Outside London","EO","215","175","27710","27570"
"In post","2022","60-64","Digital, Data and Technology","Outside London","G6","40","35","67480","67790"
"In post","2022","60-64","Digital, Data and Technology","Outside London","G7","160","145","54180","54540"
"In post","2022","60-64","Digital, Data and Technology","Outside London","HEO","250","215","34660","33680"
"In post","2022","60-64","Digital, Data and Technology","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","Outside London","SEO","215","195","41990","40650"
"In post","2022","60-64","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","London","G7","5","5","[c]","[c]"
"In post","2022","60-64","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Finance","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Finance","London","AO","10","10","24600","24370"
"In post","2022","60-64","Finance","London","EO","30","30","30290","30250"
"In post","2022","60-64","Finance","London","G6","10","10","[c]","[c]"
"In post","2022","60-64","Finance","London","G7","20","20","59390","59490"
"In post","2022","60-64","Finance","London","HEO","45","45","37470","37430"
"In post","2022","60-64","Finance","London","SCS level","5","5","[c]","[c]"
"In post","2022","60-64","Finance","London","SEO","50","45","46250","45200"
"In post","2022","60-64","Finance","Outside London","AA","10","10","[c]","[c]"
"In post","2022","60-64","Finance","Outside London","AO","90","75","21970","21830"
"In post","2022","60-64","Finance","Outside London","EO","170","150","27080","26820"
"In post","2022","60-64","Finance","Outside London","G6","25","20","68390","67220"
"In post","2022","60-64","Finance","Outside London","G7","70","60","54980","55210"
"In post","2022","60-64","Finance","Outside London","HEO","180","165","34310","33310"
